time,Solar8000/CVP,Solar8000/ART_MBP,SNUADC/ECG_II,SNUADC/ECG_V5,Solar8000/RR_CO2,Solar8000/HR,Solar8000/ART_SBP,Solar8000/PLETH_HR,SNUADC/CVP,Solar8000/PLETH_SPO2,SNUADC/ART,Solar8000/ART_DBP,Solar8000/ETCO2
7190,,,NaN,NaN,,,,,NaN,,NaN,,
7191,1,89,NaN,NaN,18,102,113,102,NaN,100,NaN,76,34
7192,,,NaN,NaN,,,,,NaN,,NaN,,
7193,1,90,NaN,NaN,18,102,116,102,NaN,100,NaN,76,34
7194,,,NaN,NaN,,,,,NaN,,NaN,,
7195,2,90,NaN,NaN,18,101,115,102,NaN,100,NaN,76,33
7196,,,NaN,NaN,,,,,NaN,,NaN,,
7197,2,88,NaN,NaN,18,102,112,102,NaN,100,NaN,74,33
7198,,,NaN,NaN,,,,,NaN,,NaN,,
7199,3,90,NaN,NaN,18,102,116,103,NaN,100,NaN,76,33
7200,,,NaN,NaN,,,,,NaN,,NaN,,
7201,3,90,NaN,NaN,18,102,114,103,NaN,100,NaN,76,34
7202,,,NaN,NaN,,,,,NaN,,NaN,,
7203,2,91,NaN,NaN,18,102,117,103,NaN,100,NaN,77,34
7204,,,NaN,NaN,,,,,NaN,,NaN,,
7205,2,92,NaN,NaN,18,102,118,103,NaN,100,NaN,79,34
7206,,,NaN,NaN,,,,,NaN,,NaN,,
7207,2,91,NaN,NaN,18,102,114,103,NaN,100,NaN,75,34
7208,,,NaN,NaN,,,,,NaN,,NaN,,
7209,2,90,NaN,NaN,18,103,114,103,NaN,100,NaN,76,34
7210,,,NaN,NaN,,,,,NaN,,NaN,,
7211,3,88,NaN,NaN,18,103,108,103,NaN,100,NaN,74,34
7212,,,NaN,NaN,,,,,NaN,,NaN,,
7213,3,88,NaN,NaN,18,103,110,103,NaN,100,NaN,74,34
7214,,,NaN,NaN,,,,,NaN,,NaN,,
7215,4,88,NaN,NaN,18,102,110,103,NaN,100,NaN,76,34
7216,,,NaN,NaN,,,,,NaN,,NaN,,
7217,4,87,NaN,NaN,18,102,108,103,NaN,100,NaN,74,34
7218,,,NaN,NaN,,,,,NaN,,NaN,,
7219,4,88,NaN,NaN,18,102,113,103,NaN,100,NaN,76,34
7220,,,NaN,NaN,,,,,NaN,,NaN,,
7221,2,88,NaN,NaN,18,102,110,103,NaN,100,NaN,76,34
7222,,,NaN,NaN,,,,,NaN,,NaN,,
7223,2,90,NaN,NaN,18,102,113,103,NaN,100,NaN,77,34
7224,,,NaN,NaN,,,,,NaN,,NaN,,
7225,2,90,NaN,NaN,18,103,113,103,NaN,100,NaN,79,34
7226,,,NaN,NaN,,,,,NaN,,NaN,,
7227,2,89,NaN,NaN,18,103,111,103,NaN,100,NaN,76,34
7228,,,NaN,NaN,,,,,NaN,,NaN,,
7229,4,91,NaN,NaN,18,103,115,104,NaN,100,NaN,78,34
7230,,,NaN,NaN,,,,,NaN,,NaN,,
7231,4,90,NaN,NaN,18,103,112,104,NaN,100,NaN,78,34
7232,,,NaN,NaN,,,,,NaN,,NaN,,
7233,3,90,NaN,NaN,18,103,113,104,NaN,100,NaN,76,34
7234,,,NaN,NaN,,,,,NaN,,NaN,,
7235,3,89,NaN,NaN,18,103,114,104,NaN,100,NaN,76,33
7236,,,NaN,NaN,,,,,NaN,,NaN,,
7237,1,88,NaN,NaN,18,103,111,104,NaN,100,NaN,74,33
7238,,,NaN,NaN,,,,,NaN,,NaN,,
7239,1,90,NaN,NaN,18,103,116,104,NaN,100,NaN,77,33
7240,,,NaN,NaN,,,,,NaN,,NaN,,
7241,2,90,NaN,NaN,18,103,115,104,NaN,100,NaN,76,33
7242,,,NaN,NaN,,,,,NaN,,NaN,,
7243,2,92,NaN,NaN,18,102,119,103,NaN,100,NaN,78,33
7244,,,NaN,NaN,,,,,NaN,,NaN,,
7245,3,92,NaN,NaN,18,102,119,103,NaN,100,NaN,79,33
7246,,,NaN,NaN,,,,,NaN,,NaN,,
7247,3,92,NaN,NaN,18,102,117,103,NaN,100,NaN,77,33
7248,,,NaN,NaN,,,,,NaN,,NaN,,
7249,3,93,NaN,NaN,18,102,119,103,NaN,100,NaN,78,34
7250,,,NaN,NaN,,,,,NaN,,NaN,,
7251,2,90,NaN,NaN,18,102,114,103,NaN,100,NaN,75,34
7252,,,NaN,NaN,,,,,NaN,,NaN,,
7253,2,90,NaN,NaN,18,102,115,102,NaN,100,NaN,75,34
7254,,,NaN,NaN,,,,,NaN,,NaN,,
7255,1,89,NaN,NaN,18,102,114,102,NaN,100,NaN,75,34
7256,,,NaN,NaN,,,,,NaN,,NaN,,
7257,1,88,NaN,NaN,18,90,111,103,NaN,100,NaN,74,34
7258,,,NaN,NaN,,,,,NaN,,NaN,,
7259,3,90,NaN,NaN,18,90,116,102,NaN,100,NaN,76,34
7260,,,NaN,NaN,,,,,NaN,,NaN,,
7261,3,89,NaN,NaN,18,90,113,103,NaN,100,NaN,75,34
7262,,,NaN,NaN,,,,,NaN,,NaN,,
7263,2,91,NaN,NaN,18,102,118,102,NaN,100,NaN,77,34
7264,,,NaN,NaN,,,,,NaN,,NaN,,
7265,2,94,NaN,NaN,18,102,124,103,NaN,100,NaN,80,34
7266,,,NaN,NaN,,,,,NaN,,NaN,,
7267,1,94,NaN,NaN,18,102,121,103,NaN,100,NaN,79,34
7268,,,NaN,NaN,,,,,NaN,,NaN,,
7269,1,93,NaN,NaN,18,102,120,103,NaN,100,NaN,78,34
7270,,,NaN,NaN,,,,,NaN,,NaN,,
7271,2,91,NaN,NaN,18,102,115,103,NaN,100,NaN,76,34
7272,,,NaN,NaN,,,,,NaN,,NaN,,
7273,2,91,NaN,NaN,18,102,117,102,NaN,100,NaN,76,34
7274,,,NaN,NaN,,,,,NaN,,NaN,,
7275,3,90,NaN,NaN,18,102,115,102,NaN,100,NaN,76,34
7276,,,NaN,NaN,,,,,NaN,,NaN,,
7277,3,89,NaN,NaN,18,101,112,102,NaN,100,NaN,73,36
7278,,,NaN,NaN,,,,,NaN,,NaN,,
7279,3,89,NaN,NaN,18,101,115,102,NaN,100,NaN,75,36
7280,,,NaN,NaN,,,,,NaN,,NaN,,
7281,2,89,NaN,NaN,18,101,114,102,NaN,100,NaN,75,36
7282,,,NaN,NaN,,,,,NaN,,NaN,,
7283,2,91,NaN,NaN,18,101,119,102,NaN,100,NaN,77,36
7284,,,NaN,NaN,,,,,NaN,,NaN,,
7285,1,92,NaN,NaN,18,101,119,102,NaN,100,NaN,77,35
7286,,,NaN,NaN,,,,,NaN,,NaN,,
7287,1,90,NaN,NaN,18,101,116,102,NaN,100,NaN,74,35
7288,,,NaN,NaN,,,,,NaN,,NaN,,
7289,2,91,NaN,NaN,18,101,118,102,NaN,100,NaN,76,35
7290,,,NaN,NaN,,,,,NaN,,NaN,,
7291,2,90,NaN,NaN,18,101,116,102,NaN,100,NaN,75,36
7292,,,NaN,NaN,,,,,NaN,,NaN,,
7293,2,91,NaN,NaN,18,101,119,102,NaN,100,NaN,75,36
7294,,,NaN,NaN,,,,,NaN,,NaN,,
7295,2,91,NaN,NaN,18,101,119,102,NaN,100,NaN,76,36
7296,,,NaN,NaN,,,,,NaN,,NaN,,
7297,1,91,NaN,NaN,18,102,117,102,NaN,100,NaN,75,36
7298,,,NaN,NaN,,,,,NaN,,NaN,,
7299,1,91,NaN,NaN,18,102,119,102,NaN,100,NaN,75,36
7300,,,NaN,NaN,,,,,NaN,,NaN,,
7301,1,90,NaN,NaN,18,102,115,102,NaN,100,NaN,74,36
7302,,,NaN,NaN,,,,,NaN,,NaN,,
7303,1,89,NaN,NaN,18,101,116,102,NaN,100,NaN,73,36
7304,,,NaN,NaN,,,,,NaN,,NaN,,
7305,2,89,NaN,NaN,18,101,115,102,NaN,100,NaN,73,36
7306,,,NaN,NaN,,,,,NaN,,NaN,,
7307,2,88,NaN,NaN,18,101,113,102,NaN,100,NaN,72,36
7308,,,NaN,NaN,,,,,NaN,,NaN,,
7309,2,89,NaN,NaN,18,101,116,102,NaN,100,NaN,74,36
7310,,,NaN,NaN,,,,,NaN,,NaN,,
7311,2,88,NaN,NaN,18,101,113,102,NaN,100,NaN,73,36
7312,,,NaN,NaN,,,,,NaN,,NaN,,
7313,2,89,NaN,NaN,18,101,116,102,NaN,99,NaN,74,36
7314,,,NaN,NaN,,,,,NaN,,NaN,,
7315,1,90,NaN,NaN,18,101,117,102,NaN,100,NaN,75,36
7316,,,NaN,NaN,,,,,NaN,,NaN,,
7317,1,90,NaN,NaN,18,102,115,103,NaN,100,NaN,74,36
7318,,,NaN,NaN,,,,,NaN,,NaN,,
7319,2,91,NaN,NaN,18,102,118,102,NaN,100,NaN,75,37
7320,,,NaN,NaN,,,,,NaN,,NaN,,
7321,2,89,NaN,NaN,18,102,114,103,NaN,100,NaN,75,37
7322,,,NaN,NaN,,,,,NaN,,NaN,,
7323,3,90,NaN,NaN,18,102,117,102,NaN,100,NaN,75,37
7324,,,NaN,NaN,,,,,NaN,,NaN,,
7325,3,90,NaN,NaN,18,102,117,103,NaN,100,NaN,75,37
7326,,,NaN,NaN,,,,,NaN,,NaN,,
7327,2,90,NaN,NaN,18,102,117,102,NaN,100,NaN,74,36
7328,,,NaN,NaN,,,,,NaN,,NaN,,
7329,2,92,NaN,NaN,18,102,122,103,NaN,100,NaN,77,36
7330,,,NaN,NaN,,,,,NaN,,NaN,,
7331,1,92,NaN,NaN,18,102,120,103,NaN,100,NaN,77,36
7332,,,NaN,NaN,,,,,NaN,,NaN,,
7333,1,93,NaN,NaN,18,102,120,103,NaN,100,NaN,76,36
7334,,,NaN,NaN,,,,,NaN,,NaN,,
7335,3,90,NaN,NaN,18,102,116,103,NaN,100,NaN,75,36
7336,,,NaN,NaN,,,,,NaN,,NaN,,
7337,3,89,NaN,NaN,18,102,115,103,NaN,100,NaN,74,36
7338,,,NaN,NaN,,,,,NaN,,NaN,,
7339,2,90,NaN,NaN,18,102,117,102,NaN,100,NaN,74,36
7340,,,NaN,NaN,,,,,NaN,,NaN,,
7341,2,89,NaN,NaN,18,101,113,102,NaN,100,NaN,74,36
7342,,,NaN,NaN,,,,,NaN,,NaN,,
7343,2,90,NaN,NaN,18,101,117,102,NaN,100,NaN,75,36
7344,,,NaN,NaN,,,,,NaN,,NaN,,
7345,2,89,NaN,NaN,18,101,115,102,NaN,100,NaN,75,36
7346,,,NaN,NaN,,,,,NaN,,NaN,,
7347,2,89,NaN,NaN,18,101,115,102,NaN,100,NaN,73,36
7348,,,NaN,NaN,,,,,NaN,,NaN,,
7349,2,91,NaN,NaN,18,101,119,102,NaN,100,NaN,75,36
7350,,,NaN,NaN,,,,,NaN,,NaN,,
7351,2,90,NaN,NaN,18,101,116,102,NaN,100,NaN,75,36
7352,,,NaN,NaN,,,,,NaN,,NaN,,
7353,3,91,NaN,NaN,18,101,118,102,NaN,100,NaN,76,36
7354,,,NaN,NaN,,,,,NaN,,NaN,,
7355,3,91,NaN,NaN,18,101,117,102,NaN,100,NaN,76,35
7356,,,NaN,NaN,,,,,NaN,,NaN,,
7357,2,90,NaN,NaN,18,101,115,101,NaN,100,NaN,74,35
7358,,,NaN,NaN,,,,,NaN,,NaN,,
7359,2,91,NaN,NaN,18,101,118,101,NaN,100,NaN,76,35
7360,,,NaN,NaN,,,,,NaN,,NaN,,
7361,2,89,NaN,NaN,18,101,114,101,NaN,100,NaN,74,37
7362,,,NaN,NaN,,,,,NaN,,NaN,,
7363,2,90,NaN,NaN,18,101,117,101,NaN,100,NaN,75,37
7364,,,NaN,NaN,,,,,NaN,,NaN,,
7365,2,91,NaN,NaN,18,101,118,101,NaN,100,NaN,76,37
7366,,,NaN,NaN,,,,,NaN,,NaN,,
7367,2,90,NaN,NaN,18,101,116,101,NaN,100,NaN,75,37
7368,,,NaN,NaN,,,,,NaN,,NaN,,
7369,2,92,NaN,NaN,18,101,120,101,NaN,100,NaN,77,36
7370,,,NaN,NaN,,,,,NaN,,NaN,,
7371,2,92,NaN,NaN,18,101,119,102,NaN,100,NaN,76,36
7372,,,NaN,NaN,,,,,NaN,,NaN,,
7373,2,92,NaN,NaN,18,101,120,101,NaN,100,NaN,76,36
7374,,,NaN,NaN,,,,,NaN,,NaN,,
7375,2,91,NaN,NaN,18,101,117,101,NaN,100,NaN,76,36
7376,,,NaN,NaN,,,,,NaN,,NaN,,
7377,2,89,NaN,NaN,18,101,115,101,NaN,100,NaN,74,36
7378,,,NaN,NaN,,,,,NaN,,NaN,,
7379,2,91,NaN,NaN,18,100,118,101,NaN,100,NaN,76,36
7380,,,NaN,NaN,,,,,NaN,,NaN,,
7381,2,89,NaN,NaN,18,100,114,101,NaN,100,NaN,74,36
7382,,,NaN,NaN,,,,,NaN,,NaN,,
7383,3,89,NaN,NaN,18,100,115,101,NaN,100,NaN,74,36
7384,,,NaN,NaN,,,,,NaN,,NaN,,
7385,3,89,NaN,NaN,18,100,115,101,NaN,100,NaN,75,36
7386,,,NaN,NaN,,,,,NaN,,NaN,,
7387,2,90,NaN,NaN,18,100,116,101,NaN,100,NaN,74,36
7388,,,NaN,NaN,,,,,NaN,,NaN,,
7389,2,92,NaN,NaN,18,100,121,100,NaN,100,NaN,76,36
7390,,,NaN,NaN,,,,,NaN,,NaN,,
7391,1,91,NaN,NaN,18,100,118,101,NaN,100,NaN,75,36
7392,,,NaN,NaN,,,,,NaN,,NaN,,
7393,1,91,NaN,NaN,18,100,117,101,NaN,100,NaN,74,36
7394,,,NaN,NaN,,,,,NaN,,NaN,,
7395,2,90,NaN,NaN,18,100,115,101,NaN,100,NaN,75,36
7396,,,NaN,NaN,,,,,NaN,,NaN,,
7397,2,89,NaN,NaN,18,100,115,101,NaN,100,NaN,74,36
7398,,,NaN,NaN,,,,,NaN,,NaN,,
7399,2,90,NaN,NaN,18,100,118,101,NaN,100,NaN,75,36
7400,,,NaN,NaN,,,,,NaN,,NaN,,
7401,2,89,NaN,NaN,18,100,114,101,NaN,100,NaN,74,36
7402,,,NaN,NaN,,,,,NaN,,NaN,,
7403,1,90,NaN,NaN,18,100,118,100,NaN,100,NaN,75,36
7404,,,NaN,NaN,,,,,NaN,,NaN,,
7405,1,91,NaN,NaN,18,100,119,100,NaN,100,NaN,76,36
7406,,,NaN,NaN,,,,,NaN,,NaN,,
7407,1,91,NaN,NaN,18,100,118,100,NaN,100,NaN,75,36
7408,,,NaN,NaN,,,,,NaN,,NaN,,
7409,1,92,NaN,NaN,18,100,120,101,NaN,100,NaN,76,36
7410,,,NaN,NaN,,,,,NaN,,NaN,,
7411,1,90,NaN,NaN,18,100,115,101,NaN,100,NaN,74,36
7412,,,NaN,NaN,,,,,NaN,,NaN,,
7413,3,91,NaN,NaN,18,100,118,100,NaN,100,NaN,75,36
7414,,,NaN,NaN,,,,,NaN,,NaN,,
7415,3,91,NaN,NaN,18,100,119,100,NaN,100,NaN,76,36
7416,,,NaN,NaN,,,,,NaN,,NaN,,
7417,2,90,NaN,NaN,18,100,117,100,NaN,100,NaN,75,36
7418,,,NaN,NaN,,,,,NaN,,NaN,,
7419,2,92,NaN,NaN,18,100,122,100,NaN,100,NaN,77,36
7420,,,NaN,NaN,,,,,NaN,,NaN,,
7421,2,91,NaN,NaN,18,100,118,100,NaN,100,NaN,76,36
7422,,,NaN,NaN,,,,,NaN,,NaN,,
7423,2,92,NaN,NaN,18,99,119,100,NaN,100,NaN,75,36
7424,,,NaN,NaN,,,,,NaN,,NaN,,
7425,2,92,NaN,NaN,18,99,119,100,NaN,100,NaN,75,36
7426,,,NaN,NaN,,,,,NaN,,NaN,,
7427,2,91,NaN,NaN,18,113,118,100,NaN,100,NaN,74,36
7428,,,NaN,NaN,,,,,NaN,,NaN,,
7429,3,92,NaN,NaN,18,113,120,99,NaN,100,NaN,76,36
7430,,,NaN,NaN,,,,,NaN,,NaN,,
7431,3,90,NaN,NaN,18,113,115,99,NaN,100,NaN,75,36
7432,,,NaN,NaN,,,,,NaN,,NaN,,
7433,3,90,NaN,NaN,18,98,115,99,NaN,100,NaN,74,36
7434,,,NaN,NaN,,,,,NaN,,NaN,,
7435,3,88,NaN,NaN,18,98,113,99,NaN,100,NaN,75,36
7436,,,NaN,NaN,,,,,NaN,,NaN,,
7437,2,87,NaN,NaN,18,98,110,99,NaN,100,NaN,73,36
7438,,,NaN,NaN,,,,,NaN,,NaN,,
7439,2,89,NaN,NaN,18,98,115,99,NaN,100,NaN,76,36
7440,,,NaN,NaN,,,,,NaN,,NaN,,
7441,2,88,NaN,NaN,18,99,111,99,NaN,100,NaN,75,35
7442,,,NaN,NaN,,,,,NaN,,NaN,,
7443,4,90,NaN,NaN,18,99,115,99,NaN,100,NaN,76,35
7444,,,NaN,NaN,,,,,NaN,,NaN,,
7445,4,91,NaN,NaN,18,99,116,100,NaN,100,NaN,78,35
7446,,,NaN,NaN,,,,,NaN,,NaN,,
7447,3,91,NaN,NaN,18,99,115,100,NaN,100,NaN,76,35
7448,,,NaN,NaN,,,,,NaN,,NaN,,
7449,3,92,NaN,NaN,18,99,119,100,NaN,100,NaN,78,35
7450,,,NaN,NaN,,,,,NaN,,NaN,,
7451,3,91,NaN,NaN,18,99,114,100,NaN,100,NaN,77,35
7452,,,NaN,NaN,,,,,NaN,,NaN,,
7453,3,92,NaN,NaN,18,100,118,100,NaN,100,NaN,78,35
7454,,,NaN,NaN,,,,,NaN,,NaN,,
7455,3,92,NaN,NaN,18,100,118,100,NaN,100,NaN,79,35
7456,,,NaN,NaN,,,,,NaN,,NaN,,
7457,3,92,NaN,NaN,18,100,117,100,NaN,100,NaN,77,35
7458,,,NaN,NaN,,,,,NaN,,NaN,,
7459,4,94,NaN,NaN,18,100,121,100,NaN,100,NaN,80,35
7460,,,NaN,NaN,,,,,NaN,,NaN,,
7461,4,93,NaN,NaN,18,100,117,101,NaN,100,NaN,78,35
7462,,,NaN,NaN,,,,,NaN,,NaN,,
7463,3,93,NaN,NaN,18,100,119,100,NaN,100,NaN,78,35
7464,,,NaN,NaN,,,,,NaN,,NaN,,
7465,3,92,NaN,NaN,18,100,116,100,NaN,100,NaN,79,35
7466,,,NaN,NaN,,,,,NaN,,NaN,,
7467,3,92,NaN,NaN,18,100,117,100,NaN,100,NaN,77,35
7468,,,NaN,NaN,,,,,NaN,,NaN,,
7469,3,94,NaN,NaN,18,100,121,100,NaN,100,NaN,80,35
7470,,,NaN,NaN,,,,,NaN,,NaN,,
7471,3,92,NaN,NaN,18,100,115,100,NaN,100,NaN,77,35
7472,,,NaN,NaN,,,,,NaN,,NaN,,
7473,4,93,NaN,NaN,18,100,119,100,NaN,100,NaN,78,35
7474,,,NaN,NaN,,,,,NaN,,NaN,,
7475,4,93,NaN,NaN,18,99,119,100,NaN,100,NaN,80,37
7476,,,NaN,NaN,,,,,NaN,,NaN,,
7477,4,94,NaN,NaN,18,99,119,100,NaN,100,NaN,79,37
7478,,,NaN,NaN,,,,,NaN,,NaN,,
7479,4,95,NaN,NaN,18,99,122,100,NaN,100,NaN,80,37
7480,,,NaN,NaN,,,,,NaN,,NaN,,
7481,3,93,NaN,NaN,18,100,117,100,NaN,100,NaN,78,39
7482,,,NaN,NaN,,,,,NaN,,NaN,,
7483,3,92,NaN,NaN,18,100,116,100,NaN,100,NaN,77,39
7484,,,NaN,NaN,,,,,NaN,,NaN,,
7485,3,91,NaN,NaN,18,99,114,100,NaN,100,NaN,77,39
7486,,,NaN,NaN,,,,,NaN,,NaN,,
7487,3,92,NaN,NaN,18,100,116,100,NaN,100,NaN,77,39
7488,,,NaN,NaN,,,,,NaN,,NaN,,
7489,4,94,NaN,NaN,18,99,121,100,NaN,100,NaN,81,37
7490,,,NaN,NaN,,,,,NaN,,NaN,,
7491,4,93,NaN,NaN,18,99,117,100,NaN,100,NaN,79,37
7492,,,NaN,NaN,,,,,NaN,,NaN,,
7493,3,94,NaN,NaN,18,99,120,99,NaN,100,NaN,80,37
7494,,,NaN,NaN,,,,,NaN,,NaN,,
7495,3,94,NaN,NaN,18,99,118,100,NaN,100,NaN,80,36
7496,,,NaN,NaN,,,,,NaN,,NaN,,
7497,3,94,NaN,NaN,18,100,119,100,NaN,100,NaN,79,36
7498,,,NaN,NaN,,,,,NaN,,NaN,,
7499,3,95,NaN,NaN,18,100,123,100,NaN,100,NaN,81,36
7500,,,NaN,NaN,,,,,NaN,,NaN,,
7501,3,93,NaN,NaN,18,100,118,100,NaN,100,NaN,78,36
7502,,,NaN,NaN,,,,,NaN,,NaN,,
7503,3,93,NaN,NaN,18,99,119,100,NaN,100,NaN,78,35
7504,,,NaN,NaN,,,,,NaN,,NaN,,
7505,3,93,NaN,NaN,18,99,118,99,NaN,100,NaN,78,35
7506,,,NaN,NaN,,,,,NaN,,NaN,,
7507,4,92,NaN,NaN,18,98,117,99,NaN,100,NaN,76,35
7508,,,NaN,NaN,,,,,NaN,,NaN,,
7509,4,93,NaN,NaN,18,98,120,99,NaN,100,NaN,78,36
7510,,,NaN,NaN,,,,,NaN,,NaN,,
7511,2,92,NaN,NaN,18,98,117,99,NaN,100,NaN,77,36
7512,,,NaN,NaN,,,,,NaN,,NaN,,
7513,2,93,NaN,NaN,18,98,121,99,NaN,100,NaN,78,36
7514,,,NaN,NaN,,,,,NaN,,NaN,,
7515,2,94,NaN,NaN,18,99,121,99,NaN,100,NaN,79,36
7516,,,NaN,NaN,,,,,NaN,,NaN,,
7517,2,93,NaN,NaN,18,99,119,99,NaN,100,NaN,77,36
7518,,,NaN,NaN,,,,,NaN,,NaN,,
7519,3,94,NaN,NaN,18,99,123,99,NaN,100,NaN,79,36
7520,,,NaN,NaN,,,,,NaN,,NaN,,
7521,3,93,NaN,NaN,18,98,119,99,NaN,100,NaN,77,36
7522,,,NaN,NaN,,,,,NaN,,NaN,,
7523,3,93,NaN,NaN,18,98,121,99,NaN,100,NaN,77,36
7524,,,NaN,NaN,,,,,NaN,,NaN,,
7525,3,93,NaN,NaN,18,98,120,99,NaN,100,NaN,77,36
7526,,,NaN,NaN,,,,,NaN,,NaN,,
7527,2,92,NaN,NaN,18,98,118,98,NaN,100,NaN,76,36
7528,,,NaN,NaN,,,,,NaN,,NaN,,
7529,2,92,NaN,NaN,18,98,120,98,NaN,99,NaN,77,36
7530,,,NaN,NaN,,,,,NaN,,NaN,,
7531,2,91,NaN,NaN,18,107,116,98,NaN,99,NaN,76,36
7532,,,NaN,NaN,,,,,NaN,,NaN,,
7533,2,92,NaN,NaN,18,106,119,98,NaN,100,NaN,77,36
7534,,,NaN,NaN,,,,,NaN,,NaN,,
7535,4,92,NaN,NaN,18,106,118,98,NaN,100,NaN,78,36
7536,,,NaN,NaN,,,,,NaN,,NaN,,
7537,4,92,NaN,NaN,18,97,119,98,NaN,100,NaN,77,36
7538,,,NaN,NaN,,,,,NaN,,NaN,,
7539,4,94,NaN,NaN,18,98,122,98,NaN,100,NaN,78,36
7540,,,NaN,NaN,,,,,NaN,,NaN,,
7541,2,92,NaN,NaN,18,98,117,98,NaN,100,NaN,76,36
7542,,,NaN,NaN,,,,,NaN,,NaN,,
7543,2,92,NaN,NaN,18,98,119,98,NaN,100,NaN,76,36
7544,,,NaN,NaN,,,,,NaN,,NaN,,
7545,2,92,NaN,NaN,18,98,119,97,NaN,100,NaN,77,36
7546,,,NaN,NaN,,,,,NaN,,NaN,,
7547,2,92,NaN,NaN,18,98,118,98,NaN,100,NaN,76,36
7548,,,NaN,NaN,,,,,NaN,,NaN,,
7549,3,93,NaN,NaN,18,97,121,98,NaN,100,NaN,78,36
7550,,,NaN,NaN,,,,,NaN,,NaN,,
7551,3,91,NaN,NaN,18,97,115,99,NaN,100,NaN,76,36
7552,,,NaN,NaN,,,,,NaN,,NaN,,
7553,3,92,NaN,NaN,18,97,118,98,NaN,100,NaN,76,36
7554,,,NaN,NaN,,,,,NaN,,NaN,,
7555,3,91,NaN,NaN,18,97,117,97,NaN,100,NaN,77,36
7556,,,NaN,NaN,,,,,NaN,,NaN,,
7557,2,91,NaN,NaN,18,97,115,98,NaN,100,NaN,76,36
7558,,,NaN,NaN,,,,,NaN,,NaN,,
7559,2,93,NaN,NaN,18,98,121,98,NaN,100,NaN,79,36
7560,,,NaN,NaN,,,,,NaN,,NaN,,
7561,3,92,NaN,NaN,18,97,117,98,NaN,100,NaN,78,36
7562,,,NaN,NaN,,,,,NaN,,NaN,,
7563,3,92,NaN,NaN,18,97,116,98,NaN,100,NaN,77,36
7564,,,NaN,NaN,,,,,NaN,,NaN,,
7565,4,91,NaN,NaN,18,98,113,98,NaN,100,NaN,77,36
7566,,,NaN,NaN,,,,,NaN,,NaN,,
7567,4,90,NaN,NaN,18,98,112,98,NaN,100,NaN,76,36
7568,,,NaN,NaN,,,,,NaN,,NaN,,
7569,4,92,NaN,NaN,18,98,117,99,NaN,100,NaN,79,36
7570,,,NaN,NaN,,,,,NaN,,NaN,,
7571,3,92,NaN,NaN,18,98,115,99,NaN,100,NaN,78,36
7572,,,NaN,NaN,,,,,NaN,,NaN,,
7573,3,92,NaN,NaN,18,99,116,99,NaN,100,NaN,78,35
7574,,,NaN,NaN,,,,,NaN,,NaN,,
7575,3,93,NaN,NaN,18,99,119,99,NaN,100,NaN,80,35
7576,,,NaN,NaN,,,,,NaN,,NaN,,
7577,3,93,NaN,NaN,18,99,118,99,NaN,100,NaN,79,35
7578,,,NaN,NaN,,,,,NaN,,NaN,,
7579,4,93,NaN,NaN,18,99,118,99,NaN,100,NaN,79,36
7580,,,NaN,NaN,,,,,NaN,,NaN,,
7581,4,90,NaN,NaN,18,99,111,99,NaN,100,NaN,76,36
7582,,,NaN,NaN,,,,,NaN,,NaN,,
7583,4,91,NaN,NaN,18,99,115,99,NaN,100,NaN,77,36
7584,,,NaN,NaN,,,,,NaN,,NaN,,
7585,4,91,NaN,NaN,18,99,114,99,NaN,100,NaN,78,36
7586,,,NaN,NaN,,,,,NaN,,NaN,,
7587,3,92,NaN,NaN,18,99,117,99,NaN,100,NaN,79,36
7588,,,NaN,NaN,,,,,NaN,,NaN,,
7589,3,96,NaN,NaN,18,99,125,100,NaN,100,NaN,83,36
7590,,,NaN,NaN,,,,,NaN,,NaN,,
7591,3,95,NaN,NaN,18,99,121,100,NaN,100,NaN,81,36
7592,,,NaN,NaN,,,,,NaN,,NaN,,
7593,3,96,NaN,NaN,18,99,123,100,NaN,100,NaN,81,36
7594,,,NaN,NaN,,,,,NaN,,NaN,,
7595,4,95,NaN,NaN,18,99,119,100,NaN,100,NaN,81,37
7596,,,NaN,NaN,,,,,NaN,,NaN,,
7597,4,91,NaN,NaN,18,99,112,100,NaN,100,NaN,76,37
7598,,,NaN,NaN,,,,,NaN,,NaN,,
7599,4,92,NaN,NaN,18,99,118,100,NaN,100,NaN,79,37
7600,,,NaN,NaN,,,,,NaN,,NaN,,
7601,3,93,NaN,NaN,18,99,119,100,NaN,100,NaN,80,37
7602,,,NaN,NaN,,,,,NaN,,NaN,,
7603,3,96,NaN,NaN,18,99,124,100,NaN,100,NaN,82,37
7604,,,NaN,NaN,,,,,NaN,,NaN,,
7605,3,96,NaN,NaN,18,99,123,100,NaN,100,NaN,82,37
7606,,,NaN,NaN,,,,,NaN,,NaN,,
7607,3,95,NaN,NaN,18,99,119,100,NaN,100,NaN,79,37
7608,,,NaN,NaN,,,,,NaN,,NaN,,
7609,4,95,NaN,NaN,18,99,120,100,NaN,100,NaN,81,37
7610,,,NaN,NaN,,,,,NaN,,NaN,,
7611,4,93,NaN,NaN,18,99,116,100,NaN,100,NaN,80,37
7612,,,NaN,NaN,,,,,NaN,,NaN,,
7613,4,93,NaN,NaN,18,99,117,100,NaN,100,NaN,78,37
7614,,,NaN,NaN,,,,,NaN,,NaN,,
