time,Solar8000/ART_SBP,SNUADC/ECG_II,Solar8000/ART_MBP,SNUADC/CVP,Solar8000/RR_CO2,SNUADC/ART,Solar8000/PLETH_SPO2,Solar8000/ETCO2,Solar8000/CVP,Solar8000/PLETH_HR,Solar8000/HR,Solar8000/ART_DBP
1468,,NaN,,NaN,,NaN,,,,,,
1469,,NaN,58,NaN,22,NaN,100,34,1,98,98,
1470,,NaN,,NaN,,NaN,,,,,,
1471,,NaN,58,NaN,22,NaN,100,34,1,98,97,
1472,,NaN,,NaN,,NaN,,,,,,
1473,,NaN,58,NaN,22,NaN,100,34,1,98,97,
1474,,NaN,,NaN,,NaN,,,,,,
1475,75,NaN,58,NaN,22,NaN,100,34,1,98,97,46
1476,,NaN,,NaN,,NaN,,,,,,
1477,75,NaN,57,NaN,22,NaN,100,34,1,98,97,45
1478,,NaN,,NaN,,NaN,,,,,,
1479,75,NaN,57,NaN,22,NaN,100,34,1,98,97,45
1480,,NaN,,NaN,,NaN,,,,,,
1481,76,NaN,57,NaN,22,NaN,100,34,1,98,97,46
1482,,NaN,,NaN,,NaN,,,,,,
1483,76,NaN,57,NaN,22,NaN,100,34,1,98,98,46
1484,,NaN,,NaN,,NaN,,,,,,
1485,75,NaN,57,NaN,22,NaN,100,34,1,99,98,46
1486,,NaN,,NaN,,NaN,,,,,,
1487,76,NaN,58,NaN,22,NaN,100,34,1,99,98,46
1488,,NaN,,NaN,,NaN,,,,,,
1489,76,NaN,58,NaN,22,NaN,100,34,1,99,98,47
1490,,NaN,,NaN,,NaN,,,,,,
1491,76,NaN,58,NaN,22,NaN,100,34,1,99,98,47
1492,,NaN,,NaN,,NaN,,,,,,
1493,76,NaN,58,NaN,22,NaN,100,34,1,99,98,46
1494,,NaN,,NaN,,NaN,,,,,,
1495,77,NaN,58,NaN,22,NaN,100,34,1,99,98,47
1496,,NaN,,NaN,,NaN,,,,,,
1497,77,NaN,58,NaN,22,NaN,100,34,1,99,98,47
1498,,NaN,,NaN,,NaN,,,,,,
1499,76,NaN,58,NaN,22,NaN,100,34,1,99,98,46
1500,,NaN,,NaN,,NaN,,,,,,
1501,76,NaN,58,NaN,22,NaN,100,34,1,99,98,46
1502,,NaN,,NaN,,NaN,,,,,,
1503,75,NaN,58,NaN,22,NaN,100,34,1,99,98,46
1504,,NaN,,NaN,,NaN,,,,,,
1505,76,NaN,58,NaN,22,NaN,100,34,1,99,98,46
1506,,NaN,,NaN,,NaN,,,,,,
1507,75,NaN,57,NaN,22,NaN,100,34,1,99,98,46
1508,,NaN,,NaN,,NaN,,,,,,
1509,75,NaN,58,NaN,22,NaN,100,34,1,99,98,46
1510,,NaN,,NaN,,NaN,,,,,,
1511,76,NaN,58,NaN,22,NaN,100,34,1,99,98,46
1512,,NaN,,NaN,,NaN,,,,,,
1513,76,NaN,58,NaN,22,NaN,100,34,1,99,98,46
1514,,NaN,,NaN,,NaN,,,,,,
1515,75,NaN,58,NaN,22,NaN,100,34,1,99,98,46
1516,,NaN,,NaN,,NaN,,,,,,
1517,76,NaN,58,NaN,22,NaN,100,34,1,99,98,46
1518,,NaN,,NaN,,NaN,,,,,,
1519,77,NaN,59,NaN,22,NaN,100,34,1,99,98,47
1520,,NaN,,NaN,,NaN,,,,,,
1521,78,NaN,59,NaN,22,NaN,100,34,1,98,98,48
1522,,NaN,,NaN,,NaN,,,,,,
1523,79,NaN,59,NaN,22,NaN,100,34,1,98,97,48
1524,,NaN,,NaN,,NaN,,,,,,
1525,80,NaN,60,NaN,22,NaN,100,34,1,97,97,47
1526,,NaN,,NaN,,NaN,,,,,,
1527,79,NaN,60,NaN,22,NaN,100,34,1,97,96,47
1528,,NaN,,NaN,,NaN,,,,,,
1529,78,NaN,59,NaN,22,NaN,100,34,1,97,96,47
1530,,NaN,,NaN,,NaN,,,,,,
1531,77,NaN,59,NaN,22,NaN,100,34,1,97,96,46
1532,,NaN,,NaN,,NaN,,,,,,
1533,77,NaN,59,NaN,22,NaN,100,34,1,96,96,46
1534,,NaN,,NaN,,NaN,,,,,,
1535,77,NaN,58,NaN,22,NaN,100,34,1,97,96,46
1536,,NaN,,NaN,,NaN,,,,,,
1537,76,NaN,58,NaN,22,NaN,100,34,1,96,96,46
1538,,NaN,,NaN,,NaN,,,,,,
1539,75,NaN,57,NaN,22,NaN,100,34,1,96,96,45
1540,,NaN,,NaN,,NaN,,,,,,
1541,76,NaN,57,NaN,22,NaN,100,34,1,97,96,46
1542,,NaN,,NaN,,NaN,,,,,,
1543,76,NaN,57,NaN,22,NaN,100,34,1,97,96,46
1544,,NaN,,NaN,,NaN,,,,,,
1545,75,NaN,57,NaN,22,NaN,100,34,1,97,97,45
1546,,NaN,,NaN,,NaN,,,,,,
1547,75,NaN,57,NaN,22,NaN,100,34,1,97,97,45
1548,,NaN,,NaN,,NaN,,,,,,
1549,76,NaN,57,NaN,22,NaN,100,34,1,98,97,45
1550,,NaN,,NaN,,NaN,,,,,,
1551,74,NaN,57,NaN,22,NaN,100,34,1,98,97,45
1552,,NaN,,NaN,,NaN,,,,,,
1553,74,NaN,56,NaN,22,NaN,100,34,1,98,97,45
1554,,NaN,,NaN,,NaN,,,,,,
1555,75,NaN,57,NaN,22,NaN,100,34,1,98,97,45
1556,,NaN,,NaN,,NaN,,,,,,
1557,75,NaN,57,NaN,22,NaN,100,34,1,98,97,45
1558,,NaN,,NaN,,NaN,,,,,,
1559,75,NaN,57,NaN,22,NaN,100,34,1,98,98,46
1560,,NaN,,NaN,,NaN,,,,,,
1561,75,NaN,57,NaN,22,NaN,100,34,1,98,98,46
1562,,NaN,,NaN,,NaN,,,,,,
1563,76,NaN,57,NaN,22,NaN,100,34,1,98,98,46
1564,,NaN,,NaN,,NaN,,,,,,
1565,75,NaN,57,NaN,22,NaN,100,34,1,99,98,46
1566,,NaN,,NaN,,NaN,,,,,,
1567,75,NaN,57,NaN,22,NaN,100,34,1,99,98,46
1568,,NaN,,NaN,,NaN,,,,,,
1569,75,NaN,57,NaN,22,NaN,100,34,1,99,98,46
1570,,NaN,,NaN,,NaN,,,,,,
1571,77,NaN,58,NaN,22,NaN,100,34,1,99,98,47
1572,,NaN,,NaN,,NaN,,,,,,
1573,84,NaN,61,NaN,22,NaN,100,34,1,99,98,51
1574,,NaN,,NaN,,NaN,,,,,,
1575,85,NaN,63,NaN,22,NaN,100,34,1,98,98,52
1576,,NaN,,NaN,,NaN,,,,,,
1577,84,NaN,63,NaN,22,NaN,100,34,1,98,98,52
1578,,NaN,,NaN,,NaN,,,,,,
1579,83,NaN,63,NaN,22,NaN,100,34,1,98,98,50
1580,,NaN,,NaN,,NaN,,,,,,
1581,79,NaN,62,NaN,22,NaN,100,34,1,97,98,49
1582,,NaN,,NaN,,NaN,,,,,,
1583,68,NaN,57,NaN,22,NaN,100,34,1,97,98,46
1584,,NaN,,NaN,,NaN,,,,,,
1585,77,NaN,58,NaN,22,NaN,100,34,1,97,98,48
1586,,NaN,,NaN,,NaN,,,,,,
1587,76,NaN,59,NaN,22,NaN,100,34,1,98,98,47
1588,,NaN,,NaN,,NaN,,,,,,
1589,73,NaN,58,NaN,22,NaN,100,34,1,98,98,49
1590,,NaN,,NaN,,NaN,,,,,,
1591,77,NaN,59,NaN,22,NaN,100,34,1,98,98,48
1592,,NaN,,NaN,,NaN,,,,,,
1593,79,NaN,60,NaN,22,NaN,100,34,1,98,98,48
1594,,NaN,,NaN,,NaN,,,,,,
1595,78,NaN,60,NaN,22,NaN,100,34,1,98,98,48
1596,,NaN,,NaN,,NaN,,,,,,
1597,78,NaN,59,NaN,22,NaN,100,34,1,98,98,47
1598,,NaN,,NaN,,NaN,,,,,,
1599,77,NaN,58,NaN,22,NaN,100,34,1,98,98,46
1600,,NaN,,NaN,,NaN,,,,,,
1601,76,NaN,58,NaN,22,NaN,100,34,1,98,97,46
1602,,NaN,,NaN,,NaN,,,,,,
1603,76,NaN,57,NaN,22,NaN,100,34,1,98,97,46
1604,,NaN,,NaN,,NaN,,,,,,
1605,74,NaN,57,NaN,22,NaN,100,34,1,98,97,45
1606,,NaN,,NaN,,NaN,,,,,,
1607,74,NaN,57,NaN,22,NaN,100,34,1,98,97,45
1608,,NaN,,NaN,,NaN,,,,,,
1609,75,NaN,57,NaN,22,NaN,100,34,1,98,97,46
1610,,NaN,,NaN,,NaN,,,,,,
1611,74,NaN,57,NaN,22,NaN,100,34,1,98,97,45
1612,,NaN,,NaN,,NaN,,,,,,
1613,74,NaN,56,NaN,22,NaN,100,34,1,98,97,45
1614,,NaN,,NaN,,NaN,,,,,,
1615,75,NaN,57,NaN,22,NaN,100,34,1,98,97,45
1616,,NaN,,NaN,,NaN,,,,,,
1617,75,NaN,57,NaN,22,NaN,100,34,1,98,97,46
1618,,NaN,,NaN,,NaN,,,,,,
1619,75,NaN,57,NaN,22,NaN,100,34,1,98,97,46
1620,,NaN,,NaN,,NaN,,,,,,
1621,75,NaN,57,NaN,22,NaN,100,34,1,98,98,46
1622,,NaN,,NaN,,NaN,,,,,,
1623,75,NaN,57,NaN,22,NaN,100,34,1,98,98,46
1624,,NaN,,NaN,,NaN,,,,,,
1625,75,NaN,57,NaN,22,NaN,100,34,1,98,98,46
1626,,NaN,,NaN,,NaN,,,,,,
1627,79,NaN,59,NaN,22,NaN,100,34,1,98,97,48
1628,,NaN,,NaN,,NaN,,,,,,
1629,81,NaN,60,NaN,22,NaN,100,34,1,97,97,49
1630,,NaN,,NaN,,NaN,,,,,,
1631,82,NaN,61,NaN,22,NaN,100,34,1,97,96,49
1632,,NaN,,NaN,,NaN,,,,,,
1633,79,NaN,60,NaN,22,NaN,100,34,1,97,96,48
1634,,NaN,,NaN,,NaN,,,,,,
1635,78,NaN,59,NaN,22,NaN,100,34,1,97,97,48
1636,,NaN,,NaN,,NaN,,,,,,
1637,80,NaN,60,NaN,22,NaN,100,34,1,97,97,49
1638,,NaN,,NaN,,NaN,,,,,,
1639,82,NaN,61,NaN,22,NaN,100,34,1,97,97,49
1640,,NaN,,NaN,,NaN,,,,,,
1641,80,NaN,61,NaN,22,NaN,100,34,1,97,97,49
1642,,NaN,,NaN,,NaN,,,,,,
1643,79,NaN,60,NaN,22,NaN,100,34,1,97,96,47
1644,,NaN,,NaN,,NaN,,,,,,
1645,77,NaN,59,NaN,22,NaN,100,34,1,96,96,46
1646,,NaN,,NaN,,NaN,,,,,,
1647,77,NaN,58,NaN,22,NaN,100,34,1,96,96,46
1648,,NaN,,NaN,,NaN,,,,,,
1649,75,NaN,57,NaN,22,NaN,100,34,1,96,96,46
1650,,NaN,,NaN,,NaN,,,,,,
1651,76,NaN,57,NaN,22,NaN,100,34,1,96,96,45
1652,,NaN,,NaN,,NaN,,,,,,
1653,75,NaN,57,NaN,22,NaN,100,34,1,96,96,45
1654,,NaN,,NaN,,NaN,,,,,,
1655,75,NaN,56,NaN,22,NaN,100,34,1,96,96,45
1656,,NaN,,NaN,,NaN,,,,,,
1657,74,NaN,56,NaN,22,NaN,100,34,1,96,96,45
1658,,NaN,,NaN,,NaN,,,,,,
1659,74,NaN,56,NaN,22,NaN,100,34,1,96,96,45
1660,,NaN,,NaN,,NaN,,,,,,
1661,75,NaN,56,NaN,22,NaN,100,34,1,96,96,45
1662,,NaN,,NaN,,NaN,,,,,,
1663,75,NaN,56,NaN,22,NaN,100,34,1,97,96,45
1664,,NaN,,NaN,,NaN,,,,,,
1665,74,NaN,56,NaN,22,NaN,100,34,1,97,96,45
1666,,NaN,,NaN,,NaN,,,,,,
1667,74,NaN,57,NaN,22,NaN,100,34,1,98,97,45
1668,,NaN,,NaN,,NaN,,,,,,
1669,75,NaN,57,NaN,22,NaN,100,34,1,98,98,45
1670,,NaN,,NaN,,NaN,,,,,,
1671,74,NaN,56,NaN,22,NaN,100,34,1,98,98,45
1672,,NaN,,NaN,,NaN,,,,,,
1673,73,NaN,56,NaN,22,NaN,100,34,1,98,98,44
1674,,NaN,,NaN,,NaN,,,,,,
1675,74,NaN,56,NaN,22,NaN,100,34,1,97,97,44
1676,,NaN,,NaN,,NaN,,,,,,
1677,73,NaN,56,NaN,22,NaN,100,34,1,97,96,44
1678,,NaN,,NaN,,NaN,,,,,,
1679,73,NaN,55,NaN,22,NaN,100,34,1,97,96,44
1680,,NaN,,NaN,,NaN,,,,,,
1681,72,NaN,55,NaN,22,NaN,100,34,1,97,97,44
1682,,NaN,,NaN,,NaN,,,,,,
1683,73,NaN,55,NaN,22,NaN,100,34,1,97,97,44
1684,,NaN,,NaN,,NaN,,,,,,
1685,72,NaN,55,NaN,22,NaN,100,34,1,98,97,44
1686,,NaN,,NaN,,NaN,,,,,,
1687,72,NaN,55,NaN,22,NaN,100,34,1,98,97,44
1688,,NaN,,NaN,,NaN,,,,,,
1689,73,NaN,55,NaN,22,NaN,100,34,1,98,97,44
1690,,NaN,,NaN,,NaN,,,,,,
1691,74,NaN,56,NaN,22,NaN,100,33,1,98,97,44
1692,,NaN,,NaN,,NaN,,,,,,
1693,73,NaN,55,NaN,22,NaN,100,33,1,98,97,44
1694,,NaN,,NaN,,NaN,,,,,,
1695,72,NaN,55,NaN,22,NaN,100,33,1,98,97,44
1696,,NaN,,NaN,,NaN,,,,,,
1697,73,NaN,55,NaN,22,NaN,100,33,1,98,97,44
1698,,NaN,,NaN,,NaN,,,,,,
1699,73,NaN,55,NaN,22,NaN,100,34,1,98,97,44
1700,,NaN,,NaN,,NaN,,,,,,
1701,72,NaN,55,NaN,22,NaN,100,34,1,98,97,44
1702,,NaN,,NaN,,NaN,,,,,,
1703,72,NaN,55,NaN,22,NaN,100,34,1,98,98,44
1704,,NaN,,NaN,,NaN,,,,,,
1705,73,NaN,55,NaN,22,NaN,100,33,1,98,98,44
1706,,NaN,,NaN,,NaN,,,,,,
1707,74,NaN,56,NaN,22,NaN,100,33,1,99,98,45
1708,,NaN,,NaN,,NaN,,,,,,
1709,73,NaN,56,NaN,22,NaN,100,33,1,98,98,45
1710,,NaN,,NaN,,NaN,,,,,,
1711,73,NaN,56,NaN,22,NaN,100,33,1,98,98,44
1712,,NaN,,NaN,,NaN,,,,,,
1713,74,NaN,56,NaN,22,NaN,100,33,1,98,98,44
1714,,NaN,,NaN,,NaN,,,,,,
1715,74,NaN,56,NaN,22,NaN,100,33,1,98,97,45
1716,,NaN,,NaN,,NaN,,,,,,
1717,73,NaN,55,NaN,22,NaN,100,33,1,98,97,44
1718,,NaN,,NaN,,NaN,,,,,,
1719,71,NaN,54,NaN,22,NaN,100,33,1,97,97,43
1720,,NaN,,NaN,,NaN,,,,,,
1721,72,NaN,54,NaN,22,NaN,100,33,0,97,96,43
1722,,NaN,,NaN,,NaN,,,,,,
1723,72,NaN,54,NaN,22,NaN,100,33,0,97,96,43
1724,,NaN,,NaN,,NaN,,,,,,
1725,72,NaN,54,NaN,22,NaN,100,33,1,97,96,43
1726,,NaN,,NaN,,NaN,,,,,,
1727,72,NaN,54,NaN,22,NaN,100,33,1,97,97,43
1728,,NaN,,NaN,,NaN,,,,,,
1729,72,NaN,54,NaN,22,NaN,100,33,1,97,97,43
1730,,NaN,,NaN,,NaN,,,,,,
1731,72,NaN,54,NaN,22,NaN,100,33,1,97,97,43
1732,,NaN,,NaN,,NaN,,,,,,
1733,72,NaN,54,NaN,22,NaN,100,33,1,97,97,43
1734,,NaN,,NaN,,NaN,,,,,,
1735,72,NaN,54,NaN,22,NaN,100,33,1,97,96,43
1736,,NaN,,NaN,,NaN,,,,,,
1737,73,NaN,55,NaN,22,NaN,100,33,1,97,97,44
1738,,NaN,,NaN,,NaN,,,,,,
1739,72,NaN,54,NaN,22,NaN,100,33,1,98,97,43
1740,,NaN,,NaN,,NaN,,,,,,
1741,72,NaN,54,NaN,22,NaN,100,33,1,97,97,43
1742,,NaN,,NaN,,NaN,,,,,,
1743,72,NaN,54,NaN,22,NaN,100,33,1,97,97,43
1744,,NaN,,NaN,,NaN,,,,,,
1745,72,NaN,54,NaN,22,NaN,100,33,1,97,97,43
1746,,NaN,,NaN,,NaN,,,,,,
1747,71,NaN,54,NaN,22,NaN,100,33,1,97,96,42
1748,,NaN,,NaN,,NaN,,,,,,
1749,71,NaN,54,NaN,22,NaN,100,33,1,97,96,42
1750,,NaN,,NaN,,NaN,,,,,,
1751,72,NaN,54,NaN,22,NaN,100,33,1,97,96,43
1752,,NaN,,NaN,,NaN,,,,,,
1753,72,NaN,54,NaN,22,NaN,100,33,1,97,96,43
1754,,NaN,,NaN,,NaN,,,,,,
1755,71,NaN,54,NaN,22,NaN,100,34,1,97,97,43
1756,,NaN,,NaN,,NaN,,,,,,
1757,72,NaN,54,NaN,22,NaN,100,34,1,97,97,43
1758,,NaN,,NaN,,NaN,,,,,,
1759,72,NaN,54,NaN,22,NaN,100,34,1,97,97,43
1760,,NaN,,NaN,,NaN,,,,,,
1761,71,NaN,54,NaN,22,NaN,100,34,1,97,97,43
1762,,NaN,,NaN,,NaN,,,,,,
1763,71,NaN,54,NaN,22,NaN,100,34,0,97,97,43
1764,,NaN,,NaN,,NaN,,,,,,
1765,73,NaN,55,NaN,22,NaN,100,34,0,98,97,44
1766,,NaN,,NaN,,NaN,,,,,,
1767,73,NaN,55,NaN,22,NaN,100,34,1,98,97,44
1768,,NaN,,NaN,,NaN,,,,,,
1769,72,NaN,55,NaN,22,NaN,100,34,1,98,97,44
1770,,NaN,,NaN,,NaN,,,,,,
1771,72,NaN,54,NaN,22,NaN,100,33,1,98,97,43
1772,,NaN,,NaN,,NaN,,,,,,
1773,73,NaN,55,NaN,22,NaN,100,33,0,98,97,44
1774,,NaN,,NaN,,NaN,,,,,,
1775,73,NaN,54,NaN,22,NaN,100,33,0,98,97,44
1776,,NaN,,NaN,,NaN,,,,,,
1777,71,NaN,54,NaN,22,NaN,100,33,1,98,97,43
1778,,NaN,,NaN,,NaN,,,,,,
1779,72,NaN,54,NaN,22,NaN,100,33,1,98,97,43
1780,,NaN,,NaN,,NaN,,,,,,
1781,72,NaN,54,NaN,22,NaN,100,33,0,98,97,43
1782,,NaN,,NaN,,NaN,,,,,,
1783,72,NaN,54,NaN,22,NaN,100,33,0,98,97,43
1784,,NaN,,NaN,,NaN,,,,,,
1785,71,NaN,54,NaN,22,NaN,100,33,1,98,97,43
1786,,NaN,,NaN,,NaN,,,,,,
1787,72,NaN,54,NaN,22,NaN,100,33,1,98,97,43
1788,,NaN,,NaN,,NaN,,,,,,
1789,72,NaN,54,NaN,22,NaN,100,33,1,98,97,43
1790,,NaN,,NaN,,NaN,,,,,,
1791,71,NaN,54,NaN,22,NaN,100,33,1,98,98,43
1792,,NaN,,NaN,,NaN,,,,,,
1793,71,NaN,54,NaN,22,NaN,100,33,1,98,98,43
1794,,NaN,,NaN,,NaN,,,,,,
1795,72,NaN,54,NaN,22,NaN,100,33,1,98,98,43
1796,,NaN,,NaN,,NaN,,,,,,
1797,71,NaN,54,NaN,22,NaN,100,33,1,98,98,43
1798,,NaN,,NaN,,NaN,,,,,,
1799,71,NaN,54,NaN,22,NaN,100,33,1,98,98,43
1800,,NaN,,NaN,,NaN,,,,,,
1801,71,NaN,54,NaN,22,NaN,100,33,0,98,98,43
1802,,NaN,,NaN,,NaN,,,,,,
1803,72,NaN,54,NaN,22,NaN,100,33,0,98,98,43
1804,,NaN,,NaN,,NaN,,,,,,
1805,72,NaN,54,NaN,22,NaN,100,33,0,99,98,43
1806,,NaN,,NaN,,NaN,,,,,,
1807,71,NaN,54,NaN,22,NaN,100,33,1,98,98,42
1808,,NaN,,NaN,,NaN,,,,,,
1809,72,NaN,54,NaN,22,NaN,100,33,1,98,98,42
1810,,NaN,,NaN,,NaN,,,,,,
1811,73,NaN,54,NaN,22,NaN,100,33,0,98,97,43
1812,,NaN,,NaN,,NaN,,,,,,
1813,72,NaN,54,NaN,22,NaN,100,33,0,98,97,44
1814,,NaN,,NaN,,NaN,,,,,,
1815,72,NaN,54,NaN,22,NaN,100,33,1,98,97,44
1816,,NaN,,NaN,,NaN,,,,,,
1817,73,NaN,55,NaN,22,NaN,100,33,1,98,97,44
1818,,NaN,,NaN,,NaN,,,,,,
1819,73,NaN,55,NaN,22,NaN,100,33,0,98,97,44
1820,,NaN,,NaN,,NaN,,,,,,
1821,74,NaN,55,NaN,22,NaN,100,33,0,97,97,45
1822,,NaN,,NaN,,NaN,,,,,,
1823,74,NaN,55,NaN,22,NaN,100,33,1,97,97,44
1824,,NaN,,NaN,,NaN,,,,,,
1825,74,NaN,56,NaN,22,NaN,100,33,1,97,97,44
1826,,NaN,,NaN,,NaN,,,,,,
1827,73,NaN,55,NaN,22,NaN,100,33,1,98,97,44
1828,,NaN,,NaN,,NaN,,,,,,
1829,72,NaN,55,NaN,22,NaN,100,33,1,98,97,44
1830,,NaN,,NaN,,NaN,,,,,,
1831,72,NaN,54,NaN,22,NaN,100,33,0,97,97,43
1832,,NaN,,NaN,,NaN,,,,,,
1833,73,NaN,55,NaN,22,NaN,100,33,0,97,97,44
1834,,NaN,,NaN,,NaN,,,,,,
1835,74,NaN,55,NaN,22,NaN,100,33,0,98,97,45
1836,,NaN,,NaN,,NaN,,,,,,
1837,77,NaN,57,NaN,22,NaN,100,33,1,97,97,47
1838,,NaN,,NaN,,NaN,,,,,,
1839,77,NaN,57,NaN,22,NaN,100,33,1,98,97,46
1840,,NaN,,NaN,,NaN,,,,,,
1841,76,NaN,57,NaN,22,NaN,100,33,0,97,97,46
1842,,NaN,,NaN,,NaN,,,,,,
1843,74,NaN,56,NaN,22,NaN,100,33,0,97,97,44
1844,,NaN,,NaN,,NaN,,,,,,
1845,73,NaN,55,NaN,22,NaN,100,33,0,97,96,44
1846,,NaN,,NaN,,NaN,,,,,,
1847,74,NaN,55,NaN,22,NaN,100,33,0,97,96,44
1848,,NaN,,NaN,,NaN,,,,,,
1849,75,NaN,56,NaN,22,NaN,100,33,1,97,96,46
1850,,NaN,,NaN,,NaN,,,,,,
1851,75,NaN,56,NaN,22,NaN,100,33,1,97,97,46
1852,,NaN,,NaN,,NaN,,,,,,
1853,73,NaN,55,NaN,22,NaN,100,33,1,97,97,44
1854,,NaN,,NaN,,NaN,,,,,,
1855,74,NaN,56,NaN,22,NaN,100,33,1,97,96,45
1856,,NaN,,NaN,,NaN,,,,,,
1857,74,NaN,55,NaN,22,NaN,100,33,1,97,96,45
1858,,NaN,,NaN,,NaN,,,,,,
1859,72,NaN,54,NaN,22,NaN,100,33,1,97,96,44
1860,,NaN,,NaN,,NaN,,,,,,
1861,72,NaN,54,NaN,22,NaN,100,33,1,97,96,43
1862,,NaN,,NaN,,NaN,,,,,,
1863,72,NaN,54,NaN,22,NaN,100,33,1,97,96,43
1864,,NaN,,NaN,,NaN,,,,,,
1865,73,NaN,54,NaN,22,NaN,100,33,1,97,96,44
1866,,NaN,,NaN,,NaN,,,,,,
1867,72,NaN,54,NaN,22,NaN,100,33,1,97,96,44
1868,,NaN,,NaN,,NaN,,,,,,
1869,72,NaN,54,NaN,22,NaN,100,33,1,97,96,43
1870,,NaN,,NaN,,NaN,,,,,,
1871,73,NaN,54,NaN,22,NaN,100,33,0,97,96,44
1872,,NaN,,NaN,,NaN,,,,,,
1873,73,NaN,55,NaN,22,NaN,100,33,0,97,96,44
1874,,NaN,,NaN,,NaN,,,,,,
1875,72,NaN,55,NaN,22,NaN,100,33,1,97,96,44
1876,,NaN,,NaN,,NaN,,,,,,
1877,73,NaN,55,NaN,22,NaN,100,33,1,96,96,44
1878,,NaN,,NaN,,NaN,,,,,,
1879,72,NaN,54,NaN,22,NaN,100,33,0,96,96,44
1880,,NaN,,NaN,,NaN,,,,,,
1881,69,NaN,53,NaN,22,NaN,100,33,0,96,96,42
1882,,NaN,,NaN,,NaN,,,,,,
1883,69,NaN,52,NaN,22,NaN,100,33,0,96,96,42
1884,,NaN,,NaN,,NaN,,,,,,
1885,71,NaN,53,NaN,22,NaN,100,33,0,97,96,43
1886,,NaN,,NaN,,NaN,,,,,,
1887,71,NaN,53,NaN,22,NaN,100,33,0,97,96,43
1888,,NaN,,NaN,,NaN,,,,,,
1889,71,NaN,53,NaN,22,NaN,100,33,0,97,97,43
1890,,NaN,,NaN,,NaN,,,,,,
1891,71,NaN,53,NaN,22,NaN,100,33,0,98,97,43
1892,,NaN,,NaN,,NaN,,,,,,
1893,71,NaN,54,NaN,22,NaN,100,33,0,98,97,43
1894,,NaN,,NaN,,NaN,,,,,,
1895,71,NaN,53,NaN,22,NaN,100,33,0,98,97,43
1896,,NaN,,NaN,,NaN,,,,,,
1897,70,NaN,53,NaN,22,NaN,100,33,0,98,97,43
1898,,NaN,,NaN,,NaN,,,,,,
1899,71,NaN,53,NaN,22,NaN,100,33,0,98,97,42
1900,,NaN,,NaN,,NaN,,,,,,
1901,72,NaN,54,NaN,22,NaN,100,33,0,98,97,43
1902,,NaN,,NaN,,NaN,,,,,,
1903,72,NaN,54,NaN,22,NaN,100,33,0,98,97,45
1904,,NaN,,NaN,,NaN,,,,,,
1905,72,NaN,55,NaN,22,NaN,100,33,1,98,97,44
1906,,NaN,,NaN,,NaN,,,,,,
1907,73,NaN,55,NaN,22,NaN,100,33,1,98,97,44
1908,,NaN,,NaN,,NaN,,,,,,
1909,73,NaN,55,NaN,22,NaN,100,33,1,98,97,44
1910,,NaN,,NaN,,NaN,,,,,,
1911,72,NaN,55,NaN,22,NaN,100,33,1,98,98,44
1912,,NaN,,NaN,,NaN,,,,,,
1913,71,NaN,54,NaN,22,NaN,100,33,1,98,97,43
1914,,NaN,,NaN,,NaN,,,,,,
1915,77,NaN,53,NaN,22,NaN,100,33,1,98,97,37
1916,,NaN,,NaN,,NaN,,,,,,
1917,73,NaN,54,NaN,22,NaN,100,33,0,98,97,43
1918,,NaN,,NaN,,NaN,,,,,,
1919,72,NaN,54,NaN,22,NaN,100,33,0,98,97,44
1920,,NaN,,NaN,,NaN,,,,,,
1921,78,NaN,55,NaN,22,NaN,100,33,1,97,97,40
1922,,NaN,,NaN,,NaN,,,,,,
1923,74,NaN,55,NaN,22,NaN,100,33,1,97,97,43
1924,,NaN,,NaN,,NaN,,,,,,
1925,72,NaN,54,NaN,22,NaN,100,33,1,97,96,43
1926,,NaN,,NaN,,NaN,,,,,,
1927,71,NaN,54,NaN,22,NaN,100,33,1,96,96,42
1928,,NaN,,NaN,,NaN,,,,,,
1929,71,NaN,53,NaN,22,NaN,100,33,0,96,96,42
1930,,NaN,,NaN,,NaN,,,,,,
1931,71,NaN,53,NaN,22,NaN,100,33,0,96,95,42
1932,,NaN,,NaN,,NaN,,,,,,
1933,70,NaN,53,NaN,22,NaN,100,33,0,96,96,42
1934,,NaN,,NaN,,NaN,,,,,,
1935,69,NaN,52,NaN,22,NaN,100,33,0,96,96,42
1936,,NaN,,NaN,,NaN,,,,,,
1937,71,NaN,53,NaN,22,NaN,100,33,0,96,96,42
1938,,NaN,,NaN,,NaN,,,,,,
1939,71,NaN,53,NaN,22,NaN,100,33,0,97,96,42
1940,,NaN,,NaN,,NaN,,,,,,
1941,70,NaN,53,NaN,22,NaN,100,33,0,97,96,43
1942,,NaN,,NaN,,NaN,,,,,,
1943,70,NaN,53,NaN,22,NaN,100,33,0,97,96,43
1944,,NaN,,NaN,,NaN,,,,,,
1945,71,NaN,54,NaN,22,NaN,100,33,0,97,96,43
1946,,NaN,,NaN,,NaN,,,,,,
1947,71,NaN,54,NaN,22,NaN,100,33,0,97,96,44
1948,,NaN,,NaN,,NaN,,,,,,
1949,71,NaN,54,NaN,22,NaN,100,33,0,96,96,44
1950,,NaN,,NaN,,NaN,,,,,,
1951,72,NaN,54,NaN,22,NaN,100,33,0,96,96,44
1952,,NaN,,NaN,,NaN,,,,,,
1953,73,NaN,55,NaN,22,NaN,100,33,0,96,96,44
