time,SNUADC/ECG_II,SNUADC/ECG_V5,Solar8000/ART_DBP,Solar8000/ART_SBP,SNUADC/ART,Solar8000/PLETH_SPO2,Solar8000/ART_MBP,Solar8000/HR,SNUADC/CVP,Solar8000/RR_CO2,Solar8000/CVP,Solar8000/PLETH_HR,Solar8000/ETCO2
1453,NaN,NaN,,,NaN,100,,89,NaN,14,,90,31
1454,NaN,NaN,,,NaN,,,,NaN,,,,
1455,NaN,NaN,,,NaN,100,,88,NaN,14,,89,31
1456,NaN,NaN,,,NaN,,,,NaN,,,,
1457,NaN,NaN,,,NaN,100,,89,NaN,14,,89,31
1458,NaN,NaN,,,NaN,,,,NaN,,,,
1459,NaN,NaN,,,NaN,100,,90,NaN,14,,90,31
1460,NaN,NaN,,,NaN,,,,NaN,,,,
1461,NaN,NaN,,,NaN,100,,90,NaN,14,,91,31
1462,NaN,NaN,,,NaN,,,,NaN,,,,
1463,NaN,NaN,,,NaN,100,,90,NaN,14,,90,31
1464,NaN,NaN,,,NaN,,,,NaN,,,,
1465,NaN,NaN,,,NaN,100,,89,NaN,14,,90,31
1466,NaN,NaN,,,NaN,,,,NaN,,,,
1467,NaN,NaN,,,NaN,100,,88,NaN,14,,89,31
1468,NaN,NaN,,,NaN,,,,NaN,,,,
1469,NaN,NaN,,,NaN,100,,88,NaN,14,,89,31
1470,NaN,NaN,,,NaN,,,,NaN,,,,
1471,NaN,NaN,,,NaN,100,,89,NaN,14,,89,31
1472,NaN,NaN,,,NaN,,,,NaN,,,,
1473,NaN,NaN,,,NaN,100,,89,NaN,14,,90,31
1474,NaN,NaN,,,NaN,,,,NaN,,,,
1475,NaN,NaN,,,NaN,100,,89,NaN,14,,89,31
1476,NaN,NaN,,,NaN,,,,NaN,,,,
1477,NaN,NaN,,,NaN,100,,89,NaN,14,,90,31
1478,NaN,NaN,,,NaN,,,,NaN,,,,
1479,NaN,NaN,,,NaN,100,,90,NaN,14,,90,31
1480,NaN,NaN,,,NaN,,,,NaN,,,,
1481,NaN,NaN,,,NaN,100,,90,NaN,14,,91,31
1482,NaN,NaN,,,NaN,,,,NaN,,,,
1483,NaN,NaN,,,NaN,100,,90,NaN,14,,90,31
1484,NaN,NaN,,,NaN,,,,NaN,,,,
1485,NaN,NaN,,,NaN,100,,89,NaN,14,,89,31
1486,NaN,NaN,,,NaN,,,,NaN,,,,
1487,NaN,NaN,,,NaN,100,,89,NaN,14,,89,31
1488,NaN,NaN,,,NaN,,,,NaN,,,,
1489,NaN,NaN,,,NaN,100,,89,NaN,14,,89,31
1490,NaN,NaN,,,NaN,,,,NaN,,,,
1491,NaN,NaN,,,NaN,100,,90,NaN,14,,90,31
1492,NaN,NaN,,,NaN,,,,NaN,,,,
1493,NaN,NaN,,,NaN,100,,90,NaN,14,,91,31
1494,NaN,NaN,,,NaN,,,,NaN,,,,
1495,NaN,NaN,,,NaN,100,,90,NaN,14,,91,31
1496,NaN,NaN,,,NaN,,,,NaN,,,,
1497,NaN,NaN,,,NaN,100,,90,NaN,14,,91,31
1498,NaN,NaN,,,NaN,,,,NaN,,,,
1499,NaN,NaN,,,NaN,100,,90,NaN,14,,91,31
1500,NaN,NaN,,,NaN,,,,NaN,,,,
1501,NaN,NaN,,,NaN,100,,89,NaN,14,,90,31
1502,NaN,NaN,,,NaN,,,,NaN,,,,
1503,NaN,NaN,,,NaN,100,,90,NaN,14,,90,31
1504,NaN,NaN,,,NaN,,,,NaN,,,,
1505,NaN,NaN,,,NaN,100,,90,NaN,14,,90,31
1506,NaN,NaN,,,NaN,,,,NaN,,,,
1507,NaN,NaN,,,NaN,100,,90,NaN,14,,90,31
1508,NaN,NaN,,,NaN,,,,NaN,,,,
1509,NaN,NaN,,,NaN,100,,89,NaN,14,,90,31
1510,NaN,NaN,,,NaN,,,,NaN,,,,
1511,NaN,NaN,,,NaN,100,,89,NaN,14,,89,31
1512,NaN,NaN,,,NaN,,,,NaN,,,,
1513,NaN,NaN,,,NaN,100,,88,NaN,14,,89,31
1514,NaN,NaN,,,NaN,,,,NaN,,,,
1515,NaN,NaN,,,NaN,100,,87,NaN,14,,88,31
1516,NaN,NaN,,,NaN,,,,NaN,,,,
1517,NaN,NaN,,,NaN,100,,87,NaN,14,,88,31
1518,NaN,NaN,,,NaN,,,,NaN,,,,
1519,NaN,NaN,,,NaN,100,,87,NaN,14,,88,31
1520,NaN,NaN,,,NaN,,,,NaN,,,,
1521,NaN,NaN,,,NaN,100,,88,NaN,14,,88,31
1522,NaN,NaN,,,NaN,,,,NaN,,,,
1523,NaN,NaN,,,NaN,100,,88,NaN,14,,89,31
1524,NaN,NaN,,,NaN,,,,NaN,,,,
1525,NaN,NaN,,,NaN,100,,88,NaN,14,,89,31
1526,NaN,NaN,,,NaN,,,,NaN,,,,
1527,NaN,NaN,,,NaN,100,,89,NaN,14,,89,31
1528,NaN,NaN,,,NaN,,,,NaN,,,,
1529,NaN,NaN,,,NaN,100,,90,NaN,14,,90,31
1530,NaN,NaN,,,NaN,,,,NaN,,,,
1531,NaN,NaN,,,NaN,100,,90,NaN,14,,91,31
1532,NaN,NaN,,,NaN,,,,NaN,,,,
1533,NaN,NaN,,,NaN,100,,90,NaN,14,,91,31
1534,NaN,NaN,,,NaN,,,,NaN,,,,
1535,NaN,NaN,,,NaN,100,,90,NaN,14,,91,31
1536,NaN,NaN,,,NaN,,,,NaN,,,,
1537,NaN,NaN,,,NaN,100,,91,NaN,14,,91,31
1538,NaN,NaN,,,NaN,,,,NaN,,,,
1539,NaN,NaN,,,NaN,100,,91,NaN,14,,92,31
1540,NaN,NaN,,,NaN,,,,NaN,,,,
1541,NaN,NaN,,,NaN,100,,92,NaN,14,,92,31
1542,NaN,NaN,,,NaN,,,,NaN,,,,
1543,NaN,NaN,,,NaN,100,,92,NaN,14,,92,31
1544,NaN,NaN,,,NaN,,,,NaN,,,,
1545,NaN,NaN,,,NaN,100,,91,NaN,14,,92,31
1546,NaN,NaN,,,NaN,,,,NaN,,,,
1547,NaN,NaN,,,NaN,100,,91,NaN,14,,92,31
1548,NaN,NaN,,,NaN,,,,NaN,,,,
1549,NaN,NaN,,,NaN,100,,90,NaN,14,,91,31
1550,NaN,NaN,,,NaN,,,,NaN,,,,
1551,NaN,NaN,,,NaN,100,,90,NaN,14,,91,31
1552,NaN,NaN,,,NaN,,,,NaN,,,,
1553,NaN,NaN,,,NaN,100,,90,NaN,14,,91,31
1554,NaN,NaN,,,NaN,,,,NaN,,,,
1555,NaN,NaN,,,NaN,100,,90,NaN,14,,90,31
1556,NaN,NaN,,,NaN,,,,NaN,,,,
1557,NaN,NaN,,,NaN,100,,88,NaN,14,,89,31
1558,NaN,NaN,,,NaN,,,,NaN,,,,
1559,NaN,NaN,,,NaN,100,,88,NaN,14,,89,31
1560,NaN,NaN,,,NaN,,,,NaN,,,,
1561,NaN,NaN,,,NaN,100,,88,NaN,14,,88,31
1562,NaN,NaN,,,NaN,,,,NaN,,,,
1563,NaN,NaN,,,NaN,100,,87,NaN,14,,88,31
1564,NaN,NaN,,,NaN,,,,NaN,,,,
1565,NaN,NaN,,,NaN,100,,87,NaN,14,,88,31
1566,NaN,NaN,,,NaN,,,,NaN,,,,
1567,NaN,NaN,,,NaN,100,,86,NaN,14,,87,31
1568,NaN,NaN,,,NaN,,,,NaN,,,,
1569,NaN,NaN,,,NaN,100,,84,NaN,14,,86,31
1570,NaN,NaN,,,NaN,,,,NaN,,,,
1571,NaN,NaN,,,NaN,100,,83,NaN,14,,84,31
1572,NaN,NaN,,,NaN,,,,NaN,,,,
1573,NaN,NaN,,,NaN,100,,83,NaN,14,,83,31
1574,NaN,NaN,,,NaN,,,,NaN,,,,
1575,NaN,NaN,,,NaN,100,,84,NaN,14,,84,31
1576,NaN,NaN,,,NaN,,,,NaN,,,,
1577,NaN,NaN,,,NaN,100,,85,NaN,14,,85,31
1578,NaN,NaN,,,NaN,,,,NaN,,,,
1579,NaN,NaN,,,NaN,100,,86,NaN,14,,86,31
1580,NaN,NaN,,,NaN,,,,NaN,,,,
1581,NaN,NaN,,,NaN,100,,87,NaN,14,,87,31
1582,NaN,NaN,,,NaN,,,,NaN,,,,
1583,NaN,NaN,,,NaN,100,,85,NaN,14,,87,31
1584,NaN,NaN,,,NaN,,,,NaN,,,,
1585,NaN,NaN,,,NaN,100,,88,NaN,14,,87,31
1586,NaN,NaN,,,NaN,,,,NaN,,,,
1587,NaN,NaN,,,NaN,100,,88,NaN,14,,88,30
1588,NaN,NaN,,,NaN,,,,NaN,,,,
1589,NaN,NaN,,,NaN,100,,89,NaN,14,,89,30
1590,NaN,NaN,,,NaN,,,,NaN,,,,
1591,NaN,NaN,,,NaN,100,,89,NaN,14,,89,30
1592,NaN,NaN,,,NaN,,,,NaN,,,,
1593,NaN,NaN,,,NaN,100,,89,NaN,14,,89,30
1594,NaN,NaN,,,NaN,,,,NaN,,,,
1595,NaN,NaN,,,NaN,100,,89,NaN,14,,89,30
1596,NaN,NaN,,,NaN,,,,NaN,,,,
1597,NaN,NaN,,,NaN,100,,89,NaN,14,,89,30
1598,NaN,NaN,,,NaN,,,,NaN,,,,
1599,NaN,NaN,,,NaN,100,,88,NaN,14,,89,30
1600,NaN,NaN,,,NaN,,,,NaN,,,,
1601,NaN,NaN,,,NaN,100,,88,NaN,14,,89,31
1602,NaN,NaN,,,NaN,,,,NaN,,,,
1603,NaN,NaN,,,NaN,100,,88,NaN,14,,89,31
1604,NaN,NaN,,,NaN,,,,NaN,,,,
1605,NaN,NaN,,,NaN,100,,89,NaN,14,,89,31
1606,NaN,NaN,,,NaN,,,,NaN,,,,
1607,NaN,NaN,,,NaN,100,,89,NaN,14,,89,30
1608,NaN,NaN,,,NaN,,,,NaN,,,,
1609,NaN,NaN,,,NaN,100,,88,NaN,14,,89,30
1610,NaN,NaN,,,NaN,,,,NaN,,,,
1611,NaN,NaN,,,NaN,100,,88,NaN,14,,88,30
1612,NaN,NaN,,,NaN,,,,NaN,,,,
1613,NaN,NaN,,,NaN,100,,88,NaN,14,,88,30
1614,NaN,NaN,,,NaN,,,,NaN,,,,
1615,NaN,NaN,,,NaN,100,,88,NaN,14,,89,30
1616,NaN,NaN,,,NaN,,,,NaN,,,,
1617,NaN,NaN,,,NaN,100,,88,NaN,14,,89,30
1618,NaN,NaN,,,NaN,,,,NaN,,,,
1619,NaN,NaN,,,NaN,100,,89,NaN,14,,89,30
1620,NaN,NaN,,,NaN,,,,NaN,,,,
1621,NaN,NaN,,,NaN,100,,88,NaN,14,,89,31
1622,NaN,NaN,,,NaN,,,,NaN,,,,
1623,NaN,NaN,,,NaN,100,,87,NaN,14,,88,31
1624,NaN,NaN,,,NaN,,,,NaN,,,,
1625,NaN,NaN,,,NaN,100,,87,NaN,14,,88,31
1626,NaN,NaN,,,NaN,,,,NaN,,,,
1627,NaN,NaN,,,NaN,100,,87,NaN,14,,87,30
1628,NaN,NaN,,,NaN,,,,NaN,,,,
1629,NaN,NaN,,,NaN,100,,87,NaN,14,,87,30
1630,NaN,NaN,,,NaN,,,,NaN,,,,
1631,NaN,NaN,,,NaN,100,,88,NaN,14,,88,30
1632,NaN,NaN,,,NaN,,,,NaN,,,,
1633,NaN,NaN,,,NaN,100,,88,NaN,14,,88,30
1634,NaN,NaN,,,NaN,,,,NaN,,,,
1635,NaN,NaN,,,NaN,100,,88,NaN,14,,89,31
1636,NaN,NaN,,,NaN,,,,NaN,,,,
1637,NaN,NaN,,,NaN,100,,89,NaN,14,,89,31
1638,NaN,NaN,,,NaN,,,,NaN,,,,
1639,NaN,NaN,,,NaN,100,,89,NaN,14,,89,31
1640,NaN,NaN,,,NaN,,,,NaN,,,,
1641,NaN,NaN,,,NaN,100,,89,NaN,14,,90,31
1642,NaN,NaN,,,NaN,,,,NaN,,,,
1643,NaN,NaN,,,NaN,100,,89,NaN,14,,89,30
1644,NaN,NaN,,,NaN,,,,NaN,,,,
1645,NaN,NaN,,,NaN,100,,89,NaN,14,,89,30
1646,NaN,NaN,,,NaN,,,,NaN,,,,
1647,NaN,NaN,,,NaN,100,,89,NaN,14,,89,30
1648,NaN,NaN,,,NaN,,,,NaN,,,,
1649,NaN,NaN,,,NaN,100,,89,NaN,14,,90,31
1650,NaN,NaN,,,NaN,,,,NaN,,,,
1651,NaN,NaN,,,NaN,100,,89,NaN,14,,89,31
1652,NaN,NaN,,,NaN,,,,NaN,,,,
1653,NaN,NaN,,,NaN,100,,89,NaN,14,,90,31
1654,NaN,NaN,,,NaN,,,,NaN,,,,
1655,NaN,NaN,,,NaN,100,,89,NaN,14,,90,30
1656,NaN,NaN,,,NaN,,,,NaN,,,,
1657,NaN,NaN,,,NaN,100,,90,NaN,14,,90,30
1658,NaN,NaN,,,NaN,,,,NaN,,,,
1659,NaN,NaN,,,NaN,100,,90,NaN,14,,90,30
1660,NaN,NaN,,,NaN,,,,NaN,,,,
1661,NaN,NaN,,,NaN,100,,89,NaN,14,,90,30
1662,NaN,NaN,,,NaN,,,,NaN,,,,
1663,NaN,NaN,,,NaN,100,,89,NaN,14,,90,30
1664,NaN,NaN,,,NaN,,,,NaN,,,,
1665,NaN,NaN,,,NaN,100,,89,NaN,14,,89,30
1666,NaN,NaN,,,NaN,,,,NaN,,,,
1667,NaN,NaN,,,NaN,100,,89,NaN,14,,90,30
1668,NaN,NaN,,,NaN,,,,NaN,,,,
1669,NaN,NaN,,,NaN,100,,89,NaN,14,,90,31
1670,NaN,NaN,,,NaN,,,,NaN,,,,
1671,NaN,NaN,,,NaN,100,,89,NaN,14,,90,31
1672,NaN,NaN,,,NaN,,,,NaN,,,,
1673,NaN,NaN,,,NaN,100,,89,NaN,14,,89,31
1674,NaN,NaN,,,NaN,,,,NaN,,,,
1675,NaN,NaN,,,NaN,100,,89,NaN,14,,89,31
1676,NaN,NaN,,,NaN,,,,NaN,,,,
1677,NaN,NaN,,,NaN,100,,89,NaN,14,,89,30
1678,NaN,NaN,,,NaN,,,,NaN,,,,
1679,NaN,NaN,,,NaN,100,,89,NaN,14,,89,30
1680,NaN,NaN,,,NaN,,,,NaN,,,,
1681,NaN,NaN,,,NaN,100,,89,NaN,14,,89,30
1682,NaN,NaN,,,NaN,,,,NaN,,,,
1683,NaN,NaN,,,NaN,100,,89,NaN,14,,90,30
1684,NaN,NaN,,,NaN,,,,NaN,,,,
1685,NaN,NaN,,,NaN,100,,89,NaN,14,,90,31
1686,NaN,NaN,,,NaN,,,,NaN,,,,
1687,NaN,NaN,,,NaN,100,,90,NaN,14,,90,31
1688,NaN,NaN,,,NaN,,,,NaN,,,,
1689,NaN,NaN,,,NaN,100,,90,NaN,14,,90,31
1690,NaN,NaN,,,NaN,,,,NaN,,,,
1691,NaN,NaN,,,NaN,100,,90,NaN,14,,90,31
1692,NaN,NaN,,,NaN,,,,NaN,,,,
1693,NaN,NaN,,,NaN,100,,90,NaN,14,,90,31
1694,NaN,NaN,,,NaN,,,,NaN,,,,
1695,NaN,NaN,,,NaN,100,,90,NaN,14,,90,31
1696,NaN,NaN,,,NaN,,,,NaN,,,,
1697,NaN,NaN,,,NaN,100,,90,NaN,14,,90,30
1698,NaN,NaN,,,NaN,,,,NaN,,,,
1699,NaN,NaN,,,NaN,100,,90,NaN,14,,90,30
1700,NaN,NaN,,,NaN,,,,NaN,,,,
1701,NaN,NaN,,,NaN,100,,89,NaN,14,,90,30
1702,NaN,NaN,,,NaN,,,,NaN,,,,
1703,NaN,NaN,,,NaN,100,,88,NaN,14,,89,30
1704,NaN,NaN,,,NaN,,,,NaN,,,,
1705,NaN,NaN,,,NaN,100,,87,NaN,14,,88,31
1706,NaN,NaN,,,NaN,,,,NaN,,,,
1707,NaN,NaN,,,NaN,100,,86,NaN,14,,87,31
1708,NaN,NaN,,,NaN,,,,NaN,,,,
1709,NaN,NaN,,,NaN,100,,87,NaN,14,,87,31
1710,NaN,NaN,,,NaN,,,,NaN,,,,
1711,NaN,NaN,,,NaN,100,,87,NaN,14,,87,31
1712,NaN,NaN,,,NaN,,,,NaN,,,,
1713,NaN,NaN,,,NaN,100,,86,NaN,14,,87,31
1714,NaN,NaN,,,NaN,,,,NaN,,,,
1715,NaN,NaN,,,NaN,100,,84,NaN,14,,86,31
1716,NaN,NaN,,,NaN,,,,NaN,,,,
1717,NaN,NaN,,,NaN,100,,84,NaN,14,,85,31
1718,NaN,NaN,,,NaN,,,,NaN,,,,
1719,NaN,NaN,,,NaN,100,,84,NaN,14,,85,30
1720,NaN,NaN,,,NaN,,,,NaN,,,,
1721,NaN,NaN,,,NaN,100,,85,NaN,14,,86,30
1722,NaN,NaN,,,NaN,,,,NaN,,,,
1723,NaN,NaN,,,NaN,100,,86,NaN,14,,86,30
1724,NaN,NaN,,,NaN,,,,NaN,,,,
1725,NaN,NaN,,,NaN,100,,87,NaN,14,,87,30
1726,NaN,NaN,,,NaN,,,,NaN,,,,
1727,NaN,NaN,,,NaN,100,,87,NaN,14,,87,30
1728,NaN,NaN,,,NaN,,,,NaN,,,,
1729,NaN,NaN,,,NaN,100,,87,NaN,14,,87,30
1730,NaN,NaN,,,NaN,,,,NaN,,,,
1731,NaN,NaN,,,NaN,100,,87,NaN,14,,87,30
1732,NaN,NaN,,,NaN,,,,NaN,,,,
1733,NaN,NaN,,,NaN,100,,87,NaN,14,,87,31
1734,NaN,NaN,,,NaN,,,,NaN,,,,
1735,NaN,NaN,,,NaN,100,,87,NaN,14,,88,31
1736,NaN,NaN,,,NaN,,,,NaN,,,,
1737,NaN,NaN,,,NaN,100,,88,NaN,14,,88,31
1738,NaN,NaN,,,NaN,,,,NaN,,,,
1739,NaN,NaN,,,NaN,100,,88,NaN,14,,88,31
1740,NaN,NaN,,,NaN,,,,NaN,,,,
1741,NaN,NaN,,,NaN,100,,88,NaN,14,,88,31
1742,NaN,NaN,,,NaN,,,,NaN,,,,
1743,NaN,NaN,,,NaN,100,,88,NaN,14,,88,31
1744,NaN,NaN,,,NaN,,,,NaN,,,,
1745,NaN,NaN,,,NaN,100,,87,NaN,14,,88,31
1746,NaN,NaN,,,NaN,,,,NaN,,,,
1747,NaN,NaN,,,NaN,100,,87,NaN,14,,87,30
1748,NaN,NaN,,,NaN,,,,NaN,,,,
1749,NaN,NaN,,,NaN,100,,86,NaN,14,,87,30
1750,NaN,NaN,,,NaN,,,,NaN,,,,
1751,NaN,NaN,,,NaN,100,,87,NaN,14,,87,30
1752,NaN,NaN,,,NaN,,,,NaN,,,,
1753,NaN,NaN,,,NaN,100,,87,NaN,14,,87,31
1754,NaN,NaN,,,NaN,,,,NaN,,,,
1755,NaN,NaN,,,NaN,100,,87,NaN,14,,87,31
1756,NaN,NaN,,,NaN,,,,NaN,,,,
1757,NaN,NaN,,,NaN,100,,87,NaN,14,,87,31
1758,NaN,NaN,,,NaN,,,,NaN,,,,
1759,NaN,NaN,,,NaN,100,,87,NaN,14,,87,31
1760,NaN,NaN,,,NaN,,,,NaN,,,,
1761,NaN,NaN,,,NaN,100,,87,NaN,14,,87,30
1762,NaN,NaN,,,NaN,,,,NaN,,,,
1763,NaN,NaN,,,NaN,100,,87,NaN,14,,87,30
1764,NaN,NaN,,,NaN,,,,NaN,,,,
1765,NaN,NaN,,,NaN,100,,87,NaN,14,,87,30
1766,NaN,NaN,,,NaN,,,,NaN,,,,
1767,NaN,NaN,,,NaN,100,,87,NaN,14,,88,30
1768,NaN,NaN,,,NaN,,,,NaN,,,,
1769,NaN,NaN,,,NaN,100,,87,NaN,14,,88,30
1770,NaN,NaN,,,NaN,,,,NaN,,,,
1771,NaN,NaN,,,NaN,100,,87,NaN,14,,88,30
1772,NaN,NaN,,,NaN,,,,NaN,,,,
1773,NaN,NaN,,,NaN,100,,87,NaN,14,,88,30
1774,NaN,NaN,,,NaN,,,,NaN,,,,
1775,NaN,NaN,,,NaN,100,,87,NaN,14,,88,31
1776,NaN,NaN,,,NaN,,,,NaN,,,,
1777,NaN,NaN,,,NaN,100,,88,NaN,14,,88,31
1778,NaN,NaN,,,NaN,,,,NaN,,,,
1779,NaN,NaN,,,NaN,100,,88,NaN,14,,88,31
1780,NaN,NaN,,,NaN,,,,NaN,,,,
1781,NaN,NaN,,,NaN,100,,88,NaN,14,,88,30
1782,NaN,NaN,,,NaN,,,,NaN,,,,
1783,NaN,NaN,,,NaN,100,,88,NaN,14,,89,30
1784,NaN,NaN,,,NaN,,,,NaN,,,,
1785,NaN,NaN,,,NaN,100,,88,NaN,14,,89,30
1786,NaN,NaN,,,NaN,,,,NaN,,,,
1787,NaN,NaN,,,NaN,100,,89,NaN,14,,89,30
1788,NaN,NaN,,,NaN,,,,NaN,,,,
1789,NaN,NaN,,,NaN,100,,89,NaN,14,,89,31
1790,NaN,NaN,,,NaN,,,,NaN,,,,
1791,NaN,NaN,,,NaN,100,,89,NaN,14,,89,31
1792,NaN,NaN,,,NaN,,,,NaN,,,,
1793,NaN,NaN,,,NaN,100,,88,NaN,14,,89,31
1794,NaN,NaN,,,NaN,,,,NaN,,,,
1795,NaN,NaN,,,NaN,100,,88,NaN,14,,88,30
1796,NaN,NaN,,,NaN,,,,NaN,,,,
1797,NaN,NaN,,,NaN,100,,88,NaN,14,,88,30
1798,NaN,NaN,,,NaN,,,,NaN,,,,
1799,NaN,NaN,,,NaN,100,,88,NaN,14,,88,30
1800,NaN,NaN,,,NaN,,,,NaN,,,,
1801,NaN,NaN,,,NaN,100,,87,NaN,14,,88,30
1802,NaN,NaN,,,NaN,,,,NaN,,,,
1803,NaN,NaN,,,NaN,100,,87,NaN,14,,88,31
1804,NaN,NaN,,,NaN,,,,NaN,,,,
1805,NaN,NaN,,,NaN,100,,86,NaN,14,,87,31
1806,NaN,NaN,,,NaN,,,,NaN,,,,
1807,NaN,NaN,,,NaN,100,,86,NaN,14,,87,31
1808,NaN,NaN,,,NaN,,,,NaN,,,,
1809,NaN,NaN,,,NaN,100,,86,NaN,14,,87,30
1810,NaN,NaN,,,NaN,,,,NaN,,,,
1811,NaN,NaN,,,NaN,100,,87,NaN,14,,87,30
1812,NaN,NaN,,,NaN,,,,NaN,,,,
1813,NaN,NaN,,,NaN,100,,87,NaN,14,,87,30
1814,NaN,NaN,,,NaN,,,,NaN,,,,
1815,NaN,NaN,,,NaN,100,,86,NaN,14,,87,30
1816,NaN,NaN,,,NaN,,,,NaN,,,,
1817,NaN,NaN,,,NaN,100,,85,NaN,14,,86,31
1818,NaN,NaN,,,NaN,,,,NaN,,,,
1819,NaN,NaN,,,NaN,100,,83,NaN,14,,85,31
1820,NaN,NaN,,,NaN,,,,NaN,,,,
1821,NaN,NaN,,,NaN,100,,84,NaN,14,,84,31
1822,NaN,NaN,,,NaN,,,,NaN,,,,
1823,NaN,NaN,,,NaN,100,,84,NaN,14,,85,30
1824,NaN,NaN,,,NaN,,,,NaN,,,,
1825,NaN,NaN,,,NaN,100,,85,NaN,14,,86,30
1826,NaN,NaN,,,NaN,,,,NaN,,,,
1827,NaN,NaN,,,NaN,100,,86,NaN,14,,86,30
1828,NaN,NaN,,,NaN,,,,NaN,,,,
1829,NaN,NaN,,,NaN,100,,86,NaN,14,,86,30
1830,NaN,NaN,,,NaN,,,,NaN,,,,
1831,NaN,NaN,,,NaN,100,,86,NaN,14,,86,30
1832,NaN,NaN,,,NaN,,,,NaN,,,,
1833,NaN,NaN,,,NaN,100,,86,NaN,14,,86,30
1834,NaN,NaN,,,NaN,,,,NaN,,,,
1835,NaN,NaN,,,NaN,100,,86,NaN,14,,87,30
1836,NaN,NaN,,,NaN,,,,NaN,,,,
1837,NaN,NaN,,,NaN,100,,87,NaN,14,,87,30
1838,NaN,NaN,,,NaN,,,,NaN,,,,
1839,NaN,NaN,,,NaN,100,,87,NaN,14,,87,30
1840,NaN,NaN,,,NaN,,,,NaN,,,,
1841,NaN,NaN,,,NaN,100,,88,NaN,14,,88,30
1842,NaN,NaN,,,NaN,,,,NaN,,,,
1843,NaN,NaN,,,NaN,100,,88,NaN,14,,88,30
1844,NaN,NaN,,,NaN,,,,NaN,,,,
1845,NaN,NaN,,,NaN,100,,88,NaN,14,,88,31
1846,NaN,NaN,,,NaN,,,,NaN,,,,
1847,NaN,NaN,,,NaN,100,,88,NaN,14,,89,31
1848,NaN,NaN,,,NaN,,,,NaN,,,,
1849,NaN,NaN,,,NaN,100,,88,NaN,14,,88,31
1850,NaN,NaN,,,NaN,,,,NaN,,,,
1851,NaN,NaN,,,NaN,100,,88,NaN,14,,89,31
1852,NaN,NaN,,,NaN,,,,NaN,,,,
1853,NaN,NaN,,,NaN,100,,88,NaN,14,,89,30
1854,NaN,NaN,,,NaN,,,,NaN,,,,
1855,NaN,NaN,,,NaN,100,,88,NaN,14,,89,30
1856,NaN,NaN,,,NaN,,,,NaN,,,,
1857,NaN,NaN,,,NaN,100,,88,NaN,14,,89,30
1858,NaN,NaN,,,NaN,,,,NaN,,,,
1859,NaN,NaN,,,NaN,100,,88,NaN,14,,89,31
1860,NaN,NaN,,,NaN,,,,NaN,,,,
1861,NaN,NaN,,,NaN,100,,87,NaN,14,,88,31
1862,NaN,NaN,,,NaN,,,,NaN,,,,
1863,NaN,NaN,,,NaN,100,,87,NaN,14,,88,31
1864,NaN,NaN,,,NaN,,,,NaN,,,,
1865,NaN,NaN,,,NaN,100,,87,NaN,14,,88,31
1866,NaN,NaN,,,NaN,,,,NaN,,,,
1867,NaN,NaN,,,NaN,100,,87,NaN,14,,88,30
1868,NaN,NaN,,,NaN,,,,NaN,,,,
1869,NaN,NaN,,,NaN,100,,87,NaN,14,,88,30
1870,NaN,NaN,,,NaN,,,,NaN,,,,
1871,NaN,NaN,,,NaN,100,,87,NaN,14,,87,30
1872,NaN,NaN,,,NaN,,,,NaN,,,,
1873,NaN,NaN,,,NaN,100,,86,NaN,14,,87,31
1874,NaN,NaN,,,NaN,,,,NaN,,,,
1875,NaN,NaN,,,NaN,100,,85,NaN,14,,86,31
1876,NaN,NaN,,,NaN,,,,NaN,,,,
1877,NaN,NaN,,,NaN,100,,85,NaN,14,,86,31
1878,NaN,NaN,,,NaN,,,,NaN,,,,
1879,NaN,NaN,,,NaN,100,,86,NaN,14,,86,31
1880,NaN,NaN,,,NaN,,,,NaN,,,,
1881,NaN,NaN,,,NaN,100,,87,NaN,14,,87,30
1882,NaN,NaN,,,NaN,,,,NaN,,,,
1883,NaN,NaN,,,NaN,100,,86,NaN,14,,87,30
1884,NaN,NaN,,,NaN,,,,NaN,,,,
1885,NaN,NaN,,,NaN,100,,85,NaN,14,,86,30
1886,NaN,NaN,,,NaN,,,,NaN,,,,
1887,NaN,NaN,,,NaN,100,,85,NaN,14,,86,31
1888,NaN,NaN,,,NaN,,,,NaN,,,,
1889,NaN,NaN,,,NaN,100,,85,NaN,14,,86,31
1890,NaN,NaN,,,NaN,,,,NaN,,,,
1891,NaN,NaN,,,NaN,100,,86,NaN,14,,86,31
1892,NaN,NaN,,,NaN,,,,NaN,,,,
1893,NaN,NaN,,,NaN,100,,87,NaN,14,,87,31
1894,NaN,NaN,,,NaN,,,,NaN,,,,
1895,NaN,NaN,,,NaN,100,,87,NaN,13,,88,32
1896,NaN,NaN,,,NaN,,,,NaN,,,,
1897,NaN,NaN,,,NaN,100,,87,NaN,13,,88,32
1898,NaN,NaN,,,NaN,,,,NaN,,,,
1899,NaN,NaN,,,NaN,100,,87,NaN,13,,88,32
1900,NaN,NaN,,,NaN,,,,NaN,,,,
1901,NaN,NaN,,,NaN,100,,87,NaN,12,,87,32
1902,NaN,NaN,,,NaN,,,,NaN,,,,
1903,NaN,NaN,,,NaN,100,,87,NaN,12,,87,32
1904,NaN,NaN,,,NaN,,,,NaN,,,,
1905,NaN,NaN,,,NaN,100,,87,NaN,12,,87,32
