time,Solar8000/CVP,Solar8000/ETCO2,SNUADC/ECG_V5,SNUADC/CVP,Solar8000/RR_CO2,Solar8000/PLETH_HR,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,Solar8000/ART_SBP,Solar8000/HR,SNUADC/ECG_II,SNUADC/ART,Solar8000/ART_DBP
9258,,,NaN,NaN,,,,,,,NaN,NaN,
9259,0,29,NaN,NaN,15,79,69,97,92,79,NaN,NaN,61
9260,,,NaN,NaN,,,,,,,NaN,NaN,
9261,0,29,NaN,NaN,15,80,70,98,92,79,NaN,NaN,62
9262,,,NaN,NaN,,,,,,,NaN,NaN,
9263,0,29,NaN,NaN,15,81,72,98,96,79,NaN,NaN,64
9264,,,NaN,NaN,,,,,,,NaN,NaN,
9265,0,29,NaN,NaN,15,81,73,99,94,85,NaN,NaN,64
9266,,,NaN,NaN,,,,,,,NaN,NaN,
9267,0,29,NaN,NaN,15,81,75,99,99,86,NaN,NaN,67
9268,,,NaN,NaN,,,,,,,NaN,NaN,
9269,0,29,NaN,NaN,15,81,75,100,97,86,NaN,NaN,66
9270,,,NaN,NaN,,,,,,,NaN,NaN,
9271,0,29,NaN,NaN,15,81,77,99,100,87,NaN,NaN,67
9272,,,NaN,NaN,,,,,,,NaN,NaN,
9273,0,29,NaN,NaN,15,81,77,99,100,81,NaN,NaN,67
9274,,,NaN,NaN,,,,,,,NaN,NaN,
9275,0,31,NaN,NaN,15,81,78,99,102,80,NaN,NaN,68
9276,,,NaN,NaN,,,,,,,NaN,NaN,
9277,0,31,NaN,NaN,15,81,77,98,101,81,NaN,NaN,67
9278,,,NaN,NaN,,,,,,,NaN,NaN,
9279,0,31,NaN,NaN,15,81,77,98,101,80,NaN,NaN,67
9280,,,NaN,NaN,,,,,,,NaN,NaN,
9281,0,31,NaN,NaN,15,81,76,99,99,80,NaN,NaN,65
9282,,,NaN,NaN,,,,,,,NaN,NaN,
9283,0,31,NaN,NaN,15,81,74,98,98,84,NaN,NaN,62
9284,,,NaN,NaN,,,,,,,NaN,NaN,
9285,0,31,NaN,NaN,15,81,74,98,98,83,NaN,NaN,62
9286,,,NaN,NaN,,,,,,,NaN,NaN,
9287,0,31,NaN,NaN,15,80,70,97,92,83,NaN,NaN,59
9288,,,NaN,NaN,,,,,,,NaN,NaN,
9289,0,31,NaN,NaN,15,80,68,97,88,79,NaN,NaN,59
9290,,,NaN,NaN,,,,,,,NaN,NaN,
9291,0,31,NaN,NaN,15,80,68,97,91,80,NaN,NaN,59
9292,,,NaN,NaN,,,,,,,NaN,NaN,
9293,0,31,NaN,NaN,15,80,67,98,89,80,NaN,NaN,57
9294,,,NaN,NaN,,,,,,,NaN,NaN,
9295,0,31,NaN,NaN,15,80,68,98,91,80,NaN,NaN,58
9296,,,NaN,NaN,,,,,,,NaN,NaN,
9297,0,31,NaN,NaN,15,80,68,98,91,80,NaN,NaN,58
9298,,,NaN,NaN,,,,,,,NaN,NaN,
9299,0,31,NaN,NaN,15,81,67,98,89,80,NaN,NaN,59
9300,,,NaN,NaN,,,,,,,NaN,NaN,
9301,0,31,NaN,NaN,15,81,69,98,92,80,NaN,NaN,61
9302,,,NaN,NaN,,,,,,,NaN,NaN,
9303,0,31,NaN,NaN,15,81,69,99,91,65,NaN,NaN,61
9304,,,NaN,NaN,,,,,,,NaN,NaN,
9305,0,31,NaN,NaN,15,81,70,99,95,65,NaN,NaN,62
9306,,,NaN,NaN,,,,,,,NaN,NaN,
9307,0,31,NaN,NaN,15,82,70,99,92,65,NaN,NaN,61
9308,,,NaN,NaN,,,,,,,NaN,NaN,
9309,0,31,NaN,NaN,15,82,71,99,94,81,NaN,NaN,62
9310,,,NaN,NaN,,,,,,,NaN,NaN,
9311,0,31,NaN,NaN,15,82,71,99,92,81,NaN,NaN,61
9312,,,NaN,NaN,,,,,,,NaN,NaN,
9313,0,31,NaN,NaN,15,82,72,99,95,81,NaN,NaN,63
9314,,,NaN,NaN,,,,,,,NaN,NaN,
9315,0,31,NaN,NaN,15,82,72,98,93,81,NaN,NaN,63
9316,,,NaN,NaN,,,,,,,NaN,NaN,
9317,0,31,NaN,NaN,15,82,74,98,97,83,NaN,NaN,65
9318,,,NaN,NaN,,,,,,,NaN,NaN,
9319,0,30,NaN,NaN,15,82,73,97,95,90,NaN,NaN,64
9320,,,NaN,NaN,,,,,,,NaN,NaN,
9321,0,30,NaN,NaN,15,81,74,97,99,90,NaN,NaN,65
9322,,,NaN,NaN,,,,,,,NaN,NaN,
9323,0,30,NaN,NaN,15,81,73,97,94,90,NaN,NaN,61
9324,,,NaN,NaN,,,,,,,NaN,NaN,
9325,0,30,NaN,NaN,15,81,72,98,95,90,NaN,NaN,62
9326,,,NaN,NaN,,,,,,,NaN,NaN,
9327,0,30,NaN,NaN,15,81,71,99,91,102,NaN,NaN,61
9328,,,NaN,NaN,,,,,,,NaN,NaN,
9329,0,30,NaN,NaN,15,81,72,99,95,102,NaN,NaN,63
9330,,,NaN,NaN,,,,,,,NaN,NaN,
9331,0,30,NaN,NaN,15,80,71,98,92,102,NaN,NaN,63
9332,,,NaN,NaN,,,,,,,NaN,NaN,
9333,0,30,NaN,NaN,15,79,73,98,97,92,NaN,NaN,64
9334,,,NaN,NaN,,,,,,,NaN,NaN,
9335,0,30,NaN,NaN,15,79,73,98,94,81,NaN,NaN,64
9336,,,NaN,NaN,,,,,,,NaN,NaN,
9337,0,30,NaN,NaN,15,80,75,98,97,81,NaN,NaN,66
9338,,,NaN,NaN,,,,,,,NaN,NaN,
9339,0,30,NaN,NaN,15,81,76,98,101,81,NaN,NaN,68
9340,,,NaN,NaN,,,,,,,NaN,NaN,
9341,0,30,NaN,NaN,15,82,77,99,99,81,NaN,NaN,68
9342,,,NaN,NaN,,,,,,,NaN,NaN,
9343,0,30,NaN,NaN,15,82,78,99,103,65,NaN,NaN,68
9344,,,NaN,NaN,,,,,,,NaN,NaN,
9345,0,30,NaN,NaN,15,82,77,99,98,65,NaN,NaN,66
9346,,,NaN,NaN,,,,,,,NaN,NaN,
9347,0,30,NaN,NaN,15,83,77,99,101,65,NaN,NaN,66
9348,,,NaN,NaN,,,,,,,NaN,NaN,
9349,0,30,NaN,NaN,15,83,75,99,97,65,NaN,NaN,64
9350,,,NaN,NaN,,,,,,,NaN,NaN,
9351,0,30,NaN,NaN,15,83,75,99,100,81,NaN,NaN,64
9352,,,NaN,NaN,,,,,,,NaN,NaN,
9353,0,30,NaN,NaN,15,83,75,99,100,81,NaN,NaN,64
9354,,,NaN,NaN,,,,,,,NaN,NaN,
9355,0,30,NaN,NaN,15,83,75,98,99,80,NaN,NaN,65
9356,,,NaN,NaN,,,,,,,NaN,NaN,
9357,0,31,NaN,NaN,15,83,74,99,96,80,NaN,NaN,64
9358,,,NaN,NaN,,,,,,,NaN,NaN,
9359,0,31,NaN,NaN,15,81,74,99,97,80,NaN,NaN,64
9360,,,NaN,NaN,,,,,,,NaN,NaN,
9361,0,31,NaN,NaN,15,81,72,98,93,80,NaN,NaN,62
9362,,,NaN,NaN,,,,,,,NaN,NaN,
9363,0,32,NaN,NaN,15,80,73,99,96,80,NaN,NaN,64
9364,,,NaN,NaN,,,,,,,NaN,NaN,
9365,0,32,NaN,NaN,15,81,73,99,94,80,NaN,NaN,64
9366,,,NaN,NaN,,,,,,,NaN,NaN,
9367,0,32,NaN,NaN,15,81,75,99,100,80,NaN,NaN,67
9368,,,NaN,NaN,,,,,,,NaN,NaN,
9369,0,32,NaN,NaN,15,81,76,99,98,81,NaN,NaN,67
9370,,,NaN,NaN,,,,,,,NaN,NaN,
9371,0,31,NaN,NaN,15,82,78,99,101,93,NaN,NaN,68
9372,,,NaN,NaN,,,,,,,NaN,NaN,
9373,0,31,NaN,NaN,15,82,77,99,100,93,NaN,NaN,68
9374,,,NaN,NaN,,,,,,,NaN,NaN,
9375,0,31,NaN,NaN,15,82,79,99,104,93,NaN,NaN,69
9376,,,NaN,NaN,,,,,,,NaN,NaN,
9377,0,31,NaN,NaN,15,82,78,100,100,82,NaN,NaN,68
9378,,,NaN,NaN,,,,,,,NaN,NaN,
9379,0,30,NaN,NaN,15,82,78,100,100,82,NaN,NaN,68
9380,,,NaN,NaN,,,,,,,NaN,NaN,
9381,0,30,NaN,NaN,15,83,78,99,100,82,NaN,NaN,67
9382,,,NaN,NaN,,,,,,,NaN,NaN,
9383,0,30,NaN,NaN,15,82,78,99,102,81,NaN,NaN,66
9384,,,NaN,NaN,,,,,,,NaN,NaN,
9385,0,30,NaN,NaN,15,82,75,99,96,81,NaN,NaN,63
9386,,,NaN,NaN,,,,,,,NaN,NaN,
9387,0,31,NaN,NaN,15,81,74,98,97,80,NaN,NaN,62
9388,,,NaN,NaN,,,,,,,NaN,NaN,
9389,0,31,NaN,NaN,15,81,71,97,92,80,NaN,NaN,60
9390,,,NaN,NaN,,,,,,,NaN,NaN,
9391,0,31,NaN,NaN,15,81,71,97,94,80,NaN,NaN,61
9392,,,NaN,NaN,,,,,,,NaN,NaN,
9393,0,30,NaN,NaN,15,81,71,98,91,81,NaN,NaN,61
9394,,,NaN,NaN,,,,,,,NaN,NaN,
9395,0,30,NaN,NaN,15,81,72,98,95,81,NaN,NaN,63
9396,,,NaN,NaN,,,,,,,NaN,NaN,
9397,0,30,NaN,NaN,15,81,72,98,94,81,NaN,NaN,64
9398,,,NaN,NaN,,,,,,,NaN,NaN,
9399,0,30,NaN,NaN,15,81,73,98,97,87,NaN,NaN,64
9400,,,NaN,NaN,,,,,,,NaN,NaN,
9401,0,31,NaN,NaN,15,81,73,98,95,87,NaN,NaN,63
9402,,,NaN,NaN,,,,,,,NaN,NaN,
9403,0,31,NaN,NaN,15,81,74,99,98,87,NaN,NaN,65
9404,,,NaN,NaN,,,,,,,NaN,NaN,
9405,0,31,NaN,NaN,15,81,74,99,98,87,NaN,NaN,65
9406,,,NaN,NaN,,,,,,,NaN,NaN,
9407,0,31,NaN,NaN,15,81,75,98,99,81,NaN,NaN,66
9408,,,NaN,NaN,,,,,,,NaN,NaN,
9409,0,30,NaN,NaN,15,82,75,98,97,81,NaN,NaN,66
9410,,,NaN,NaN,,,,,,,NaN,NaN,
9411,0,30,NaN,NaN,15,82,77,99,101,81,NaN,NaN,68
9412,,,NaN,NaN,,,,,,,NaN,NaN,
9413,0,30,NaN,NaN,15,82,77,99,98,81,NaN,NaN,69
9414,,,NaN,NaN,,,,,,,NaN,NaN,
9415,0,30,NaN,NaN,15,82,77,99,98,81,NaN,NaN,69
9416,,,NaN,NaN,,,,,,,NaN,NaN,
9417,0,30,NaN,NaN,15,82,77,99,98,81,NaN,NaN,69
9418,,,NaN,NaN,,,,,,,NaN,NaN,
9419,0,30,NaN,NaN,15,82,51,100,51,81,NaN,NaN,51
9420,,,NaN,NaN,,,,,,,NaN,NaN,
9421,0,30,NaN,NaN,15,82,36,100,36,81,NaN,NaN,36
9422,,,NaN,NaN,,,,,,,NaN,NaN,
9423,0,30,NaN,NaN,15,81,36,100,36,82,NaN,NaN,36
9424,,,NaN,NaN,,,,,,,NaN,NaN,
9425,0,30,NaN,NaN,15,82,35,100,35,93,NaN,NaN,29
9426,,,NaN,NaN,,,,,,,NaN,NaN,
9427,0,30,NaN,NaN,15,82,35,99,35,93,NaN,NaN,29
9428,,,NaN,NaN,,,,,,,NaN,NaN,
9429,0,30,NaN,NaN,15,82,35,99,35,118,NaN,NaN,29
9430,,,NaN,NaN,,,,,,,NaN,NaN,
9431,0,30,NaN,NaN,15,82,28,99,27,129,NaN,NaN,23
9432,,,NaN,NaN,,,,,,,NaN,NaN,
9433,0,30,NaN,NaN,15,82,25,99,25,109,NaN,NaN,22
9434,,,NaN,NaN,,,,,,,NaN,NaN,
9435,0,30,NaN,NaN,15,82,23,98,24,92,NaN,NaN,20
9436,,,NaN,NaN,,,,,,,NaN,NaN,
9437,1,31,NaN,NaN,15,82,21,97,22,80,NaN,NaN,18
9438,,,NaN,NaN,,,,,,,NaN,NaN,
9439,1,31,NaN,NaN,15,82,20,97,22,80,NaN,NaN,18
9440,,,NaN,NaN,,,,,,,NaN,NaN,
9441,1,31,NaN,NaN,15,82,19,97,22,80,NaN,NaN,16
9442,,,NaN,NaN,,,,,,,NaN,NaN,
9443,1,26,NaN,NaN,15,81,18,97,20,80,NaN,NaN,17
9444,,,NaN,NaN,,,,,,,NaN,NaN,
9445,1,26,NaN,NaN,15,81,35,97,56,80,NaN,NaN,44
9446,,,NaN,NaN,,,,,,,NaN,NaN,
9447,1,26,NaN,NaN,15,77,54,97,78,81,NaN,NaN,58
9448,,,NaN,NaN,,,,,,,NaN,NaN,
9449,1,26,NaN,NaN,15,77,59,98,80,81,NaN,NaN,59
9450,,,NaN,NaN,,,,,,,NaN,NaN,
9451,1,29,NaN,NaN,15,78,66,99,85,81,NaN,NaN,62
9452,,,NaN,NaN,,,,,,,NaN,NaN,
9453,1,29,NaN,NaN,15,79,67,99,83,93,NaN,NaN,61
9454,,,NaN,NaN,,,,,,,NaN,NaN,
9455,1,29,NaN,NaN,15,82,69,99,88,93,NaN,NaN,63
9456,,,NaN,NaN,,,,,,,NaN,NaN,
9457,0,30,NaN,NaN,15,82,70,99,86,93,NaN,NaN,63
9458,,,NaN,NaN,,,,,,,NaN,NaN,
9459,0,30,NaN,NaN,15,82,73,99,93,82,NaN,NaN,65
9460,,,NaN,NaN,,,,,,,NaN,NaN,
9461,0,30,NaN,NaN,15,82,73,100,92,82,NaN,NaN,65
9462,,,NaN,NaN,,,,,,,NaN,NaN,
9463,0,30,NaN,NaN,15,82,75,99,96,82,NaN,NaN,67
9464,,,NaN,NaN,,,,,,,NaN,NaN,
9465,0,29,NaN,NaN,15,83,75,100,94,65,NaN,NaN,66
9466,,,NaN,NaN,,,,,,,NaN,NaN,
9467,0,29,NaN,NaN,15,83,77,99,99,65,NaN,NaN,68
9468,,,NaN,NaN,,,,,,,NaN,NaN,
9469,0,29,NaN,NaN,15,83,77,99,97,65,NaN,NaN,67
9470,,,NaN,NaN,,,,,,,NaN,NaN,
9471,0,29,NaN,NaN,15,83,78,99,101,65,NaN,NaN,68
9472,,,NaN,NaN,,,,,,,NaN,NaN,
9473,0,30,NaN,NaN,15,82,77,100,98,82,NaN,NaN,67
9474,,,NaN,NaN,,,,,,,NaN,NaN,
9475,0,30,NaN,NaN,15,82,78,99,102,82,NaN,NaN,69
9476,,,NaN,NaN,,,,,,,NaN,NaN,
9477,0,30,NaN,NaN,15,83,78,99,100,82,NaN,NaN,68
9478,,,NaN,NaN,,,,,,,NaN,NaN,
9479,0,31,NaN,NaN,15,83,80,99,104,82,NaN,NaN,70
9480,,,NaN,NaN,,,,,,,NaN,NaN,
9481,0,31,NaN,NaN,15,83,79,99,100,82,NaN,NaN,68
9482,,,NaN,NaN,,,,,,,NaN,NaN,
9483,0,31,NaN,NaN,15,83,79,99,103,82,NaN,NaN,69
9484,,,NaN,NaN,,,,,,,NaN,NaN,
9485,0,30,NaN,NaN,15,83,79,99,100,82,NaN,NaN,69
9486,,,NaN,NaN,,,,,,,NaN,NaN,
9487,0,30,NaN,NaN,15,83,79,99,104,82,NaN,NaN,69
9488,,,NaN,NaN,,,,,,,NaN,NaN,
9489,0,30,NaN,NaN,15,83,78,99,101,82,NaN,NaN,64
9490,,,NaN,NaN,,,,,,,NaN,NaN,
9491,0,30,NaN,NaN,15,83,78,99,101,82,NaN,NaN,64
9492,,,NaN,NaN,,,,,,,NaN,NaN,
9493,0,31,NaN,NaN,15,82,73,98,93,80,NaN,NaN,59
9494,,,NaN,NaN,,,,,,,NaN,NaN,
9495,1,31,NaN,NaN,15,82,69,98,90,79,NaN,NaN,55
9496,,,NaN,NaN,,,,,,,NaN,NaN,
9497,1,31,NaN,NaN,15,82,64,98,82,78,NaN,NaN,52
9498,,,NaN,NaN,,,,,,,NaN,NaN,
9499,0,31,NaN,NaN,15,82,63,98,83,78,NaN,NaN,53
9500,,,NaN,NaN,,,,,,,NaN,NaN,
9501,0,31,NaN,NaN,15,82,61,98,79,79,NaN,NaN,53
9502,,,NaN,NaN,,,,,,,NaN,NaN,
9503,0,31,NaN,NaN,15,82,61,98,79,79,NaN,NaN,53
9504,,,NaN,NaN,,,,,,,NaN,NaN,
9505,0,31,NaN,NaN,15,81,62,98,83,80,NaN,NaN,53
9506,,,NaN,NaN,,,,,,,NaN,NaN,
9507,0,32,NaN,NaN,15,81,62,98,83,80,NaN,NaN,54
9508,,,NaN,NaN,,,,,,,NaN,NaN,
9509,1,32,NaN,NaN,15,81,61,98,79,79,NaN,NaN,53
9510,,,NaN,NaN,,,,,,,NaN,NaN,
9511,1,32,NaN,NaN,15,80,61,99,83,79,NaN,NaN,53
9512,,,NaN,NaN,,,,,,,NaN,NaN,
9513,1,32,NaN,NaN,15,80,61,99,80,79,NaN,NaN,53
9514,,,NaN,NaN,,,,,,,NaN,NaN,
9515,1,30,NaN,NaN,15,80,63,98,85,79,NaN,NaN,56
9516,,,NaN,NaN,,,,,,,NaN,NaN,
9517,0,30,NaN,NaN,15,80,63,98,84,81,NaN,NaN,56
9518,,,NaN,NaN,,,,,,,NaN,NaN,
9519,0,30,NaN,NaN,15,80,63,98,84,81,NaN,NaN,56
9520,,,NaN,NaN,,,,,,,NaN,NaN,
9521,0,31,NaN,NaN,15,81,66,98,86,82,NaN,NaN,58
9522,,,NaN,NaN,,,,,,,NaN,NaN,
9523,0,31,NaN,NaN,15,81,68,99,92,82,NaN,NaN,61
9524,,,NaN,NaN,,,,,,,NaN,NaN,
9525,0,31,NaN,NaN,15,81,69,99,90,92,NaN,NaN,61
9526,,,NaN,NaN,,,,,,,NaN,NaN,
9527,0,31,NaN,NaN,15,81,72,99,96,92,NaN,NaN,64
9528,,,NaN,NaN,,,,,,,NaN,NaN,
9529,0,31,NaN,NaN,15,81,72,100,95,92,NaN,NaN,64
9530,,,NaN,NaN,,,,,,,NaN,NaN,
9531,0,31,NaN,NaN,15,82,75,99,98,93,NaN,NaN,66
9532,,,NaN,NaN,,,,,,,NaN,NaN,
9533,0,31,NaN,NaN,15,81,77,99,101,93,NaN,NaN,68
9534,,,NaN,NaN,,,,,,,NaN,NaN,
9535,0,31,NaN,NaN,15,81,78,99,103,92,NaN,NaN,68
9536,,,NaN,NaN,,,,,,,NaN,NaN,
9537,0,32,NaN,NaN,15,81,76,99,100,80,NaN,NaN,64
9538,,,NaN,NaN,,,,,,,NaN,NaN,
9539,1,32,NaN,NaN,15,80,75,99,98,80,NaN,NaN,64
9540,,,NaN,NaN,,,,,,,NaN,NaN,
9541,1,32,NaN,NaN,15,80,73,98,94,79,NaN,NaN,63
9542,,,NaN,NaN,,,,,,,NaN,NaN,
9543,0,31,NaN,NaN,15,80,74,99,97,79,NaN,NaN,64
9544,,,NaN,NaN,,,,,,,NaN,NaN,
9545,0,31,NaN,NaN,15,80,73,99,95,80,NaN,NaN,64
9546,,,NaN,NaN,,,,,,,NaN,NaN,
9547,0,31,NaN,NaN,15,80,75,99,98,64,NaN,NaN,66
9548,,,NaN,NaN,,,,,,,NaN,NaN,
9549,0,31,NaN,NaN,15,81,75,99,97,64,NaN,NaN,66
9550,,,NaN,NaN,,,,,,,NaN,NaN,
9551,0,31,NaN,NaN,15,81,75,99,97,64,NaN,NaN,66
9552,,,NaN,NaN,,,,,,,NaN,NaN,
9553,0,31,NaN,NaN,15,81,77,100,100,64,NaN,NaN,66
9554,,,NaN,NaN,,,,,,,NaN,NaN,
9555,0,31,NaN,NaN,15,81,79,99,103,81,NaN,NaN,68
9556,,,NaN,NaN,,,,,,,NaN,NaN,
9557,0,31,NaN,NaN,15,81,78,99,101,81,NaN,NaN,66
9558,,,NaN,NaN,,,,,,,NaN,NaN,
9559,0,31,NaN,NaN,15,81,79,99,105,81,NaN,NaN,68
9560,,,NaN,NaN,,,,,,,NaN,NaN,
9561,0,31,NaN,NaN,15,81,78,99,102,80,NaN,NaN,68
9562,,,NaN,NaN,,,,,,,NaN,NaN,
9563,0,31,NaN,NaN,15,81,78,99,102,82,NaN,NaN,68
9564,,,NaN,NaN,,,,,,,NaN,NaN,
9565,0,33,NaN,NaN,15,81,78,99,100,93,NaN,NaN,67
9566,,,NaN,NaN,,,,,,,NaN,NaN,
9567,0,33,NaN,NaN,15,81,78,99,102,93,NaN,NaN,68
9568,,,NaN,NaN,,,,,,,NaN,NaN,
9569,0,33,NaN,NaN,15,81,77,98,101,87,NaN,NaN,67
9570,,,NaN,NaN,,,,,,,NaN,NaN,
9571,0,33,NaN,NaN,15,81,78,98,103,81,NaN,NaN,68
9572,,,NaN,NaN,,,,,,,NaN,NaN,
9573,0,29,NaN,NaN,15,81,77,98,99,80,NaN,NaN,66
9574,,,NaN,NaN,,,,,,,NaN,NaN,
9575,0,29,NaN,NaN,15,81,77,98,99,80,NaN,NaN,66
9576,,,NaN,NaN,,,,,,,NaN,NaN,
9577,0,29,NaN,NaN,15,82,77,98,99,80,NaN,NaN,65
9578,,,NaN,NaN,,,,,,,NaN,NaN,
9579,0,29,NaN,NaN,15,82,77,98,102,80,NaN,NaN,66
9580,,,NaN,NaN,,,,,,,NaN,NaN,
9581,0,29,NaN,NaN,15,81,76,98,97,81,NaN,NaN,66
9582,,,NaN,NaN,,,,,,,NaN,NaN,
9583,0,29,NaN,NaN,15,81,77,98,101,81,NaN,NaN,66
9584,,,NaN,NaN,,,,,,,NaN,NaN,
9585,1,29,NaN,NaN,15,82,76,98,99,81,NaN,NaN,64
9586,,,NaN,NaN,,,,,,,NaN,NaN,
9587,1,31,NaN,NaN,15,82,76,98,99,81,NaN,NaN,64
9588,,,NaN,NaN,,,,,,,NaN,NaN,
9589,0,31,NaN,NaN,15,81,71,98,91,81,NaN,NaN,58
9590,,,NaN,NaN,,,,,,,NaN,NaN,
9591,0,31,NaN,NaN,15,80,68,98,89,81,NaN,NaN,57
9592,,,NaN,NaN,,,,,,,NaN,NaN,
9593,0,31,NaN,NaN,15,80,66,97,84,81,NaN,NaN,56
9594,,,NaN,NaN,,,,,,,NaN,NaN,
9595,0,29,NaN,NaN,15,80,66,98,89,82,NaN,NaN,58
9596,,,NaN,NaN,,,,,,,NaN,NaN,
9597,0,29,NaN,NaN,15,80,67,99,88,80,NaN,NaN,58
9598,,,NaN,NaN,,,,,,,NaN,NaN,
9599,0,29,NaN,NaN,15,81,70,99,94,81,NaN,NaN,62
9600,,,NaN,NaN,,,,,,,NaN,NaN,
9601,0,31,NaN,NaN,15,81,70,99,94,81,NaN,NaN,62
9602,,,NaN,NaN,,,,,,,NaN,NaN,
9603,0,31,NaN,NaN,15,82,73,99,98,81,NaN,NaN,65
9604,,,NaN,NaN,,,,,,,NaN,NaN,
9605,0,31,NaN,NaN,15,82,74,99,97,81,NaN,NaN,65
9606,,,NaN,NaN,,,,,,,NaN,NaN,
9607,0,31,NaN,NaN,15,82,77,98,103,82,NaN,NaN,66
9608,,,NaN,NaN,,,,,,,NaN,NaN,
9609,0,31,NaN,NaN,15,82,77,97,100,81,NaN,NaN,67
9610,,,NaN,NaN,,,,,,,NaN,NaN,
9611,0,31,NaN,NaN,15,82,77,98,102,81,NaN,NaN,65
9612,,,NaN,NaN,,,,,,,NaN,NaN,
9613,0,31,NaN,NaN,15,81,74,98,95,80,NaN,NaN,61
9614,,,NaN,NaN,,,,,,,NaN,NaN,
9615,0,31,NaN,NaN,15,81,73,98,95,80,NaN,NaN,61
9616,,,NaN,NaN,,,,,,,NaN,NaN,
9617,0,31,NaN,NaN,15,80,71,98,92,80,NaN,NaN,59
9618,,,NaN,NaN,,,,,,,NaN,NaN,
9619,0,31,NaN,NaN,15,80,71,99,95,80,NaN,NaN,60
9620,,,NaN,NaN,,,,,,,NaN,NaN,
9621,0,31,NaN,NaN,15,80,70,99,93,80,NaN,NaN,61
9622,,,NaN,NaN,,,,,,,NaN,NaN,
9623,0,32,NaN,NaN,15,80,72,98,96,81,NaN,NaN,63
9624,,,NaN,NaN,,,,,,,NaN,NaN,
9625,0,32,NaN,NaN,15,80,72,99,95,81,NaN,NaN,64
9626,,,NaN,NaN,,,,,,,NaN,NaN,
9627,0,32,NaN,NaN,15,80,75,99,101,81,NaN,NaN,66
9628,,,NaN,NaN,,,,,,,NaN,NaN,
9629,0,32,NaN,NaN,15,82,75,100,97,85,NaN,NaN,66
9630,,,NaN,NaN,,,,,,,NaN,NaN,
9631,0,32,NaN,NaN,15,82,76,100,101,85,NaN,NaN,67
9632,,,NaN,NaN,,,,,,,NaN,NaN,
9633,0,32,NaN,NaN,15,82,76,100,98,85,NaN,NaN,66
9634,,,NaN,NaN,,,,,,,NaN,NaN,
9635,0,32,NaN,NaN,15,82,77,100,101,85,NaN,NaN,64
9636,,,NaN,NaN,,,,,,,NaN,NaN,
9637,0,31,NaN,NaN,15,82,75,99,97,82,NaN,NaN,65
9638,,,NaN,NaN,,,,,,,NaN,NaN,
9639,0,31,NaN,NaN,15,82,76,99,100,84,NaN,NaN,67
9640,,,NaN,NaN,,,,,,,NaN,NaN,
9641,0,31,NaN,NaN,15,83,76,99,98,82,NaN,NaN,66
9642,,,NaN,NaN,,,,,,,NaN,NaN,
9643,0,31,NaN,NaN,15,83,78,99,103,82,NaN,NaN,68
9644,,,NaN,NaN,,,,,,,NaN,NaN,
9645,0,31,NaN,NaN,15,84,78,99,100,83,NaN,NaN,68
9646,,,NaN,NaN,,,,,,,NaN,NaN,
9647,0,31,NaN,NaN,15,84,79,99,104,81,NaN,NaN,68
9648,,,NaN,NaN,,,,,,,NaN,NaN,
9649,0,31,NaN,NaN,15,84,77,99,100,83,NaN,NaN,67
9650,,,NaN,NaN,,,,,,,NaN,NaN,
9651,0,31,NaN,NaN,15,83,77,97,102,66,NaN,NaN,67
9652,,,NaN,NaN,,,,,,,NaN,NaN,
9653,0,31,NaN,NaN,15,83,76,98,98,66,NaN,NaN,65
9654,,,NaN,NaN,,,,,,,NaN,NaN,
9655,0,31,NaN,NaN,15,82,76,99,101,66,NaN,NaN,66
9656,,,NaN,NaN,,,,,,,NaN,NaN,
9657,0,31,NaN,NaN,15,82,77,99,96,66,NaN,NaN,67
9658,,,NaN,NaN,,,,,,,NaN,NaN,
9659,0,31,NaN,NaN,15,83,76,99,100,82,NaN,NaN,65
9660,,,NaN,NaN,,,,,,,NaN,NaN,
9661,0,31,NaN,NaN,15,82,75,99,99,82,NaN,NaN,64
9662,,,NaN,NaN,,,,,,,NaN,NaN,
9663,0,31,NaN,NaN,15,83,75,99,100,82,NaN,NaN,65
9664,,,NaN,NaN,,,,,,,NaN,NaN,
9665,0,31,NaN,NaN,15,83,74,98,96,82,NaN,NaN,64
9666,,,NaN,NaN,,,,,,,NaN,NaN,
9667,0,31,NaN,NaN,15,83,76,98,101,82,NaN,NaN,66
9668,,,NaN,NaN,,,,,,,NaN,NaN,
9669,0,31,NaN,NaN,15,84,76,97,98,82,NaN,NaN,66
9670,,,NaN,NaN,,,,,,,NaN,NaN,
9671,1,29,NaN,NaN,15,84,77,98,102,83,NaN,NaN,67
9672,,,NaN,NaN,,,,,,,NaN,NaN,
9673,1,29,NaN,NaN,15,84,76,98,99,83,NaN,NaN,66
9674,,,NaN,NaN,,,,,,,NaN,NaN,
9675,1,29,NaN,NaN,15,84,77,98,102,83,NaN,NaN,67
9676,,,NaN,NaN,,,,,,,NaN,NaN,
9677,0,29,NaN,NaN,15,84,76,99,99,83,NaN,NaN,67
9678,,,NaN,NaN,,,,,,,NaN,NaN,
9679,0,28,NaN,NaN,15,84,78,99,103,83,NaN,NaN,69
9680,,,NaN,NaN,,,,,,,NaN,NaN,
9681,0,28,NaN,NaN,15,84,78,100,101,83,NaN,NaN,68
9682,,,NaN,NaN,,,,,,,NaN,NaN,
