time,Solar8000/ETCO2,SNUADC/ECG_V5,SNUADC/CVP,Solar8000/HR,Solar8000/PLETH_SPO2,Solar8000/ART_DBP,Solar8000/ART_MBP,SNUADC/ART,Solar8000/PLETH_HR,SNUADC/ECG_II,Solar8000/CVP,Solar8000/RR_CO2,Solar8000/ART_SBP
5820,29,NaN,NaN,89,99,34,43,NaN,78,NaN,2,13,66
5821,,NaN,NaN,,,,,NaN,,NaN,,,
5822,29,NaN,NaN,104,99,35,44,NaN,78,NaN,2,13,68
5823,,NaN,NaN,,,,,NaN,,NaN,,,
5824,29,NaN,NaN,104,100,36,44,NaN,78,NaN,2,13,69
5825,,NaN,NaN,,,,,NaN,,NaN,,,
5826,27,NaN,NaN,103,99,35,44,NaN,78,NaN,2,13,68
5827,,NaN,NaN,,,,,NaN,,NaN,,,
5828,27,NaN,NaN,97,99,37,46,NaN,78,NaN,2,13,74
5829,,NaN,NaN,,,,,NaN,,NaN,,,
5830,27,NaN,NaN,90,100,37,47,NaN,79,NaN,2,13,75
5831,,NaN,NaN,,,,,NaN,,NaN,,,
5832,27,NaN,NaN,90,100,37,47,NaN,79,NaN,2,13,73
5833,,NaN,NaN,,,,,NaN,,NaN,,,
5834,27,NaN,NaN,87,100,37,47,NaN,80,NaN,2,13,73
5835,,NaN,NaN,,,,,NaN,,NaN,,,
5836,27,NaN,NaN,80,100,37,47,NaN,80,NaN,2,13,71
5837,,NaN,NaN,,,,,NaN,,NaN,,,
5838,27,NaN,NaN,80,100,36,46,NaN,80,NaN,2,13,71
5839,,NaN,NaN,,,,,NaN,,NaN,,,
5840,29,NaN,NaN,80,100,37,47,NaN,80,NaN,2,13,73
5841,,NaN,NaN,,,,,NaN,,NaN,,,
5842,29,NaN,NaN,80,100,37,48,NaN,80,NaN,2,13,76
5843,,NaN,NaN,,,,,NaN,,NaN,,,
5844,29,NaN,NaN,80,100,37,48,NaN,80,NaN,2,13,73
5845,,NaN,NaN,,,,,NaN,,NaN,,,
5846,29,NaN,NaN,79,100,37,48,NaN,80,NaN,2,13,74
5847,,NaN,NaN,,,,,NaN,,NaN,,,
5848,29,NaN,NaN,78,100,37,48,NaN,79,NaN,2,13,74
5849,,NaN,NaN,,,,,NaN,,NaN,,,
5850,29,NaN,NaN,78,100,37,47,NaN,79,NaN,2,13,71
5851,,NaN,NaN,,,,,NaN,,NaN,,,
5852,29,NaN,NaN,78,100,37,47,NaN,78,NaN,2,13,73
5853,,NaN,NaN,,,,,NaN,,NaN,,,
5854,30,NaN,NaN,78,100,37,47,NaN,78,NaN,2,13,71
5855,,NaN,NaN,,,,,NaN,,NaN,,,
5856,30,NaN,NaN,78,100,38,47,NaN,78,NaN,2,13,71
5857,,NaN,NaN,,,,,NaN,,NaN,,,
5858,30,NaN,NaN,78,100,38,47,NaN,79,NaN,2,13,70
5859,,NaN,NaN,,,,,NaN,,NaN,,,
5860,30,NaN,NaN,78,100,39,48,NaN,79,NaN,2,13,72
5861,,NaN,NaN,,,,,NaN,,NaN,,,
5862,30,NaN,NaN,79,100,39,49,NaN,79,NaN,2,13,74
5863,,NaN,NaN,,,,,NaN,,NaN,,,
5864,30,NaN,NaN,78,100,39,49,NaN,79,NaN,2,13,73
5865,,NaN,NaN,,,,,NaN,,NaN,,,
5866,30,NaN,NaN,78,100,39,49,NaN,79,NaN,2,13,74
5867,,NaN,NaN,,,,,NaN,,NaN,,,
5868,30,NaN,NaN,77,100,39,49,NaN,78,NaN,1,13,74
5869,,NaN,NaN,,,,,NaN,,NaN,,,
5870,30,NaN,NaN,77,100,39,50,NaN,78,NaN,1,13,75
5871,,NaN,NaN,,,,,NaN,,NaN,,,
5872,30,NaN,NaN,77,100,39,49,NaN,78,NaN,2,13,74
5873,,NaN,NaN,,,,,NaN,,NaN,,,
5874,30,NaN,NaN,77,99,39,50,NaN,78,NaN,2,13,75
5875,,NaN,NaN,,,,,NaN,,NaN,,,
5876,30,NaN,NaN,77,100,39,50,NaN,78,NaN,2,13,76
5877,,NaN,NaN,,,,,NaN,,NaN,,,
5878,30,NaN,NaN,78,100,39,50,NaN,78,NaN,2,13,76
5879,,NaN,NaN,,,,,NaN,,NaN,,,
5880,30,NaN,NaN,77,100,39,50,NaN,78,NaN,2,13,78
5881,,NaN,NaN,,,,,NaN,,NaN,,,
5882,30,NaN,NaN,77,100,39,50,NaN,78,NaN,2,13,76
5883,,NaN,NaN,,,,,NaN,,NaN,,,
5884,30,NaN,NaN,88,99,40,51,NaN,77,NaN,2,13,78
5885,,NaN,NaN,,,,,NaN,,NaN,,,
5886,30,NaN,NaN,94,99,40,51,NaN,78,NaN,2,13,77
5887,,NaN,NaN,,,,,NaN,,NaN,,,
5888,30,NaN,NaN,94,99,40,51,NaN,78,NaN,2,13,78
5889,,NaN,NaN,,,,,NaN,,NaN,,,
5890,29,NaN,NaN,80,99,40,51,NaN,78,NaN,2,14,78
5891,,NaN,NaN,,,,,NaN,,NaN,,,
5892,29,NaN,NaN,80,100,41,52,NaN,78,NaN,2,14,79
5893,,NaN,NaN,,,,,NaN,,NaN,,,
5894,29,NaN,NaN,87,100,41,52,NaN,78,NaN,2,14,81
5895,,NaN,NaN,,,,,NaN,,NaN,,,
5896,29,NaN,NaN,87,100,41,52,NaN,78,NaN,2,15,80
5897,,NaN,NaN,,,,,NaN,,NaN,,,
5898,29,NaN,NaN,87,99,42,54,NaN,78,NaN,2,15,83
5899,,NaN,NaN,,,,,NaN,,NaN,,,
5900,29,NaN,NaN,87,99,42,54,NaN,78,NaN,2,15,82
5901,,NaN,NaN,,,,,NaN,,NaN,,,
5902,29,NaN,NaN,76,99,42,54,NaN,77,NaN,2,15,83
5903,,NaN,NaN,,,,,NaN,,NaN,,,
5904,30,NaN,NaN,76,99,42,54,NaN,77,NaN,2,15,82
5905,,NaN,NaN,,,,,NaN,,NaN,,,
5906,30,NaN,NaN,76,99,42,54,NaN,77,NaN,1,15,81
5907,,NaN,NaN,,,,,NaN,,NaN,,,
5908,30,NaN,NaN,76,99,44,54,NaN,76,NaN,1,15,81
5909,,NaN,NaN,,,,,NaN,,NaN,,,
5910,30,NaN,NaN,78,99,41,53,NaN,75,NaN,1,15,80
5911,,NaN,NaN,,,,,NaN,,NaN,,,
5912,30,NaN,NaN,78,99,43,55,NaN,75,NaN,1,15,85
5913,,NaN,NaN,,,,,NaN,,NaN,,,
5914,30,NaN,NaN,76,99,43,55,NaN,75,NaN,2,15,84
5915,,NaN,NaN,,,,,NaN,,NaN,,,
5916,30,NaN,NaN,73,99,44,56,NaN,75,NaN,2,14,86
5917,,NaN,NaN,,,,,NaN,,NaN,,,
5918,30,NaN,NaN,75,99,43,56,NaN,76,NaN,1,14,85
5919,,NaN,NaN,,,,,NaN,,NaN,,,
5920,30,NaN,NaN,75,99,44,57,NaN,76,NaN,1,14,86
5921,,NaN,NaN,,,,,NaN,,NaN,,,
5922,30,NaN,NaN,75,99,44,57,NaN,76,NaN,2,14,87
5923,,NaN,NaN,,,,,NaN,,NaN,,,
5924,30,NaN,NaN,76,99,45,57,NaN,76,NaN,2,13,87
5925,,NaN,NaN,,,,,NaN,,NaN,,,
5926,30,NaN,NaN,76,100,46,59,NaN,76,NaN,2,13,91
5927,,NaN,NaN,,,,,NaN,,NaN,,,
5928,30,NaN,NaN,76,100,46,59,NaN,77,NaN,2,13,90
5929,,NaN,NaN,,,,,NaN,,NaN,,,
5930,30,NaN,NaN,76,99,46,59,NaN,77,NaN,2,13,90
5931,,NaN,NaN,,,,,NaN,,NaN,,,
5932,30,NaN,NaN,76,99,46,59,NaN,77,NaN,1,13,90
5933,,NaN,NaN,,,,,NaN,,NaN,,,
5934,30,NaN,NaN,77,99,46,60,NaN,77,NaN,1,13,91
5935,,NaN,NaN,,,,,NaN,,NaN,,,
5936,30,NaN,NaN,77,99,46,60,NaN,77,NaN,1,13,90
5937,,NaN,NaN,,,,,NaN,,NaN,,,
5938,30,NaN,NaN,77,99,46,60,NaN,78,NaN,1,13,90
5939,,NaN,NaN,,,,,NaN,,NaN,,,
5940,30,NaN,NaN,77,100,46,60,NaN,78,NaN,1,13,92
5941,,NaN,NaN,,,,,NaN,,NaN,,,
5942,30,NaN,NaN,77,99,45,59,NaN,78,NaN,1,13,89
5943,,NaN,NaN,,,,,NaN,,NaN,,,
5944,30,NaN,NaN,77,100,46,60,NaN,77,NaN,1,13,91
5945,,NaN,NaN,,,,,NaN,,NaN,,,
5946,29,NaN,NaN,77,100,46,60,NaN,77,NaN,1,13,91
5947,,NaN,NaN,,,,,NaN,,NaN,,,
5948,29,NaN,NaN,76,99,47,60,NaN,77,NaN,1,13,91
5949,,NaN,NaN,,,,,NaN,,NaN,,,
5950,29,NaN,NaN,77,99,46,60,NaN,77,NaN,1,13,91
5951,,NaN,NaN,,,,,NaN,,NaN,,,
5952,30,NaN,NaN,77,99,47,60,NaN,77,NaN,1,13,91
5953,,NaN,NaN,,,,,NaN,,NaN,,,
5954,30,NaN,NaN,77,99,48,61,NaN,78,NaN,1,13,93
5955,,NaN,NaN,,,,,NaN,,NaN,,,
5956,30,NaN,NaN,77,99,47,61,NaN,78,NaN,1,13,93
5957,,NaN,NaN,,,,,NaN,,NaN,,,
5958,30,NaN,NaN,77,99,49,63,NaN,78,NaN,1,13,96
5959,,NaN,NaN,,,,,NaN,,NaN,,,
5960,30,NaN,NaN,78,99,47,61,NaN,78,NaN,1,13,90
5961,,NaN,NaN,,,,,NaN,,NaN,,,
5962,30,NaN,NaN,78,100,47,60,NaN,78,NaN,1,13,89
5963,,NaN,NaN,,,,,NaN,,NaN,,,
5964,30,NaN,NaN,77,100,47,60,NaN,78,NaN,1,13,91
5965,,NaN,NaN,,,,,NaN,,NaN,,,
5966,30,NaN,NaN,77,100,47,60,NaN,78,NaN,1,13,90
5967,,NaN,NaN,,,,,NaN,,NaN,,,
5968,30,NaN,NaN,77,100,47,60,NaN,78,NaN,1,13,90
5969,,NaN,NaN,,,,,NaN,,NaN,,,
5970,30,NaN,NaN,77,100,47,60,NaN,78,NaN,2,13,89
5971,,NaN,NaN,,,,,NaN,,NaN,,,
5972,30,NaN,NaN,78,100,47,60,NaN,78,NaN,2,13,92
5973,,NaN,NaN,,,,,NaN,,NaN,,,
5974,30,NaN,NaN,78,100,46,60,NaN,78,NaN,2,13,89
5975,,NaN,NaN,,,,,NaN,,NaN,,,
5976,30,NaN,NaN,77,100,46,60,NaN,78,NaN,2,13,91
5977,,NaN,NaN,,,,,NaN,,NaN,,,
5978,30,NaN,NaN,77,100,46,60,NaN,78,NaN,1,13,90
5979,,NaN,NaN,,,,,NaN,,NaN,,,
5980,30,NaN,NaN,78,100,46,60,NaN,78,NaN,1,13,90
5981,,NaN,NaN,,,,,NaN,,NaN,,,
5982,30,NaN,NaN,78,100,46,59,NaN,78,NaN,1,13,90
5983,,NaN,NaN,,,,,NaN,,NaN,,,
5984,30,NaN,NaN,78,100,46,59,NaN,78,NaN,1,13,88
5985,,NaN,NaN,,,,,NaN,,NaN,,,
5986,30,NaN,NaN,77,100,46,59,NaN,78,NaN,2,13,89
5987,,NaN,NaN,,,,,NaN,,NaN,,,
5988,30,NaN,NaN,77,100,45,59,NaN,78,NaN,2,13,88
5989,,NaN,NaN,,,,,NaN,,NaN,,,
5990,30,NaN,NaN,78,100,46,59,NaN,78,NaN,2,13,90
5991,,NaN,NaN,,,,,NaN,,NaN,,,
5992,30,NaN,NaN,78,100,46,59,NaN,78,NaN,2,13,89
5993,,NaN,NaN,,,,,NaN,,NaN,,,
5994,30,NaN,NaN,79,100,46,59,NaN,79,NaN,1,13,89
5995,,NaN,NaN,,,,,NaN,,NaN,,,
5996,30,NaN,NaN,79,100,46,59,NaN,79,NaN,1,13,89
5997,,NaN,NaN,,,,,NaN,,NaN,,,
5998,30,NaN,NaN,79,100,46,59,NaN,80,NaN,1,13,88
5999,,NaN,NaN,,,,,NaN,,NaN,,,
6000,30,NaN,NaN,79,100,46,60,NaN,80,NaN,1,13,90
6001,,NaN,NaN,,,,,NaN,,NaN,,,
6002,30,NaN,NaN,79,100,46,59,NaN,80,NaN,1,13,88
6003,,NaN,NaN,,,,,NaN,,NaN,,,
6004,30,NaN,NaN,79,100,46,59,NaN,80,NaN,1,13,89
6005,,NaN,NaN,,,,,NaN,,NaN,,,
6006,30,NaN,NaN,79,100,45,59,NaN,79,NaN,1,13,88
6007,,NaN,NaN,,,,,NaN,,NaN,,,
6008,30,NaN,NaN,79,100,45,58,NaN,79,NaN,1,13,87
6009,,NaN,NaN,,,,,NaN,,NaN,,,
6010,30,NaN,NaN,79,100,45,58,NaN,79,NaN,1,13,87
6011,,NaN,NaN,,,,,NaN,,NaN,,,
6012,30,NaN,NaN,79,100,45,58,NaN,79,NaN,1,13,86
6013,,NaN,NaN,,,,,NaN,,NaN,,,
6014,30,NaN,NaN,79,100,45,58,NaN,80,NaN,1,13,87
6015,,NaN,NaN,,,,,NaN,,NaN,,,
6016,30,NaN,NaN,79,100,44,57,NaN,80,NaN,1,13,85
6017,,NaN,NaN,,,,,NaN,,NaN,,,
6018,30,NaN,NaN,79,100,44,56,NaN,80,NaN,1,13,85
6019,,NaN,NaN,,,,,NaN,,NaN,,,
6020,30,NaN,NaN,79,100,44,56,NaN,80,NaN,1,13,85
6021,,NaN,NaN,,,,,NaN,,NaN,,,
6022,30,NaN,NaN,79,100,43,56,NaN,80,NaN,1,13,84
6023,,NaN,NaN,,,,,NaN,,NaN,,,
6024,30,NaN,NaN,79,100,44,56,NaN,80,NaN,1,13,86
6025,,NaN,NaN,,,,,NaN,,NaN,,,
6026,30,NaN,NaN,79,100,43,56,NaN,79,NaN,1,13,84
6027,,NaN,NaN,,,,,NaN,,NaN,,,
6028,30,NaN,NaN,79,100,43,54,NaN,79,NaN,1,13,80
6029,,NaN,NaN,,,,,NaN,,NaN,,,
6030,30,NaN,NaN,79,100,42,54,NaN,79,NaN,1,13,79
6031,,NaN,NaN,,,,,NaN,,NaN,,,
6032,30,NaN,NaN,79,100,42,53,NaN,79,NaN,1,13,77
6033,,NaN,NaN,,,,,NaN,,NaN,,,
6034,30,NaN,NaN,79,100,42,52,NaN,79,NaN,1,13,76
6035,,NaN,NaN,,,,,NaN,,NaN,,,
6036,30,NaN,NaN,79,100,42,52,NaN,80,NaN,1,12,78
6037,,NaN,NaN,,,,,NaN,,NaN,,,
6038,30,NaN,NaN,79,100,42,52,NaN,80,NaN,1,12,77
6039,,NaN,NaN,,,,,NaN,,NaN,,,
6040,30,NaN,NaN,80,100,42,53,NaN,80,NaN,1,12,78
6041,,NaN,NaN,,,,,NaN,,NaN,,,
6042,30,NaN,NaN,80,100,42,53,NaN,80,NaN,1,12,79
6043,,NaN,NaN,,,,,NaN,,NaN,,,
6044,30,NaN,NaN,80,100,42,53,NaN,80,NaN,1,12,78
6045,,NaN,NaN,,,,,NaN,,NaN,,,
6046,30,NaN,NaN,79,100,42,53,NaN,80,NaN,1,12,78
6047,,NaN,NaN,,,,,NaN,,NaN,,,
6048,30,NaN,NaN,79,100,41,53,NaN,80,NaN,1,12,77
6049,,NaN,NaN,,,,,NaN,,NaN,,,
6050,31,NaN,NaN,79,99,40,52,NaN,79,NaN,1,11,75
6051,,NaN,NaN,,,,,NaN,,NaN,,,
6052,31,NaN,NaN,79,98,40,51,NaN,79,NaN,1,11,75
6053,,NaN,NaN,,,,,NaN,,NaN,,,
6054,31,NaN,NaN,79,99,41,51,NaN,79,NaN,1,11,75
6055,,NaN,NaN,,,,,NaN,,NaN,,,
6056,31,NaN,NaN,79,99,42,52,NaN,80,NaN,1,11,78
6057,,NaN,NaN,,,,,NaN,,NaN,,,
6058,30,NaN,NaN,80,99,42,53,NaN,80,NaN,1,11,80
6059,,NaN,NaN,,,,,NaN,,NaN,,,
6060,30,NaN,NaN,80,99,41,53,NaN,80,NaN,1,11,78
6061,,NaN,NaN,,,,,NaN,,NaN,,,
6062,30,NaN,NaN,79,99,42,53,NaN,80,NaN,1,11,79
6063,,NaN,NaN,,,,,NaN,,NaN,,,
6064,30,NaN,NaN,79,99,42,53,NaN,80,NaN,1,11,78
6065,,NaN,NaN,,,,,NaN,,NaN,,,
6066,30,NaN,NaN,79,99,41,53,NaN,80,NaN,1,11,78
6067,,NaN,NaN,,,,,NaN,,NaN,,,
6068,30,NaN,NaN,79,99,42,54,NaN,80,NaN,1,11,79
6069,,NaN,NaN,,,,,NaN,,NaN,,,
6070,30,NaN,NaN,80,99,42,53,NaN,80,NaN,1,11,78
6071,,NaN,NaN,,,,,NaN,,NaN,,,
6072,30,NaN,NaN,80,99,42,53,NaN,80,NaN,1,11,78
6073,,NaN,NaN,,,,,NaN,,NaN,,,
6074,30,NaN,NaN,80,99,42,53,NaN,80,NaN,1,11,79
6075,,NaN,NaN,,,,,NaN,,NaN,,,
6076,30,NaN,NaN,80,100,41,52,NaN,80,NaN,1,11,76
6077,,NaN,NaN,,,,,NaN,,NaN,,,
6078,31,NaN,NaN,80,100,41,52,NaN,80,NaN,1,11,78
6079,,NaN,NaN,,,,,NaN,,NaN,,,
6080,31,NaN,NaN,80,99,41,53,NaN,80,NaN,2,11,79
6081,,NaN,NaN,,,,,NaN,,NaN,,,
6082,31,NaN,NaN,80,99,40,52,NaN,81,NaN,2,11,76
6083,,NaN,NaN,,,,,NaN,,NaN,,,
6084,31,NaN,NaN,80,99,41,52,NaN,81,NaN,2,11,77
6085,,NaN,NaN,,,,,NaN,,NaN,,,
6086,31,NaN,NaN,80,99,41,52,NaN,81,NaN,1,11,77
6087,,NaN,NaN,,,,,NaN,,NaN,,,
6088,31,NaN,NaN,80,99,41,53,NaN,81,NaN,1,11,78
6089,,NaN,NaN,,,,,NaN,,NaN,,,
6090,31,NaN,NaN,80,99,42,53,NaN,80,NaN,1,11,78
6091,,NaN,NaN,,,,,NaN,,NaN,,,
6092,30,NaN,NaN,80,99,42,53,NaN,80,NaN,1,11,78
6093,,NaN,NaN,,,,,NaN,,NaN,,,
6094,30,NaN,NaN,81,99,42,53,NaN,81,NaN,1,11,78
6095,,NaN,NaN,,,,,NaN,,NaN,,,
6096,30,NaN,NaN,81,99,42,52,NaN,81,NaN,2,11,76
6097,,NaN,NaN,,,,,NaN,,NaN,,,
6098,30,NaN,NaN,81,99,41,52,NaN,81,NaN,2,11,75
6099,,NaN,NaN,,,,,NaN,,NaN,,,
6100,31,NaN,NaN,81,99,42,52,NaN,81,NaN,1,11,77
6101,,NaN,NaN,,,,,NaN,,NaN,,,
6102,31,NaN,NaN,81,98,41,52,NaN,82,NaN,1,11,77
6103,,NaN,NaN,,,,,NaN,,NaN,,,
6104,31,NaN,NaN,81,98,41,52,NaN,82,NaN,1,11,77
6105,,NaN,NaN,,,,,NaN,,NaN,,,
6106,31,NaN,NaN,81,99,40,50,NaN,81,NaN,1,11,73
6107,,NaN,NaN,,,,,NaN,,NaN,,,
6108,31,NaN,NaN,81,99,39,50,NaN,82,NaN,1,11,73
6109,,NaN,NaN,,,,,NaN,,NaN,,,
6110,31,NaN,NaN,81,99,39,50,NaN,81,NaN,1,11,73
6111,,NaN,NaN,,,,,NaN,,NaN,,,
6112,31,NaN,NaN,81,99,40,50,NaN,81,NaN,1,11,75
6113,,NaN,NaN,,,,,NaN,,NaN,,,
6114,31,NaN,NaN,80,99,40,50,NaN,81,NaN,1,11,74
6115,,NaN,NaN,,,,,NaN,,NaN,,,
6116,31,NaN,NaN,81,99,41,51,NaN,81,NaN,2,11,74
6117,,NaN,NaN,,,,,NaN,,NaN,,,
6118,31,NaN,NaN,81,99,41,51,NaN,81,NaN,2,11,76
6119,,NaN,NaN,,,,,NaN,,NaN,,,
6120,31,NaN,NaN,81,99,41,51,NaN,81,NaN,1,11,76
6121,,NaN,NaN,,,,,NaN,,NaN,,,
6122,31,NaN,NaN,81,98,41,51,NaN,81,NaN,1,11,75
6123,,NaN,NaN,,,,,NaN,,NaN,,,
6124,31,NaN,NaN,81,97,40,51,NaN,81,NaN,1,11,76
6125,,NaN,NaN,,,,,NaN,,NaN,,,
6126,31,NaN,NaN,81,96,38,49,NaN,81,NaN,1,11,70
6127,,NaN,NaN,,,,,NaN,,NaN,,,
6128,31,NaN,NaN,80,97,37,47,NaN,81,NaN,1,11,66
6129,,NaN,NaN,,,,,NaN,,NaN,,,
6130,31,NaN,NaN,90,98,36,46,NaN,80,NaN,1,11,65
6131,,NaN,NaN,,,,,NaN,,NaN,,,
6132,32,NaN,NaN,89,99,36,46,NaN,79,NaN,1,11,65
6133,,NaN,NaN,,,,,NaN,,NaN,,,
6134,32,NaN,NaN,97,99,36,44,NaN,79,NaN,1,11,62
6135,,NaN,NaN,,,,,NaN,,NaN,,,
6136,32,NaN,NaN,97,98,35,44,NaN,79,NaN,1,11,62
6137,,NaN,NaN,,,,,NaN,,NaN,,,
6138,32,NaN,NaN,97,98,35,43,NaN,79,NaN,1,11,60
6139,,NaN,NaN,,,,,NaN,,NaN,,,
6140,30,NaN,NaN,89,98,34,43,NaN,80,NaN,0,11,62
6141,,NaN,NaN,,,,,NaN,,NaN,,,
6142,30,NaN,NaN,97,98,34,42,NaN,80,NaN,0,11,60
6143,,NaN,NaN,,,,,NaN,,NaN,,,
6144,30,NaN,NaN,97,98,34,42,NaN,79,NaN,0,11,61
6145,,NaN,NaN,,,,,NaN,,NaN,,,
6146,30,NaN,NaN,97,98,34,42,NaN,79,NaN,0,11,60
6147,,NaN,NaN,,,,,NaN,,NaN,,,
6148,30,NaN,NaN,97,98,33,41,NaN,79,NaN,0,11,59
6149,,NaN,NaN,,,,,NaN,,NaN,,,
6150,30,NaN,NaN,90,97,35,42,NaN,79,NaN,0,11,60
6151,,NaN,NaN,,,,,NaN,,NaN,,,
6152,30,NaN,NaN,90,97,35,42,NaN,79,NaN,0,11,60
6153,,NaN,NaN,,,,,NaN,,NaN,,,
6154,30,NaN,NaN,80,98,37,46,NaN,81,NaN,2,11,70
6155,,NaN,NaN,,,,,NaN,,NaN,,,
6156,30,NaN,NaN,80,97,40,49,NaN,80,NaN,2,11,73
6157,,NaN,NaN,,,,,NaN,,NaN,,,
6158,30,NaN,NaN,80,97,41,50,NaN,80,NaN,2,11,72
6159,,NaN,NaN,,,,,NaN,,NaN,,,
6160,29,NaN,NaN,80,96,42,51,NaN,81,NaN,2,11,73
6161,,NaN,NaN,,,,,NaN,,NaN,,,
6162,29,NaN,NaN,80,97,43,52,NaN,81,NaN,1,11,74
6163,,NaN,NaN,,,,,NaN,,NaN,,,
6164,29,NaN,NaN,80,98,43,52,NaN,81,NaN,1,11,74
6165,,NaN,NaN,,,,,NaN,,NaN,,,
6166,31,NaN,NaN,81,98,43,52,NaN,81,NaN,1,11,72
6167,,NaN,NaN,,,,,NaN,,NaN,,,
6168,31,NaN,NaN,81,99,43,53,NaN,81,NaN,1,11,76
6169,,NaN,NaN,,,,,NaN,,NaN,,,
6170,31,NaN,NaN,81,99,43,54,NaN,81,NaN,1,11,77
6171,,NaN,NaN,,,,,NaN,,NaN,,,
6172,31,NaN,NaN,81,99,43,54,NaN,81,NaN,1,11,78
6173,,NaN,NaN,,,,,NaN,,NaN,,,
6174,30,NaN,NaN,81,98,43,54,NaN,81,NaN,1,11,78
6175,,NaN,NaN,,,,,NaN,,NaN,,,
6176,30,NaN,NaN,81,98,42,53,NaN,81,NaN,2,11,74
6177,,NaN,NaN,,,,,NaN,,NaN,,,
6178,30,NaN,NaN,82,98,43,53,NaN,81,NaN,2,11,77
6179,,NaN,NaN,,,,,NaN,,NaN,,,
6180,30,NaN,NaN,82,98,41,52,NaN,82,NaN,1,11,73
6181,,NaN,NaN,,,,,NaN,,NaN,,,
6182,30,NaN,NaN,82,98,41,52,NaN,82,NaN,1,11,73
6183,,NaN,NaN,,,,,NaN,,NaN,,,
6184,30,NaN,NaN,82,98,38,49,NaN,83,NaN,1,11,69
6185,,NaN,NaN,,,,,NaN,,NaN,,,
6186,30,NaN,NaN,82,97,38,48,NaN,83,NaN,1,11,70
6187,,NaN,NaN,,,,,NaN,,NaN,,,
6188,31,NaN,NaN,81,97,39,49,NaN,83,NaN,1,11,74
6189,,NaN,NaN,,,,,NaN,,NaN,,,
6190,31,NaN,NaN,81,97,40,50,NaN,82,NaN,1,11,76
6191,,NaN,NaN,,,,,NaN,,NaN,,,
6192,31,NaN,NaN,80,97,41,51,NaN,81,NaN,1,11,76
6193,,NaN,NaN,,,,,NaN,,NaN,,,
6194,31,NaN,NaN,80,98,41,52,NaN,81,NaN,1,11,75
6195,,NaN,NaN,,,,,NaN,,NaN,,,
6196,31,NaN,NaN,81,98,41,52,NaN,81,NaN,1,11,75
6197,,NaN,NaN,,,,,NaN,,NaN,,,
6198,31,NaN,NaN,81,98,41,51,NaN,81,NaN,1,11,75
6199,,NaN,NaN,,,,,NaN,,NaN,,,
6200,31,NaN,NaN,82,98,40,51,NaN,82,NaN,1,11,74
6201,,NaN,NaN,,,,,NaN,,NaN,,,
6202,31,NaN,NaN,82,99,39,50,NaN,82,NaN,1,11,70
6203,,NaN,NaN,,,,,NaN,,NaN,,,
6204,31,NaN,NaN,82,98,39,49,NaN,82,NaN,1,11,69
6205,,NaN,NaN,,,,,NaN,,NaN,,,
6206,31,NaN,NaN,82,98,39,49,NaN,82,NaN,1,11,71
6207,,NaN,NaN,,,,,NaN,,NaN,,,
6208,30,NaN,NaN,82,98,39,49,NaN,82,NaN,1,11,71
6209,,NaN,NaN,,,,,NaN,,NaN,,,
6210,30,NaN,NaN,82,98,39,49,NaN,82,NaN,1,11,72
6211,,NaN,NaN,,,,,NaN,,NaN,,,
6212,30,NaN,NaN,82,98,41,51,NaN,82,NaN,1,11,76
6213,,NaN,NaN,,,,,NaN,,NaN,,,
6214,30,NaN,NaN,81,98,43,53,NaN,82,NaN,1,11,79
6215,,NaN,NaN,,,,,NaN,,NaN,,,
6216,31,NaN,NaN,81,98,44,54,NaN,82,NaN,1,11,79
6217,,NaN,NaN,,,,,NaN,,NaN,,,
6218,31,NaN,NaN,81,98,44,54,NaN,82,NaN,1,11,78
6219,,NaN,NaN,,,,,NaN,,NaN,,,
6220,31,NaN,NaN,81,98,44,54,NaN,81,NaN,1,11,78
6221,,NaN,NaN,,,,,NaN,,NaN,,,
6222,32,NaN,NaN,81,97,44,55,NaN,81,NaN,1,11,81
6223,,NaN,NaN,,,,,NaN,,NaN,,,
6224,32,NaN,NaN,80,98,44,56,NaN,81,NaN,1,11,81
6225,,NaN,NaN,,,,,NaN,,NaN,,,
6226,32,NaN,NaN,80,98,44,55,NaN,80,NaN,1,11,78
6227,,NaN,NaN,,,,,NaN,,NaN,,,
6228,32,NaN,NaN,81,98,45,55,NaN,81,NaN,1,11,78
6229,,NaN,NaN,,,,,NaN,,NaN,,,
6230,30,NaN,NaN,82,98,44,55,NaN,81,NaN,1,11,78
6231,,NaN,NaN,,,,,NaN,,NaN,,,
6232,30,NaN,NaN,82,98,44,55,NaN,82,NaN,1,11,78
6233,,NaN,NaN,,,,,NaN,,NaN,,,
6234,30,NaN,NaN,82,98,45,56,NaN,82,NaN,1,11,81
6235,,NaN,NaN,,,,,NaN,,NaN,,,
6236,31,NaN,NaN,82,98,45,56,NaN,82,NaN,1,11,80
6237,,NaN,NaN,,,,,NaN,,NaN,,,
6238,31,NaN,NaN,82,98,45,57,NaN,83,NaN,1,11,84
6239,,NaN,NaN,,,,,NaN,,NaN,,,
6240,31,NaN,NaN,82,99,45,57,NaN,83,NaN,1,11,84
6241,,NaN,NaN,,,,,NaN,,NaN,,,
6242,31,NaN,NaN,82,99,45,57,NaN,82,NaN,1,11,84
6243,,NaN,NaN,,,,,NaN,,NaN,,,
6244,31,NaN,NaN,81,99,45,58,NaN,82,NaN,1,11,85
