time,Solar8000/ART_DBP,Solar8000/ETCO2,Solar8000/RR_CO2,SNUADC/ECG_V5,SNUADC/ART,Solar8000/ART_SBP,Solar8000/CVP,SNUADC/ECG_II,Solar8000/PLETH_SPO2,Solar8000/HR,SNUADC/CVP,Solar8000/ART_MBP,Solar8000/PLETH_HR
9036,,,,NaN,NaN,,,NaN,,,NaN,,
9037,71,33,17,NaN,NaN,145,10,NaN,100,70,NaN,98,70
9038,,,,NaN,NaN,,,NaN,,,NaN,,
9039,70,33,17,NaN,NaN,146,10,NaN,100,70,NaN,98,70
9040,,,,NaN,NaN,,,NaN,,,NaN,,
9041,70,33,17,NaN,NaN,144,10,NaN,100,70,NaN,98,70
9042,,,,NaN,NaN,,,NaN,,,NaN,,
9043,69,33,17,NaN,NaN,144,11,NaN,100,69,NaN,97,70
9044,,,,NaN,NaN,,,NaN,,,NaN,,
9045,70,33,17,NaN,NaN,146,11,NaN,100,69,NaN,98,70
9046,,,,NaN,NaN,,,NaN,,,NaN,,
9047,70,33,17,NaN,NaN,144,11,NaN,100,69,NaN,97,70
9048,,,,NaN,NaN,,,NaN,,,NaN,,
9049,69,33,17,NaN,NaN,146,11,NaN,100,69,NaN,98,70
9050,,,,NaN,NaN,,,NaN,,,NaN,,
9051,69,33,17,NaN,NaN,144,11,NaN,100,69,NaN,97,70
9052,,,,NaN,NaN,,,NaN,,,NaN,,
9053,69,33,17,NaN,NaN,145,11,NaN,100,69,NaN,97,70
9054,,,,NaN,NaN,,,NaN,,,NaN,,
9055,69,33,17,NaN,NaN,144,11,NaN,100,69,NaN,96,70
9056,,,,NaN,NaN,,,NaN,,,NaN,,
9057,68,33,17,NaN,NaN,143,11,NaN,100,69,NaN,96,70
9058,,,,NaN,NaN,,,NaN,,,NaN,,
9059,69,33,17,NaN,NaN,144,11,NaN,99,69,NaN,96,70
9060,,,,NaN,NaN,,,NaN,,,NaN,,
9061,69,33,17,NaN,NaN,142,11,NaN,100,70,NaN,96,70
9062,,,,NaN,NaN,,,NaN,,,NaN,,
9063,69,33,17,NaN,NaN,144,11,NaN,100,70,NaN,97,71
9064,,,,NaN,NaN,,,NaN,,,NaN,,
9065,69,33,17,NaN,NaN,143,11,NaN,100,70,NaN,96,71
9066,,,,NaN,NaN,,,NaN,,,NaN,,
9067,68,33,17,NaN,NaN,143,11,NaN,100,70,NaN,96,71
9068,,,,NaN,NaN,,,NaN,,,NaN,,
9069,69,33,17,NaN,NaN,142,11,NaN,100,71,NaN,96,71
9070,,,,NaN,NaN,,,NaN,,,NaN,,
9071,68,33,17,NaN,NaN,142,11,NaN,100,71,NaN,95,71
9072,,,,NaN,NaN,,,NaN,,,NaN,,
9073,68,33,17,NaN,NaN,143,11,NaN,100,71,NaN,96,71
9074,,,,NaN,NaN,,,NaN,,,NaN,,
9075,67,33,17,NaN,NaN,142,11,NaN,100,71,NaN,95,71
9076,,,,NaN,NaN,,,NaN,,,NaN,,
9077,67,33,17,NaN,NaN,143,11,NaN,100,70,NaN,95,71
9078,,,,NaN,NaN,,,NaN,,,NaN,,
9079,67,33,17,NaN,NaN,140,11,NaN,100,70,NaN,94,71
9080,,,,NaN,NaN,,,NaN,,,NaN,,
9081,67,33,17,NaN,NaN,142,11,NaN,100,70,NaN,94,71
9082,,,,NaN,NaN,,,NaN,,,NaN,,
9083,66,33,17,NaN,NaN,139,11,NaN,100,70,NaN,93,70
9084,,,,NaN,NaN,,,NaN,,,NaN,,
9085,66,33,17,NaN,NaN,139,11,NaN,100,70,NaN,93,70
9086,,,,NaN,NaN,,,NaN,,,NaN,,
9087,66,33,17,NaN,NaN,138,11,NaN,100,70,NaN,92,70
9088,,,,NaN,NaN,,,NaN,,,NaN,,
9089,65,33,17,NaN,NaN,138,11,NaN,100,70,NaN,92,70
9090,,,,NaN,NaN,,,NaN,,,NaN,,
9091,66,33,17,NaN,NaN,140,11,NaN,100,70,NaN,92,70
9092,,,,NaN,NaN,,,NaN,,,NaN,,
9093,65,33,17,NaN,NaN,138,11,NaN,100,69,NaN,92,70
9094,,,,NaN,NaN,,,NaN,,,NaN,,
9095,66,33,17,NaN,NaN,139,11,NaN,100,69,NaN,92,70
9096,,,,NaN,NaN,,,NaN,,,NaN,,
9097,67,33,17,NaN,NaN,138,11,NaN,100,69,NaN,92,70
9098,,,,NaN,NaN,,,NaN,,,NaN,,
9099,66,33,17,NaN,NaN,140,11,NaN,100,70,NaN,92,70
9100,,,,NaN,NaN,,,NaN,,,NaN,,
9101,66,33,17,NaN,NaN,139,11,NaN,100,69,NaN,92,70
9102,,,,NaN,NaN,,,NaN,,,NaN,,
9103,66,33,17,NaN,NaN,138,11,NaN,100,69,NaN,92,70
9104,,,,NaN,NaN,,,NaN,,,NaN,,
9105,66,33,17,NaN,NaN,140,11,NaN,100,69,NaN,93,70
9106,,,,NaN,NaN,,,NaN,,,NaN,,
9107,66,33,17,NaN,NaN,138,11,NaN,100,69,NaN,92,70
9108,,,,NaN,NaN,,,NaN,,,NaN,,
9109,66,33,17,NaN,NaN,140,11,NaN,100,70,NaN,92,70
9110,,,,NaN,NaN,,,NaN,,,NaN,,
9111,66,33,17,NaN,NaN,138,11,NaN,100,70,NaN,92,70
9112,,,,NaN,NaN,,,NaN,,,NaN,,
9113,65,33,17,NaN,NaN,138,11,NaN,100,70,NaN,92,70
9114,,,,NaN,NaN,,,NaN,,,NaN,,
9115,65,33,17,NaN,NaN,137,11,NaN,100,70,NaN,91,70
9116,,,,NaN,NaN,,,NaN,,,NaN,,
9117,65,33,17,NaN,NaN,137,11,NaN,100,69,NaN,91,70
9118,,,,NaN,NaN,,,NaN,,,NaN,,
9119,65,33,17,NaN,NaN,139,11,NaN,100,69,NaN,91,70
9120,,,,NaN,NaN,,,NaN,,,NaN,,
9121,63,33,17,NaN,NaN,136,11,NaN,99,69,NaN,90,70
9122,,,,NaN,NaN,,,NaN,,,NaN,,
9123,64,33,17,NaN,NaN,138,11,NaN,100,69,NaN,90,70
9124,,,,NaN,NaN,,,NaN,,,NaN,,
9125,63,33,17,NaN,NaN,135,10,NaN,100,69,NaN,89,70
9126,,,,NaN,NaN,,,NaN,,,NaN,,
9127,62,33,17,NaN,NaN,137,10,NaN,100,69,NaN,89,70
9128,,,,NaN,NaN,,,NaN,,,NaN,,
9129,63,33,17,NaN,NaN,136,10,NaN,99,69,NaN,89,70
9130,,,,NaN,NaN,,,NaN,,,NaN,,
9131,62,33,17,NaN,NaN,136,10,NaN,99,69,NaN,89,70
9132,,,,NaN,NaN,,,NaN,,,NaN,,
9133,64,33,17,NaN,NaN,138,10,NaN,100,69,NaN,90,70
9134,,,,NaN,NaN,,,NaN,,,NaN,,
9135,64,33,17,NaN,NaN,137,10,NaN,100,70,NaN,90,70
9136,,,,NaN,NaN,,,NaN,,,NaN,,
9137,63,33,17,NaN,NaN,139,10,NaN,100,70,NaN,91,71
9138,,,,NaN,NaN,,,NaN,,,NaN,,
9139,62,33,17,NaN,NaN,136,10,NaN,100,70,NaN,89,71
9140,,,,NaN,NaN,,,NaN,,,NaN,,
9141,61,33,17,NaN,NaN,137,10,NaN,100,70,NaN,89,70
9142,,,,NaN,NaN,,,NaN,,,NaN,,
9143,61,33,17,NaN,NaN,135,10,NaN,100,69,NaN,88,70
9144,,,,NaN,NaN,,,NaN,,,NaN,,
9145,60,34,17,NaN,NaN,135,10,NaN,100,69,NaN,88,70
9146,,,,NaN,NaN,,,NaN,,,NaN,,
9147,60,34,17,NaN,NaN,135,10,NaN,100,69,NaN,87,70
9148,,,,NaN,NaN,,,NaN,,,NaN,,
9149,60,34,17,NaN,NaN,136,10,NaN,100,69,NaN,87,69
9150,,,,NaN,NaN,,,NaN,,,NaN,,
9151,60,36,17,NaN,NaN,135,10,NaN,100,68,NaN,87,68
9152,,,,NaN,NaN,,,NaN,,,NaN,,
9153,61,36,17,NaN,NaN,133,10,NaN,100,67,NaN,86,68
9154,,,,NaN,NaN,,,NaN,,,NaN,,
9155,60,36,17,NaN,NaN,134,10,NaN,100,66,NaN,86,67
9156,,,,NaN,NaN,,,NaN,,,NaN,,
9157,60,38,17,NaN,NaN,131,10,NaN,100,67,NaN,85,68
9158,,,,NaN,NaN,,,NaN,,,NaN,,
9159,58,38,17,NaN,NaN,131,10,NaN,100,68,NaN,85,69
9160,,,,NaN,NaN,,,NaN,,,NaN,,
9161,59,38,17,NaN,NaN,130,10,NaN,99,69,NaN,84,70
9162,,,,NaN,NaN,,,NaN,,,NaN,,
9163,58,38,17,NaN,NaN,129,10,NaN,98,69,NaN,83,73
9164,,,,NaN,NaN,,,NaN,,,NaN,,
9165,58,34,17,NaN,NaN,131,10,NaN,99,70,NaN,84,73
9166,,,,NaN,NaN,,,NaN,,,NaN,,
9167,58,34,17,NaN,NaN,130,9,NaN,99,69,NaN,84,74
9168,,,,NaN,NaN,,,NaN,,,NaN,,
9169,59,34,17,NaN,NaN,133,9,NaN,99,69,NaN,84,74
9170,,,,NaN,NaN,,,NaN,,,NaN,,
9171,58,34,17,NaN,NaN,131,9,NaN,99,69,NaN,84,72
9172,,,,NaN,NaN,,,NaN,,,NaN,,
9173,58,34,17,NaN,NaN,132,9,NaN,99,69,NaN,84,69
9174,,,,NaN,NaN,,,NaN,,,NaN,,
9175,58,34,17,NaN,NaN,130,10,NaN,99,69,NaN,83,69
9176,,,,NaN,NaN,,,NaN,,,NaN,,
9177,60,34,17,NaN,NaN,130,10,NaN,99,68,NaN,84,68
9178,,,,NaN,NaN,,,NaN,,,NaN,,
9179,61,35,17,NaN,NaN,132,10,NaN,100,67,NaN,85,67
9180,,,,NaN,NaN,,,NaN,,,NaN,,
9181,60,35,17,NaN,NaN,131,10,NaN,100,66,NaN,85,66
9182,,,,NaN,NaN,,,NaN,,,NaN,,
9183,60,35,17,NaN,NaN,133,10,NaN,100,65,NaN,86,66
9184,,,,NaN,NaN,,,NaN,,,NaN,,
9185,60,35,17,NaN,NaN,132,10,NaN,100,66,NaN,86,66
9186,,,,NaN,NaN,,,NaN,,,NaN,,
9187,60,35,17,NaN,NaN,134,10,NaN,100,67,NaN,86,68
9188,,,,NaN,NaN,,,NaN,,,NaN,,
9189,61,35,17,NaN,NaN,133,10,NaN,100,68,NaN,86,69
9190,,,,NaN,NaN,,,NaN,,,NaN,,
9191,60,35,17,NaN,NaN,135,10,NaN,100,68,NaN,86,69
9192,,,,NaN,NaN,,,NaN,,,NaN,,
9193,61,35,17,NaN,NaN,134,10,NaN,100,69,NaN,86,69
9194,,,,NaN,NaN,,,NaN,,,NaN,,
9195,60,35,17,NaN,NaN,132,10,NaN,100,68,NaN,86,69
9196,,,,NaN,NaN,,,NaN,,,NaN,,
9197,60,35,17,NaN,NaN,133,10,NaN,100,68,NaN,86,68
9198,,,,NaN,NaN,,,NaN,,,NaN,,
9199,59,35,17,NaN,NaN,132,10,NaN,100,67,NaN,85,68
9200,,,,NaN,NaN,,,NaN,,,NaN,,
9201,60,35,17,NaN,NaN,133,10,NaN,100,68,NaN,86,68
9202,,,,NaN,NaN,,,NaN,,,NaN,,
9203,61,35,17,NaN,NaN,133,10,NaN,100,67,NaN,86,68
9204,,,,NaN,NaN,,,NaN,,,NaN,,
9205,61,35,17,NaN,NaN,134,11,NaN,100,68,NaN,87,68
9206,,,,NaN,NaN,,,NaN,,,NaN,,
9207,63,33,17,NaN,NaN,137,11,NaN,100,68,NaN,89,69
9208,,,,NaN,NaN,,,NaN,,,NaN,,
9209,63,33,17,NaN,NaN,137,10,NaN,100,68,NaN,89,69
9210,,,,NaN,NaN,,,NaN,,,NaN,,
9211,64,33,17,NaN,NaN,139,10,NaN,100,70,NaN,91,70
9212,,,,NaN,NaN,,,NaN,,,NaN,,
9213,63,33,17,NaN,NaN,138,10,NaN,100,71,NaN,90,72
9214,,,,NaN,NaN,,,NaN,,,NaN,,
9215,63,33,17,NaN,NaN,139,10,NaN,100,72,NaN,91,72
9216,,,,NaN,NaN,,,NaN,,,NaN,,
9217,63,33,17,NaN,NaN,137,10,NaN,100,72,NaN,90,72
9218,,,,NaN,NaN,,,NaN,,,NaN,,
9219,62,33,17,NaN,NaN,137,10,NaN,100,72,NaN,90,72
9220,,,,NaN,NaN,,,NaN,,,NaN,,
9221,63,34,17,NaN,NaN,137,10,NaN,100,72,NaN,90,72
9222,,,,NaN,NaN,,,NaN,,,NaN,,
9223,62,34,17,NaN,NaN,136,10,NaN,100,72,NaN,89,72
9224,,,,NaN,NaN,,,NaN,,,NaN,,
9225,63,34,17,NaN,NaN,138,10,NaN,100,72,NaN,90,72
9226,,,,NaN,NaN,,,NaN,,,NaN,,
9227,62,34,17,NaN,NaN,136,10,NaN,100,72,NaN,89,72
9228,,,,NaN,NaN,,,NaN,,,NaN,,
9229,62,34,17,NaN,NaN,137,10,NaN,100,72,NaN,90,72
9230,,,,NaN,NaN,,,NaN,,,NaN,,
9231,62,34,17,NaN,NaN,136,10,NaN,100,71,NaN,89,72
9232,,,,NaN,NaN,,,NaN,,,NaN,,
9233,62,34,17,NaN,NaN,137,10,NaN,99,71,NaN,89,72
9234,,,,NaN,NaN,,,NaN,,,NaN,,
9235,63,34,17,NaN,NaN,136,10,NaN,99,72,NaN,89,72
9236,,,,NaN,NaN,,,NaN,,,NaN,,
9237,62,34,17,NaN,NaN,136,10,NaN,100,72,NaN,89,72
9238,,,,NaN,NaN,,,NaN,,,NaN,,
9239,62,34,17,NaN,NaN,137,10,NaN,100,72,NaN,90,72
9240,,,,NaN,NaN,,,NaN,,,NaN,,
9241,62,34,17,NaN,NaN,135,10,NaN,99,72,NaN,89,72
9242,,,,NaN,NaN,,,NaN,,,NaN,,
9243,61,34,17,NaN,NaN,136,10,NaN,100,72,NaN,89,72
9244,,,,NaN,NaN,,,NaN,,,NaN,,
9245,61,34,17,NaN,NaN,134,10,NaN,100,71,NaN,88,72
9246,,,,NaN,NaN,,,NaN,,,NaN,,
9247,61,33,17,NaN,NaN,135,10,NaN,99,71,NaN,88,72
9248,,,,NaN,NaN,,,NaN,,,NaN,,
9249,62,33,17,NaN,NaN,134,10,NaN,99,71,NaN,88,72
9250,,,,NaN,NaN,,,NaN,,,NaN,,
9251,61,33,17,NaN,NaN,134,10,NaN,99,71,NaN,88,72
9252,,,,NaN,NaN,,,NaN,,,NaN,,
9253,62,33,17,NaN,NaN,135,10,NaN,100,71,NaN,88,72
9254,,,,NaN,NaN,,,NaN,,,NaN,,
9255,61,35,17,NaN,NaN,133,10,NaN,100,71,NaN,88,71
9256,,,,NaN,NaN,,,NaN,,,NaN,,
9257,61,35,17,NaN,NaN,135,10,NaN,100,71,NaN,88,71
9258,,,,NaN,NaN,,,NaN,,,NaN,,
9259,61,35,17,NaN,NaN,133,10,NaN,99,71,NaN,88,71
9260,,,,NaN,NaN,,,NaN,,,NaN,,
9261,61,34,17,NaN,NaN,135,10,NaN,99,71,NaN,88,72
9262,,,,NaN,NaN,,,NaN,,,NaN,,
9263,61,34,17,NaN,NaN,134,10,NaN,99,71,NaN,88,72
9264,,,,NaN,NaN,,,NaN,,,NaN,,
9265,61,34,17,NaN,NaN,134,10,NaN,99,71,NaN,88,72
9266,,,,NaN,NaN,,,NaN,,,NaN,,
9267,61,34,17,NaN,NaN,135,10,NaN,99,71,NaN,88,72
9268,,,,NaN,NaN,,,NaN,,,NaN,,
9269,61,34,17,NaN,NaN,133,10,NaN,99,71,NaN,87,71
9270,,,,NaN,NaN,,,NaN,,,NaN,,
9271,62,34,17,NaN,NaN,135,10,NaN,99,71,NaN,88,71
9272,,,,NaN,NaN,,,NaN,,,NaN,,
9273,61,34,17,NaN,NaN,133,10,NaN,99,71,NaN,88,71
9274,,,,NaN,NaN,,,NaN,,,NaN,,
9275,61,34,17,NaN,NaN,135,10,NaN,99,71,NaN,88,71
9276,,,,NaN,NaN,,,NaN,,,NaN,,
9277,61,34,17,NaN,NaN,133,10,NaN,99,71,NaN,87,71
9278,,,,NaN,NaN,,,NaN,,,NaN,,
9279,61,34,17,NaN,NaN,134,10,NaN,99,71,NaN,88,71
9280,,,,NaN,NaN,,,NaN,,,NaN,,
9281,61,34,17,NaN,NaN,134,10,NaN,99,71,NaN,88,71
9282,,,,NaN,NaN,,,NaN,,,NaN,,
9283,61,34,17,NaN,NaN,134,10,NaN,99,71,NaN,88,71
9284,,,,NaN,NaN,,,NaN,,,NaN,,
9285,61,34,17,NaN,NaN,135,10,NaN,99,71,NaN,88,71
9286,,,,NaN,NaN,,,NaN,,,NaN,,
9287,61,34,17,NaN,NaN,134,10,NaN,99,71,NaN,87,71
9288,,,,NaN,NaN,,,NaN,,,NaN,,
9289,61,34,17,NaN,NaN,134,10,NaN,99,71,NaN,87,71
9290,,,,NaN,NaN,,,NaN,,,NaN,,
9291,61,34,17,NaN,NaN,133,10,NaN,99,71,NaN,87,71
9292,,,,NaN,NaN,,,NaN,,,NaN,,
9293,60,34,17,NaN,NaN,134,10,NaN,99,71,NaN,87,71
9294,,,,NaN,NaN,,,NaN,,,NaN,,
9295,61,33,17,NaN,NaN,134,10,NaN,99,70,NaN,87,71
9296,,,,NaN,NaN,,,NaN,,,NaN,,
9297,60,33,17,NaN,NaN,133,10,NaN,99,70,NaN,87,71
9298,,,,NaN,NaN,,,NaN,,,NaN,,
9299,61,33,17,NaN,NaN,134,10,NaN,99,70,NaN,87,71
9300,,,,NaN,NaN,,,NaN,,,NaN,,
9301,60,34,17,NaN,NaN,132,10,NaN,99,70,NaN,86,71
9302,,,,NaN,NaN,,,NaN,,,NaN,,
9303,60,34,17,NaN,NaN,134,10,NaN,99,70,NaN,87,71
9304,,,,NaN,NaN,,,NaN,,,NaN,,
9305,60,34,17,NaN,NaN,132,10,NaN,99,70,NaN,86,71
9306,,,,NaN,NaN,,,NaN,,,NaN,,
9307,60,34,17,NaN,NaN,132,10,NaN,99,70,NaN,86,71
9308,,,,NaN,NaN,,,NaN,,,NaN,,
9309,60,34,17,NaN,NaN,132,10,NaN,99,70,NaN,86,71
9310,,,,NaN,NaN,,,NaN,,,NaN,,
9311,59,34,17,NaN,NaN,133,10,NaN,99,70,NaN,86,71
9312,,,,NaN,NaN,,,NaN,,,NaN,,
9313,60,34,17,NaN,NaN,133,10,NaN,99,59,NaN,86,70
9314,,,,NaN,NaN,,,NaN,,,NaN,,
9315,59,33,17,NaN,NaN,131,10,NaN,99,0,NaN,85,70
9316,,,,NaN,NaN,,,NaN,,,NaN,,
9317,60,33,17,NaN,NaN,132,10,NaN,99,0,NaN,85,70
9318,,,,NaN,NaN,,,NaN,,,NaN,,
9319,60,33,17,NaN,NaN,131,10,NaN,99,0,NaN,85,70
9320,,,,NaN,NaN,,,NaN,,,NaN,,
9321,59,33,17,NaN,NaN,133,10,NaN,99,0,NaN,86,70
9322,,,,NaN,NaN,,,NaN,,,NaN,,
9323,59,33,17,NaN,NaN,131,10,NaN,99,0,NaN,85,70
9324,,,,NaN,NaN,,,NaN,,,NaN,,
9325,59,33,17,NaN,NaN,131,10,NaN,99,0,NaN,85,70
9326,,,,NaN,NaN,,,NaN,,,NaN,,
9327,60,33,17,NaN,NaN,131,10,NaN,99,0,NaN,85,70
9328,,,,NaN,NaN,,,NaN,,,NaN,,
9329,59,34,17,NaN,NaN,131,10,NaN,99,0,NaN,85,70
9330,,,,NaN,NaN,,,NaN,,,NaN,,
9331,59,34,17,NaN,NaN,132,10,NaN,99,0,NaN,85,70
9332,,,,NaN,NaN,,,NaN,,,NaN,,
9333,59,34,17,NaN,NaN,130,10,NaN,99,0,NaN,84,70
9334,,,,NaN,NaN,,,NaN,,,NaN,,
9335,59,34,17,NaN,NaN,132,10,NaN,99,0,NaN,85,70
9336,,,,NaN,NaN,,,NaN,,,NaN,,
9337,59,33,17,NaN,NaN,130,10,NaN,99,0,NaN,84,69
9338,,,,NaN,NaN,,,NaN,,,NaN,,
9339,59,33,17,NaN,NaN,131,10,NaN,99,0,NaN,84,69
9340,,,,NaN,NaN,,,NaN,,,NaN,,
9341,59,33,17,NaN,NaN,130,10,NaN,99,0,NaN,84,69
9342,,,,NaN,NaN,,,NaN,,,NaN,,
9343,59,33,17,NaN,NaN,129,10,NaN,100,0,NaN,84,69
9344,,,,NaN,NaN,,,NaN,,,NaN,,
9345,59,33,17,NaN,NaN,131,10,NaN,100,0,NaN,85,69
9346,,,,NaN,NaN,,,NaN,,,NaN,,
9347,59,33,17,NaN,NaN,130,10,NaN,100,0,NaN,84,69
9348,,,,NaN,NaN,,,NaN,,,NaN,,
9349,60,33,17,NaN,NaN,132,10,NaN,99,74,NaN,85,69
9350,,,,NaN,NaN,,,NaN,,,NaN,,
9351,60,33,17,NaN,NaN,131,10,NaN,99,74,NaN,85,70
9352,,,,NaN,NaN,,,NaN,,,NaN,,
9353,59,33,17,NaN,NaN,132,10,NaN,99,74,NaN,85,70
9354,,,,NaN,NaN,,,NaN,,,NaN,,
9355,59,33,17,NaN,NaN,131,10,NaN,99,69,NaN,85,70
9356,,,,NaN,NaN,,,NaN,,,NaN,,
9357,59,33,17,NaN,NaN,131,10,NaN,99,69,NaN,85,69
9358,,,,NaN,NaN,,,NaN,,,NaN,,
9359,59,33,17,NaN,NaN,132,10,NaN,99,69,NaN,85,69
9360,,,,NaN,NaN,,,NaN,,,NaN,,
9361,58,33,17,NaN,NaN,131,10,NaN,99,68,NaN,84,69
9362,,,,NaN,NaN,,,NaN,,,NaN,,
9363,59,33,17,NaN,NaN,131,10,NaN,99,68,NaN,84,69
9364,,,,NaN,NaN,,,NaN,,,NaN,,
9365,59,33,17,NaN,NaN,130,10,NaN,99,69,NaN,84,69
9366,,,,NaN,NaN,,,NaN,,,NaN,,
9367,59,33,17,NaN,NaN,131,10,NaN,99,69,NaN,84,69
9368,,,,NaN,NaN,,,NaN,,,NaN,,
9369,59,33,17,NaN,NaN,130,10,NaN,99,69,NaN,84,69
9370,,,,NaN,NaN,,,NaN,,,NaN,,
9371,58,33,17,NaN,NaN,130,10,NaN,99,69,NaN,83,69
9372,,,,NaN,NaN,,,NaN,,,NaN,,
9373,58,34,17,NaN,NaN,130,10,NaN,99,69,NaN,83,69
9374,,,,NaN,NaN,,,NaN,,,NaN,,
9375,58,34,17,NaN,NaN,129,10,NaN,99,68,NaN,83,69
9376,,,,NaN,NaN,,,NaN,,,NaN,,
9377,58,34,17,NaN,NaN,130,10,NaN,99,68,NaN,83,69
9378,,,,NaN,NaN,,,NaN,,,NaN,,
9379,58,34,17,NaN,NaN,128,10,NaN,99,68,NaN,82,69
9380,,,,NaN,NaN,,,NaN,,,NaN,,
9381,58,33,17,NaN,NaN,130,10,NaN,99,68,NaN,83,69
9382,,,,NaN,NaN,,,NaN,,,NaN,,
9383,58,33,17,NaN,NaN,128,10,NaN,99,68,NaN,83,69
9384,,,,NaN,NaN,,,NaN,,,NaN,,
9385,57,33,17,NaN,NaN,128,10,NaN,99,69,NaN,82,69
9386,,,,NaN,NaN,,,NaN,,,NaN,,
9387,58,33,17,NaN,NaN,128,10,NaN,99,69,NaN,82,70
9388,,,,NaN,NaN,,,NaN,,,NaN,,
9389,57,33,17,NaN,NaN,127,10,NaN,99,69,NaN,82,70
9390,,,,NaN,NaN,,,NaN,,,NaN,,
9391,58,33,17,NaN,NaN,129,10,NaN,99,69,NaN,82,70
9392,,,,NaN,NaN,,,NaN,,,NaN,,
9393,57,33,17,NaN,NaN,128,10,NaN,99,69,NaN,82,69
9394,,,,NaN,NaN,,,NaN,,,NaN,,
9395,57,34,17,NaN,NaN,128,10,NaN,99,69,NaN,82,69
9396,,,,NaN,NaN,,,NaN,,,NaN,,
9397,57,34,17,NaN,NaN,127,10,NaN,99,69,NaN,82,69
9398,,,,NaN,NaN,,,NaN,,,NaN,,
9399,57,34,17,NaN,NaN,128,10,NaN,99,68,NaN,82,69
9400,,,,NaN,NaN,,,NaN,,,NaN,,
9401,58,33,17,NaN,NaN,126,10,NaN,99,68,NaN,81,69
9402,,,,NaN,NaN,,,NaN,,,NaN,,
9403,57,33,17,NaN,NaN,127,10,NaN,99,68,NaN,81,69
9404,,,,NaN,NaN,,,NaN,,,NaN,,
9405,58,33,17,NaN,NaN,128,10,NaN,99,68,NaN,82,69
9406,,,,NaN,NaN,,,NaN,,,NaN,,
9407,57,33,17,NaN,NaN,126,10,NaN,99,68,NaN,81,69
9408,,,,NaN,NaN,,,NaN,,,NaN,,
9409,57,33,17,NaN,NaN,128,10,NaN,99,68,NaN,82,69
9410,,,,NaN,NaN,,,NaN,,,NaN,,
9411,58,33,17,NaN,NaN,126,10,NaN,99,68,NaN,81,69
9412,,,,NaN,NaN,,,NaN,,,NaN,,
9413,58,33,17,NaN,NaN,126,10,NaN,100,69,NaN,81,69
9414,,,,NaN,NaN,,,NaN,,,NaN,,
9415,58,33,17,NaN,NaN,128,9,NaN,99,69,NaN,82,69
9416,,,,NaN,NaN,,,NaN,,,NaN,,
9417,57,33,17,NaN,NaN,128,9,NaN,99,69,NaN,82,70
9418,,,,NaN,NaN,,,NaN,,,NaN,,
9419,57,33,17,NaN,NaN,128,9,NaN,99,69,NaN,82,69
9420,,,,NaN,NaN,,,NaN,,,NaN,,
9421,55,33,17,NaN,NaN,126,9,NaN,99,68,NaN,80,69
9422,,,,NaN,NaN,,,NaN,,,NaN,,
9423,55,33,17,NaN,NaN,125,10,NaN,99,67,NaN,80,68
9424,,,,NaN,NaN,,,NaN,,,NaN,,
9425,54,33,17,NaN,NaN,123,10,NaN,99,65,NaN,78,66
9426,,,,NaN,NaN,,,NaN,,,NaN,,
9427,54,33,17,NaN,NaN,123,9,NaN,99,65,NaN,78,65
9428,,,,NaN,NaN,,,NaN,,,NaN,,
9429,54,33,17,NaN,NaN,123,9,NaN,99,65,NaN,78,65
9430,,,,NaN,NaN,,,NaN,,,NaN,,
9431,54,33,17,NaN,NaN,123,9,NaN,99,64,NaN,78,64
9432,,,,NaN,NaN,,,NaN,,,NaN,,
9433,56,33,17,NaN,NaN,123,9,NaN,99,64,NaN,78,65
9434,,,,NaN,NaN,,,NaN,,,NaN,,
9435,55,33,17,NaN,NaN,125,9,NaN,100,65,NaN,79,65
9436,,,,NaN,NaN,,,NaN,,,NaN,,
9437,55,33,17,NaN,NaN,124,9,NaN,99,64,NaN,79,65
9438,,,,NaN,NaN,,,NaN,,,NaN,,
9439,55,33,17,NaN,NaN,123,9,NaN,100,64,NaN,78,64
9440,,,,NaN,NaN,,,NaN,,,NaN,,
9441,57,33,17,NaN,NaN,125,10,NaN,100,63,NaN,79,64
9442,,,,NaN,NaN,,,NaN,,,NaN,,
9443,57,33,17,NaN,NaN,124,10,NaN,100,63,NaN,79,64
9444,,,,NaN,NaN,,,NaN,,,NaN,,
9445,57,33,17,NaN,NaN,126,10,NaN,100,64,NaN,80,64
9446,,,,NaN,NaN,,,NaN,,,NaN,,
9447,57,35,17,NaN,NaN,126,10,NaN,100,64,NaN,80,64
9448,,,,NaN,NaN,,,NaN,,,NaN,,
9449,57,35,17,NaN,NaN,126,10,NaN,100,64,NaN,81,65
9450,,,,NaN,NaN,,,NaN,,,NaN,,
9451,58,35,17,NaN,NaN,127,10,NaN,100,64,NaN,81,65
9452,,,,NaN,NaN,,,NaN,,,NaN,,
9453,59,33,17,NaN,NaN,129,9,NaN,100,65,NaN,82,65
9454,,,,NaN,NaN,,,NaN,,,NaN,,
9455,59,33,17,NaN,NaN,132,9,NaN,100,65,NaN,84,66
9456,,,,NaN,NaN,,,NaN,,,NaN,,
9457,60,33,17,NaN,NaN,131,10,NaN,100,65,NaN,84,66
9458,,,,NaN,NaN,,,NaN,,,NaN,,
9459,61,33,17,NaN,NaN,134,10,NaN,100,66,NaN,86,66
9460,,,,NaN,NaN,,,NaN,,,NaN,,
