time,Solar8000/PLETH_SPO2,Solar8000/PLETH_HR,Solar8000/ART_DBP,Solar8000/RR_CO2,Solar8000/HR,SNUADC/ART,SNUADC/CVP,Solar8000/ART_MBP,Solar8000/CVP,SNUADC/ECG_V5,Solar8000/ETCO2,SNUADC/ECG_II,Solar8000/ART_SBP
8452,,,,,,NaN,NaN,,,NaN,,NaN,
8453,100,70,67,14,68,NaN,NaN,88,6,NaN,34,NaN,125
8454,,,,,,NaN,NaN,,,NaN,,NaN,
8455,100,70,68,14,69,NaN,NaN,88,6,NaN,34,NaN,125
8456,,,,,,NaN,NaN,,,NaN,,NaN,
8457,100,69,67,14,69,NaN,NaN,88,5,NaN,34,NaN,125
8458,,,,,,NaN,NaN,,,NaN,,NaN,
8459,100,70,68,14,69,NaN,NaN,88,5,NaN,34,NaN,126
8460,,,,,,NaN,NaN,,,NaN,,NaN,
8461,100,71,67,14,70,NaN,NaN,89,5,NaN,34,NaN,126
8462,,,,,,NaN,NaN,,,NaN,,NaN,
8463,100,70,68,14,70,NaN,NaN,89,6,NaN,34,NaN,125
8464,,,,,,NaN,NaN,,,NaN,,NaN,
8465,100,71,69,14,70,NaN,NaN,90,6,NaN,34,NaN,127
8466,,,,,,NaN,NaN,,,NaN,,NaN,
8467,100,71,69,14,70,NaN,NaN,90,6,NaN,34,NaN,127
8468,,,,,,NaN,NaN,,,NaN,,NaN,
8469,100,71,71,14,70,NaN,NaN,91,6,NaN,34,NaN,129
8470,,,,,,NaN,NaN,,,NaN,,NaN,
8471,100,70,71,14,70,NaN,NaN,91,5,NaN,34,NaN,128
8472,,,,,,NaN,NaN,,,NaN,,NaN,
8473,100,70,72,14,70,NaN,NaN,93,5,NaN,34,NaN,131
8474,,,,,,NaN,NaN,,,NaN,,NaN,
8475,100,69,72,14,70,NaN,NaN,93,6,NaN,34,NaN,130
8476,,,,,,NaN,NaN,,,NaN,,NaN,
8477,100,69,72,14,69,NaN,NaN,94,6,NaN,34,NaN,132
8478,,,,,,NaN,NaN,,,NaN,,NaN,
8479,100,69,71,14,69,NaN,NaN,93,6,NaN,34,NaN,130
8480,,,,,,NaN,NaN,,,NaN,,NaN,
8481,100,68,72,14,69,NaN,NaN,93,6,NaN,34,NaN,131
8482,,,,,,NaN,NaN,,,NaN,,NaN,
8483,100,69,71,14,68,NaN,NaN,93,6,NaN,34,NaN,129
8484,,,,,,NaN,NaN,,,NaN,,NaN,
8485,100,69,72,14,68,NaN,NaN,93,6,NaN,34,NaN,131
8486,,,,,,NaN,NaN,,,NaN,,NaN,
8487,100,68,71,14,68,NaN,NaN,93,6,NaN,34,NaN,130
8488,,,,,,NaN,NaN,,,NaN,,NaN,
8489,100,69,71,14,68,NaN,NaN,93,6,NaN,34,NaN,129
8490,,,,,,NaN,NaN,,,NaN,,NaN,
8491,100,70,71,14,69,NaN,NaN,93,6,NaN,34,NaN,130
8492,,,,,,NaN,NaN,,,NaN,,NaN,
8493,100,69,72,14,69,NaN,NaN,93,6,NaN,34,NaN,130
8494,,,,,,NaN,NaN,,,NaN,,NaN,
8495,100,69,72,14,69,NaN,NaN,94,6,NaN,34,NaN,131
8496,,,,,,NaN,NaN,,,NaN,,NaN,
8497,100,70,71,14,68,NaN,NaN,92,6,NaN,34,NaN,129
8498,,,,,,NaN,NaN,,,NaN,,NaN,
8499,100,68,72,14,69,NaN,NaN,93,6,NaN,34,NaN,130
8500,,,,,,NaN,NaN,,,NaN,,NaN,
8501,100,70,71,14,69,NaN,NaN,92,5,NaN,34,NaN,129
8502,,,,,,NaN,NaN,,,NaN,,NaN,
8503,100,69,71,14,69,NaN,NaN,93,5,NaN,34,NaN,130
8504,,,,,,NaN,NaN,,,NaN,,NaN,
8505,100,69,71,14,69,NaN,NaN,92,5,NaN,34,NaN,128
8506,,,,,,NaN,NaN,,,NaN,,NaN,
8507,100,70,71,14,69,NaN,NaN,92,5,NaN,34,NaN,130
8508,,,,,,NaN,NaN,,,NaN,,NaN,
8509,100,70,70,14,69,NaN,NaN,91,5,NaN,34,NaN,128
8510,,,,,,NaN,NaN,,,NaN,,NaN,
8511,100,69,71,14,69,NaN,NaN,92,5,NaN,34,NaN,130
8512,,,,,,NaN,NaN,,,NaN,,NaN,
8513,100,70,71,14,69,NaN,NaN,92,6,NaN,33,NaN,129
8514,,,,,,NaN,NaN,,,NaN,,NaN,
8515,100,70,71,14,69,NaN,NaN,93,6,NaN,33,NaN,131
8516,,,,,,NaN,NaN,,,NaN,,NaN,
8517,100,70,71,14,69,NaN,NaN,93,6,NaN,33,NaN,130
8518,,,,,,NaN,NaN,,,NaN,,NaN,
8519,100,72,71,14,69,NaN,NaN,92,6,NaN,33,NaN,130
8520,,,,,,NaN,NaN,,,NaN,,NaN,
8521,100,72,71,14,69,NaN,NaN,93,6,NaN,33,NaN,130
8522,,,,,,NaN,NaN,,,NaN,,NaN,
8523,100,73,71,14,69,NaN,NaN,92,6,NaN,33,NaN,129
8524,,,,,,NaN,NaN,,,NaN,,NaN,
8525,100,72,71,14,69,NaN,NaN,93,6,NaN,33,NaN,130
8526,,,,,,NaN,NaN,,,NaN,,NaN,
8527,100,71,71,14,69,NaN,NaN,92,6,NaN,33,NaN,129
8528,,,,,,NaN,NaN,,,NaN,,NaN,
8529,100,70,71,14,69,NaN,NaN,93,6,NaN,34,NaN,130
8530,,,,,,NaN,NaN,,,NaN,,NaN,
8531,100,70,71,14,69,NaN,NaN,92,6,NaN,34,NaN,129
8532,,,,,,NaN,NaN,,,NaN,,NaN,
8533,100,70,71,14,69,NaN,NaN,93,6,NaN,34,NaN,130
8534,,,,,,NaN,NaN,,,NaN,,NaN,
8535,100,70,70,14,69,NaN,NaN,92,6,NaN,34,NaN,129
8536,,,,,,NaN,NaN,,,NaN,,NaN,
8537,100,70,71,14,69,NaN,NaN,93,6,NaN,33,NaN,131
8538,,,,,,NaN,NaN,,,NaN,,NaN,
8539,100,72,71,14,68,NaN,NaN,93,6,NaN,33,NaN,129
8540,,,,,,NaN,NaN,,,NaN,,NaN,
8541,100,71,72,14,69,NaN,NaN,94,6,NaN,33,NaN,131
8542,,,,,,NaN,NaN,,,NaN,,NaN,
8543,100,72,71,14,68,NaN,NaN,93,6,NaN,33,NaN,130
8544,,,,,,NaN,NaN,,,NaN,,NaN,
8545,100,71,72,14,68,NaN,NaN,94,6,NaN,33,NaN,130
8546,,,,,,NaN,NaN,,,NaN,,NaN,
8547,100,70,72,14,68,NaN,NaN,94,6,NaN,33,NaN,131
8548,,,,,,NaN,NaN,,,NaN,,NaN,
8549,100,70,72,14,68,NaN,NaN,93,6,NaN,33,NaN,130
8550,,,,,,NaN,NaN,,,NaN,,NaN,
8551,100,70,71,14,68,NaN,NaN,93,6,NaN,33,NaN,130
8552,,,,,,NaN,NaN,,,NaN,,NaN,
8553,100,69,71,14,68,NaN,NaN,93,6,NaN,33,NaN,129
8554,,,,,,NaN,NaN,,,NaN,,NaN,
8555,100,69,71,14,68,NaN,NaN,93,6,NaN,33,NaN,129
8556,,,,,,NaN,NaN,,,NaN,,NaN,
8557,100,69,70,14,68,NaN,NaN,92,6,NaN,33,NaN,128
8558,,,,,,NaN,NaN,,,NaN,,NaN,
8559,100,69,71,14,68,NaN,NaN,93,6,NaN,34,NaN,130
8560,,,,,,NaN,NaN,,,NaN,,NaN,
8561,100,69,70,14,68,NaN,NaN,92,6,NaN,34,NaN,128
8562,,,,,,NaN,NaN,,,NaN,,NaN,
8563,100,69,71,14,69,NaN,NaN,93,6,NaN,34,NaN,130
8564,,,,,,NaN,NaN,,,NaN,,NaN,
8565,100,70,70,14,69,NaN,NaN,92,6,NaN,34,NaN,128
8566,,,,,,NaN,NaN,,,NaN,,NaN,
8567,100,69,71,14,69,NaN,NaN,92,6,NaN,34,NaN,130
8568,,,,,,NaN,NaN,,,NaN,,NaN,
8569,100,69,70,14,69,NaN,NaN,91,6,NaN,34,NaN,128
8570,,,,,,NaN,NaN,,,NaN,,NaN,
8571,100,70,70,14,70,NaN,NaN,92,6,NaN,34,NaN,129
8572,,,,,,NaN,NaN,,,NaN,,NaN,
8573,100,70,70,14,70,NaN,NaN,91,6,NaN,34,NaN,127
8574,,,,,,NaN,NaN,,,NaN,,NaN,
8575,100,71,70,14,70,NaN,NaN,91,6,NaN,34,NaN,129
8576,,,,,,NaN,NaN,,,NaN,,NaN,
8577,100,70,70,14,70,NaN,NaN,91,6,NaN,34,NaN,128
8578,,,,,,NaN,NaN,,,NaN,,NaN,
8579,100,70,70,14,70,NaN,NaN,92,6,NaN,34,NaN,129
8580,,,,,,NaN,NaN,,,NaN,,NaN,
8581,100,70,70,14,70,NaN,NaN,92,6,NaN,34,NaN,129
8582,,,,,,NaN,NaN,,,NaN,,NaN,
8583,100,71,71,14,70,NaN,NaN,92,6,NaN,34,NaN,129
8584,,,,,,NaN,NaN,,,NaN,,NaN,
8585,100,70,71,14,70,NaN,NaN,92,6,NaN,34,NaN,130
8586,,,,,,NaN,NaN,,,NaN,,NaN,
8587,100,70,71,14,70,NaN,NaN,92,6,NaN,34,NaN,129
8588,,,,,,NaN,NaN,,,NaN,,NaN,
8589,100,70,72,14,70,NaN,NaN,93,6,NaN,34,NaN,131
8590,,,,,,NaN,NaN,,,NaN,,NaN,
8591,100,70,71,14,70,NaN,NaN,93,6,NaN,34,NaN,130
8592,,,,,,NaN,NaN,,,NaN,,NaN,
8593,100,69,72,14,70,NaN,NaN,94,6,NaN,34,NaN,132
8594,,,,,,NaN,NaN,,,NaN,,NaN,
8595,100,69,71,14,69,NaN,NaN,93,6,NaN,34,NaN,130
8596,,,,,,NaN,NaN,,,NaN,,NaN,
8597,100,69,72,14,69,NaN,NaN,94,6,NaN,34,NaN,132
8598,,,,,,NaN,NaN,,,NaN,,NaN,
8599,100,68,71,14,69,NaN,NaN,93,6,NaN,34,NaN,130
8600,,,,,,NaN,NaN,,,NaN,,NaN,
8601,100,70,71,14,69,NaN,NaN,94,6,NaN,34,NaN,131
8602,,,,,,NaN,NaN,,,NaN,,NaN,
8603,100,70,71,14,69,NaN,NaN,93,6,NaN,34,NaN,129
8604,,,,,,NaN,NaN,,,NaN,,NaN,
8605,100,69,71,14,69,NaN,NaN,93,6,NaN,34,NaN,131
8606,,,,,,NaN,NaN,,,NaN,,NaN,
8607,100,70,70,14,69,NaN,NaN,93,6,NaN,34,NaN,130
8608,,,,,,NaN,NaN,,,NaN,,NaN,
8609,100,70,71,14,69,NaN,NaN,93,6,NaN,34,NaN,130
8610,,,,,,NaN,NaN,,,NaN,,NaN,
8611,100,70,70,14,69,NaN,NaN,92,6,NaN,34,NaN,129
8612,,,,,,NaN,NaN,,,NaN,,NaN,
8613,100,70,70,14,69,NaN,NaN,92,6,NaN,34,NaN,129
8614,,,,,,NaN,NaN,,,NaN,,NaN,
8615,100,70,70,14,70,NaN,NaN,92,6,NaN,34,NaN,129
8616,,,,,,NaN,NaN,,,NaN,,NaN,
8617,100,70,70,14,70,NaN,NaN,91,6,NaN,34,NaN,128
8618,,,,,,NaN,NaN,,,NaN,,NaN,
8619,100,71,70,14,70,NaN,NaN,92,6,NaN,34,NaN,130
8620,,,,,,NaN,NaN,,,NaN,,NaN,
8621,100,70,70,14,70,NaN,NaN,91,6,NaN,34,NaN,128
8622,,,,,,NaN,NaN,,,NaN,,NaN,
8623,100,70,70,14,70,NaN,NaN,92,6,NaN,34,NaN,130
8624,,,,,,NaN,NaN,,,NaN,,NaN,
8625,100,71,70,14,70,NaN,NaN,91,6,NaN,34,NaN,128
8626,,,,,,NaN,NaN,,,NaN,,NaN,
8627,100,71,71,14,71,NaN,NaN,92,6,NaN,34,NaN,130
8628,,,,,,NaN,NaN,,,NaN,,NaN,
8629,100,71,71,14,70,NaN,NaN,92,6,NaN,34,NaN,129
8630,,,,,,NaN,NaN,,,NaN,,NaN,
8631,100,72,70,14,71,NaN,NaN,92,6,NaN,34,NaN,130
8632,,,,,,NaN,NaN,,,NaN,,NaN,
8633,100,70,70,14,70,NaN,NaN,91,6,NaN,34,NaN,128
8634,,,,,,NaN,NaN,,,NaN,,NaN,
8635,100,70,70,14,69,NaN,NaN,92,6,NaN,34,NaN,129
8636,,,,,,NaN,NaN,,,NaN,,NaN,
8637,100,70,71,14,69,NaN,NaN,92,6,NaN,34,NaN,130
8638,,,,,,NaN,NaN,,,NaN,,NaN,
8639,100,69,71,14,69,NaN,NaN,92,6,NaN,34,NaN,130
8640,,,,,,NaN,NaN,,,NaN,,NaN,
8641,100,69,71,14,69,NaN,NaN,92,6,NaN,34,NaN,129
8642,,,,,,NaN,NaN,,,NaN,,NaN,
8643,100,70,71,14,69,NaN,NaN,92,6,NaN,34,NaN,129
8644,,,,,,NaN,NaN,,,NaN,,NaN,
8645,100,70,71,14,69,NaN,NaN,92,6,NaN,34,NaN,130
8646,,,,,,NaN,NaN,,,NaN,,NaN,
8647,100,70,71,14,69,NaN,NaN,92,6,NaN,34,NaN,128
8648,,,,,,NaN,NaN,,,NaN,,NaN,
8649,100,70,71,14,69,NaN,NaN,93,6,NaN,34,NaN,130
8650,,,,,,NaN,NaN,,,NaN,,NaN,
8651,100,69,70,14,69,NaN,NaN,91,6,NaN,34,NaN,127
8652,,,,,,NaN,NaN,,,NaN,,NaN,
8653,100,69,70,14,69,NaN,NaN,92,6,NaN,34,NaN,129
8654,,,,,,NaN,NaN,,,NaN,,NaN,
8655,100,70,69,14,69,NaN,NaN,91,6,NaN,34,NaN,127
8656,,,,,,NaN,NaN,,,NaN,,NaN,
8657,100,69,70,14,69,NaN,NaN,91,6,NaN,34,NaN,129
8658,,,,,,NaN,NaN,,,NaN,,NaN,
8659,100,69,69,14,69,NaN,NaN,90,6,NaN,34,NaN,126
8660,,,,,,NaN,NaN,,,NaN,,NaN,
8661,100,70,69,14,69,NaN,NaN,90,6,NaN,34,NaN,127
8662,,,,,,NaN,NaN,,,NaN,,NaN,
8663,100,70,68,14,69,NaN,NaN,90,6,NaN,33,NaN,126
8664,,,,,,NaN,NaN,,,NaN,,NaN,
8665,100,69,69,14,69,NaN,NaN,90,6,NaN,33,NaN,128
8666,,,,,,NaN,NaN,,,NaN,,NaN,
8667,100,70,69,14,69,NaN,NaN,90,6,NaN,33,NaN,127
8668,,,,,,NaN,NaN,,,NaN,,NaN,
8669,100,70,69,14,69,NaN,NaN,90,6,NaN,33,NaN,127
8670,,,,,,NaN,NaN,,,NaN,,NaN,
8671,100,70,68,14,69,NaN,NaN,90,6,NaN,34,NaN,127
8672,,,,,,NaN,NaN,,,NaN,,NaN,
8673,100,70,69,14,69,NaN,NaN,90,6,NaN,34,NaN,126
8674,,,,,,NaN,NaN,,,NaN,,NaN,
8675,100,70,69,14,69,NaN,NaN,91,6,NaN,34,NaN,128
8676,,,,,,NaN,NaN,,,NaN,,NaN,
8677,100,70,69,14,69,NaN,NaN,90,6,NaN,34,NaN,127
8678,,,,,,NaN,NaN,,,NaN,,NaN,
8679,100,71,70,14,70,NaN,NaN,91,6,NaN,34,NaN,129
8680,,,,,,NaN,NaN,,,NaN,,NaN,
8681,100,70,69,14,70,NaN,NaN,90,6,NaN,34,NaN,127
8682,,,,,,NaN,NaN,,,NaN,,NaN,
8683,100,70,70,14,70,NaN,NaN,92,6,NaN,34,NaN,129
8684,,,,,,NaN,NaN,,,NaN,,NaN,
8685,100,70,69,14,69,NaN,NaN,91,6,NaN,34,NaN,127
8686,,,,,,NaN,NaN,,,NaN,,NaN,
8687,100,70,71,14,70,NaN,NaN,92,6,NaN,34,NaN,129
8688,,,,,,NaN,NaN,,,NaN,,NaN,
8689,100,70,70,14,70,NaN,NaN,92,6,NaN,34,NaN,128
8690,,,,,,NaN,NaN,,,NaN,,NaN,
8691,100,69,70,14,70,NaN,NaN,92,6,NaN,34,NaN,129
8692,,,,,,NaN,NaN,,,NaN,,NaN,
8693,100,69,70,14,70,NaN,NaN,92,6,NaN,34,NaN,128
8694,,,,,,NaN,NaN,,,NaN,,NaN,
8695,100,69,70,14,70,NaN,NaN,92,6,NaN,34,NaN,128
8696,,,,,,NaN,NaN,,,NaN,,NaN,
8697,100,69,69,14,69,NaN,NaN,91,6,NaN,34,NaN,127
8698,,,,,,NaN,NaN,,,NaN,,NaN,
8699,100,68,69,14,69,NaN,NaN,91,6,NaN,34,NaN,126
8700,,,,,,NaN,NaN,,,NaN,,NaN,
8701,100,67,69,14,69,NaN,NaN,91,6,NaN,34,NaN,127
8702,,,,,,NaN,NaN,,,NaN,,NaN,
8703,100,70,69,14,69,NaN,NaN,90,6,NaN,34,NaN,127
8704,,,,,,NaN,NaN,,,NaN,,NaN,
8705,100,70,70,14,69,NaN,NaN,91,6,NaN,34,NaN,128
8706,,,,,,NaN,NaN,,,NaN,,NaN,
8707,100,70,69,14,69,NaN,NaN,90,6,NaN,33,NaN,126
8708,,,,,,NaN,NaN,,,NaN,,NaN,
8709,100,71,69,14,69,NaN,NaN,91,6,NaN,33,NaN,128
8710,,,,,,NaN,NaN,,,NaN,,NaN,
8711,100,70,68,14,69,NaN,NaN,89,6,NaN,33,NaN,125
8712,,,,,,NaN,NaN,,,NaN,,NaN,
8713,100,69,69,14,69,NaN,NaN,90,6,NaN,33,NaN,127
8714,,,,,,NaN,NaN,,,NaN,,NaN,
8715,100,70,68,14,69,NaN,NaN,89,6,NaN,34,NaN,125
8716,,,,,,NaN,NaN,,,NaN,,NaN,
8717,100,71,68,14,70,NaN,NaN,89,6,NaN,34,NaN,127
8718,,,,,,NaN,NaN,,,NaN,,NaN,
8719,100,70,68,14,69,NaN,NaN,89,6,NaN,34,NaN,125
8720,,,,,,NaN,NaN,,,NaN,,NaN,
8721,100,72,68,14,69,NaN,NaN,89,6,NaN,33,NaN,127
8722,,,,,,NaN,NaN,,,NaN,,NaN,
8723,100,72,68,14,69,NaN,NaN,89,6,NaN,33,NaN,126
8724,,,,,,NaN,NaN,,,NaN,,NaN,
8725,100,73,68,14,69,NaN,NaN,89,6,NaN,33,NaN,127
8726,,,,,,NaN,NaN,,,NaN,,NaN,
8727,100,74,68,14,69,NaN,NaN,89,6,NaN,33,NaN,126
8728,,,,,,NaN,NaN,,,NaN,,NaN,
8729,100,73,68,14,69,NaN,NaN,89,6,NaN,33,NaN,126
8730,,,,,,NaN,NaN,,,NaN,,NaN,
8731,100,72,68,14,69,NaN,NaN,90,6,NaN,33,NaN,127
8732,,,,,,NaN,NaN,,,NaN,,NaN,
8733,99,72,69,14,69,NaN,NaN,90,6,NaN,33,NaN,126
8734,,,,,,NaN,NaN,,,NaN,,NaN,
8735,100,71,70,14,69,NaN,NaN,91,6,NaN,34,NaN,128
8736,,,,,,NaN,NaN,,,NaN,,NaN,
8737,100,70,70,14,69,NaN,NaN,90,6,NaN,34,NaN,127
8738,,,,,,NaN,NaN,,,NaN,,NaN,
8739,99,70,70,14,69,NaN,NaN,91,6,NaN,34,NaN,128
8740,,,,,,NaN,NaN,,,NaN,,NaN,
8741,100,70,70,14,69,NaN,NaN,91,6,NaN,34,NaN,127
8742,,,,,,NaN,NaN,,,NaN,,NaN,
8743,100,70,70,14,69,NaN,NaN,92,6,NaN,33,NaN,129
8744,,,,,,NaN,NaN,,,NaN,,NaN,
8745,100,70,70,14,69,NaN,NaN,91,6,NaN,33,NaN,127
8746,,,,,,NaN,NaN,,,NaN,,NaN,
8747,100,70,70,14,69,NaN,NaN,91,6,NaN,33,NaN,129
8748,,,,,,NaN,NaN,,,NaN,,NaN,
8749,100,70,69,14,69,NaN,NaN,91,6,NaN,33,NaN,127
8750,,,,,,NaN,NaN,,,NaN,,NaN,
8751,100,69,69,14,69,NaN,NaN,91,6,NaN,33,NaN,128
8752,,,,,,NaN,NaN,,,NaN,,NaN,
8753,100,68,69,14,68,NaN,NaN,91,6,NaN,33,NaN,127
8754,,,,,,NaN,NaN,,,NaN,,NaN,
8755,100,68,69,14,69,NaN,NaN,91,6,NaN,33,NaN,127
8756,,,,,,NaN,NaN,,,NaN,,NaN,
8757,100,70,69,14,69,NaN,NaN,91,6,NaN,33,NaN,127
8758,,,,,,NaN,NaN,,,NaN,,NaN,
8759,100,71,70,14,69,NaN,NaN,91,6,NaN,33,NaN,127
8760,,,,,,NaN,NaN,,,NaN,,NaN,
8761,100,69,69,14,69,NaN,NaN,91,6,NaN,33,NaN,128
8762,,,,,,NaN,NaN,,,NaN,,NaN,
8763,100,70,69,14,69,NaN,NaN,90,6,NaN,33,NaN,127
8764,,,,,,NaN,NaN,,,NaN,,NaN,
8765,100,70,69,14,69,NaN,NaN,91,6,NaN,33,NaN,128
8766,,,,,,NaN,NaN,,,NaN,,NaN,
8767,100,71,69,14,69,NaN,NaN,90,6,NaN,33,NaN,127
8768,,,,,,NaN,NaN,,,NaN,,NaN,
8769,100,71,69,14,69,NaN,NaN,91,6,NaN,33,NaN,128
8770,,,,,,NaN,NaN,,,NaN,,NaN,
8771,100,71,69,14,69,NaN,NaN,90,6,NaN,33,NaN,126
8772,,,,,,NaN,NaN,,,NaN,,NaN,
8773,100,70,69,14,69,NaN,NaN,91,6,NaN,33,NaN,128
8774,,,,,,NaN,NaN,,,NaN,,NaN,
8775,100,69,68,14,68,NaN,NaN,90,6,NaN,33,NaN,126
8776,,,,,,NaN,NaN,,,NaN,,NaN,
8777,100,69,69,14,69,NaN,NaN,90,6,NaN,33,NaN,128
8778,,,,,,NaN,NaN,,,NaN,,NaN,
8779,100,69,68,14,68,NaN,NaN,90,6,NaN,33,NaN,126
8780,,,,,,NaN,NaN,,,NaN,,NaN,
8781,100,69,69,14,68,NaN,NaN,90,6,NaN,33,NaN,127
8782,,,,,,NaN,NaN,,,NaN,,NaN,
8783,100,69,68,14,68,NaN,NaN,89,6,NaN,33,NaN,125
8784,,,,,,NaN,NaN,,,NaN,,NaN,
8785,100,69,68,14,68,NaN,NaN,90,6,NaN,33,NaN,126
8786,,,,,,NaN,NaN,,,NaN,,NaN,
8787,100,69,68,14,68,NaN,NaN,89,6,NaN,33,NaN,126
8788,,,,,,NaN,NaN,,,NaN,,NaN,
8789,100,68,68,14,68,NaN,NaN,89,6,NaN,33,NaN,125
8790,,,,,,NaN,NaN,,,NaN,,NaN,
8791,100,67,68,14,68,NaN,NaN,89,6,NaN,33,NaN,126
8792,,,,,,NaN,NaN,,,NaN,,NaN,
8793,100,69,69,14,68,NaN,NaN,89,6,NaN,33,NaN,125
8794,,,,,,NaN,NaN,,,NaN,,NaN,
8795,100,69,69,14,68,NaN,NaN,90,6,NaN,33,NaN,127
8796,,,,,,NaN,NaN,,,NaN,,NaN,
8797,100,70,69,14,68,NaN,NaN,89,6,NaN,33,NaN,125
8798,,,,,,NaN,NaN,,,NaN,,NaN,
8799,100,69,69,14,69,NaN,NaN,90,6,NaN,34,NaN,127
8800,,,,,,NaN,NaN,,,NaN,,NaN,
8801,100,69,68,14,69,NaN,NaN,89,6,NaN,34,NaN,126
8802,,,,,,NaN,NaN,,,NaN,,NaN,
8803,100,71,69,14,69,NaN,NaN,90,6,NaN,34,NaN,127
8804,,,,,,NaN,NaN,,,NaN,,NaN,
8805,100,71,69,14,69,NaN,NaN,90,6,NaN,33,NaN,126
8806,,,,,,NaN,NaN,,,NaN,,NaN,
8807,100,70,69,14,69,NaN,NaN,90,7,NaN,33,NaN,127
8808,,,,,,NaN,NaN,,,NaN,,NaN,
8809,100,71,69,14,69,NaN,NaN,90,7,NaN,33,NaN,126
8810,,,,,,NaN,NaN,,,NaN,,NaN,
8811,100,71,69,14,69,NaN,NaN,90,7,NaN,33,NaN,127
8812,,,,,,NaN,NaN,,,NaN,,NaN,
8813,100,72,68,14,69,NaN,NaN,90,6,NaN,33,NaN,126
8814,,,,,,NaN,NaN,,,NaN,,NaN,
8815,100,72,68,14,69,NaN,NaN,89,6,NaN,33,NaN,126
8816,,,,,,NaN,NaN,,,NaN,,NaN,
8817,100,70,68,14,69,NaN,NaN,90,6,NaN,33,NaN,126
8818,,,,,,NaN,NaN,,,NaN,,NaN,
8819,100,72,69,14,69,NaN,NaN,89,6,NaN,33,NaN,126
8820,,,,,,NaN,NaN,,,NaN,,NaN,
8821,100,70,69,14,69,NaN,NaN,90,6,NaN,33,NaN,127
8822,,,,,,NaN,NaN,,,NaN,,NaN,
8823,100,71,69,14,69,NaN,NaN,89,6,NaN,33,NaN,126
8824,,,,,,NaN,NaN,,,NaN,,NaN,
8825,100,71,69,14,69,NaN,NaN,90,6,NaN,33,NaN,127
8826,,,,,,NaN,NaN,,,NaN,,NaN,
8827,100,69,68,14,69,NaN,NaN,89,6,NaN,33,NaN,125
8828,,,,,,NaN,NaN,,,NaN,,NaN,
8829,100,69,69,14,69,NaN,NaN,90,6,NaN,33,NaN,127
8830,,,,,,NaN,NaN,,,NaN,,NaN,
8831,100,70,68,14,69,NaN,NaN,89,6,NaN,33,NaN,126
8832,,,,,,NaN,NaN,,,NaN,,NaN,
8833,100,69,69,14,69,NaN,NaN,90,6,NaN,33,NaN,127
8834,,,,,,NaN,NaN,,,NaN,,NaN,
8835,100,68,68,14,69,NaN,NaN,90,6,NaN,33,NaN,126
8836,,,,,,NaN,NaN,,,NaN,,NaN,
8837,100,70,69,14,69,NaN,NaN,90,6,NaN,33,NaN,128
8838,,,,,,NaN,NaN,,,NaN,,NaN,
8839,100,70,68,14,69,NaN,NaN,89,6,NaN,33,NaN,126
8840,,,,,,NaN,NaN,,,NaN,,NaN,
8841,100,71,68,14,68,NaN,NaN,90,6,NaN,33,NaN,127
8842,,,,,,NaN,NaN,,,NaN,,NaN,
8843,100,70,68,14,68,NaN,NaN,89,6,NaN,33,NaN,125
8844,,,,,,NaN,NaN,,,NaN,,NaN,
8845,100,70,68,14,68,NaN,NaN,89,6,NaN,33,NaN,126
8846,,,,,,NaN,NaN,,,NaN,,NaN,
8847,100,71,68,14,68,NaN,NaN,89,6,NaN,33,NaN,126
8848,,,,,,NaN,NaN,,,NaN,,NaN,
8849,100,70,69,14,68,NaN,NaN,89,6,NaN,33,NaN,126
8850,,,,,,NaN,NaN,,,NaN,,NaN,
8851,100,70,68,14,68,NaN,NaN,89,6,NaN,33,NaN,126
8852,,,,,,NaN,NaN,,,NaN,,NaN,
8853,100,70,68,14,69,NaN,NaN,89,6,NaN,33,NaN,125
8854,,,,,,NaN,NaN,,,NaN,,NaN,
8855,100,71,68,14,69,NaN,NaN,89,6,NaN,33,NaN,127
8856,,,,,,NaN,NaN,,,NaN,,NaN,
8857,100,69,68,14,69,NaN,NaN,89,6,NaN,33,NaN,125
8858,,,,,,NaN,NaN,,,NaN,,NaN,
8859,100,69,69,14,69,NaN,NaN,90,6,NaN,33,NaN,127
8860,,,,,,NaN,NaN,,,NaN,,NaN,
8861,100,70,68,14,69,NaN,NaN,89,6,NaN,33,NaN,125
8862,,,,,,NaN,NaN,,,NaN,,NaN,
8863,100,70,68,14,69,NaN,NaN,89,6,NaN,33,NaN,127
8864,,,,,,NaN,NaN,,,NaN,,NaN,
8865,100,69,67,14,69,NaN,NaN,89,6,NaN,33,NaN,125
8866,,,,,,NaN,NaN,,,NaN,,NaN,
8867,100,70,68,14,69,NaN,NaN,89,6,NaN,33,NaN,127
8868,,,,,,NaN,NaN,,,NaN,,NaN,
8869,100,70,67,14,69,NaN,NaN,88,6,NaN,33,NaN,125
8870,,,,,,NaN,NaN,,,NaN,,NaN,
8871,100,70,68,14,69,NaN,NaN,89,6,NaN,33,NaN,125
8872,,,,,,NaN,NaN,,,NaN,,NaN,
8873,100,70,67,14,69,NaN,NaN,88,6,NaN,33,NaN,124
8874,,,,,,NaN,NaN,,,NaN,,NaN,
8875,100,70,68,14,69,NaN,NaN,88,6,NaN,33,NaN,125
8876,,,,,,NaN,NaN,,,NaN,,NaN,
