time,SNUADC/ECG_V5,Solar8000/CVP,Solar8000/ART_MBP,Solar8000/ETCO2,SNUADC/CVP,Solar8000/PLETH_HR,Solar8000/ART_DBP,Solar8000/RR_CO2,Solar8000/ART_SBP,Solar8000/PLETH_SPO2,SNUADC/ECG_II,SNUADC/ART,Solar8000/HR
3637,NaN,,,,NaN,,,,,,NaN,NaN,
3638,NaN,11,80,33,NaN,76,59,12,110,100,NaN,NaN,75
3639,NaN,,,,NaN,,,,,,NaN,NaN,
3640,NaN,11,79,33,NaN,76,58,12,108,100,NaN,NaN,75
3641,NaN,,,,NaN,,,,,,NaN,NaN,
3642,NaN,11,79,33,NaN,76,59,12,109,100,NaN,NaN,75
3643,NaN,,,,NaN,,,,,,NaN,NaN,
3644,NaN,12,79,33,NaN,76,59,12,108,100,NaN,NaN,75
3645,NaN,,,,NaN,,,,,,NaN,NaN,
3646,NaN,12,79,33,NaN,76,60,12,108,100,NaN,NaN,76
3647,NaN,,,,NaN,,,,,,NaN,NaN,
3648,NaN,11,80,32,NaN,77,60,12,110,100,NaN,NaN,76
3649,NaN,,,,NaN,,,,,,NaN,NaN,
3650,NaN,11,80,32,NaN,77,61,12,110,100,NaN,NaN,88
3651,NaN,,,,NaN,,,,,,NaN,NaN,
3652,NaN,11,81,32,NaN,77,61,12,111,100,NaN,NaN,89
3653,NaN,,,,NaN,,,,,,NaN,NaN,
3654,NaN,11,81,33,NaN,78,61,12,111,100,NaN,NaN,89
3655,NaN,,,,NaN,,,,,,NaN,NaN,
3656,NaN,11,82,33,NaN,78,62,12,111,100,NaN,NaN,78
3657,NaN,,,,NaN,,,,,,NaN,NaN,
3658,NaN,11,82,33,NaN,78,61,12,112,100,NaN,NaN,78
3659,NaN,,,,NaN,,,,,,NaN,NaN,
3660,NaN,11,80,33,NaN,78,58,12,110,100,NaN,NaN,75
3661,NaN,,,,NaN,,,,,,NaN,NaN,
3662,NaN,11,80,33,NaN,76,60,12,110,100,NaN,NaN,77
3663,NaN,,,,NaN,,,,,,NaN,NaN,
3664,NaN,11,79,33,NaN,76,59,12,109,100,NaN,NaN,76
3665,NaN,,,,NaN,,,,,,NaN,NaN,
3666,NaN,11,78,33,NaN,74,58,12,108,97,NaN,NaN,75
3667,NaN,,,,NaN,,,,,,NaN,NaN,
3668,NaN,11,79,33,NaN,74,58,12,112,97,NaN,NaN,73
3669,NaN,,,,NaN,,,,,,NaN,NaN,
3670,NaN,13,79,33,NaN,74,59,12,110,97,NaN,NaN,73
3671,NaN,,,,NaN,,,,,,NaN,NaN,
3672,NaN,13,80,33,NaN,73,60,12,111,97,NaN,NaN,73
3673,NaN,,,,NaN,,,,,,NaN,NaN,
3674,NaN,12,80,33,NaN,72,60,12,111,96,NaN,NaN,74
3675,NaN,,,,NaN,,,,,,NaN,NaN,
3676,NaN,12,80,33,NaN,71,60,12,111,98,NaN,NaN,75
3677,NaN,,,,NaN,,,,,,NaN,NaN,
3678,NaN,12,80,33,NaN,72,60,12,112,96,NaN,NaN,75
3679,NaN,,,,NaN,,,,,,NaN,NaN,
3680,NaN,12,80,33,NaN,71,59,12,110,96,NaN,NaN,75
3681,NaN,,,,NaN,,,,,,NaN,NaN,
3682,NaN,12,80,33,NaN,72,60,12,111,98,NaN,NaN,75
3683,NaN,,,,NaN,,,,,,NaN,NaN,
3684,NaN,12,79,33,NaN,73,57,12,110,99,NaN,NaN,75
3685,NaN,,,,NaN,,,,,,NaN,NaN,
3686,NaN,12,79,33,NaN,75,58,12,108,100,NaN,NaN,75
3687,NaN,,,,NaN,,,,,,NaN,NaN,
3688,NaN,11,78,33,NaN,75,58,12,108,100,NaN,NaN,75
3689,NaN,,,,NaN,,,,,,NaN,NaN,
3690,NaN,11,78,33,NaN,75,57,12,107,100,NaN,NaN,75
3691,NaN,,,,NaN,,,,,,NaN,NaN,
3692,NaN,11,78,33,NaN,75,57,12,109,100,NaN,NaN,75
3693,NaN,,,,NaN,,,,,,NaN,NaN,
3694,NaN,11,77,33,NaN,75,56,12,106,100,NaN,NaN,74
3695,NaN,,,,NaN,,,,,,NaN,NaN,
3696,NaN,11,76,33,NaN,74,55,12,105,100,NaN,NaN,75
3697,NaN,,,,NaN,,,,,,NaN,NaN,
3698,NaN,11,75,33,NaN,73,54,12,106,98,NaN,NaN,74
3699,NaN,,,,NaN,,,,,,NaN,NaN,
3700,NaN,11,73,33,NaN,73,52,12,104,98,NaN,NaN,72
3701,NaN,,,,NaN,,,,,,NaN,NaN,
3702,NaN,11,74,33,NaN,72,54,12,106,93,NaN,NaN,72
3703,NaN,,,,NaN,,,,,,NaN,NaN,
3704,NaN,11,74,33,NaN,73,55,12,105,92,NaN,NaN,71
3705,NaN,,,,NaN,,,,,,NaN,NaN,
3706,NaN,11,75,33,NaN,72,56,12,107,96,NaN,NaN,72
3707,NaN,,,,NaN,,,,,,NaN,NaN,
3708,NaN,11,76,33,NaN,72,56,12,109,98,NaN,NaN,72
3709,NaN,,,,NaN,,,,,,NaN,NaN,
3710,NaN,11,76,33,NaN,74,56,12,108,100,NaN,NaN,74
3711,NaN,,,,NaN,,,,,,NaN,NaN,
3712,NaN,12,76,33,NaN,73,56,12,110,100,NaN,NaN,73
3713,NaN,,,,NaN,,,,,,NaN,NaN,
3714,NaN,12,76,33,NaN,73,56,12,108,100,NaN,NaN,72
3715,NaN,,,,NaN,,,,,,NaN,NaN,
3716,NaN,12,76,33,NaN,72,56,12,108,97,NaN,NaN,72
3717,NaN,,,,NaN,,,,,,NaN,NaN,
3718,NaN,13,76,33,NaN,71,55,12,109,97,NaN,NaN,71
3719,NaN,,,,NaN,,,,,,NaN,NaN,
3720,NaN,13,75,33,NaN,71,54,12,107,98,NaN,NaN,70
3721,NaN,,,,NaN,,,,,,NaN,NaN,
3722,NaN,12,74,33,NaN,72,53,12,106,97,NaN,NaN,70
3723,NaN,,,,NaN,,,,,,NaN,NaN,
3724,NaN,12,74,33,NaN,72,53,12,106,97,NaN,NaN,70
3725,NaN,,,,NaN,,,,,,NaN,NaN,
3726,NaN,12,74,33,NaN,72,55,12,107,97,NaN,NaN,70
3727,NaN,,,,NaN,,,,,,NaN,NaN,
3728,NaN,12,75,33,NaN,72,55,12,109,97,NaN,NaN,70
3729,NaN,,,,NaN,,,,,,NaN,NaN,
3730,NaN,11,75,33,NaN,73,55,12,108,97,NaN,NaN,71
3731,NaN,,,,NaN,,,,,,NaN,NaN,
3732,NaN,11,77,33,NaN,75,58,12,111,97,NaN,NaN,72
3733,NaN,,,,NaN,,,,,,NaN,NaN,
3734,NaN,12,77,33,NaN,74,57,12,110,97,NaN,NaN,73
3735,NaN,,,,NaN,,,,,,NaN,NaN,
3736,NaN,12,78,33,NaN,74,59,12,110,100,NaN,NaN,74
3737,NaN,,,,NaN,,,,,,NaN,NaN,
3738,NaN,12,78,33,NaN,74,58,12,111,100,NaN,NaN,74
3739,NaN,,,,NaN,,,,,,NaN,NaN,
3740,NaN,12,77,33,NaN,74,57,12,109,100,NaN,NaN,74
3741,NaN,,,,NaN,,,,,,NaN,NaN,
3742,NaN,12,77,33,NaN,74,57,12,110,100,NaN,NaN,73
3743,NaN,,,,NaN,,,,,,NaN,NaN,
3744,NaN,12,76,33,NaN,73,56,12,108,100,NaN,NaN,83
3745,NaN,,,,NaN,,,,,,NaN,NaN,
3746,NaN,12,76,33,NaN,73,56,12,107,100,NaN,NaN,83
3747,NaN,,,,NaN,,,,,,NaN,NaN,
3748,NaN,12,76,33,NaN,73,55,12,108,100,NaN,NaN,82
3749,NaN,,,,NaN,,,,,,NaN,NaN,
3750,NaN,12,75,33,NaN,72,55,12,106,100,NaN,NaN,71
3751,NaN,,,,NaN,,,,,,NaN,NaN,
3752,NaN,12,75,33,NaN,72,56,12,107,100,NaN,NaN,71
3753,NaN,,,,NaN,,,,,,NaN,NaN,
3754,NaN,12,75,33,NaN,72,55,12,106,100,NaN,NaN,71
3755,NaN,,,,NaN,,,,,,NaN,NaN,
3756,NaN,11,74,33,NaN,72,54,12,105,99,NaN,NaN,71
3757,NaN,,,,NaN,,,,,,NaN,NaN,
3758,NaN,11,74,33,NaN,71,53,12,105,99,NaN,NaN,71
3759,NaN,,,,NaN,,,,,,NaN,NaN,
3760,NaN,11,73,33,NaN,71,53,12,104,100,NaN,NaN,70
3761,NaN,,,,NaN,,,,,,NaN,NaN,
3762,NaN,11,73,33,NaN,71,53,12,105,100,NaN,NaN,70
3763,NaN,,,,NaN,,,,,,NaN,NaN,
3764,NaN,12,73,33,NaN,70,53,12,104,100,NaN,NaN,70
3765,NaN,,,,NaN,,,,,,NaN,NaN,
3766,NaN,12,73,33,NaN,71,53,12,104,100,NaN,NaN,70
3767,NaN,,,,NaN,,,,,,NaN,NaN,
3768,NaN,11,72,33,NaN,70,52,12,104,100,NaN,NaN,70
3769,NaN,,,,NaN,,,,,,NaN,NaN,
3770,NaN,11,71,33,NaN,70,51,12,103,100,NaN,NaN,70
3771,NaN,,,,NaN,,,,,,NaN,NaN,
3772,NaN,12,71,33,NaN,70,51,12,103,100,NaN,NaN,70
3773,NaN,,,,NaN,,,,,,NaN,NaN,
3774,NaN,12,71,33,NaN,70,51,12,103,99,NaN,NaN,69
3775,NaN,,,,NaN,,,,,,NaN,NaN,
3776,NaN,13,71,33,NaN,69,52,12,103,97,NaN,NaN,68
3777,NaN,,,,NaN,,,,,,NaN,NaN,
3778,NaN,13,71,33,NaN,68,52,12,104,95,NaN,NaN,68
3779,NaN,,,,NaN,,,,,,NaN,NaN,
3780,NaN,13,71,33,NaN,68,52,12,104,95,NaN,NaN,67
3781,NaN,,,,NaN,,,,,,NaN,NaN,
3782,NaN,13,71,33,NaN,68,52,12,104,95,NaN,NaN,67
3783,NaN,,,,NaN,,,,,,NaN,NaN,
3784,NaN,13,71,33,NaN,68,52,12,103,95,NaN,NaN,66
3785,NaN,,,,NaN,,,,,,NaN,NaN,
3786,NaN,12,72,33,NaN,68,54,12,103,96,NaN,NaN,68
3787,NaN,,,,NaN,,,,,,NaN,NaN,
3788,NaN,12,74,33,NaN,68,56,12,106,95,NaN,NaN,69
3789,NaN,,,,NaN,,,,,,NaN,NaN,
3790,NaN,12,75,33,NaN,67,56,12,107,93,NaN,NaN,72
3791,NaN,,,,NaN,,,,,,NaN,NaN,
3792,NaN,12,76,33,NaN,67,57,12,110,95,NaN,NaN,73
3793,NaN,,,,NaN,,,,,,NaN,NaN,
3794,NaN,12,76,33,NaN,69,56,12,109,95,NaN,NaN,74
3795,NaN,,,,NaN,,,,,,NaN,NaN,
3796,NaN,12,77,33,NaN,70,58,12,109,96,NaN,NaN,74
3797,NaN,,,,NaN,,,,,,NaN,NaN,
3798,NaN,14,78,33,NaN,70,59,12,111,96,NaN,NaN,73
3799,NaN,,,,NaN,,,,,,NaN,NaN,
3800,NaN,14,78,33,NaN,71,58,12,110,95,NaN,NaN,72
3801,NaN,,,,NaN,,,,,,NaN,NaN,
3802,NaN,13,79,33,NaN,72,59,12,111,97,NaN,NaN,71
3803,NaN,,,,NaN,,,,,,NaN,NaN,
3804,NaN,13,79,33,NaN,72,59,12,110,97,NaN,NaN,70
3805,NaN,,,,NaN,,,,,,NaN,NaN,
3806,NaN,14,80,33,NaN,74,61,12,112,99,NaN,NaN,71
3807,NaN,,,,NaN,,,,,,NaN,NaN,
3808,NaN,14,81,33,NaN,74,62,12,113,100,NaN,NaN,72
3809,NaN,,,,NaN,,,,,,NaN,NaN,
3810,NaN,13,82,33,NaN,76,61,12,113,100,NaN,NaN,74
3811,NaN,,,,NaN,,,,,,NaN,NaN,
3812,NaN,13,82,33,NaN,77,61,12,114,100,NaN,NaN,74
3813,NaN,,,,NaN,,,,,,NaN,NaN,
3814,NaN,13,81,33,NaN,75,60,12,113,100,NaN,NaN,74
3815,NaN,,,,NaN,,,,,,NaN,NaN,
3816,NaN,13,81,33,NaN,75,60,12,112,100,NaN,NaN,74
3817,NaN,,,,NaN,,,,,,NaN,NaN,
3818,NaN,13,80,33,NaN,74,59,12,113,100,NaN,NaN,98
3819,NaN,,,,NaN,,,,,,NaN,NaN,
3820,NaN,13,79,33,NaN,74,58,12,110,100,NaN,NaN,97
3821,NaN,,,,NaN,,,,,,NaN,NaN,
3822,NaN,13,79,33,NaN,74,59,12,111,100,NaN,NaN,93
3823,NaN,,,,NaN,,,,,,NaN,NaN,
3824,NaN,13,78,33,NaN,73,57,12,109,100,NaN,NaN,76
3825,NaN,,,,NaN,,,,,,NaN,NaN,
3826,NaN,13,77,33,NaN,74,57,12,108,100,NaN,NaN,84
3827,NaN,,,,NaN,,,,,,NaN,NaN,
3828,NaN,13,77,33,NaN,74,57,12,110,100,NaN,NaN,84
3829,NaN,,,,NaN,,,,,,NaN,NaN,
3830,NaN,13,77,33,NaN,74,56,12,109,100,NaN,NaN,84
3831,NaN,,,,NaN,,,,,,NaN,NaN,
3832,NaN,13,77,33,NaN,74,56,12,110,100,NaN,NaN,78
3833,NaN,,,,NaN,,,,,,NaN,NaN,
3834,NaN,13,76,33,NaN,74,55,12,108,100,NaN,NaN,73
3835,NaN,,,,NaN,,,,,,NaN,NaN,
3836,NaN,13,75,33,NaN,74,55,12,106,99,NaN,NaN,73
3837,NaN,,,,NaN,,,,,,NaN,NaN,
3838,NaN,13,76,33,NaN,73,56,12,108,100,NaN,NaN,73
3839,NaN,,,,NaN,,,,,,NaN,NaN,
3840,NaN,13,76,33,NaN,73,56,12,107,100,NaN,NaN,73
3841,NaN,,,,NaN,,,,,,NaN,NaN,
3842,NaN,13,77,33,NaN,73,57,12,110,100,NaN,NaN,73
3843,NaN,,,,NaN,,,,,,NaN,NaN,
3844,NaN,13,77,33,NaN,73,56,12,108,100,NaN,NaN,83
3845,NaN,,,,NaN,,,,,,NaN,NaN,
3846,NaN,13,77,33,NaN,73,57,12,108,100,NaN,NaN,83
3847,NaN,,,,NaN,,,,,,NaN,NaN,
3848,NaN,13,77,33,NaN,73,57,12,109,100,NaN,NaN,83
3849,NaN,,,,NaN,,,,,,NaN,NaN,
3850,NaN,13,77,34,NaN,73,57,12,108,100,NaN,NaN,78
3851,NaN,,,,NaN,,,,,,NaN,NaN,
3852,NaN,13,77,34,NaN,73,57,12,110,100,NaN,NaN,73
3853,NaN,,,,NaN,,,,,,NaN,NaN,
3854,NaN,13,77,34,NaN,73,57,12,109,100,NaN,NaN,73
3855,NaN,,,,NaN,,,,,,NaN,NaN,
3856,NaN,13,77,34,NaN,74,57,12,109,100,NaN,NaN,73
3857,NaN,,,,NaN,,,,,,NaN,NaN,
3858,NaN,13,77,34,NaN,74,56,12,110,100,NaN,NaN,73
3859,NaN,,,,NaN,,,,,,NaN,NaN,
3860,NaN,13,76,34,NaN,73,55,12,108,100,NaN,NaN,73
3861,NaN,,,,NaN,,,,,,NaN,NaN,
3862,NaN,13,76,34,NaN,74,56,12,109,100,NaN,NaN,73
3863,NaN,,,,NaN,,,,,,NaN,NaN,
3864,NaN,13,75,34,NaN,72,55,12,108,100,NaN,NaN,72
3865,NaN,,,,NaN,,,,,,NaN,NaN,
3866,NaN,13,74,34,NaN,72,54,12,106,98,NaN,NaN,71
3867,NaN,,,,NaN,,,,,,NaN,NaN,
3868,NaN,13,73,34,NaN,70,53,12,106,98,NaN,NaN,70
3869,NaN,,,,NaN,,,,,,NaN,NaN,
3870,NaN,12,73,34,NaN,70,52,12,105,97,NaN,NaN,69
3871,NaN,,,,NaN,,,,,,NaN,NaN,
3872,NaN,12,73,33,NaN,69,53,12,107,96,NaN,NaN,69
3873,NaN,,,,NaN,,,,,,NaN,NaN,
3874,NaN,12,73,33,NaN,69,53,12,106,95,NaN,NaN,69
3875,NaN,,,,NaN,,,,,,NaN,NaN,
3876,NaN,12,72,33,NaN,71,53,12,105,95,NaN,NaN,70
3877,NaN,,,,NaN,,,,,,NaN,NaN,
3878,NaN,12,73,33,NaN,71,53,12,105,95,NaN,NaN,70
3879,NaN,,,,NaN,,,,,,NaN,NaN,
3880,NaN,13,73,33,NaN,70,53,12,105,97,NaN,NaN,69
3881,NaN,,,,NaN,,,,,,NaN,NaN,
3882,NaN,13,74,33,NaN,73,55,12,107,97,NaN,NaN,69
3883,NaN,,,,NaN,,,,,,NaN,NaN,
3884,NaN,12,74,33,NaN,73,55,12,107,97,NaN,NaN,70
3885,NaN,,,,NaN,,,,,,NaN,NaN,
3886,NaN,12,75,33,NaN,74,55,12,107,98,NaN,NaN,72
3887,NaN,,,,NaN,,,,,,NaN,NaN,
3888,NaN,13,76,33,NaN,73,56,12,109,98,NaN,NaN,73
3889,NaN,,,,NaN,,,,,,NaN,NaN,
3890,NaN,13,75,33,NaN,73,55,12,107,100,NaN,NaN,73
3891,NaN,,,,NaN,,,,,,NaN,NaN,
3892,NaN,12,76,33,NaN,73,56,12,109,100,NaN,NaN,72
3893,NaN,,,,NaN,,,,,,NaN,NaN,
3894,NaN,12,76,33,NaN,72,55,12,108,100,NaN,NaN,72
3895,NaN,,,,NaN,,,,,,NaN,NaN,
3896,NaN,12,76,33,NaN,72,56,12,107,100,NaN,NaN,72
3897,NaN,,,,NaN,,,,,,NaN,NaN,
3898,NaN,12,76,33,NaN,72,56,12,109,100,NaN,NaN,72
3899,NaN,,,,NaN,,,,,,NaN,NaN,
3900,NaN,12,76,33,NaN,72,56,12,108,100,NaN,NaN,72
3901,NaN,,,,NaN,,,,,,NaN,NaN,
3902,NaN,12,77,33,NaN,73,57,12,110,100,NaN,NaN,72
3903,NaN,,,,NaN,,,,,,NaN,NaN,
3904,NaN,12,76,33,NaN,73,56,12,108,100,NaN,NaN,72
3905,NaN,,,,NaN,,,,,,NaN,NaN,
3906,NaN,12,76,33,NaN,73,57,12,108,100,NaN,NaN,72
3907,NaN,,,,NaN,,,,,,NaN,NaN,
3908,NaN,12,76,33,NaN,73,56,12,109,100,NaN,NaN,72
3909,NaN,,,,NaN,,,,,,NaN,NaN,
3910,NaN,12,76,33,NaN,72,55,12,108,100,NaN,NaN,72
3911,NaN,,,,NaN,,,,,,NaN,NaN,
3912,NaN,12,76,33,NaN,72,56,12,109,100,NaN,NaN,78
3913,NaN,,,,NaN,,,,,,NaN,NaN,
3914,NaN,12,76,33,NaN,72,55,12,108,100,NaN,NaN,79
3915,NaN,,,,NaN,,,,,,NaN,NaN,
3916,NaN,12,75,33,NaN,72,54,12,107,100,NaN,NaN,79
3917,NaN,,,,NaN,,,,,,NaN,NaN,
3918,NaN,12,74,33,NaN,72,54,12,107,100,NaN,NaN,78
3919,NaN,,,,NaN,,,,,,NaN,NaN,
3920,NaN,12,74,33,NaN,71,53,12,105,100,NaN,NaN,71
3921,NaN,,,,NaN,,,,,,NaN,NaN,
3922,NaN,12,74,33,NaN,71,54,12,107,100,NaN,NaN,71
3923,NaN,,,,NaN,,,,,,NaN,NaN,
3924,NaN,12,74,33,NaN,72,53,12,106,100,NaN,NaN,75
3925,NaN,,,,NaN,,,,,,NaN,NaN,
3926,NaN,12,73,33,NaN,72,53,12,105,100,NaN,NaN,82
3927,NaN,,,,NaN,,,,,,NaN,NaN,
3928,NaN,12,73,33,NaN,72,52,12,105,100,NaN,NaN,82
3929,NaN,,,,NaN,,,,,,NaN,NaN,
3930,NaN,11,72,33,NaN,72,52,12,104,100,NaN,NaN,82
3931,NaN,,,,NaN,,,,,,NaN,NaN,
3932,NaN,11,73,33,NaN,72,53,12,106,100,NaN,NaN,72
3933,NaN,,,,NaN,,,,,,NaN,NaN,
3934,NaN,12,72,33,NaN,71,52,12,104,100,NaN,NaN,71
3935,NaN,,,,NaN,,,,,,NaN,NaN,
3936,NaN,12,72,33,NaN,71,52,12,103,100,NaN,NaN,71
3937,NaN,,,,NaN,,,,,,NaN,NaN,
3938,NaN,12,72,33,NaN,71,53,12,105,100,NaN,NaN,71
3939,NaN,,,,NaN,,,,,,NaN,NaN,
3940,NaN,12,72,33,NaN,72,53,12,104,100,NaN,NaN,71
3941,NaN,,,,NaN,,,,,,NaN,NaN,
3942,NaN,12,74,33,NaN,72,54,12,107,100,NaN,NaN,71
3943,NaN,,,,NaN,,,,,,NaN,NaN,
3944,NaN,12,74,33,NaN,72,54,12,105,100,NaN,NaN,72
3945,NaN,,,,NaN,,,,,,NaN,NaN,
3946,NaN,12,74,33,NaN,73,55,12,106,100,NaN,NaN,72
3947,NaN,,,,NaN,,,,,,NaN,NaN,
3948,NaN,12,74,33,NaN,73,54,12,107,100,NaN,NaN,73
3949,NaN,,,,NaN,,,,,,NaN,NaN,
3950,NaN,12,74,33,NaN,74,53,12,105,100,NaN,NaN,73
3951,NaN,,,,NaN,,,,,,NaN,NaN,
3952,NaN,12,74,33,NaN,74,54,12,107,100,NaN,NaN,73
3953,NaN,,,,NaN,,,,,,NaN,NaN,
3954,NaN,12,74,33,NaN,74,53,12,105,100,NaN,NaN,78
3955,NaN,,,,NaN,,,,,,NaN,NaN,
3956,NaN,11,73,33,NaN,74,54,12,105,100,NaN,NaN,84
3957,NaN,,,,NaN,,,,,,NaN,NaN,
3958,NaN,11,74,33,NaN,74,54,12,107,100,NaN,NaN,84
3959,NaN,,,,NaN,,,,,,NaN,NaN,
3960,NaN,12,73,33,NaN,74,53,12,105,100,NaN,NaN,84
3961,NaN,,,,NaN,,,,,,NaN,NaN,
3962,NaN,12,74,33,NaN,74,55,12,106,100,NaN,NaN,74
3963,NaN,,,,NaN,,,,,,NaN,NaN,
3964,NaN,12,74,33,NaN,75,53,12,105,100,NaN,NaN,85
3965,NaN,,,,NaN,,,,,,NaN,NaN,
3966,NaN,12,73,33,NaN,75,53,12,104,100,NaN,NaN,85
3967,NaN,,,,NaN,,,,,,NaN,NaN,
3968,NaN,12,73,33,NaN,75,52,12,105,100,NaN,NaN,85
3969,NaN,,,,NaN,,,,,,NaN,NaN,
3970,NaN,12,73,33,NaN,75,52,12,104,100,NaN,NaN,75
3971,NaN,,,,NaN,,,,,,NaN,NaN,
3972,NaN,12,73,33,NaN,75,53,12,106,100,NaN,NaN,75
3973,NaN,,,,NaN,,,,,,NaN,NaN,
3974,NaN,12,73,33,NaN,75,53,12,105,100,NaN,NaN,75
3975,NaN,,,,NaN,,,,,,NaN,NaN,
3976,NaN,12,73,33,NaN,76,53,12,104,100,NaN,NaN,75
3977,NaN,,,,NaN,,,,,,NaN,NaN,
3978,NaN,12,73,33,NaN,76,53,12,106,100,NaN,NaN,75
3979,NaN,,,,NaN,,,,,,NaN,NaN,
3980,NaN,12,72,33,NaN,76,51,12,104,100,NaN,NaN,75
3981,NaN,,,,NaN,,,,,,NaN,NaN,
3982,NaN,11,71,33,NaN,75,52,12,104,100,NaN,NaN,75
3983,NaN,,,,NaN,,,,,,NaN,NaN,
3984,NaN,11,70,33,NaN,75,50,12,102,100,NaN,NaN,75
3985,NaN,,,,NaN,,,,,,NaN,NaN,
3986,NaN,11,70,33,NaN,74,50,12,101,100,NaN,NaN,73
3987,NaN,,,,NaN,,,,,,NaN,NaN,
3988,NaN,11,70,33,NaN,73,50,12,102,100,NaN,NaN,73
3989,NaN,,,,NaN,,,,,,NaN,NaN,
3990,NaN,11,69,33,NaN,73,49,12,101,100,NaN,NaN,72
3991,NaN,,,,NaN,,,,,,NaN,NaN,
3992,NaN,11,70,33,NaN,73,50,12,102,100,NaN,NaN,72
3993,NaN,,,,NaN,,,,,,NaN,NaN,
3994,NaN,12,69,33,NaN,72,49,12,102,100,NaN,NaN,72
3995,NaN,,,,NaN,,,,,,NaN,NaN,
3996,NaN,12,68,33,NaN,72,49,12,100,100,NaN,NaN,72
3997,NaN,,,,NaN,,,,,,NaN,NaN,
3998,NaN,12,69,33,NaN,71,49,12,102,100,NaN,NaN,71
3999,NaN,,,,NaN,,,,,,NaN,NaN,
4000,NaN,12,68,33,NaN,71,48,12,100,100,NaN,NaN,70
4001,NaN,,,,NaN,,,,,,NaN,NaN,
4002,NaN,11,68,33,NaN,71,49,12,101,100,NaN,NaN,70
4003,NaN,,,,NaN,,,,,,NaN,NaN,
4004,NaN,11,69,33,NaN,71,50,12,101,100,NaN,NaN,70
4005,NaN,,,,NaN,,,,,,NaN,NaN,
4006,NaN,11,69,33,NaN,72,50,12,102,100,NaN,NaN,71
4007,NaN,,,,NaN,,,,,,NaN,NaN,
4008,NaN,12,70,33,NaN,72,51,12,105,100,NaN,NaN,71
4009,NaN,,,,NaN,,,,,,NaN,NaN,
4010,NaN,12,70,33,NaN,73,50,12,102,100,NaN,NaN,72
4011,NaN,,,,NaN,,,,,,NaN,NaN,
4012,NaN,11,70,33,NaN,73,51,12,103,100,NaN,NaN,83
4013,NaN,,,,NaN,,,,,,NaN,NaN,
4014,NaN,11,70,33,NaN,73,49,12,102,100,NaN,NaN,83
4015,NaN,,,,NaN,,,,,,NaN,NaN,
4016,NaN,11,69,33,NaN,73,49,12,101,100,NaN,NaN,83
4017,NaN,,,,NaN,,,,,,NaN,NaN,
4018,NaN,11,69,33,NaN,73,50,12,104,99,NaN,NaN,77
4019,NaN,,,,NaN,,,,,,NaN,NaN,
4020,NaN,12,68,33,NaN,72,49,12,101,100,NaN,NaN,72
4021,NaN,,,,NaN,,,,,,NaN,NaN,
4022,NaN,12,68,33,NaN,72,49,12,101,100,NaN,NaN,71
4023,NaN,,,,NaN,,,,,,NaN,NaN,
4024,NaN,11,67,33,NaN,71,48,12,100,100,NaN,NaN,70
4025,NaN,,,,NaN,,,,,,NaN,NaN,
4026,NaN,11,68,33,NaN,72,50,12,100,100,NaN,NaN,71
4027,NaN,,,,NaN,,,,,,NaN,NaN,
4028,NaN,12,70,33,NaN,73,51,12,104,100,NaN,NaN,72
4029,NaN,,,,NaN,,,,,,NaN,NaN,
4030,NaN,12,71,33,NaN,74,52,12,104,100,NaN,NaN,74
4031,NaN,,,,NaN,,,,,,NaN,NaN,
4032,NaN,12,72,33,NaN,76,52,12,107,100,NaN,NaN,75
4033,NaN,,,,NaN,,,,,,NaN,NaN,
4034,NaN,12,71,33,NaN,77,51,12,105,100,NaN,NaN,76
4035,NaN,,,,NaN,,,,,,NaN,NaN,
4036,NaN,12,70,33,NaN,76,49,12,103,100,NaN,NaN,76
4037,NaN,,,,NaN,,,,,,NaN,NaN,
4038,NaN,12,69,33,NaN,76,49,12,104,100,NaN,NaN,76
4039,NaN,,,,NaN,,,,,,NaN,NaN,
4040,NaN,12,68,33,NaN,75,47,12,101,100,NaN,NaN,75
4041,NaN,,,,NaN,,,,,,NaN,NaN,
4042,NaN,11,67,33,NaN,75,47,12,100,100,NaN,NaN,74
4043,NaN,,,,NaN,,,,,,NaN,NaN,
4044,NaN,11,66,33,NaN,73,46,12,99,100,NaN,NaN,72
4045,NaN,,,,NaN,,,,,,NaN,NaN,
4046,NaN,11,65,33,NaN,72,48,12,97,100,NaN,NaN,71
4047,NaN,,,,NaN,,,,,,NaN,NaN,
4048,NaN,11,67,33,NaN,73,49,12,100,100,NaN,NaN,71
4049,NaN,,,,NaN,,,,,,NaN,NaN,
4050,NaN,10,67,33,NaN,73,50,12,100,100,NaN,NaN,73
4051,NaN,,,,NaN,,,,,,NaN,NaN,
4052,NaN,10,68,33,NaN,73,50,12,103,100,NaN,NaN,75
4053,NaN,,,,NaN,,,,,,NaN,NaN,
4054,NaN,11,68,33,NaN,75,49,12,102,97,NaN,NaN,76
4055,NaN,,,,NaN,,,,,,NaN,NaN,
4056,NaN,11,68,33,NaN,75,50,12,102,97,NaN,NaN,77
4057,NaN,,,,NaN,,,,,,NaN,NaN,
4058,NaN,11,69,33,NaN,75,49,12,103,97,NaN,NaN,75
4059,NaN,,,,NaN,,,,,,NaN,NaN,
4060,NaN,11,69,33,NaN,75,50,12,103,97,NaN,NaN,75
4061,NaN,,,,NaN,,,,,,NaN,NaN,
