time,Solar8000/PLETH_SPO2,Solar8000/PLETH_HR,Solar8000/ART_DBP,Solar8000/RR_CO2,Solar8000/CVP,Solar8000/ART_MBP,SNUADC/ECG_II,SNUADC/ECG_V5,Solar8000/ART_SBP,SNUADC/ART,SNUADC/CVP,Solar8000/HR,Solar8000/ETCO2
8336,,,,,,,NaN,NaN,,NaN,NaN,,
8337,100,65,56,16,5,84,NaN,NaN,125,NaN,NaN,57,37
8338,,,,,,,NaN,NaN,,NaN,NaN,,
8339,100,64,55,16,5,83,NaN,NaN,126,NaN,NaN,52,37
8340,,,,,,,NaN,NaN,,NaN,NaN,,
8341,100,60,60,16,5,85,NaN,NaN,125,NaN,NaN,50,37
8342,,,,,,,NaN,NaN,,NaN,NaN,,
8343,100,58,59,16,5,84,NaN,NaN,127,NaN,NaN,51,37
8344,,,,,,,NaN,NaN,,NaN,NaN,,
8345,100,58,59,16,5,85,NaN,NaN,129,NaN,NaN,52,37
8346,,,,,,,NaN,NaN,,NaN,NaN,,
8347,100,56,60,16,5,86,NaN,NaN,130,NaN,NaN,54,36
8348,,,,,,,NaN,NaN,,NaN,NaN,,
8349,100,57,54,16,6,82,NaN,NaN,129,NaN,NaN,55,36
8350,,,,,,,NaN,NaN,,NaN,NaN,,
8351,100,56,59,16,6,83,NaN,NaN,125,NaN,NaN,55,36
8352,,,,,,,NaN,NaN,,NaN,NaN,,
8353,100,56,66,16,7,89,NaN,NaN,132,NaN,NaN,51,37
8354,,,,,,,NaN,NaN,,NaN,NaN,,
8355,100,59,61,16,7,87,NaN,NaN,135,NaN,NaN,54,37
8356,,,,,,,NaN,NaN,,NaN,NaN,,
8357,100,58,70,16,6,93,NaN,NaN,137,NaN,NaN,53,37
8358,,,,,,,NaN,NaN,,NaN,NaN,,
8359,100,58,59,16,6,87,NaN,NaN,138,NaN,NaN,62,37
8360,,,,,,,NaN,NaN,,NaN,NaN,,
8361,100,58,64,16,5,89,NaN,NaN,132,NaN,NaN,62,36
8362,,,,,,,NaN,NaN,,NaN,NaN,,
8363,100,59,63,16,5,90,NaN,NaN,136,NaN,NaN,55,36
8364,,,,,,,NaN,NaN,,NaN,NaN,,
8365,100,61,61,16,5,89,NaN,NaN,138,NaN,NaN,57,36
8366,,,,,,,NaN,NaN,,NaN,NaN,,
8367,100,62,59,16,5,87,NaN,NaN,131,NaN,NaN,56,36
8368,,,,,,,NaN,NaN,,NaN,NaN,,
8369,100,59,58,16,6,86,NaN,NaN,132,NaN,NaN,54,36
8370,,,,,,,NaN,NaN,,NaN,NaN,,
8371,100,58,63,16,6,88,NaN,NaN,131,NaN,NaN,51,36
8372,,,,,,,NaN,NaN,,NaN,NaN,,
8373,100,56,72,16,6,96,NaN,NaN,140,NaN,NaN,56,36
8374,,,,,,,NaN,NaN,,NaN,NaN,,
8375,100,54,69,16,6,95,NaN,NaN,143,NaN,NaN,54,36
8376,,,,,,,NaN,NaN,,NaN,NaN,,
8377,100,54,63,16,6,94,NaN,NaN,146,NaN,NaN,58,36
8378,,,,,,,NaN,NaN,,NaN,NaN,,
8379,100,54,61,16,6,92,NaN,NaN,138,NaN,NaN,60,36
8380,,,,,,,NaN,NaN,,NaN,NaN,,
8381,100,55,64,16,6,92,NaN,NaN,135,NaN,NaN,60,36
8382,,,,,,,NaN,NaN,,NaN,NaN,,
8383,100,57,60,16,6,89,NaN,NaN,136,NaN,NaN,59,36
8384,,,,,,,NaN,NaN,,NaN,NaN,,
8385,100,57,58,16,6,87,NaN,NaN,132,NaN,NaN,55,37
8386,,,,,,,NaN,NaN,,NaN,NaN,,
8387,100,56,55,16,6,85,NaN,NaN,132,NaN,NaN,56,37
8388,,,,,,,NaN,NaN,,NaN,NaN,,
8389,100,55,55,16,6,83,NaN,NaN,127,NaN,NaN,55,37
8390,,,,,,,NaN,NaN,,NaN,NaN,,
8391,100,53,64,16,6,87,NaN,NaN,129,NaN,NaN,53,36
8392,,,,,,,NaN,NaN,,NaN,NaN,,
8393,100,54,64,16,6,89,NaN,NaN,135,NaN,NaN,50,36
8394,,,,,,,NaN,NaN,,NaN,NaN,,
8395,100,57,62,16,5,90,NaN,NaN,141,NaN,NaN,54,36
8396,,,,,,,NaN,NaN,,NaN,NaN,,
8397,100,57,60,16,5,89,NaN,NaN,139,NaN,NaN,57,36
8398,,,,,,,NaN,NaN,,NaN,NaN,,
8399,100,56,58,16,5,87,NaN,NaN,133,NaN,NaN,57,36
8400,,,,,,,NaN,NaN,,NaN,NaN,,
8401,100,54,63,16,5,88,NaN,NaN,130,NaN,NaN,56,36
8402,,,,,,,NaN,NaN,,NaN,NaN,,
8403,100,54,66,16,5,92,NaN,NaN,136,NaN,NaN,54,36
8404,,,,,,,NaN,NaN,,NaN,NaN,,
8405,100,56,58,16,5,87,NaN,NaN,137,NaN,NaN,54,36
8406,,,,,,,NaN,NaN,,NaN,NaN,,
8407,100,56,57,16,5,85,NaN,NaN,129,NaN,NaN,46,36
8408,,,,,,,NaN,NaN,,NaN,NaN,,
8409,100,55,64,16,6,88,NaN,NaN,131,NaN,NaN,48,36
8410,,,,,,,NaN,NaN,,NaN,NaN,,
8411,100,55,60,16,6,87,NaN,NaN,134,NaN,NaN,50,36
8412,,,,,,,NaN,NaN,,NaN,NaN,,
8413,100,57,61,16,6,89,NaN,NaN,136,NaN,NaN,50,36
8414,,,,,,,NaN,NaN,,NaN,NaN,,
8415,100,58,62,16,6,89,NaN,NaN,135,NaN,NaN,49,36
8416,,,,,,,NaN,NaN,,NaN,NaN,,
8417,100,56,59,16,6,88,NaN,NaN,138,NaN,NaN,55,36
8418,,,,,,,NaN,NaN,,NaN,NaN,,
8419,100,56,61,16,6,88,NaN,NaN,133,NaN,NaN,53,36
8420,,,,,,,NaN,NaN,,NaN,NaN,,
8421,100,55,58,16,5,88,NaN,NaN,137,NaN,NaN,52,36
8422,,,,,,,NaN,NaN,,NaN,NaN,,
8423,100,54,65,16,5,90,NaN,NaN,135,NaN,NaN,55,36
8424,,,,,,,NaN,NaN,,NaN,NaN,,
8425,100,55,63,16,5,92,NaN,NaN,141,NaN,NaN,53,36
8426,,,,,,,NaN,NaN,,NaN,NaN,,
8427,100,56,63,16,5,92,NaN,NaN,142,NaN,NaN,57,36
8428,,,,,,,NaN,NaN,,NaN,NaN,,
8429,100,55,55,16,6,87,NaN,NaN,141,NaN,NaN,57,36
8430,,,,,,,NaN,NaN,,NaN,NaN,,
8431,100,55,58,16,6,86,NaN,NaN,130,NaN,NaN,51,36
8432,,,,,,,NaN,NaN,,NaN,NaN,,
8433,100,55,65,16,6,91,NaN,NaN,136,NaN,NaN,50,36
8434,,,,,,,NaN,NaN,,NaN,NaN,,
8435,100,55,61,16,6,90,NaN,NaN,142,NaN,NaN,51,37
8436,,,,,,,NaN,NaN,,NaN,NaN,,
8437,100,57,63,16,6,91,NaN,NaN,139,NaN,NaN,49,37
8438,,,,,,,NaN,NaN,,NaN,NaN,,
8439,100,55,71,16,6,97,NaN,NaN,141,NaN,NaN,49,37
8440,,,,,,,NaN,NaN,,NaN,NaN,,
8441,100,55,64,16,6,94,NaN,NaN,145,NaN,NaN,61,36
8442,,,,,,,NaN,NaN,,NaN,NaN,,
8443,100,56,63,16,6,94,NaN,NaN,142,NaN,NaN,58,36
8444,,,,,,,NaN,NaN,,NaN,NaN,,
8445,100,59,60,16,6,91,NaN,NaN,139,NaN,NaN,58,36
8446,,,,,,,NaN,NaN,,NaN,NaN,,
8447,100,58,61,16,5,91,NaN,NaN,138,NaN,NaN,60,36
8448,,,,,,,NaN,NaN,,NaN,NaN,,
8449,100,57,63,16,5,92,NaN,NaN,138,NaN,NaN,60,36
8450,,,,,,,NaN,NaN,,NaN,NaN,,
8451,100,60,62,16,5,92,NaN,NaN,140,NaN,NaN,60,36
8452,,,,,,,NaN,NaN,,NaN,NaN,,
8453,100,58,67,16,5,93,NaN,NaN,136,NaN,NaN,59,37
8454,,,,,,,NaN,NaN,,NaN,NaN,,
8455,100,59,61,16,6,91,NaN,NaN,141,NaN,NaN,63,37
8456,,,,,,,NaN,NaN,,NaN,NaN,,
8457,100,58,63,16,6,91,NaN,NaN,136,NaN,NaN,60,37
8458,,,,,,,NaN,NaN,,NaN,NaN,,
8459,100,57,61,16,6,90,NaN,NaN,136,NaN,NaN,60,36
8460,,,,,,,NaN,NaN,,NaN,NaN,,
8461,100,58,63,16,6,90,NaN,NaN,136,NaN,NaN,58,36
8462,,,,,,,NaN,NaN,,NaN,NaN,,
8463,100,58,63,16,6,90,NaN,NaN,137,NaN,NaN,56,36
8464,,,,,,,NaN,NaN,,NaN,NaN,,
8465,100,57,64,16,6,92,NaN,NaN,141,NaN,NaN,55,37
8466,,,,,,,NaN,NaN,,NaN,NaN,,
8467,100,58,65,16,6,93,NaN,NaN,142,NaN,NaN,54,37
8468,,,,,,,NaN,NaN,,NaN,NaN,,
8469,100,57,60,16,6,90,NaN,NaN,140,NaN,NaN,57,37
8470,,,,,,,NaN,NaN,,NaN,NaN,,
8471,100,57,60,16,6,90,NaN,NaN,137,NaN,NaN,55,36
8472,,,,,,,NaN,NaN,,NaN,NaN,,
8473,100,57,56,16,6,87,NaN,NaN,137,NaN,NaN,56,36
8474,,,,,,,NaN,NaN,,NaN,NaN,,
8475,100,57,62,16,6,89,NaN,NaN,132,NaN,NaN,55,36
8476,,,,,,,NaN,NaN,,NaN,NaN,,
8477,100,56,63,16,7,90,NaN,NaN,141,NaN,NaN,52,36
8478,,,,,,,NaN,NaN,,NaN,NaN,,
8479,100,57,62,16,7,90,NaN,NaN,141,NaN,NaN,51,36
8480,,,,,,,NaN,NaN,,NaN,NaN,,
8481,100,56,61,16,6,90,NaN,NaN,141,NaN,NaN,57,36
8482,,,,,,,NaN,NaN,,NaN,NaN,,
8483,100,54,68,16,6,93,NaN,NaN,137,NaN,NaN,54,36
8484,,,,,,,NaN,NaN,,NaN,NaN,,
8485,100,53,67,16,6,94,NaN,NaN,142,NaN,NaN,60,36
8486,,,,,,,NaN,NaN,,NaN,NaN,,
8487,100,53,64,16,6,92,NaN,NaN,141,NaN,NaN,59,36
8488,,,,,,,NaN,NaN,,NaN,NaN,,
8489,100,54,64,16,6,93,NaN,NaN,140,NaN,NaN,59,36
8490,,,,,,,NaN,NaN,,NaN,NaN,,
8491,100,55,67,16,6,95,NaN,NaN,139,NaN,NaN,59,36
8492,,,,,,,NaN,NaN,,NaN,NaN,,
8493,100,57,60,16,6,91,NaN,NaN,141,NaN,NaN,59,36
8494,,,,,,,NaN,NaN,,NaN,NaN,,
8495,100,58,62,16,6,91,NaN,NaN,137,NaN,NaN,56,36
8496,,,,,,,NaN,NaN,,NaN,NaN,,
8497,100,57,59,16,6,90,NaN,NaN,138,NaN,NaN,59,36
8498,,,,,,,NaN,NaN,,NaN,NaN,,
8499,100,60,61,16,6,90,NaN,NaN,135,NaN,NaN,56,36
8500,,,,,,,NaN,NaN,,NaN,NaN,,
8501,100,57,60,16,6,88,NaN,NaN,134,NaN,NaN,56,37
8502,,,,,,,NaN,NaN,,NaN,NaN,,
8503,100,57,60,16,6,88,NaN,NaN,134,NaN,NaN,56,37
8504,,,,,,,NaN,NaN,,NaN,NaN,,
8505,100,56,60,16,6,88,NaN,NaN,134,NaN,NaN,55,37
8506,,,,,,,NaN,NaN,,NaN,NaN,,
8507,100,56,57,16,6,86,NaN,NaN,136,NaN,NaN,54,37
8508,,,,,,,NaN,NaN,,NaN,NaN,,
8509,100,54,63,16,6,88,NaN,NaN,131,NaN,NaN,51,37
8510,,,,,,,NaN,NaN,,NaN,NaN,,
8511,100,53,59,16,6,86,NaN,NaN,133,NaN,NaN,53,37
8512,,,,,,,NaN,NaN,,NaN,NaN,,
8513,100,51,62,16,6,88,NaN,NaN,132,NaN,NaN,50,37
8514,,,,,,,NaN,NaN,,NaN,NaN,,
8515,100,51,61,16,6,88,NaN,NaN,137,NaN,NaN,51,37
8516,,,,,,,NaN,NaN,,NaN,NaN,,
8517,100,50,68,16,6,92,NaN,NaN,138,NaN,NaN,51,37
8518,,,,,,,NaN,NaN,,NaN,NaN,,
8519,100,50,64,16,6,91,NaN,NaN,140,NaN,NaN,55,37
8520,,,,,,,NaN,NaN,,NaN,NaN,,
8521,100,48,62,16,6,91,NaN,NaN,140,NaN,NaN,53,37
8522,,,,,,,NaN,NaN,,NaN,NaN,,
8523,100,50,61,16,6,90,NaN,NaN,139,NaN,NaN,55,37
8524,,,,,,,NaN,NaN,,NaN,NaN,,
8525,100,51,70,16,6,95,NaN,NaN,138,NaN,NaN,53,37
8526,,,,,,,NaN,NaN,,NaN,NaN,,
8527,100,53,64,16,5,94,NaN,NaN,145,NaN,NaN,57,37
8528,,,,,,,NaN,NaN,,NaN,NaN,,
8529,100,53,60,16,5,91,NaN,NaN,142,NaN,NaN,57,37
8530,,,,,,,NaN,NaN,,NaN,NaN,,
8531,100,53,55,16,6,87,NaN,NaN,138,NaN,NaN,57,37
8532,,,,,,,NaN,NaN,,NaN,NaN,,
8533,100,53,64,16,6,89,NaN,NaN,130,NaN,NaN,53,37
8534,,,,,,,NaN,NaN,,NaN,NaN,,
8535,100,53,63,16,6,89,NaN,NaN,133,NaN,NaN,54,37
8536,,,,,,,NaN,NaN,,NaN,NaN,,
8537,100,54,60,16,6,88,NaN,NaN,134,NaN,NaN,51,37
8538,,,,,,,NaN,NaN,,NaN,NaN,,
8539,100,54,58,15,6,85,NaN,NaN,128,NaN,NaN,51,37
8540,,,,,,,NaN,NaN,,NaN,NaN,,
8541,100,55,64,15,6,89,NaN,NaN,133,NaN,NaN,49,37
8542,,,,,,,NaN,NaN,,NaN,NaN,,
8543,100,56,66,15,6,92,NaN,NaN,139,NaN,NaN,55,37
8544,,,,,,,NaN,NaN,,NaN,NaN,,
8545,100,59,69,15,5,96,NaN,NaN,141,NaN,NaN,56,37
8546,,,,,,,NaN,NaN,,NaN,NaN,,
8547,100,61,60,15,5,92,NaN,NaN,140,NaN,NaN,68,37
8548,,,,,,,NaN,NaN,,NaN,NaN,,
8549,100,62,59,15,5,90,NaN,NaN,138,NaN,NaN,62,37
8550,,,,,,,NaN,NaN,,NaN,NaN,,
8551,100,60,55,15,5,85,NaN,NaN,129,NaN,NaN,58,36
8552,,,,,,,NaN,NaN,,NaN,NaN,,
8553,100,61,56,15,5,84,NaN,NaN,126,NaN,NaN,55,36
8554,,,,,,,NaN,NaN,,NaN,NaN,,
8555,100,59,59,15,5,85,NaN,NaN,128,NaN,NaN,53,36
8556,,,,,,,NaN,NaN,,NaN,NaN,,
8557,100,58,58,15,5,85,NaN,NaN,130,NaN,NaN,53,37
8558,,,,,,,NaN,NaN,,NaN,NaN,,
8559,100,57,67,15,5,90,NaN,NaN,134,NaN,NaN,53,37
8560,,,,,,,NaN,NaN,,NaN,NaN,,
8561,100,59,65,15,5,91,NaN,NaN,137,NaN,NaN,59,37
8562,,,,,,,NaN,NaN,,NaN,NaN,,
8563,100,59,58,16,5,87,NaN,NaN,133,NaN,NaN,58,37
8564,,,,,,,NaN,NaN,,NaN,NaN,,
8565,100,58,59,16,5,86,NaN,NaN,129,NaN,NaN,55,37
8566,,,,,,,NaN,NaN,,NaN,NaN,,
8567,100,58,61,16,6,87,NaN,NaN,130,NaN,NaN,56,37
8568,,,,,,,NaN,NaN,,NaN,NaN,,
8569,100,58,61,16,6,87,NaN,NaN,130,NaN,NaN,54,37
8570,,,,,,,NaN,NaN,,NaN,NaN,,
8571,100,59,61,16,6,88,NaN,NaN,136,NaN,NaN,52,37
8572,,,,,,,NaN,NaN,,NaN,NaN,,
8573,100,58,59,16,6,87,NaN,NaN,134,NaN,NaN,56,37
8574,,,,,,,NaN,NaN,,NaN,NaN,,
8575,100,55,63,16,5,89,NaN,NaN,132,NaN,NaN,56,36
8576,,,,,,,NaN,NaN,,NaN,NaN,,
8577,100,56,60,16,5,87,NaN,NaN,131,NaN,NaN,59,36
8578,,,,,,,NaN,NaN,,NaN,NaN,,
8579,100,57,65,16,5,90,NaN,NaN,133,NaN,NaN,57,36
8580,,,,,,,NaN,NaN,,NaN,NaN,,
8581,100,59,61,16,5,90,NaN,NaN,137,NaN,NaN,60,37
8582,,,,,,,NaN,NaN,,NaN,NaN,,
8583,100,60,59,16,5,89,NaN,NaN,137,NaN,NaN,60,37
8584,,,,,,,NaN,NaN,,NaN,NaN,,
8585,100,60,63,16,5,89,NaN,NaN,131,NaN,NaN,60,37
8586,,,,,,,NaN,NaN,,NaN,NaN,,
8587,100,60,61,16,5,89,NaN,NaN,133,NaN,NaN,61,36
8588,,,,,,,NaN,NaN,,NaN,NaN,,
8589,100,60,62,16,5,89,NaN,NaN,133,NaN,NaN,59,36
8590,,,,,,,NaN,NaN,,NaN,NaN,,
8591,100,59,64,16,5,90,NaN,NaN,135,NaN,NaN,58,36
8592,,,,,,,NaN,NaN,,NaN,NaN,,
8593,100,59,61,16,5,89,NaN,NaN,136,NaN,NaN,60,36
8594,,,,,,,NaN,NaN,,NaN,NaN,,
8595,100,60,61,16,6,89,NaN,NaN,134,NaN,NaN,57,37
8596,,,,,,,NaN,NaN,,NaN,NaN,,
8597,100,60,56,16,6,86,NaN,NaN,134,NaN,NaN,57,37
8598,,,,,,,NaN,NaN,,NaN,NaN,,
8599,100,58,55,16,6,83,NaN,NaN,126,NaN,NaN,52,37
8600,,,,,,,NaN,NaN,,NaN,NaN,,
8601,100,57,60,16,6,86,NaN,NaN,129,NaN,NaN,50,38
8602,,,,,,,NaN,NaN,,NaN,NaN,,
8603,100,56,60,16,6,86,NaN,NaN,130,NaN,NaN,50,38
8604,,,,,,,NaN,NaN,,NaN,NaN,,
8605,100,53,59,16,6,86,NaN,NaN,132,NaN,NaN,49,38
8606,,,,,,,NaN,NaN,,NaN,NaN,,
8607,100,55,68,16,6,91,NaN,NaN,135,NaN,NaN,48,36
8608,,,,,,,NaN,NaN,,NaN,NaN,,
8609,100,57,66,16,6,93,NaN,NaN,141,NaN,NaN,57,36
8610,,,,,,,NaN,NaN,,NaN,NaN,,
8611,100,59,63,16,6,92,NaN,NaN,141,NaN,NaN,60,36
8612,,,,,,,NaN,NaN,,NaN,NaN,,
8613,100,57,58,16,5,89,NaN,NaN,137,NaN,NaN,61,36
8614,,,,,,,NaN,NaN,,NaN,NaN,,
8615,100,56,57,16,5,86,NaN,NaN,129,NaN,NaN,59,36
8616,,,,,,,NaN,NaN,,NaN,NaN,,
8617,100,56,57,16,6,85,NaN,NaN,130,NaN,NaN,54,36
8618,,,,,,,NaN,NaN,,NaN,NaN,,
8619,100,55,61,16,6,85,NaN,NaN,126,NaN,NaN,52,37
8620,,,,,,,NaN,NaN,,NaN,NaN,,
8621,100,53,57,16,6,83,NaN,NaN,125,NaN,NaN,50,37
8622,,,,,,,NaN,NaN,,NaN,NaN,,
8623,100,52,59,16,6,84,NaN,NaN,126,NaN,NaN,48,37
8624,,,,,,,NaN,NaN,,NaN,NaN,,
8625,100,51,64,16,6,87,NaN,NaN,128,NaN,NaN,49,36
8626,,,,,,,NaN,NaN,,NaN,NaN,,
8627,100,50,64,16,6,89,NaN,NaN,136,NaN,NaN,51,36
8628,,,,,,,NaN,NaN,,NaN,NaN,,
8629,100,50,65,16,6,91,NaN,NaN,137,NaN,NaN,51,36
8630,,,,,,,NaN,NaN,,NaN,NaN,,
8631,100,52,65,16,6,92,NaN,NaN,140,NaN,NaN,57,36
8632,,,,,,,NaN,NaN,,NaN,NaN,,
8633,100,53,57,16,6,88,NaN,NaN,136,NaN,NaN,58,36
8634,,,,,,,NaN,NaN,,NaN,NaN,,
8635,100,53,52,16,6,84,NaN,NaN,132,NaN,NaN,61,36
8636,,,,,,,NaN,NaN,,NaN,NaN,,
8637,100,58,62,16,6,86,NaN,NaN,124,NaN,NaN,57,37
8638,,,,,,,NaN,NaN,,NaN,NaN,,
8639,100,62,65,16,5,90,NaN,NaN,135,NaN,NaN,61,37
8640,,,,,,,NaN,NaN,,NaN,NaN,,
8641,100,62,57,16,5,86,NaN,NaN,135,NaN,NaN,61,37
8642,,,,,,,NaN,NaN,,NaN,NaN,,
8643,100,62,58,16,5,85,NaN,NaN,127,NaN,NaN,61,37
8644,,,,,,,NaN,NaN,,NaN,NaN,,
8645,100,62,55,16,5,83,NaN,NaN,126,NaN,NaN,63,37
8646,,,,,,,NaN,NaN,,NaN,NaN,,
8647,100,63,61,16,5,85,NaN,NaN,125,NaN,NaN,58,37
8648,,,,,,,NaN,NaN,,NaN,NaN,,
8649,100,63,58,16,5,84,NaN,NaN,128,NaN,NaN,62,37
8650,,,,,,,NaN,NaN,,NaN,NaN,,
8651,100,61,60,16,5,85,NaN,NaN,129,NaN,NaN,61,37
8652,,,,,,,NaN,NaN,,NaN,NaN,,
8653,100,60,58,16,5,84,NaN,NaN,129,NaN,NaN,61,37
8654,,,,,,,NaN,NaN,,NaN,NaN,,
8655,100,58,56,16,5,83,NaN,NaN,126,NaN,NaN,60,37
8656,,,,,,,NaN,NaN,,NaN,NaN,,
8657,100,56,61,16,5,85,NaN,NaN,126,NaN,NaN,51,37
8658,,,,,,,NaN,NaN,,NaN,NaN,,
8659,100,55,62,16,5,86,NaN,NaN,127,NaN,NaN,53,37
8660,,,,,,,NaN,NaN,,NaN,NaN,,
8661,100,55,57,16,5,84,NaN,NaN,132,NaN,NaN,54,37
8662,,,,,,,NaN,NaN,,NaN,NaN,,
8663,100,53,60,16,5,85,NaN,NaN,127,NaN,NaN,53,36
8664,,,,,,,NaN,NaN,,NaN,NaN,,
8665,100,56,61,16,5,87,NaN,NaN,131,NaN,NaN,55,36
8666,,,,,,,NaN,NaN,,NaN,NaN,,
8667,100,56,58,16,5,85,NaN,NaN,132,NaN,NaN,55,36
8668,,,,,,,NaN,NaN,,NaN,NaN,,
8669,100,54,60,16,5,86,NaN,NaN,129,NaN,NaN,54,37
8670,,,,,,,NaN,NaN,,NaN,NaN,,
8671,100,55,56,16,5,84,NaN,NaN,129,NaN,NaN,54,37
8672,,,,,,,NaN,NaN,,NaN,NaN,,
8673,100,53,57,16,5,83,NaN,NaN,127,NaN,NaN,52,37
8674,,,,,,,NaN,NaN,,NaN,NaN,,
8675,100,54,61,16,5,84,NaN,NaN,126,NaN,NaN,50,37
8676,,,,,,,NaN,NaN,,NaN,NaN,,
8677,100,55,57,16,5,83,NaN,NaN,129,NaN,NaN,51,37
8678,,,,,,,NaN,NaN,,NaN,NaN,,
8679,100,53,60,16,5,84,NaN,NaN,125,NaN,NaN,51,37
8680,,,,,,,NaN,NaN,,NaN,NaN,,
8681,100,53,59,16,5,84,NaN,NaN,125,NaN,NaN,53,36
8682,,,,,,,NaN,NaN,,NaN,NaN,,
8683,100,54,60,16,5,84,NaN,NaN,126,NaN,NaN,54,36
8684,,,,,,,NaN,NaN,,NaN,NaN,,
8685,100,56,59,16,5,85,NaN,NaN,130,NaN,NaN,54,36
8686,,,,,,,NaN,NaN,,NaN,NaN,,
8687,100,56,64,16,5,88,NaN,NaN,132,NaN,NaN,53,37
8688,,,,,,,NaN,NaN,,NaN,NaN,,
8689,100,56,59,16,5,87,NaN,NaN,136,NaN,NaN,57,37
8690,,,,,,,NaN,NaN,,NaN,NaN,,
8691,100,56,61,16,5,87,NaN,NaN,130,NaN,NaN,55,37
8692,,,,,,,NaN,NaN,,NaN,NaN,,
8693,100,58,62,16,5,88,NaN,NaN,131,NaN,NaN,55,37
8694,,,,,,,NaN,NaN,,NaN,NaN,,
8695,100,58,62,16,5,88,NaN,NaN,131,NaN,NaN,55,37
8696,,,,,,,NaN,NaN,,NaN,NaN,,
8697,100,60,59,16,5,88,NaN,NaN,136,NaN,NaN,57,37
8698,,,,,,,NaN,NaN,,NaN,NaN,,
8699,100,60,57,16,5,85,NaN,NaN,127,NaN,NaN,57,37
8700,,,,,,,NaN,NaN,,NaN,NaN,,
8701,100,59,62,16,5,88,NaN,NaN,134,NaN,NaN,57,37
8702,,,,,,,NaN,NaN,,NaN,NaN,,
8703,100,60,67,16,5,92,NaN,NaN,136,NaN,NaN,65,37
8704,,,,,,,NaN,NaN,,NaN,NaN,,
8705,100,64,60,16,5,89,NaN,NaN,136,NaN,NaN,67,37
8706,,,,,,,NaN,NaN,,NaN,NaN,,
8707,100,63,57,16,4,87,NaN,NaN,133,NaN,NaN,66,37
8708,,,,,,,NaN,NaN,,NaN,NaN,,
8709,100,61,60,16,4,86,NaN,NaN,125,NaN,NaN,63,37
8710,,,,,,,NaN,NaN,,NaN,NaN,,
8711,100,60,54,16,5,81,NaN,NaN,121,NaN,NaN,58,37
8712,,,,,,,NaN,NaN,,NaN,NaN,,
8713,100,58,50,16,5,78,NaN,NaN,120,NaN,NaN,55,37
8714,,,,,,,NaN,NaN,,NaN,NaN,,
8715,100,58,56,16,5,79,NaN,NaN,118,NaN,NaN,53,37
8716,,,,,,,NaN,NaN,,NaN,NaN,,
8717,100,59,58,16,5,81,NaN,NaN,125,NaN,NaN,50,37
8718,,,,,,,NaN,NaN,,NaN,NaN,,
8719,100,60,58,16,5,82,NaN,NaN,127,NaN,NaN,51,38
8720,,,,,,,NaN,NaN,,NaN,NaN,,
8721,100,58,60,16,5,85,NaN,NaN,127,NaN,NaN,51,38
8722,,,,,,,NaN,NaN,,NaN,NaN,,
8723,100,57,58,16,5,84,NaN,NaN,128,NaN,NaN,55,38
8724,,,,,,,NaN,NaN,,NaN,NaN,,
8725,100,59,57,16,5,84,NaN,NaN,127,NaN,NaN,55,37
8726,,,,,,,NaN,NaN,,NaN,NaN,,
8727,100,59,49,16,5,77,NaN,NaN,118,NaN,NaN,58,37
8728,,,,,,,NaN,NaN,,NaN,NaN,,
8729,100,58,50,16,4,76,NaN,NaN,114,NaN,NaN,58,37
8730,,,,,,,NaN,NaN,,NaN,NaN,,
8731,100,57,55,16,4,77,NaN,NaN,115,NaN,NaN,57,37
8732,,,,,,,NaN,NaN,,NaN,NaN,,
8733,100,56,60,16,4,82,NaN,NaN,123,NaN,NaN,57,37
8734,,,,,,,NaN,NaN,,NaN,NaN,,
8735,100,57,55,16,4,80,NaN,NaN,123,NaN,NaN,57,37
8736,,,,,,,NaN,NaN,,NaN,NaN,,
8737,100,56,63,16,4,84,NaN,NaN,122,NaN,NaN,54,37
8738,,,,,,,NaN,NaN,,NaN,NaN,,
8739,100,55,60,16,4,85,NaN,NaN,130,NaN,NaN,59,36
8740,,,,,,,NaN,NaN,,NaN,NaN,,
8741,100,58,62,16,4,88,NaN,NaN,131,NaN,NaN,59,36
8742,,,,,,,NaN,NaN,,NaN,NaN,,
8743,100,62,62,16,4,88,NaN,NaN,133,NaN,NaN,60,36
8744,,,,,,,NaN,NaN,,NaN,NaN,,
8745,100,67,55,16,4,84,NaN,NaN,130,NaN,NaN,70,37
8746,,,,,,,NaN,NaN,,NaN,NaN,,
8747,100,67,54,16,4,82,NaN,NaN,124,NaN,NaN,65,37
8748,,,,,,,NaN,NaN,,NaN,NaN,,
8749,100,64,54,16,4,80,NaN,NaN,118,NaN,NaN,61,37
8750,,,,,,,NaN,NaN,,NaN,NaN,,
8751,100,61,56,16,4,80,NaN,NaN,121,NaN,NaN,57,38
8752,,,,,,,NaN,NaN,,NaN,NaN,,
8753,100,60,55,16,4,80,NaN,NaN,122,NaN,NaN,57,38
8754,,,,,,,NaN,NaN,,NaN,NaN,,
8755,100,59,61,16,4,84,NaN,NaN,124,NaN,NaN,57,38
8756,,,,,,,NaN,NaN,,NaN,NaN,,
8757,100,56,54,16,5,81,NaN,NaN,126,NaN,NaN,56,38
8758,,,,,,,NaN,NaN,,NaN,NaN,,
8759,100,56,50,16,5,76,NaN,NaN,119,NaN,NaN,55,38
8760,,,,,,,NaN,NaN,,NaN,NaN,,
