time,Solar8000/RR_CO2,SNUADC/ECG_II,Solar8000/CVP,Solar8000/HR,Solar8000/PLETH_HR,Solar8000/ART_SBP,SNUADC/ECG_V5,Solar8000/ETCO2,Solar8000/ART_DBP,SNUADC/CVP,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,SNUADC/ART
4096,18,NaN,8,77,78,97,NaN,32,59,NaN,72,99,NaN
4097,,NaN,,,,,NaN,,,NaN,,,NaN
4098,18,NaN,8,77,78,97,NaN,32,60,NaN,72,100,NaN
4099,,NaN,,,,,NaN,,,NaN,,,NaN
4100,18,NaN,8,77,78,96,NaN,33,59,NaN,72,100,NaN
4101,,NaN,,,,,NaN,,,NaN,,,NaN
4102,18,NaN,8,77,78,97,NaN,33,59,NaN,72,99,NaN
4103,,NaN,,,,,NaN,,,NaN,,,NaN
4104,18,NaN,9,77,77,95,NaN,33,58,NaN,72,99,NaN
4105,,NaN,,,,,NaN,,,NaN,,,NaN
4106,18,NaN,9,77,78,96,NaN,33,58,NaN,71,99,NaN
4107,,NaN,,,,,NaN,,,NaN,,,NaN
4108,18,NaN,8,77,77,96,NaN,33,58,NaN,71,99,NaN
4109,,NaN,,,,,NaN,,,NaN,,,NaN
4110,18,NaN,8,77,77,94,NaN,33,57,NaN,70,99,NaN
4111,,NaN,,,,,NaN,,,NaN,,,NaN
4112,18,NaN,8,76,77,96,NaN,33,57,NaN,71,99,NaN
4113,,NaN,,,,,NaN,,,NaN,,,NaN
4114,18,NaN,8,76,77,93,NaN,32,57,NaN,70,99,NaN
4115,,NaN,,,,,NaN,,,NaN,,,NaN
4116,18,NaN,9,76,77,94,NaN,32,57,NaN,70,99,NaN
4117,,NaN,,,,,NaN,,,NaN,,,NaN
4118,18,NaN,9,77,77,96,NaN,32,58,NaN,71,99,NaN
4119,,NaN,,,,,NaN,,,NaN,,,NaN
4120,18,NaN,9,77,78,95,NaN,32,58,NaN,71,99,NaN
4121,,NaN,,,,,NaN,,,NaN,,,NaN
4122,18,NaN,9,77,78,97,NaN,33,58,NaN,71,98,NaN
4123,,NaN,,,,,NaN,,,NaN,,,NaN
4124,18,NaN,8,77,78,95,NaN,33,58,NaN,70,98,NaN
4125,,NaN,,,,,NaN,,,NaN,,,NaN
4126,18,NaN,8,77,77,95,NaN,33,56,NaN,70,99,NaN
4127,,NaN,,,,,NaN,,,NaN,,,NaN
4128,18,NaN,8,75,76,95,NaN,33,57,NaN,70,99,NaN
4129,,NaN,,,,,NaN,,,NaN,,,NaN
4130,18,NaN,8,75,76,94,NaN,33,57,NaN,70,99,NaN
4131,,NaN,,,,,NaN,,,NaN,,,NaN
4132,18,NaN,8,75,75,96,NaN,33,57,NaN,70,99,NaN
4133,,NaN,,,,,NaN,,,NaN,,,NaN
4134,18,NaN,8,76,76,94,NaN,32,57,NaN,70,99,NaN
4135,,NaN,,,,,NaN,,,NaN,,,NaN
4136,18,NaN,8,76,76,96,NaN,32,58,NaN,71,99,NaN
4137,,NaN,,,,,NaN,,,NaN,,,NaN
4138,18,NaN,8,76,76,97,NaN,32,60,NaN,72,99,NaN
4139,,NaN,,,,,NaN,,,NaN,,,NaN
4140,18,NaN,8,76,77,96,NaN,33,59,NaN,71,99,NaN
4141,,NaN,,,,,NaN,,,NaN,,,NaN
4142,18,NaN,8,76,76,98,NaN,33,59,NaN,72,99,NaN
4143,,NaN,,,,,NaN,,,NaN,,,NaN
4144,18,NaN,8,76,77,97,NaN,33,60,NaN,72,99,NaN
4145,,NaN,,,,,NaN,,,NaN,,,NaN
4146,18,NaN,8,76,77,98,NaN,33,59,NaN,72,99,NaN
4147,,NaN,,,,,NaN,,,NaN,,,NaN
4148,18,NaN,8,76,77,97,NaN,33,59,NaN,72,99,NaN
4149,,NaN,,,,,NaN,,,NaN,,,NaN
4150,18,NaN,9,76,77,96,NaN,33,59,NaN,72,99,NaN
4151,,NaN,,,,,NaN,,,NaN,,,NaN
4152,18,NaN,9,76,77,99,NaN,33,60,NaN,73,99,NaN
4153,,NaN,,,,,NaN,,,NaN,,,NaN
4154,18,NaN,8,76,77,99,NaN,33,60,NaN,73,99,NaN
4155,,NaN,,,,,NaN,,,NaN,,,NaN
4156,18,NaN,8,75,76,103,NaN,33,60,NaN,74,98,NaN
4157,,NaN,,,,,NaN,,,NaN,,,NaN
4158,18,NaN,8,75,76,102,NaN,33,60,NaN,74,98,NaN
4159,,NaN,,,,,NaN,,,NaN,,,NaN
4160,18,NaN,8,75,76,100,NaN,33,60,NaN,74,98,NaN
4161,,NaN,,,,,NaN,,,NaN,,,NaN
4162,18,NaN,9,76,76,102,NaN,33,61,NaN,74,98,NaN
4163,,NaN,,,,,NaN,,,NaN,,,NaN
4164,18,NaN,9,76,76,100,NaN,33,60,NaN,74,99,NaN
4165,,NaN,,,,,NaN,,,NaN,,,NaN
4166,18,NaN,9,76,77,101,NaN,33,60,NaN,74,99,NaN
4167,,NaN,,,,,NaN,,,NaN,,,NaN
4168,18,NaN,8,76,76,101,NaN,33,59,NaN,73,99,NaN
4169,,NaN,,,,,NaN,,,NaN,,,NaN
4170,18,NaN,8,75,76,98,NaN,33,58,NaN,72,99,NaN
4171,,NaN,,,,,NaN,,,NaN,,,NaN
4172,18,NaN,8,75,76,98,NaN,33,58,NaN,72,99,NaN
4173,,NaN,,,,,NaN,,,NaN,,,NaN
4174,18,NaN,8,75,75,96,NaN,33,58,NaN,72,99,NaN
4175,,NaN,,,,,NaN,,,NaN,,,NaN
4176,18,NaN,8,75,75,96,NaN,33,58,NaN,71,99,NaN
4177,,NaN,,,,,NaN,,,NaN,,,NaN
4178,18,NaN,8,76,76,96,NaN,32,58,NaN,71,99,NaN
4179,,NaN,,,,,NaN,,,NaN,,,NaN
4180,18,NaN,8,76,76,94,NaN,32,57,NaN,70,99,NaN
4181,,NaN,,,,,NaN,,,NaN,,,NaN
4182,18,NaN,8,76,77,96,NaN,32,57,NaN,70,99,NaN
4183,,NaN,,,,,NaN,,,NaN,,,NaN
4184,18,NaN,8,76,77,93,NaN,33,57,NaN,69,99,NaN
4185,,NaN,,,,,NaN,,,NaN,,,NaN
4186,18,NaN,8,75,76,92,NaN,33,56,NaN,69,99,NaN
4187,,NaN,,,,,NaN,,,NaN,,,NaN
4188,18,NaN,8,75,76,94,NaN,33,56,NaN,69,99,NaN
4189,,NaN,,,,,NaN,,,NaN,,,NaN
4190,18,NaN,8,75,76,91,NaN,33,56,NaN,69,99,NaN
4191,,NaN,,,,,NaN,,,NaN,,,NaN
4192,18,NaN,9,75,75,93,NaN,33,56,NaN,69,99,NaN
4193,,NaN,,,,,NaN,,,NaN,,,NaN
4194,18,NaN,9,75,75,91,NaN,33,55,NaN,68,99,NaN
4195,,NaN,,,,,NaN,,,NaN,,,NaN
4196,18,NaN,8,74,75,91,NaN,33,55,NaN,68,99,NaN
4197,,NaN,,,,,NaN,,,NaN,,,NaN
4198,18,NaN,8,74,75,91,NaN,33,55,NaN,68,99,NaN
4199,,NaN,,,,,NaN,,,NaN,,,NaN
4200,18,NaN,8,74,75,90,NaN,33,56,NaN,68,99,NaN
4201,,NaN,,,,,NaN,,,NaN,,,NaN
4202,18,NaN,8,74,75,92,NaN,33,56,NaN,68,99,NaN
4203,,NaN,,,,,NaN,,,NaN,,,NaN
4204,18,NaN,8,75,75,91,NaN,33,56,NaN,68,99,NaN
4205,,NaN,,,,,NaN,,,NaN,,,NaN
4206,18,NaN,9,75,75,90,NaN,33,55,NaN,68,99,NaN
4207,,NaN,,,,,NaN,,,NaN,,,NaN
4208,18,NaN,9,75,75,92,NaN,33,56,NaN,68,99,NaN
4209,,NaN,,,,,NaN,,,NaN,,,NaN
4210,18,NaN,9,75,76,91,NaN,33,56,NaN,68,99,NaN
4211,,NaN,,,,,NaN,,,NaN,,,NaN
4212,18,NaN,9,75,76,93,NaN,33,56,NaN,68,99,NaN
4213,,NaN,,,,,NaN,,,NaN,,,NaN
4214,18,NaN,8,75,76,91,NaN,33,56,NaN,68,99,NaN
4215,,NaN,,,,,NaN,,,NaN,,,NaN
4216,18,NaN,8,75,76,92,NaN,33,55,NaN,68,99,NaN
4217,,NaN,,,,,NaN,,,NaN,,,NaN
4218,18,NaN,8,75,75,92,NaN,33,56,NaN,68,99,NaN
4219,,NaN,,,,,NaN,,,NaN,,,NaN
4220,18,NaN,8,74,75,91,NaN,33,56,NaN,68,99,NaN
4221,,NaN,,,,,NaN,,,NaN,,,NaN
4222,18,NaN,9,74,75,92,NaN,33,56,NaN,68,99,NaN
4223,,NaN,,,,,NaN,,,NaN,,,NaN
4224,18,NaN,9,75,75,91,NaN,33,56,NaN,68,99,NaN
4225,,NaN,,,,,NaN,,,NaN,,,NaN
4226,18,NaN,8,75,75,91,NaN,33,55,NaN,68,99,NaN
4227,,NaN,,,,,NaN,,,NaN,,,NaN
4228,18,NaN,8,75,76,91,NaN,33,55,NaN,68,99,NaN
4229,,NaN,,,,,NaN,,,NaN,,,NaN
4230,18,NaN,8,76,76,90,NaN,33,55,NaN,67,99,NaN
4231,,NaN,,,,,NaN,,,NaN,,,NaN
4232,18,NaN,8,75,76,93,NaN,32,56,NaN,68,99,NaN
4233,,NaN,,,,,NaN,,,NaN,,,NaN
4234,18,NaN,8,76,76,92,NaN,32,57,NaN,68,99,NaN
4235,,NaN,,,,,NaN,,,NaN,,,NaN
4236,18,NaN,8,75,76,94,NaN,32,57,NaN,69,99,NaN
4237,,NaN,,,,,NaN,,,NaN,,,NaN
4238,18,NaN,8,76,76,94,NaN,33,57,NaN,69,99,NaN
4239,,NaN,,,,,NaN,,,NaN,,,NaN
4240,18,NaN,9,76,77,92,NaN,33,57,NaN,69,99,NaN
4241,,NaN,,,,,NaN,,,NaN,,,NaN
4242,18,NaN,9,76,77,95,NaN,33,57,NaN,70,99,NaN
4243,,NaN,,,,,NaN,,,NaN,,,NaN
4244,18,NaN,8,77,77,94,NaN,32,57,NaN,69,99,NaN
4245,,NaN,,,,,NaN,,,NaN,,,NaN
4246,18,NaN,8,77,77,94,NaN,32,56,NaN,69,99,NaN
4247,,NaN,,,,,NaN,,,NaN,,,NaN
4248,18,NaN,8,76,77,95,NaN,32,57,NaN,69,99,NaN
4249,,NaN,,,,,NaN,,,NaN,,,NaN
4250,18,NaN,8,76,77,92,NaN,32,55,NaN,68,99,NaN
4251,,NaN,,,,,NaN,,,NaN,,,NaN
4252,18,NaN,8,76,76,93,NaN,33,55,NaN,68,99,NaN
4253,,NaN,,,,,NaN,,,NaN,,,NaN
4254,18,NaN,8,75,76,90,NaN,33,55,NaN,68,99,NaN
4255,,NaN,,,,,NaN,,,NaN,,,NaN
4256,18,NaN,8,75,76,91,NaN,33,55,NaN,67,99,NaN
4257,,NaN,,,,,NaN,,,NaN,,,NaN
4258,18,NaN,8,74,75,91,NaN,33,55,NaN,67,99,NaN
4259,,NaN,,,,,NaN,,,NaN,,,NaN
4260,18,NaN,8,75,75,90,NaN,33,55,NaN,67,99,NaN
4261,,NaN,,,,,NaN,,,NaN,,,NaN
4262,18,NaN,8,75,75,92,NaN,33,55,NaN,67,99,NaN
4263,,NaN,,,,,NaN,,,NaN,,,NaN
4264,18,NaN,8,75,75,90,NaN,33,55,NaN,67,99,NaN
4265,,NaN,,,,,NaN,,,NaN,,,NaN
4266,18,NaN,8,74,75,92,NaN,33,55,NaN,67,99,NaN
4267,,NaN,,,,,NaN,,,NaN,,,NaN
4268,18,NaN,8,74,75,94,NaN,33,57,NaN,69,99,NaN
4269,,NaN,,,,,NaN,,,NaN,,,NaN
4270,18,NaN,10,75,75,93,NaN,33,58,NaN,69,99,NaN
4271,,NaN,,,,,NaN,,,NaN,,,NaN
4272,18,NaN,10,75,75,96,NaN,33,60,NaN,71,99,NaN
4273,,NaN,,,,,NaN,,,NaN,,,NaN
4274,18,NaN,13,75,75,93,NaN,33,60,NaN,71,99,NaN
4275,,NaN,,,,,NaN,,,NaN,,,NaN
4276,18,NaN,13,75,75,98,NaN,33,60,NaN,72,99,NaN
4277,,NaN,,,,,NaN,,,NaN,,,NaN
4278,18,NaN,14,75,75,97,NaN,33,61,NaN,73,99,NaN
4279,,NaN,,,,,NaN,,,NaN,,,NaN
4280,18,NaN,14,75,75,89,NaN,33,45,NaN,72,99,NaN
4281,,NaN,,,,,NaN,,,NaN,,,NaN
4282,18,NaN,14,75,75,101,NaN,33,57,NaN,73,99,NaN
4283,,NaN,,,,,NaN,,,NaN,,,NaN
4284,18,NaN,14,75,75,99,NaN,33,52,NaN,73,99,NaN
4285,,NaN,,,,,NaN,,,NaN,,,NaN
4286,18,NaN,13,75,76,95,NaN,33,51,NaN,71,99,NaN
4287,,NaN,,,,,NaN,,,NaN,,,NaN
4288,18,NaN,13,76,76,91,NaN,33,53,NaN,68,99,NaN
4289,,NaN,,,,,NaN,,,NaN,,,NaN
4290,18,NaN,5,76,77,90,NaN,33,53,NaN,67,99,NaN
4291,,NaN,,,,,NaN,,,NaN,,,NaN
4292,18,NaN,5,76,76,91,NaN,33,53,NaN,66,99,NaN
4293,,NaN,,,,,NaN,,,NaN,,,NaN
4294,18,NaN,5,76,76,89,NaN,33,53,NaN,66,99,NaN
4295,,NaN,,,,,NaN,,,NaN,,,NaN
4296,18,NaN,5,75,76,89,NaN,33,53,NaN,65,99,NaN
4297,,NaN,,,,,NaN,,,NaN,,,NaN
4298,18,NaN,5,75,76,90,NaN,33,52,NaN,65,99,NaN
4299,,NaN,,,,,NaN,,,NaN,,,NaN
4300,18,NaN,5,76,76,87,NaN,33,51,NaN,64,99,NaN
4301,,NaN,,,,,NaN,,,NaN,,,NaN
4302,18,NaN,5,76,76,88,NaN,33,51,NaN,64,99,NaN
4303,,NaN,,,,,NaN,,,NaN,,,NaN
4304,18,NaN,5,75,76,85,NaN,33,51,NaN,63,99,NaN
4305,,NaN,,,,,NaN,,,NaN,,,NaN
4306,18,NaN,5,75,76,85,NaN,32,50,NaN,63,99,NaN
4307,,NaN,,,,,NaN,,,NaN,,,NaN
4308,18,NaN,5,75,75,85,NaN,32,50,NaN,63,99,NaN
4309,,NaN,,,,,NaN,,,NaN,,,NaN
4310,18,NaN,5,75,76,83,NaN,32,50,NaN,62,99,NaN
4311,,NaN,,,,,NaN,,,NaN,,,NaN
4312,18,NaN,5,75,76,85,NaN,32,50,NaN,62,99,NaN
4313,,NaN,,,,,NaN,,,NaN,,,NaN
4314,18,NaN,5,76,76,83,NaN,33,50,NaN,61,99,NaN
4315,,NaN,,,,,NaN,,,NaN,,,NaN
4316,18,NaN,5,76,76,84,NaN,33,50,NaN,62,98,NaN
4317,,NaN,,,,,NaN,,,NaN,,,NaN
4318,18,NaN,5,75,76,85,NaN,33,50,NaN,62,99,NaN
4319,,NaN,,,,,NaN,,,NaN,,,NaN
4320,18,NaN,5,75,76,84,NaN,33,50,NaN,61,99,NaN
4321,,NaN,,,,,NaN,,,NaN,,,NaN
4322,18,NaN,5,75,76,85,NaN,33,50,NaN,62,99,NaN
4323,,NaN,,,,,NaN,,,NaN,,,NaN
4324,18,NaN,5,75,76,83,NaN,33,50,NaN,61,99,NaN
4325,,NaN,,,,,NaN,,,NaN,,,NaN
4326,18,NaN,5,75,76,85,NaN,33,50,NaN,62,99,NaN
4327,,NaN,,,,,NaN,,,NaN,,,NaN
4328,18,NaN,5,75,76,86,NaN,33,51,NaN,63,98,NaN
4329,,NaN,,,,,NaN,,,NaN,,,NaN
4330,18,NaN,5,76,77,85,NaN,33,51,NaN,62,98,NaN
4331,,NaN,,,,,NaN,,,NaN,,,NaN
4332,18,NaN,5,77,77,87,NaN,33,51,NaN,63,98,NaN
4333,,NaN,,,,,NaN,,,NaN,,,NaN
4334,18,NaN,5,77,77,85,NaN,33,51,NaN,63,99,NaN
4335,,NaN,,,,,NaN,,,NaN,,,NaN
4336,18,NaN,5,77,78,85,NaN,33,51,NaN,63,99,NaN
4337,,NaN,,,,,NaN,,,NaN,,,NaN
4338,18,NaN,5,76,77,84,NaN,33,51,NaN,62,99,NaN
4339,,NaN,,,,,NaN,,,NaN,,,NaN
4340,18,NaN,5,76,77,85,NaN,33,50,NaN,62,99,NaN
4341,,NaN,,,,,NaN,,,NaN,,,NaN
4342,18,NaN,5,75,76,87,NaN,33,52,NaN,63,99,NaN
4343,,NaN,,,,,NaN,,,NaN,,,NaN
4344,18,NaN,5,75,76,87,NaN,33,53,NaN,64,99,NaN
4345,,NaN,,,,,NaN,,,NaN,,,NaN
4346,18,NaN,5,75,75,91,NaN,33,53,NaN,65,99,NaN
4347,,NaN,,,,,NaN,,,NaN,,,NaN
4348,18,NaN,5,75,75,92,NaN,33,54,NaN,66,99,NaN
4349,,NaN,,,,,NaN,,,NaN,,,NaN
4350,18,NaN,5,75,76,91,NaN,33,54,NaN,66,98,NaN
4351,,NaN,,,,,NaN,,,NaN,,,NaN
4352,18,NaN,5,75,75,94,NaN,33,55,NaN,67,98,NaN
4353,,NaN,,,,,NaN,,,NaN,,,NaN
4354,18,NaN,5,75,76,92,NaN,33,55,NaN,66,98,NaN
4355,,NaN,,,,,NaN,,,NaN,,,NaN
4356,18,NaN,5,75,76,92,NaN,33,54,NaN,66,98,NaN
4357,,NaN,,,,,NaN,,,NaN,,,NaN
4358,18,NaN,5,76,76,92,NaN,33,55,NaN,66,98,NaN
4359,,NaN,,,,,NaN,,,NaN,,,NaN
4360,18,NaN,5,75,76,95,NaN,33,57,NaN,68,98,NaN
4361,,NaN,,,,,NaN,,,NaN,,,NaN
4362,18,NaN,5,74,75,99,NaN,33,58,NaN,69,98,NaN
4363,,NaN,,,,,NaN,,,NaN,,,NaN
4364,18,NaN,6,74,75,99,NaN,33,59,NaN,71,98,NaN
4365,,NaN,,,,,NaN,,,NaN,,,NaN
4366,18,NaN,6,73,74,101,NaN,33,59,NaN,72,97,NaN
4367,,NaN,,,,,NaN,,,NaN,,,NaN
4368,18,NaN,6,73,74,102,NaN,32,59,NaN,73,97,NaN
4369,,NaN,,,,,NaN,,,NaN,,,NaN
4370,18,NaN,6,73,74,101,NaN,32,59,NaN,73,98,NaN
4371,,NaN,,,,,NaN,,,NaN,,,NaN
4372,18,NaN,5,74,74,103,NaN,32,59,NaN,73,98,NaN
4373,,NaN,,,,,NaN,,,NaN,,,NaN
4374,18,NaN,5,74,74,100,NaN,32,59,NaN,73,98,NaN
4375,,NaN,,,,,NaN,,,NaN,,,NaN
4376,18,NaN,6,75,74,102,NaN,32,59,NaN,73,99,NaN
4377,,NaN,,,,,NaN,,,NaN,,,NaN
4378,18,NaN,6,74,74,102,NaN,32,59,NaN,74,98,NaN
4379,,NaN,,,,,NaN,,,NaN,,,NaN
4380,18,NaN,6,73,74,102,NaN,32,59,NaN,74,98,NaN
4381,,NaN,,,,,NaN,,,NaN,,,NaN
4382,18,NaN,6,73,74,104,NaN,33,59,NaN,74,99,NaN
4383,,NaN,,,,,NaN,,,NaN,,,NaN
4384,18,NaN,6,73,74,102,NaN,33,59,NaN,73,99,NaN
4385,,NaN,,,,,NaN,,,NaN,,,NaN
4386,18,NaN,6,73,73,103,NaN,33,59,NaN,74,99,NaN
4387,,NaN,,,,,NaN,,,NaN,,,NaN
4388,18,NaN,6,72,73,103,NaN,33,60,NaN,74,98,NaN
4389,,NaN,,,,,NaN,,,NaN,,,NaN
4390,18,NaN,6,72,73,103,NaN,33,60,NaN,74,98,NaN
4391,,NaN,,,,,NaN,,,NaN,,,NaN
4392,18,NaN,6,73,73,106,NaN,33,61,NaN,75,99,NaN
4393,,NaN,,,,,NaN,,,NaN,,,NaN
4394,18,NaN,6,73,74,105,NaN,33,61,NaN,75,98,NaN
4395,,NaN,,,,,NaN,,,NaN,,,NaN
4396,18,NaN,6,73,74,106,NaN,34,61,NaN,76,98,NaN
4397,,NaN,,,,,NaN,,,NaN,,,NaN
4398,18,NaN,5,74,74,107,NaN,34,62,NaN,76,99,NaN
4399,,NaN,,,,,NaN,,,NaN,,,NaN
4400,18,NaN,5,74,75,107,NaN,34,62,NaN,77,99,NaN
4401,,NaN,,,,,NaN,,,NaN,,,NaN
4402,18,NaN,6,75,75,110,NaN,33,64,NaN,78,99,NaN
4403,,NaN,,,,,NaN,,,NaN,,,NaN
4404,18,NaN,6,75,75,108,NaN,33,64,NaN,78,99,NaN
4405,,NaN,,,,,NaN,,,NaN,,,NaN
4406,18,NaN,6,75,76,110,NaN,33,64,NaN,79,98,NaN
4407,,NaN,,,,,NaN,,,NaN,,,NaN
4408,18,NaN,6,76,76,112,NaN,34,65,NaN,80,98,NaN
4409,,NaN,,,,,NaN,,,NaN,,,NaN
4410,18,NaN,6,76,77,111,NaN,34,64,NaN,80,99,NaN
4411,,NaN,,,,,NaN,,,NaN,,,NaN
4412,18,NaN,6,77,77,113,NaN,34,65,NaN,81,98,NaN
4413,,NaN,,,,,NaN,,,NaN,,,NaN
4414,18,NaN,6,77,77,111,NaN,34,65,NaN,81,99,NaN
4415,,NaN,,,,,NaN,,,NaN,,,NaN
4416,18,NaN,6,77,78,112,NaN,34,65,NaN,81,99,NaN
4417,,NaN,,,,,NaN,,,NaN,,,NaN
4418,18,NaN,6,77,78,112,NaN,34,65,NaN,81,99,NaN
4419,,NaN,,,,,NaN,,,NaN,,,NaN
4420,18,NaN,6,78,78,110,NaN,34,64,NaN,80,100,NaN
4421,,NaN,,,,,NaN,,,NaN,,,NaN
4422,18,NaN,6,77,78,111,NaN,34,64,NaN,81,100,NaN
4423,,NaN,,,,,NaN,,,NaN,,,NaN
4424,18,NaN,6,77,77,110,NaN,34,64,NaN,80,100,NaN
4425,,NaN,,,,,NaN,,,NaN,,,NaN
4426,18,NaN,6,76,77,112,NaN,34,64,NaN,81,100,NaN
4427,,NaN,,,,,NaN,,,NaN,,,NaN
4428,18,NaN,6,76,76,112,NaN,34,65,NaN,81,99,NaN
4429,,NaN,,,,,NaN,,,NaN,,,NaN
4430,18,NaN,6,76,76,112,NaN,34,66,NaN,82,99,NaN
4431,,NaN,,,,,NaN,,,NaN,,,NaN
4432,18,NaN,6,75,76,115,NaN,34,67,NaN,83,99,NaN
4433,,NaN,,,,,NaN,,,NaN,,,NaN
4434,18,NaN,6,76,76,115,NaN,34,67,NaN,83,99,NaN
4435,,NaN,,,,,NaN,,,NaN,,,NaN
4436,18,NaN,6,76,77,116,NaN,35,67,NaN,84,99,NaN
4437,,NaN,,,,,NaN,,,NaN,,,NaN
4438,18,NaN,6,76,77,116,NaN,35,67,NaN,84,99,NaN
4439,,NaN,,,,,NaN,,,NaN,,,NaN
4440,18,NaN,6,77,77,115,NaN,35,66,NaN,84,99,NaN
4441,,NaN,,,,,NaN,,,NaN,,,NaN
4442,18,NaN,6,77,77,116,NaN,34,66,NaN,84,99,NaN
4443,,NaN,,,,,NaN,,,NaN,,,NaN
4444,18,NaN,6,77,77,112,NaN,34,65,NaN,82,100,NaN
4445,,NaN,,,,,NaN,,,NaN,,,NaN
4446,18,NaN,6,77,77,113,NaN,34,64,NaN,82,100,NaN
4447,,NaN,,,,,NaN,,,NaN,,,NaN
4448,18,NaN,6,76,77,111,NaN,35,63,NaN,81,100,NaN
4449,,NaN,,,,,NaN,,,NaN,,,NaN
4450,18,NaN,6,76,77,110,NaN,35,62,NaN,79,100,NaN
4451,,NaN,,,,,NaN,,,NaN,,,NaN
4452,18,NaN,6,76,76,109,NaN,35,62,NaN,79,100,NaN
4453,,NaN,,,,,NaN,,,NaN,,,NaN
4454,18,NaN,6,75,76,108,NaN,35,62,NaN,78,100,NaN
4455,,NaN,,,,,NaN,,,NaN,,,NaN
4456,18,NaN,6,75,76,109,NaN,34,62,NaN,78,100,NaN
4457,,NaN,,,,,NaN,,,NaN,,,NaN
4458,18,NaN,6,75,75,109,NaN,34,62,NaN,78,100,NaN
4459,,NaN,,,,,NaN,,,NaN,,,NaN
4460,18,NaN,6,75,75,107,NaN,34,63,NaN,78,100,NaN
4461,,NaN,,,,,NaN,,,NaN,,,NaN
4462,18,NaN,6,75,75,108,NaN,35,63,NaN,78,100,NaN
4463,,NaN,,,,,NaN,,,NaN,,,NaN
4464,18,NaN,6,75,76,107,NaN,35,62,NaN,78,100,NaN
4465,,NaN,,,,,NaN,,,NaN,,,NaN
4466,18,NaN,6,75,76,107,NaN,35,61,NaN,78,100,NaN
4467,,NaN,,,,,NaN,,,NaN,,,NaN
4468,18,NaN,6,75,76,107,NaN,35,62,NaN,78,100,NaN
4469,,NaN,,,,,NaN,,,NaN,,,NaN
4470,18,NaN,6,75,76,107,NaN,34,61,NaN,77,100,NaN
4471,,NaN,,,,,NaN,,,NaN,,,NaN
4472,18,NaN,6,75,75,109,NaN,34,62,NaN,78,100,NaN
4473,,NaN,,,,,NaN,,,NaN,,,NaN
4474,18,NaN,6,74,75,108,NaN,34,63,NaN,78,100,NaN
4475,,NaN,,,,,NaN,,,NaN,,,NaN
4476,18,NaN,6,73,74,111,NaN,34,64,NaN,79,100,NaN
4477,,NaN,,,,,NaN,,,NaN,,,NaN
4478,18,NaN,6,73,74,111,NaN,35,65,NaN,80,99,NaN
4479,,NaN,,,,,NaN,,,NaN,,,NaN
4480,18,NaN,6,73,74,111,NaN,35,65,NaN,80,99,NaN
4481,,NaN,,,,,NaN,,,NaN,,,NaN
4482,18,NaN,6,73,74,113,NaN,35,65,NaN,81,99,NaN
4483,,NaN,,,,,NaN,,,NaN,,,NaN
4484,18,NaN,6,74,74,111,NaN,35,65,NaN,81,99,NaN
4485,,NaN,,,,,NaN,,,NaN,,,NaN
4486,18,NaN,6,75,75,112,NaN,35,65,NaN,81,99,NaN
4487,,NaN,,,,,NaN,,,NaN,,,NaN
4488,18,NaN,6,75,75,114,NaN,35,66,NaN,82,100,NaN
4489,,NaN,,,,,NaN,,,NaN,,,NaN
4490,18,NaN,6,75,76,113,NaN,35,66,NaN,82,99,NaN
4491,,NaN,,,,,NaN,,,NaN,,,NaN
4492,18,NaN,6,75,76,116,NaN,34,67,NaN,83,99,NaN
4493,,NaN,,,,,NaN,,,NaN,,,NaN
4494,18,NaN,6,76,76,115,NaN,34,67,NaN,83,99,NaN
4495,,NaN,,,,,NaN,,,NaN,,,NaN
4496,18,NaN,6,76,76,116,NaN,34,67,NaN,84,99,NaN
4497,,NaN,,,,,NaN,,,NaN,,,NaN
4498,18,NaN,6,77,77,117,NaN,34,68,NaN,84,99,NaN
4499,,NaN,,,,,NaN,,,NaN,,,NaN
4500,18,NaN,6,77,78,116,NaN,34,67,NaN,84,99,NaN
4501,,NaN,,,,,NaN,,,NaN,,,NaN
4502,18,NaN,6,78,78,118,NaN,34,68,NaN,85,99,NaN
4503,,NaN,,,,,NaN,,,NaN,,,NaN
4504,18,NaN,6,78,78,117,NaN,34,68,NaN,85,99,NaN
4505,,NaN,,,,,NaN,,,NaN,,,NaN
4506,18,NaN,6,78,78,118,NaN,34,68,NaN,85,100,NaN
4507,,NaN,,,,,NaN,,,NaN,,,NaN
4508,18,NaN,6,78,78,120,NaN,34,70,NaN,86,99,NaN
4509,,NaN,,,,,NaN,,,NaN,,,NaN
4510,18,NaN,6,78,78,120,NaN,34,70,NaN,87,98,NaN
4511,,NaN,,,,,NaN,,,NaN,,,NaN
4512,18,NaN,6,78,78,122,NaN,35,71,NaN,88,99,NaN
4513,,NaN,,,,,NaN,,,NaN,,,NaN
4514,18,NaN,6,79,79,120,NaN,35,70,NaN,88,99,NaN
4515,,NaN,,,,,NaN,,,NaN,,,NaN
4516,18,NaN,6,79,79,122,NaN,35,71,NaN,88,99,NaN
4517,,NaN,,,,,NaN,,,NaN,,,NaN
4518,18,NaN,6,79,79,122,NaN,35,72,NaN,89,99,NaN
4519,,NaN,,,,,NaN,,,NaN,,,NaN
4520,18,NaN,6,79,80,121,NaN,35,71,NaN,89,99,NaN
