time,Solar8000/ART_DBP,Solar8000/RR_CO2,Solar8000/HR,SNUADC/ECG_II,SNUADC/ECG_V5,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,Solar8000/PLETH_HR,Solar8000/ART_SBP,SNUADC/CVP,Solar8000/CVP,Solar8000/ETCO2,SNUADC/ART
1375,72,17,74,NaN,NaN,91,100,75,126,NaN,-20,39,NaN
1376,,,,NaN,NaN,,,,,NaN,,,NaN
1377,71,17,74,NaN,NaN,91,100,75,126,NaN,-20,39,NaN
1378,,,,NaN,NaN,,,,,NaN,,,NaN
1379,72,17,74,NaN,NaN,91,100,75,125,NaN,-21,39,NaN
1380,,,,NaN,NaN,,,,,NaN,,,NaN
1381,72,17,74,NaN,NaN,91,100,75,125,NaN,-21,39,NaN
1382,,,,NaN,NaN,,,,,NaN,,,NaN
1383,73,17,74,NaN,NaN,92,100,75,127,NaN,-21,39,NaN
1384,,,,NaN,NaN,,,,,NaN,,,NaN
1385,73,17,74,NaN,NaN,92,100,75,127,NaN,-21,39,NaN
1386,,,,NaN,NaN,,,,,NaN,,,NaN
1387,74,17,75,NaN,NaN,94,100,75,129,NaN,-21,39,NaN
1388,,,,NaN,NaN,,,,,NaN,,,NaN
1389,76,17,75,NaN,NaN,95,100,75,129,NaN,-21,39,NaN
1390,,,,NaN,NaN,,,,,NaN,,,NaN
1391,76,17,76,NaN,NaN,95,100,76,130,NaN,-21,39,NaN
1392,,,,NaN,NaN,,,,,NaN,,,NaN
1393,75,17,76,NaN,NaN,96,100,76,130,NaN,-20,39,NaN
1394,,,,NaN,NaN,,,,,NaN,,,NaN
1395,74,17,77,NaN,NaN,95,100,77,130,NaN,-20,39,NaN
1396,,,,NaN,NaN,,,,,NaN,,,NaN
1397,74,17,76,NaN,NaN,95,100,77,129,NaN,-19,39,NaN
1398,,,,NaN,NaN,,,,,NaN,,,NaN
1399,73,17,76,NaN,NaN,94,100,77,128,NaN,-19,39,NaN
1400,,,,NaN,NaN,,,,,NaN,,,NaN
1401,72,17,75,NaN,NaN,93,100,76,128,NaN,-20,39,NaN
1402,,,,NaN,NaN,,,,,NaN,,,NaN
1403,72,17,75,NaN,NaN,92,100,76,126,NaN,-20,39,NaN
1404,,,,NaN,NaN,,,,,NaN,,,NaN
1405,72,17,75,NaN,NaN,92,100,75,127,NaN,-20,39,NaN
1406,,,,NaN,NaN,,,,,NaN,,,NaN
1407,72,17,75,NaN,NaN,92,100,75,127,NaN,-20,39,NaN
1408,,,,NaN,NaN,,,,,NaN,,,NaN
1409,72,17,75,NaN,NaN,92,100,75,126,NaN,-20,39,NaN
1410,,,,NaN,NaN,,,,,NaN,,,NaN
1411,73,17,74,NaN,NaN,92,100,75,127,NaN,-20,40,NaN
1412,,,,NaN,NaN,,,,,NaN,,,NaN
1413,72,17,74,NaN,NaN,92,100,75,126,NaN,-20,40,NaN
1414,,,,NaN,NaN,,,,,NaN,,,NaN
1415,72,17,74,NaN,NaN,92,100,75,126,NaN,-20,40,NaN
1416,,,,NaN,NaN,,,,,NaN,,,NaN
1417,72,17,74,NaN,NaN,92,100,74,125,NaN,-20,40,NaN
1418,,,,NaN,NaN,,,,,NaN,,,NaN
1419,72,17,73,NaN,NaN,92,100,74,126,NaN,-20,40,NaN
1420,,,,NaN,NaN,,,,,NaN,,,NaN
1421,72,17,73,NaN,NaN,91,100,74,125,NaN,-20,40,NaN
1422,,,,NaN,NaN,,,,,NaN,,,NaN
1423,71,17,73,NaN,NaN,91,100,74,125,NaN,-19,40,NaN
1424,,,,NaN,NaN,,,,,NaN,,,NaN
1425,72,17,73,NaN,NaN,91,100,74,124,NaN,-19,39,NaN
1426,,,,NaN,NaN,,,,,NaN,,,NaN
1427,72,17,73,NaN,NaN,91,100,74,125,NaN,-19,39,NaN
1428,,,,NaN,NaN,,,,,NaN,,,NaN
1429,72,17,73,NaN,NaN,92,100,74,126,NaN,-19,39,NaN
1430,,,,NaN,NaN,,,,,NaN,,,NaN
1431,71,17,73,NaN,NaN,91,100,74,124,NaN,-19,39,NaN
1432,,,,NaN,NaN,,,,,NaN,,,NaN
1433,71,17,73,NaN,NaN,91,100,74,124,NaN,-19,39,NaN
1434,,,,NaN,NaN,,,,,NaN,,,NaN
1435,71,17,73,NaN,NaN,90,100,74,123,NaN,-19,39,NaN
1436,,,,NaN,NaN,,,,,NaN,,,NaN
1437,70,17,73,NaN,NaN,90,100,74,123,NaN,-19,39,NaN
1438,,,,NaN,NaN,,,,,NaN,,,NaN
1439,71,17,73,NaN,NaN,90,100,74,123,NaN,-20,39,NaN
1440,,,,NaN,NaN,,,,,NaN,,,NaN
1441,70,17,73,NaN,NaN,90,100,74,122,NaN,-20,39,NaN
1442,,,,NaN,NaN,,,,,NaN,,,NaN
1443,71,17,73,NaN,NaN,90,100,74,123,NaN,-20,39,NaN
1444,,,,NaN,NaN,,,,,NaN,,,NaN
1445,70,17,73,NaN,NaN,90,100,73,122,NaN,-20,39,NaN
1446,,,,NaN,NaN,,,,,NaN,,,NaN
1447,70,17,73,NaN,NaN,90,100,73,122,NaN,-20,39,NaN
1448,,,,NaN,NaN,,,,,NaN,,,NaN
1449,71,17,73,NaN,NaN,90,100,74,122,NaN,-20,39,NaN
1450,,,,NaN,NaN,,,,,NaN,,,NaN
1451,71,17,73,NaN,NaN,90,100,74,123,NaN,-19,39,NaN
1452,,,,NaN,NaN,,,,,NaN,,,NaN
1453,71,17,73,NaN,NaN,90,100,74,122,NaN,-19,39,NaN
1454,,,,NaN,NaN,,,,,NaN,,,NaN
1455,70,17,73,NaN,NaN,90,100,74,122,NaN,-19,39,NaN
1456,,,,NaN,NaN,,,,,NaN,,,NaN
1457,70,17,73,NaN,NaN,90,100,74,122,NaN,-19,39,NaN
1458,,,,NaN,NaN,,,,,NaN,,,NaN
1459,70,17,73,NaN,NaN,89,100,74,121,NaN,-19,39,NaN
1460,,,,NaN,NaN,,,,,NaN,,,NaN
1461,70,17,73,NaN,NaN,89,100,74,122,NaN,-19,39,NaN
1462,,,,NaN,NaN,,,,,NaN,,,NaN
1463,70,17,73,NaN,NaN,89,100,74,121,NaN,-19,39,NaN
1464,,,,NaN,NaN,,,,,NaN,,,NaN
1465,70,17,73,NaN,NaN,89,100,74,121,NaN,-19,39,NaN
1466,,,,NaN,NaN,,,,,NaN,,,NaN
1467,70,17,73,NaN,NaN,88,100,73,120,NaN,-19,39,NaN
1468,,,,NaN,NaN,,,,,NaN,,,NaN
1469,69,17,73,NaN,NaN,88,100,73,120,NaN,-20,39,NaN
1470,,,,NaN,NaN,,,,,NaN,,,NaN
1471,69,17,73,NaN,NaN,88,100,73,120,NaN,-20,39,NaN
1472,,,,NaN,NaN,,,,,NaN,,,NaN
1473,68,17,73,NaN,NaN,87,100,73,118,NaN,-20,39,NaN
1474,,,,NaN,NaN,,,,,NaN,,,NaN
1475,69,17,73,NaN,NaN,88,100,73,119,NaN,-20,39,NaN
1476,,,,NaN,NaN,,,,,NaN,,,NaN
1477,69,17,73,NaN,NaN,87,100,73,118,NaN,-20,39,NaN
1478,,,,NaN,NaN,,,,,NaN,,,NaN
1479,69,17,73,NaN,NaN,88,100,73,119,NaN,-20,39,NaN
1480,,,,NaN,NaN,,,,,NaN,,,NaN
1481,70,17,72,NaN,NaN,88,100,73,119,NaN,-20,39,NaN
1482,,,,NaN,NaN,,,,,NaN,,,NaN
1483,70,17,72,NaN,NaN,88,100,73,120,NaN,-20,39,NaN
1484,,,,NaN,NaN,,,,,NaN,,,NaN
1485,70,17,72,NaN,NaN,89,100,73,121,NaN,-20,39,NaN
1486,,,,NaN,NaN,,,,,NaN,,,NaN
1487,70,17,72,NaN,NaN,89,100,73,120,NaN,-20,39,NaN
1488,,,,NaN,NaN,,,,,NaN,,,NaN
1489,70,17,72,NaN,NaN,89,100,72,120,NaN,-20,39,NaN
1490,,,,NaN,NaN,,,,,NaN,,,NaN
1491,70,17,72,NaN,NaN,89,100,72,119,NaN,-20,39,NaN
1492,,,,NaN,NaN,,,,,NaN,,,NaN
1493,71,17,72,NaN,NaN,90,100,72,122,NaN,-20,39,NaN
1494,,,,NaN,NaN,,,,,NaN,,,NaN
1495,72,17,72,NaN,NaN,90,100,73,124,NaN,-20,39,NaN
1496,,,,NaN,NaN,,,,,NaN,,,NaN
1497,71,17,72,NaN,NaN,91,100,73,124,NaN,-20,39,NaN
1498,,,,NaN,NaN,,,,,NaN,,,NaN
1499,72,17,73,NaN,NaN,91,100,73,124,NaN,-20,39,NaN
1500,,,,NaN,NaN,,,,,NaN,,,NaN
1501,72,17,73,NaN,NaN,91,100,73,124,NaN,-20,39,NaN
1502,,,,NaN,NaN,,,,,NaN,,,NaN
1503,72,17,73,NaN,NaN,92,100,73,125,NaN,-20,39,NaN
1504,,,,NaN,NaN,,,,,NaN,,,NaN
1505,73,17,73,NaN,NaN,92,100,73,125,NaN,-20,39,NaN
1506,,,,NaN,NaN,,,,,NaN,,,NaN
1507,73,17,73,NaN,NaN,92,100,73,127,NaN,-20,39,NaN
1508,,,,NaN,NaN,,,,,NaN,,,NaN
1509,72,17,73,NaN,NaN,92,100,74,126,NaN,-20,39,NaN
1510,,,,NaN,NaN,,,,,NaN,,,NaN
1511,72,17,74,NaN,NaN,92,100,74,126,NaN,-20,39,NaN
1512,,,,NaN,NaN,,,,,NaN,,,NaN
1513,73,17,74,NaN,NaN,92,100,74,126,NaN,-20,39,NaN
1514,,,,NaN,NaN,,,,,NaN,,,NaN
1515,73,17,74,NaN,NaN,93,100,75,127,NaN,-20,39,NaN
1516,,,,NaN,NaN,,,,,NaN,,,NaN
1517,74,17,74,NaN,NaN,94,100,75,129,NaN,-20,39,NaN
1518,,,,NaN,NaN,,,,,NaN,,,NaN
1519,74,17,75,NaN,NaN,94,100,75,128,NaN,-20,39,NaN
1520,,,,NaN,NaN,,,,,NaN,,,NaN
1521,74,17,75,NaN,NaN,94,100,75,128,NaN,-20,39,NaN
1522,,,,NaN,NaN,,,,,NaN,,,NaN
1523,75,17,75,NaN,NaN,94,100,75,128,NaN,-20,39,NaN
1524,,,,NaN,NaN,,,,,NaN,,,NaN
1525,75,17,75,NaN,NaN,95,100,75,130,NaN,-20,39,NaN
1526,,,,NaN,NaN,,,,,NaN,,,NaN
1527,75,17,75,NaN,NaN,95,100,75,129,NaN,-20,39,NaN
1528,,,,NaN,NaN,,,,,NaN,,,NaN
1529,74,17,75,NaN,NaN,94,100,75,128,NaN,-20,39,NaN
1530,,,,NaN,NaN,,,,,NaN,,,NaN
1531,73,17,75,NaN,NaN,94,100,75,128,NaN,-20,39,NaN
1532,,,,NaN,NaN,,,,,NaN,,,NaN
1533,73,17,74,NaN,NaN,93,100,75,126,NaN,-21,39,NaN
1534,,,,NaN,NaN,,,,,NaN,,,NaN
1535,73,17,74,NaN,NaN,93,100,75,126,NaN,-21,39,NaN
1536,,,,NaN,NaN,,,,,NaN,,,NaN
1537,72,17,74,NaN,NaN,92,100,74,124,NaN,-21,39,NaN
1538,,,,NaN,NaN,,,,,NaN,,,NaN
1539,71,17,74,NaN,NaN,92,100,74,124,NaN,-21,39,NaN
1540,,,,NaN,NaN,,,,,NaN,,,NaN
1541,71,17,73,NaN,NaN,91,100,74,123,NaN,-21,39,NaN
1542,,,,NaN,NaN,,,,,NaN,,,NaN
1543,71,17,73,NaN,NaN,91,100,74,123,NaN,-21,39,NaN
1544,,,,NaN,NaN,,,,,NaN,,,NaN
1545,71,17,73,NaN,NaN,91,100,73,124,NaN,-20,39,NaN
1546,,,,NaN,NaN,,,,,NaN,,,NaN
1547,71,17,73,NaN,NaN,90,100,73,122,NaN,-20,39,NaN
1548,,,,NaN,NaN,,,,,NaN,,,NaN
1549,71,17,73,NaN,NaN,90,100,73,122,NaN,-20,39,NaN
1550,,,,NaN,NaN,,,,,NaN,,,NaN
1551,71,17,73,NaN,NaN,90,100,73,122,NaN,-20,39,NaN
1552,,,,NaN,NaN,,,,,NaN,,,NaN
1553,72,17,73,NaN,NaN,91,100,73,124,NaN,-20,39,NaN
1554,,,,NaN,NaN,,,,,NaN,,,NaN
1555,72,17,73,NaN,NaN,91,100,73,125,NaN,-20,39,NaN
1556,,,,NaN,NaN,,,,,NaN,,,NaN
1557,72,17,73,NaN,NaN,91,100,73,125,NaN,-20,39,NaN
1558,,,,NaN,NaN,,,,,NaN,,,NaN
1559,72,17,73,NaN,NaN,91,100,73,124,NaN,-20,39,NaN
1560,,,,NaN,NaN,,,,,NaN,,,NaN
1561,71,17,73,NaN,NaN,91,100,73,124,NaN,-20,39,NaN
1562,,,,NaN,NaN,,,,,NaN,,,NaN
1563,72,17,73,NaN,NaN,92,100,73,125,NaN,-20,39,NaN
1564,,,,NaN,NaN,,,,,NaN,,,NaN
1565,72,17,73,NaN,NaN,92,100,73,125,NaN,-20,39,NaN
1566,,,,NaN,NaN,,,,,NaN,,,NaN
1567,73,17,73,NaN,NaN,92,100,74,126,NaN,-20,39,NaN
1568,,,,NaN,NaN,,,,,NaN,,,NaN
1569,72,17,73,NaN,NaN,92,100,74,125,NaN,-20,39,NaN
1570,,,,NaN,NaN,,,,,NaN,,,NaN
1571,72,17,73,NaN,NaN,92,100,74,125,NaN,-19,39,NaN
1572,,,,NaN,NaN,,,,,NaN,,,NaN
1573,71,17,73,NaN,NaN,91,100,74,124,NaN,-19,39,NaN
1574,,,,NaN,NaN,,,,,NaN,,,NaN
1575,71,17,73,NaN,NaN,91,100,73,123,NaN,-20,39,NaN
1576,,,,NaN,NaN,,,,,NaN,,,NaN
1577,72,17,73,NaN,NaN,92,100,73,126,NaN,-20,39,NaN
1578,,,,NaN,NaN,,,,,NaN,,,NaN
1579,72,17,73,NaN,NaN,92,100,73,125,NaN,-20,39,NaN
1580,,,,NaN,NaN,,,,,NaN,,,NaN
1581,72,17,73,NaN,NaN,92,100,73,125,NaN,-20,39,NaN
1582,,,,NaN,NaN,,,,,NaN,,,NaN
1583,72,17,73,NaN,NaN,91,100,74,124,NaN,-20,39,NaN
1584,,,,NaN,NaN,,,,,NaN,,,NaN
1585,72,17,73,NaN,NaN,92,100,74,124,NaN,-20,39,NaN
1586,,,,NaN,NaN,,,,,NaN,,,NaN
1587,73,17,73,NaN,NaN,92,100,74,125,NaN,-20,39,NaN
1588,,,,NaN,NaN,,,,,NaN,,,NaN
1589,72,17,73,NaN,NaN,92,100,74,126,NaN,-20,39,NaN
1590,,,,NaN,NaN,,,,,NaN,,,NaN
1591,71,17,74,NaN,NaN,92,100,74,125,NaN,-20,39,NaN
1592,,,,NaN,NaN,,,,,NaN,,,NaN
1593,71,17,74,NaN,NaN,91,100,74,124,NaN,-20,39,NaN
1594,,,,NaN,NaN,,,,,NaN,,,NaN
1595,70,17,73,NaN,NaN,90,100,74,124,NaN,-20,39,NaN
1596,,,,NaN,NaN,,,,,NaN,,,NaN
1597,70,17,73,NaN,NaN,90,100,74,122,NaN,-20,39,NaN
1598,,,,NaN,NaN,,,,,NaN,,,NaN
1599,70,17,73,NaN,NaN,89,100,74,122,NaN,-20,39,NaN
1600,,,,NaN,NaN,,,,,NaN,,,NaN
1601,70,17,73,NaN,NaN,89,100,73,121,NaN,-19,39,NaN
1602,,,,NaN,NaN,,,,,NaN,,,NaN
1603,69,17,72,NaN,NaN,89,100,73,121,NaN,-19,39,NaN
1604,,,,NaN,NaN,,,,,NaN,,,NaN
1605,69,17,72,NaN,NaN,89,100,73,121,NaN,-20,39,NaN
1606,,,,NaN,NaN,,,,,NaN,,,NaN
1607,69,17,72,NaN,NaN,88,100,73,120,NaN,-20,39,NaN
1608,,,,NaN,NaN,,,,,NaN,,,NaN
1609,70,17,72,NaN,NaN,89,100,72,121,NaN,-20,39,NaN
1610,,,,NaN,NaN,,,,,NaN,,,NaN
1611,70,17,72,NaN,NaN,89,100,72,121,NaN,-20,39,NaN
1612,,,,NaN,NaN,,,,,NaN,,,NaN
1613,69,17,72,NaN,NaN,89,100,72,121,NaN,-20,39,NaN
1614,,,,NaN,NaN,,,,,NaN,,,NaN
1615,69,17,72,NaN,NaN,88,100,73,120,NaN,-20,39,NaN
1616,,,,NaN,NaN,,,,,NaN,,,NaN
1617,69,17,72,NaN,NaN,88,100,73,120,NaN,-20,39,NaN
1618,,,,NaN,NaN,,,,,NaN,,,NaN
1619,69,17,72,NaN,NaN,88,100,73,120,NaN,-20,39,NaN
1620,,,,NaN,NaN,,,,,NaN,,,NaN
1621,69,17,72,NaN,NaN,88,100,73,120,NaN,-20,39,NaN
1622,,,,NaN,NaN,,,,,NaN,,,NaN
1623,70,17,72,NaN,NaN,89,100,73,122,NaN,-20,39,NaN
1624,,,,NaN,NaN,,,,,NaN,,,NaN
1625,70,17,72,NaN,NaN,88,100,73,121,NaN,-20,39,NaN
1626,,,,NaN,NaN,,,,,NaN,,,NaN
1627,69,17,72,NaN,NaN,89,100,73,121,NaN,-20,39,NaN
1628,,,,NaN,NaN,,,,,NaN,,,NaN
1629,69,17,72,NaN,NaN,88,100,73,119,NaN,-20,39,NaN
1630,,,,NaN,NaN,,,,,NaN,,,NaN
1631,69,17,72,NaN,NaN,88,100,73,120,NaN,-19,39,NaN
1632,,,,NaN,NaN,,,,,NaN,,,NaN
1633,69,17,72,NaN,NaN,88,100,73,119,NaN,-19,39,NaN
1634,,,,NaN,NaN,,,,,NaN,,,NaN
1635,69,17,72,NaN,NaN,88,100,73,119,NaN,-19,39,NaN
1636,,,,NaN,NaN,,,,,NaN,,,NaN
1637,70,17,72,NaN,NaN,88,100,73,120,NaN,-19,39,NaN
1638,,,,NaN,NaN,,,,,NaN,,,NaN
1639,70,17,72,NaN,NaN,89,100,73,121,NaN,-20,39,NaN
1640,,,,NaN,NaN,,,,,NaN,,,NaN
1641,72,17,72,NaN,NaN,91,100,73,125,NaN,-20,39,NaN
1642,,,,NaN,NaN,,,,,NaN,,,NaN
1643,72,17,72,NaN,NaN,91,100,73,126,NaN,-20,39,NaN
1644,,,,NaN,NaN,,,,,NaN,,,NaN
1645,72,17,72,NaN,NaN,92,100,73,126,NaN,-20,39,NaN
1646,,,,NaN,NaN,,,,,NaN,,,NaN
1647,72,17,72,NaN,NaN,91,100,73,124,NaN,-20,39,NaN
1648,,,,NaN,NaN,,,,,NaN,,,NaN
1649,71,17,72,NaN,NaN,91,100,73,124,NaN,-20,39,NaN
1650,,,,NaN,NaN,,,,,NaN,,,NaN
1651,70,17,72,NaN,NaN,90,100,73,123,NaN,-20,39,NaN
1652,,,,NaN,NaN,,,,,NaN,,,NaN
1653,69,17,72,NaN,NaN,89,100,73,122,NaN,-20,39,NaN
1654,,,,NaN,NaN,,,,,NaN,,,NaN
1655,70,17,72,NaN,NaN,89,100,73,121,NaN,-20,39,NaN
1656,,,,NaN,NaN,,,,,NaN,,,NaN
1657,71,17,72,NaN,NaN,90,100,73,122,NaN,-20,39,NaN
1658,,,,NaN,NaN,,,,,NaN,,,NaN
1659,72,17,72,NaN,NaN,91,100,73,125,NaN,-20,39,NaN
1660,,,,NaN,NaN,,,,,NaN,,,NaN
1661,72,17,73,NaN,NaN,91,100,73,124,NaN,-19,39,NaN
1662,,,,NaN,NaN,,,,,NaN,,,NaN
1663,71,17,73,NaN,NaN,91,100,73,123,NaN,-19,39,NaN
1664,,,,NaN,NaN,,,,,NaN,,,NaN
1665,71,17,72,NaN,NaN,91,100,73,124,NaN,-20,39,NaN
1666,,,,NaN,NaN,,,,,NaN,,,NaN
1667,71,17,72,NaN,NaN,91,100,73,124,NaN,-20,39,NaN
1668,,,,NaN,NaN,,,,,NaN,,,NaN
1669,71,17,72,NaN,NaN,91,100,73,124,NaN,-20,39,NaN
1670,,,,NaN,NaN,,,,,NaN,,,NaN
1671,70,17,72,NaN,NaN,90,100,73,123,NaN,-20,39,NaN
1672,,,,NaN,NaN,,,,,NaN,,,NaN
1673,70,17,72,NaN,NaN,90,100,73,123,NaN,-20,39,NaN
1674,,,,NaN,NaN,,,,,NaN,,,NaN
1675,70,17,72,NaN,NaN,89,100,73,121,NaN,-20,39,NaN
1676,,,,NaN,NaN,,,,,NaN,,,NaN
1677,69,17,72,NaN,NaN,89,100,73,121,NaN,-20,39,NaN
1678,,,,NaN,NaN,,,,,NaN,,,NaN
1679,69,17,72,NaN,NaN,89,100,73,120,NaN,-20,38,NaN
1680,,,,NaN,NaN,,,,,NaN,,,NaN
1681,70,17,72,NaN,NaN,88,100,73,120,NaN,-20,38,NaN
1682,,,,NaN,NaN,,,,,NaN,,,NaN
1683,70,17,72,NaN,NaN,89,100,72,123,NaN,-20,38,NaN
1684,,,,NaN,NaN,,,,,NaN,,,NaN
1685,70,17,72,NaN,NaN,89,100,72,122,NaN,-20,38,NaN
1686,,,,NaN,NaN,,,,,NaN,,,NaN
1687,70,17,71,NaN,NaN,89,100,72,122,NaN,-19,39,NaN
1688,,,,NaN,NaN,,,,,NaN,,,NaN
1689,69,17,71,NaN,NaN,89,100,72,120,NaN,-19,39,NaN
1690,,,,NaN,NaN,,,,,NaN,,,NaN
1691,69,17,72,NaN,NaN,88,100,72,120,NaN,-19,39,NaN
1692,,,,NaN,NaN,,,,,NaN,,,NaN
1693,68,17,72,NaN,NaN,88,100,72,119,NaN,-19,38,NaN
1694,,,,NaN,NaN,,,,,NaN,,,NaN
1695,67,17,72,NaN,NaN,87,100,72,118,NaN,-19,38,NaN
1696,,,,NaN,NaN,,,,,NaN,,,NaN
1697,67,17,72,NaN,NaN,86,100,72,118,NaN,-19,38,NaN
1698,,,,NaN,NaN,,,,,NaN,,,NaN
1699,66,17,71,NaN,NaN,85,100,72,116,NaN,-20,38,NaN
1700,,,,NaN,NaN,,,,,NaN,,,NaN
1701,66,17,71,NaN,NaN,85,100,72,116,NaN,-20,39,NaN
1702,,,,NaN,NaN,,,,,NaN,,,NaN
1703,65,17,72,NaN,NaN,84,100,72,114,NaN,-20,39,NaN
1704,,,,NaN,NaN,,,,,NaN,,,NaN
1705,64,17,72,NaN,NaN,83,100,72,114,NaN,-20,39,NaN
1706,,,,NaN,NaN,,,,,NaN,,,NaN
1707,64,17,72,NaN,NaN,83,100,72,112,NaN,-20,38,NaN
1708,,,,NaN,NaN,,,,,NaN,,,NaN
1709,64,17,72,NaN,NaN,82,100,72,112,NaN,-20,38,NaN
1710,,,,NaN,NaN,,,,,NaN,,,NaN
1711,65,17,72,NaN,NaN,83,100,72,113,NaN,-20,38,NaN
1712,,,,NaN,NaN,,,,,NaN,,,NaN
1713,65,17,72,NaN,NaN,83,100,72,113,NaN,-20,38,NaN
1714,,,,NaN,NaN,,,,,NaN,,,NaN
1715,65,17,72,NaN,NaN,83,100,72,114,NaN,-20,39,NaN
1716,,,,NaN,NaN,,,,,NaN,,,NaN
1717,65,17,72,NaN,NaN,83,100,73,113,NaN,-19,39,NaN
1718,,,,NaN,NaN,,,,,NaN,,,NaN
1719,65,17,72,NaN,NaN,83,100,72,114,NaN,-19,39,NaN
1720,,,,NaN,NaN,,,,,NaN,,,NaN
1721,67,17,72,NaN,NaN,84,100,72,115,NaN,-20,38,NaN
1722,,,,NaN,NaN,,,,,NaN,,,NaN
1723,69,17,72,NaN,NaN,86,100,72,120,NaN,-20,38,NaN
1724,,,,NaN,NaN,,,,,NaN,,,NaN
1725,69,17,72,NaN,NaN,87,100,72,121,NaN,-20,38,NaN
1726,,,,NaN,NaN,,,,,NaN,,,NaN
1727,68,17,72,NaN,NaN,87,100,73,120,NaN,-20,38,NaN
1728,,,,NaN,NaN,,,,,NaN,,,NaN
1729,68,17,72,NaN,NaN,86,100,73,119,NaN,-20,39,NaN
1730,,,,NaN,NaN,,,,,NaN,,,NaN
1731,68,17,72,NaN,NaN,86,100,73,118,NaN,-20,39,NaN
1732,,,,NaN,NaN,,,,,NaN,,,NaN
1733,69,17,72,NaN,NaN,87,100,72,121,NaN,-21,39,NaN
1734,,,,NaN,NaN,,,,,NaN,,,NaN
1735,69,17,72,NaN,NaN,88,100,72,122,NaN,-21,39,NaN
1736,,,,NaN,NaN,,,,,NaN,,,NaN
1737,69,17,72,NaN,NaN,88,100,72,124,NaN,-21,38,NaN
1738,,,,NaN,NaN,,,,,NaN,,,NaN
1739,69,17,72,NaN,NaN,88,100,72,122,NaN,-21,38,NaN
1740,,,,NaN,NaN,,,,,NaN,,,NaN
1741,68,17,71,NaN,NaN,88,100,72,122,NaN,-21,38,NaN
1742,,,,NaN,NaN,,,,,NaN,,,NaN
1743,68,17,71,NaN,NaN,87,100,72,123,NaN,-21,39,NaN
1744,,,,NaN,NaN,,,,,NaN,,,NaN
1745,68,17,71,NaN,NaN,87,100,72,121,NaN,-21,39,NaN
1746,,,,NaN,NaN,,,,,NaN,,,NaN
1747,70,17,72,NaN,NaN,88,100,72,124,NaN,-20,39,NaN
1748,,,,NaN,NaN,,,,,NaN,,,NaN
1749,71,17,72,NaN,NaN,89,100,72,125,NaN,-20,39,NaN
1750,,,,NaN,NaN,,,,,NaN,,,NaN
1751,71,17,72,NaN,NaN,90,100,73,127,NaN,-20,38,NaN
1752,,,,NaN,NaN,,,,,NaN,,,NaN
1753,73,17,73,NaN,NaN,91,100,74,127,NaN,-20,38,NaN
1754,,,,NaN,NaN,,,,,NaN,,,NaN
1755,75,17,74,NaN,NaN,93,100,74,129,NaN,-20,38,NaN
1756,,,,NaN,NaN,,,,,NaN,,,NaN
1757,76,17,75,NaN,NaN,95,100,75,132,NaN,-20,38,NaN
1758,,,,NaN,NaN,,,,,NaN,,,NaN
1759,77,17,76,NaN,NaN,96,100,76,133,NaN,-21,38,NaN
1760,,,,NaN,NaN,,,,,NaN,,,NaN
1761,78,17,77,NaN,NaN,98,100,77,134,NaN,-21,38,NaN
1762,,,,NaN,NaN,,,,,NaN,,,NaN
1763,78,17,78,NaN,NaN,98,100,78,135,NaN,-21,38,NaN
1764,,,,NaN,NaN,,,,,NaN,,,NaN
1765,77,17,78,NaN,NaN,98,100,79,134,NaN,-21,38,NaN
1766,,,,NaN,NaN,,,,,NaN,,,NaN
1767,78,17,78,NaN,NaN,98,100,78,133,NaN,-21,39,NaN
1768,,,,NaN,NaN,,,,,NaN,,,NaN
1769,77,17,77,NaN,NaN,98,100,78,133,NaN,-21,39,NaN
1770,,,,NaN,NaN,,,,,NaN,,,NaN
1771,77,17,77,NaN,NaN,98,100,77,134,NaN,-21,39,NaN
1772,,,,NaN,NaN,,,,,NaN,,,NaN
1773,77,17,77,NaN,NaN,98,100,77,135,NaN,-21,39,NaN
1774,,,,NaN,NaN,,,,,NaN,,,NaN
1775,77,17,77,NaN,NaN,98,100,77,135,NaN,-21,39,NaN
1776,,,,NaN,NaN,,,,,NaN,,,NaN
1777,75,17,77,NaN,NaN,96,100,77,132,NaN,-20,39,NaN
1778,,,,NaN,NaN,,,,,NaN,,,NaN
1779,74,17,77,NaN,NaN,96,100,77,131,NaN,-20,39,NaN
1780,,,,NaN,NaN,,,,,NaN,,,NaN
1781,73,17,76,NaN,NaN,94,100,77,129,NaN,-20,39,NaN
1782,,,,NaN,NaN,,,,,NaN,,,NaN
1783,72,17,75,NaN,NaN,93,100,76,129,NaN,-20,39,NaN
1784,,,,NaN,NaN,,,,,NaN,,,NaN
1785,72,17,75,NaN,NaN,92,100,75,127,NaN,-21,39,NaN
1786,,,,NaN,NaN,,,,,NaN,,,NaN
1787,71,17,74,NaN,NaN,92,100,75,126,NaN,-21,39,NaN
1788,,,,NaN,NaN,,,,,NaN,,,NaN
1789,72,17,74,NaN,NaN,93,100,75,129,NaN,-21,39,NaN
1790,,,,NaN,NaN,,,,,NaN,,,NaN
1791,73,17,74,NaN,NaN,93,100,75,130,NaN,-21,39,NaN
1792,,,,NaN,NaN,,,,,NaN,,,NaN
1793,74,17,75,NaN,NaN,94,100,75,131,NaN,-21,39,NaN
