time,Solar8000/ART_MBP,Solar8000/CVP,Solar8000/ETCO2,Solar8000/RR_CO2,Solar8000/HR,SNUADC/ECG_II,SNUADC/CVP,Solar8000/ART_DBP,SNUADC/ECG_V5,Solar8000/PLETH_SPO2,SNUADC/ART,Solar8000/PLETH_HR,Solar8000/ART_SBP
3875,,,,,,NaN,NaN,,NaN,,NaN,,
3876,80,12,33,14,55,NaN,NaN,60,NaN,100,NaN,56,108
3877,,,,,,NaN,NaN,,NaN,,NaN,,
3878,80,12,33,14,56,NaN,NaN,59,NaN,100,NaN,57,107
3879,,,,,,NaN,NaN,,NaN,,NaN,,
3880,80,12,33,14,57,NaN,NaN,60,NaN,100,NaN,57,108
3881,,,,,,NaN,NaN,,NaN,,NaN,,
3882,81,12,33,14,65,NaN,NaN,60,NaN,100,NaN,57,109
3883,,,,,,NaN,NaN,,NaN,,NaN,,
3884,81,12,33,14,65,NaN,NaN,60,NaN,100,NaN,57,109
3885,,,,,,NaN,NaN,,NaN,,NaN,,
3886,81,12,33,14,65,NaN,NaN,60,NaN,100,NaN,57,110
3887,,,,,,NaN,NaN,,NaN,,NaN,,
3888,80,12,33,14,64,NaN,NaN,58,NaN,100,NaN,57,109
3889,,,,,,NaN,NaN,,NaN,,NaN,,
3890,80,13,33,14,64,NaN,NaN,57,NaN,100,NaN,56,107
3891,,,,,,NaN,NaN,,NaN,,NaN,,
3892,79,13,33,14,56,NaN,NaN,58,NaN,100,NaN,56,106
3893,,,,,,NaN,NaN,,NaN,,NaN,,
3894,80,12,33,14,55,NaN,NaN,60,NaN,100,NaN,56,108
3895,,,,,,NaN,NaN,,NaN,,NaN,,
3896,80,12,33,14,55,NaN,NaN,60,NaN,100,NaN,56,109
3897,,,,,,NaN,NaN,,NaN,,NaN,,
3898,81,12,33,14,56,NaN,NaN,60,NaN,100,NaN,56,110
3899,,,,,,NaN,NaN,,NaN,,NaN,,
3900,81,12,33,14,56,NaN,NaN,60,NaN,100,NaN,56,110
3901,,,,,,NaN,NaN,,NaN,,NaN,,
3902,80,12,33,14,56,NaN,NaN,59,NaN,100,NaN,57,108
3903,,,,,,NaN,NaN,,NaN,,NaN,,
3904,80,12,33,14,56,NaN,NaN,58,NaN,100,NaN,56,107
3905,,,,,,NaN,NaN,,NaN,,NaN,,
3906,79,12,33,14,55,NaN,NaN,57,NaN,100,NaN,56,107
3907,,,,,,NaN,NaN,,NaN,,NaN,,
3908,78,12,33,14,55,NaN,NaN,57,NaN,100,NaN,55,106
3909,,,,,,NaN,NaN,,NaN,,NaN,,
3910,78,12,33,14,54,NaN,NaN,57,NaN,100,NaN,55,105
3911,,,,,,NaN,NaN,,NaN,,NaN,,
3912,78,12,33,14,54,NaN,NaN,57,NaN,100,NaN,54,105
3913,,,,,,NaN,NaN,,NaN,,NaN,,
3914,77,12,33,14,54,NaN,NaN,56,NaN,100,NaN,54,104
3915,,,,,,NaN,NaN,,NaN,,NaN,,
3916,77,12,33,14,53,NaN,NaN,57,NaN,100,NaN,54,105
3917,,,,,,NaN,NaN,,NaN,,NaN,,
3918,77,12,33,14,53,NaN,NaN,57,NaN,100,NaN,54,105
3919,,,,,,NaN,NaN,,NaN,,NaN,,
3920,77,12,33,14,53,NaN,NaN,57,NaN,100,NaN,54,105
3921,,,,,,NaN,NaN,,NaN,,NaN,,
3922,77,12,33,14,53,NaN,NaN,57,NaN,100,NaN,54,105
3923,,,,,,NaN,NaN,,NaN,,NaN,,
3924,77,12,33,14,53,NaN,NaN,57,NaN,100,NaN,54,106
3925,,,,,,NaN,NaN,,NaN,,NaN,,
3926,77,12,33,14,53,NaN,NaN,57,NaN,100,NaN,54,105
3927,,,,,,NaN,NaN,,NaN,,NaN,,
3928,77,12,33,14,53,NaN,NaN,57,NaN,100,NaN,54,105
3929,,,,,,NaN,NaN,,NaN,,NaN,,
3930,78,12,33,14,53,NaN,NaN,57,NaN,100,NaN,53,106
3931,,,,,,NaN,NaN,,NaN,,NaN,,
3932,78,12,33,14,53,NaN,NaN,57,NaN,100,NaN,53,108
3933,,,,,,NaN,NaN,,NaN,,NaN,,
3934,78,13,33,14,53,NaN,NaN,57,NaN,100,NaN,53,106
3935,,,,,,NaN,NaN,,NaN,,NaN,,
3936,78,13,33,14,52,NaN,NaN,57,NaN,100,NaN,53,106
3937,,,,,,NaN,NaN,,NaN,,NaN,,
3938,77,13,33,14,52,NaN,NaN,56,NaN,100,NaN,53,105
3939,,,,,,NaN,NaN,,NaN,,NaN,,
3940,76,13,33,14,52,NaN,NaN,56,NaN,100,NaN,52,104
3941,,,,,,NaN,NaN,,NaN,,NaN,,
3942,77,13,33,14,52,NaN,NaN,56,NaN,100,NaN,52,105
3943,,,,,,NaN,NaN,,NaN,,NaN,,
3944,77,13,34,14,51,NaN,NaN,56,NaN,100,NaN,52,105
3945,,,,,,NaN,NaN,,NaN,,NaN,,
3946,77,13,34,14,51,NaN,NaN,56,NaN,100,NaN,52,105
3947,,,,,,NaN,NaN,,NaN,,NaN,,
3948,76,13,34,14,51,NaN,NaN,56,NaN,100,NaN,52,105
3949,,,,,,NaN,NaN,,NaN,,NaN,,
3950,76,13,34,14,51,NaN,NaN,55,NaN,100,NaN,51,104
3951,,,,,,NaN,NaN,,NaN,,NaN,,
3952,76,13,33,14,51,NaN,NaN,55,NaN,100,NaN,51,104
3953,,,,,,NaN,NaN,,NaN,,NaN,,
3954,76,14,33,14,51,NaN,NaN,56,NaN,100,NaN,51,105
3955,,,,,,NaN,NaN,,NaN,,NaN,,
3956,76,14,33,14,51,NaN,NaN,56,NaN,100,NaN,51,105
3957,,,,,,NaN,NaN,,NaN,,NaN,,
3958,76,14,33,14,51,NaN,NaN,56,NaN,100,NaN,51,105
3959,,,,,,NaN,NaN,,NaN,,NaN,,
3960,76,14,33,14,51,NaN,NaN,55,NaN,100,NaN,51,104
3961,,,,,,NaN,NaN,,NaN,,NaN,,
3962,76,14,33,14,51,NaN,NaN,55,NaN,100,NaN,51,104
3963,,,,,,NaN,NaN,,NaN,,NaN,,
3964,75,14,33,14,50,NaN,NaN,54,NaN,100,NaN,51,103
3965,,,,,,NaN,NaN,,NaN,,NaN,,
3966,74,14,33,14,54,NaN,NaN,53,NaN,100,NaN,51,102
3967,,,,,,NaN,NaN,,NaN,,NaN,,
3968,74,14,33,14,65,NaN,NaN,53,NaN,100,NaN,50,102
3969,,,,,,NaN,NaN,,NaN,,NaN,,
3970,72,14,33,14,65,NaN,NaN,50,NaN,100,NaN,50,100
3971,,,,,,NaN,NaN,,NaN,,NaN,,
3972,71,14,33,14,76,NaN,NaN,50,NaN,100,NaN,48,99
3973,,,,,,NaN,NaN,,NaN,,NaN,,
3974,69,14,33,14,66,NaN,NaN,49,NaN,100,NaN,48,96
3975,,,,,,NaN,NaN,,NaN,,NaN,,
3976,68,14,33,14,120,NaN,NaN,49,NaN,100,NaN,47,96
3977,,,,,,NaN,NaN,,NaN,,NaN,,
3978,68,14,33,14,120,NaN,NaN,48,NaN,100,NaN,47,95
3979,,,,,,NaN,NaN,,NaN,,NaN,,
3980,67,14,33,14,122,NaN,NaN,48,NaN,100,NaN,46,95
3981,,,,,,NaN,NaN,,NaN,,NaN,,
3982,66,14,32,14,109,NaN,NaN,48,NaN,100,NaN,46,93
3983,,,,,,NaN,NaN,,NaN,,NaN,,
3984,67,14,32,14,102,NaN,NaN,49,NaN,100,NaN,46,95
3985,,,,,,NaN,NaN,,NaN,,NaN,,
3986,67,14,32,14,108,NaN,NaN,49,NaN,100,NaN,46,95
3987,,,,,,NaN,NaN,,NaN,,NaN,,
3988,68,14,32,14,82,NaN,NaN,50,NaN,100,NaN,46,96
3989,,,,,,NaN,NaN,,NaN,,NaN,,
3990,68,14,32,14,82,NaN,NaN,50,NaN,100,NaN,46,96
3991,,,,,,NaN,NaN,,NaN,,NaN,,
3992,68,13,32,14,69,NaN,NaN,51,NaN,100,NaN,47,97
3993,,,,,,NaN,NaN,,NaN,,NaN,,
3994,70,13,32,14,63,NaN,NaN,51,NaN,100,NaN,47,99
3995,,,,,,NaN,NaN,,NaN,,NaN,,
3996,70,13,32,14,55,NaN,NaN,52,NaN,100,NaN,48,99
3997,,,,,,NaN,NaN,,NaN,,NaN,,
3998,71,14,33,14,55,NaN,NaN,53,NaN,100,NaN,49,100
3999,,,,,,NaN,NaN,,NaN,,NaN,,
4000,72,14,33,14,53,NaN,NaN,54,NaN,100,NaN,49,102
4001,,,,,,NaN,NaN,,NaN,,NaN,,
4002,73,14,33,14,49,NaN,NaN,54,NaN,100,NaN,49,103
4003,,,,,,NaN,NaN,,NaN,,NaN,,
4004,72,14,33,14,49,NaN,NaN,53,NaN,100,NaN,50,102
4005,,,,,,NaN,NaN,,NaN,,NaN,,
4006,72,14,33,14,49,NaN,NaN,52,NaN,100,NaN,49,102
4007,,,,,,NaN,NaN,,NaN,,NaN,,
4008,71,14,33,14,49,NaN,NaN,51,NaN,100,NaN,49,99
4009,,,,,,NaN,NaN,,NaN,,NaN,,
4010,72,13,33,14,48,NaN,NaN,52,NaN,100,NaN,49,100
4011,,,,,,NaN,NaN,,NaN,,NaN,,
4012,72,13,33,14,48,NaN,NaN,53,NaN,100,NaN,49,100
4013,,,,,,NaN,NaN,,NaN,,NaN,,
4014,73,14,33,14,48,NaN,NaN,55,NaN,100,NaN,48,104
4015,,,,,,NaN,NaN,,NaN,,NaN,,
4016,74,14,33,14,48,NaN,NaN,55,NaN,100,NaN,48,103
4017,,,,,,NaN,NaN,,NaN,,NaN,,
4018,74,14,33,14,48,NaN,NaN,55,NaN,100,NaN,48,103
4019,,,,,,NaN,NaN,,NaN,,NaN,,
4020,74,14,32,14,48,NaN,NaN,55,NaN,100,NaN,49,103
4021,,,,,,NaN,NaN,,NaN,,NaN,,
4022,74,13,32,14,48,NaN,NaN,54,NaN,100,NaN,49,103
4023,,,,,,NaN,NaN,,NaN,,NaN,,
4024,73,13,32,14,48,NaN,NaN,52,NaN,100,NaN,49,101
4025,,,,,,NaN,NaN,,NaN,,NaN,,
4026,72,13,32,14,48,NaN,NaN,52,NaN,100,NaN,49,99
4027,,,,,,NaN,NaN,,NaN,,NaN,,
4028,70,13,32,14,48,NaN,NaN,49,NaN,100,NaN,49,97
4029,,,,,,NaN,NaN,,NaN,,NaN,,
4030,69,13,32,14,48,NaN,NaN,49,NaN,100,NaN,48,96
4031,,,,,,NaN,NaN,,NaN,,NaN,,
4032,69,13,32,14,47,NaN,NaN,50,NaN,100,NaN,48,97
4033,,,,,,NaN,NaN,,NaN,,NaN,,
4034,69,13,32,14,47,NaN,NaN,50,NaN,100,NaN,48,96
4035,,,,,,NaN,NaN,,NaN,,NaN,,
4036,69,13,32,14,47,NaN,NaN,51,NaN,100,NaN,48,98
4037,,,,,,NaN,NaN,,NaN,,NaN,,
4038,69,13,32,14,47,NaN,NaN,51,NaN,100,NaN,48,97
4039,,,,,,NaN,NaN,,NaN,,NaN,,
4040,70,13,32,14,47,NaN,NaN,51,NaN,100,NaN,48,98
4041,,,,,,NaN,NaN,,NaN,,NaN,,
4042,70,13,32,14,52,NaN,NaN,52,NaN,100,NaN,49,98
4043,,,,,,NaN,NaN,,NaN,,NaN,,
4044,71,13,33,14,53,NaN,NaN,53,NaN,100,NaN,50,99
4045,,,,,,NaN,NaN,,NaN,,NaN,,
4046,73,13,33,14,54,NaN,NaN,55,NaN,100,NaN,50,102
4047,,,,,,NaN,NaN,,NaN,,NaN,,
4048,75,13,33,14,61,NaN,NaN,56,NaN,100,NaN,50,104
4049,,,,,,NaN,NaN,,NaN,,NaN,,
4050,75,13,33,14,61,NaN,NaN,56,NaN,100,NaN,50,104
4051,,,,,,NaN,NaN,,NaN,,NaN,,
4052,76,13,33,14,78,NaN,NaN,57,NaN,100,NaN,51,105
4053,,,,,,NaN,NaN,,NaN,,NaN,,
4054,76,13,33,14,74,NaN,NaN,57,NaN,100,NaN,51,106
4055,,,,,,NaN,NaN,,NaN,,NaN,,
4056,77,13,33,14,83,NaN,NaN,56,NaN,100,NaN,51,106
4057,,,,,,NaN,NaN,,NaN,,NaN,,
4058,77,13,33,14,82,NaN,NaN,56,NaN,100,NaN,51,105
4059,,,,,,NaN,NaN,,NaN,,NaN,,
4060,76,13,33,14,72,NaN,NaN,55,NaN,100,NaN,51,105
4061,,,,,,NaN,NaN,,NaN,,NaN,,
4062,76,13,33,14,63,NaN,NaN,56,NaN,100,NaN,51,103
4063,,,,,,NaN,NaN,,NaN,,NaN,,
4064,77,13,33,14,55,NaN,NaN,57,NaN,100,NaN,51,106
4065,,,,,,NaN,NaN,,NaN,,NaN,,
4066,77,13,33,14,60,NaN,NaN,57,NaN,100,NaN,51,106
4067,,,,,,NaN,NaN,,NaN,,NaN,,
4068,78,13,33,14,55,NaN,NaN,58,NaN,100,NaN,51,107
4069,,,,,,NaN,NaN,,NaN,,NaN,,
4070,79,13,33,14,49,NaN,NaN,58,NaN,100,NaN,51,108
4071,,,,,,NaN,NaN,,NaN,,NaN,,
4072,79,13,33,14,49,NaN,NaN,58,NaN,100,NaN,51,108
4073,,,,,,NaN,NaN,,NaN,,NaN,,
4074,79,13,33,14,53,NaN,NaN,58,NaN,100,NaN,52,108
4075,,,,,,NaN,NaN,,NaN,,NaN,,
4076,79,13,33,14,59,NaN,NaN,58,NaN,100,NaN,51,108
4077,,,,,,NaN,NaN,,NaN,,NaN,,
4078,78,13,33,14,59,NaN,NaN,56,NaN,100,NaN,51,106
4079,,,,,,NaN,NaN,,NaN,,NaN,,
4080,77,13,33,14,57,NaN,NaN,55,NaN,100,NaN,51,104
4081,,,,,,NaN,NaN,,NaN,,NaN,,
4082,77,13,32,14,52,NaN,NaN,55,NaN,100,NaN,51,104
4083,,,,,,NaN,NaN,,NaN,,NaN,,
4084,76,13,32,14,69,NaN,NaN,55,NaN,100,NaN,51,104
4085,,,,,,NaN,NaN,,NaN,,NaN,,
4086,76,13,32,14,55,NaN,NaN,56,NaN,100,NaN,51,104
4087,,,,,,NaN,NaN,,NaN,,NaN,,
4088,78,13,32,14,55,NaN,NaN,58,NaN,100,NaN,51,107
4089,,,,,,NaN,NaN,,NaN,,NaN,,
4090,78,13,32,14,58,NaN,NaN,58,NaN,100,NaN,51,108
4091,,,,,,NaN,NaN,,NaN,,NaN,,
4092,80,13,32,14,53,NaN,NaN,60,NaN,100,NaN,51,110
4093,,,,,,NaN,NaN,,NaN,,NaN,,
4094,80,13,32,14,51,NaN,NaN,60,NaN,100,NaN,51,110
4095,,,,,,NaN,NaN,,NaN,,NaN,,
4096,81,13,32,14,51,NaN,NaN,59,NaN,100,NaN,51,110
4097,,,,,,NaN,NaN,,NaN,,NaN,,
4098,81,13,33,14,51,NaN,NaN,59,NaN,100,NaN,51,110
4099,,,,,,NaN,NaN,,NaN,,NaN,,
4100,80,13,33,14,51,NaN,NaN,58,NaN,100,NaN,51,109
4101,,,,,,NaN,NaN,,NaN,,NaN,,
4102,79,13,33,14,51,NaN,NaN,57,NaN,100,NaN,51,107
4103,,,,,,NaN,NaN,,NaN,,NaN,,
4104,79,13,33,14,51,NaN,NaN,57,NaN,100,NaN,51,107
4105,,,,,,NaN,NaN,,NaN,,NaN,,
4106,78,13,33,14,51,NaN,NaN,56,NaN,100,NaN,51,106
4107,,,,,,NaN,NaN,,NaN,,NaN,,
4108,78,13,33,14,51,NaN,NaN,56,NaN,100,NaN,51,107
4109,,,,,,NaN,NaN,,NaN,,NaN,,
4110,77,13,33,14,51,NaN,NaN,55,NaN,100,NaN,51,105
4111,,,,,,NaN,NaN,,NaN,,NaN,,
4112,76,13,33,14,50,NaN,NaN,54,NaN,100,NaN,51,104
4113,,,,,,NaN,NaN,,NaN,,NaN,,
4114,76,13,32,14,50,NaN,NaN,54,NaN,100,NaN,51,103
4115,,,,,,NaN,NaN,,NaN,,NaN,,
4116,76,13,32,14,62,NaN,NaN,55,NaN,100,NaN,51,104
4117,,,,,,NaN,NaN,,NaN,,NaN,,
4118,76,13,32,14,62,NaN,NaN,55,NaN,100,NaN,51,104
4119,,,,,,NaN,NaN,,NaN,,NaN,,
4120,76,13,32,14,96,NaN,NaN,55,NaN,100,NaN,51,105
4121,,,,,,NaN,NaN,,NaN,,NaN,,
4122,76,13,33,14,96,NaN,NaN,55,NaN,100,NaN,51,104
4123,,,,,,NaN,NaN,,NaN,,NaN,,
4124,77,13,33,14,96,NaN,NaN,56,NaN,100,NaN,51,106
4125,,,,,,NaN,NaN,,NaN,,NaN,,
4126,77,13,33,14,92,NaN,NaN,57,NaN,100,NaN,51,106
4127,,,,,,NaN,NaN,,NaN,,NaN,,
4128,78,13,32,14,78,NaN,NaN,57,NaN,100,NaN,51,107
4129,,,,,,NaN,NaN,,NaN,,NaN,,
4130,78,13,32,14,61,NaN,NaN,57,NaN,100,NaN,51,107
4131,,,,,,NaN,NaN,,NaN,,NaN,,
4132,78,13,32,14,55,NaN,NaN,57,NaN,100,NaN,51,107
4133,,,,,,NaN,NaN,,NaN,,NaN,,
4134,78,13,32,14,51,NaN,NaN,56,NaN,100,NaN,51,106
4135,,,,,,NaN,NaN,,NaN,,NaN,,
4136,78,13,33,14,51,NaN,NaN,57,NaN,100,NaN,51,107
4137,,,,,,NaN,NaN,,NaN,,NaN,,
4138,78,13,33,14,51,NaN,NaN,57,NaN,100,NaN,51,106
4139,,,,,,NaN,NaN,,NaN,,NaN,,
4140,78,13,33,14,51,NaN,NaN,56,NaN,100,NaN,51,107
4141,,,,,,NaN,NaN,,NaN,,NaN,,
4142,77,13,33,14,50,NaN,NaN,55,NaN,100,NaN,51,105
4143,,,,,,NaN,NaN,,NaN,,NaN,,
4144,76,13,33,14,50,NaN,NaN,55,NaN,100,NaN,51,104
4145,,,,,,NaN,NaN,,NaN,,NaN,,
4146,77,13,33,14,50,NaN,NaN,56,NaN,100,NaN,51,105
4147,,,,,,NaN,NaN,,NaN,,NaN,,
4148,77,13,33,14,50,NaN,NaN,57,NaN,100,NaN,51,107
4149,,,,,,NaN,NaN,,NaN,,NaN,,
4150,78,13,33,14,50,NaN,NaN,57,NaN,100,NaN,51,107
4151,,,,,,NaN,NaN,,NaN,,NaN,,
4152,78,13,33,14,50,NaN,NaN,56,NaN,100,NaN,51,107
4153,,,,,,NaN,NaN,,NaN,,NaN,,
4154,77,13,33,14,50,NaN,NaN,56,NaN,100,NaN,51,106
4155,,,,,,NaN,NaN,,NaN,,NaN,,
4156,77,13,33,14,67,NaN,NaN,56,NaN,100,NaN,51,105
4157,,,,,,NaN,NaN,,NaN,,NaN,,
4158,78,13,33,14,67,NaN,NaN,57,NaN,100,NaN,51,107
4159,,,,,,NaN,NaN,,NaN,,NaN,,
4160,78,14,33,14,76,NaN,NaN,56,NaN,100,NaN,51,108
4161,,,,,,NaN,NaN,,NaN,,NaN,,
4162,76,14,33,14,76,NaN,NaN,54,NaN,100,NaN,51,105
4163,,,,,,NaN,NaN,,NaN,,NaN,,
4164,76,14,33,14,76,NaN,NaN,54,NaN,100,NaN,51,105
4165,,,,,,NaN,NaN,,NaN,,NaN,,
4166,75,13,33,14,76,NaN,NaN,53,NaN,100,NaN,50,103
4167,,,,,,NaN,NaN,,NaN,,NaN,,
4168,73,13,33,14,76,NaN,NaN,50,NaN,100,NaN,50,99
4169,,,,,,NaN,NaN,,NaN,,NaN,,
4170,72,14,33,14,76,NaN,NaN,50,NaN,100,NaN,50,98
4171,,,,,,NaN,NaN,,NaN,,NaN,,
4172,70,14,33,14,76,NaN,NaN,49,NaN,100,NaN,49,96
4173,,,,,,NaN,NaN,,NaN,,NaN,,
4174,69,14,32,14,79,NaN,NaN,49,NaN,100,NaN,49,95
4175,,,,,,NaN,NaN,,NaN,,NaN,,
4176,69,14,32,14,76,NaN,NaN,50,NaN,100,NaN,49,96
4177,,,,,,NaN,NaN,,NaN,,NaN,,
4178,70,13,32,14,79,NaN,NaN,51,NaN,100,NaN,49,97
4179,,,,,,NaN,NaN,,NaN,,NaN,,
4180,70,13,32,14,70,NaN,NaN,51,NaN,100,NaN,49,99
4181,,,,,,NaN,NaN,,NaN,,NaN,,
4182,71,13,32,14,67,NaN,NaN,52,NaN,100,NaN,49,100
4183,,,,,,NaN,NaN,,NaN,,NaN,,
4184,73,13,32,14,60,NaN,NaN,54,NaN,100,NaN,50,102
4185,,,,,,NaN,NaN,,NaN,,NaN,,
4186,74,13,32,14,53,NaN,NaN,55,NaN,100,NaN,50,103
4187,,,,,,NaN,NaN,,NaN,,NaN,,
4188,76,13,32,14,50,NaN,NaN,57,NaN,100,NaN,50,106
4189,,,,,,NaN,NaN,,NaN,,NaN,,
4190,77,13,33,14,50,NaN,NaN,58,NaN,100,NaN,51,107
4191,,,,,,NaN,NaN,,NaN,,NaN,,
4192,78,13,33,14,50,NaN,NaN,57,NaN,100,NaN,51,108
4193,,,,,,NaN,NaN,,NaN,,NaN,,
4194,77,13,33,14,50,NaN,NaN,56,NaN,100,NaN,51,107
4195,,,,,,NaN,NaN,,NaN,,NaN,,
4196,77,13,33,14,50,NaN,NaN,56,NaN,100,NaN,51,106
4197,,,,,,NaN,NaN,,NaN,,NaN,,
4198,77,13,33,14,50,NaN,NaN,56,NaN,100,NaN,50,104
4199,,,,,,NaN,NaN,,NaN,,NaN,,
4200,77,13,33,14,50,NaN,NaN,57,NaN,100,NaN,50,105
4201,,,,,,NaN,NaN,,NaN,,NaN,,
4202,78,13,33,14,56,NaN,NaN,58,NaN,100,NaN,50,108
4203,,,,,,NaN,NaN,,NaN,,NaN,,
4204,79,13,33,14,56,NaN,NaN,59,NaN,100,NaN,50,109
4205,,,,,,NaN,NaN,,NaN,,NaN,,
4206,79,13,33,14,61,NaN,NaN,59,NaN,100,NaN,51,109
4207,,,,,,NaN,NaN,,NaN,,NaN,,
4208,79,13,33,14,62,NaN,NaN,58,NaN,100,NaN,51,108
4209,,,,,,NaN,NaN,,NaN,,NaN,,
4210,79,13,33,14,62,NaN,NaN,58,NaN,100,NaN,51,109
4211,,,,,,NaN,NaN,,NaN,,NaN,,
4212,80,13,33,14,55,NaN,NaN,58,NaN,100,NaN,51,109
4213,,,,,,NaN,NaN,,NaN,,NaN,,
4214,80,13,33,14,55,NaN,NaN,60,NaN,100,NaN,51,110
4215,,,,,,NaN,NaN,,NaN,,NaN,,
4216,82,14,33,14,51,NaN,NaN,61,NaN,100,NaN,51,112
4217,,,,,,NaN,NaN,,NaN,,NaN,,
4218,82,14,33,14,51,NaN,NaN,61,NaN,100,NaN,51,112
4219,,,,,,NaN,NaN,,NaN,,NaN,,
4220,82,15,33,14,51,NaN,NaN,60,NaN,100,NaN,51,110
4221,,,,,,NaN,NaN,,NaN,,NaN,,
4222,81,15,33,14,58,NaN,NaN,60,NaN,100,NaN,51,110
4223,,,,,,NaN,NaN,,NaN,,NaN,,
4224,81,15,33,14,57,NaN,NaN,61,NaN,100,NaN,51,109
4225,,,,,,NaN,NaN,,NaN,,NaN,,
4226,81,14,33,14,57,NaN,NaN,60,NaN,100,NaN,51,110
4227,,,,,,NaN,NaN,,NaN,,NaN,,
4228,81,14,33,14,64,NaN,NaN,59,NaN,100,NaN,51,108
4229,,,,,,NaN,NaN,,NaN,,NaN,,
4230,80,14,33,14,64,NaN,NaN,58,NaN,100,NaN,51,107
4231,,,,,,NaN,NaN,,NaN,,NaN,,
4232,79,14,33,14,64,NaN,NaN,58,NaN,100,NaN,51,106
4233,,,,,,NaN,NaN,,NaN,,NaN,,
4234,79,13,32,14,56,NaN,NaN,59,NaN,100,NaN,52,107
4235,,,,,,NaN,NaN,,NaN,,NaN,,
4236,80,13,32,14,69,NaN,NaN,60,NaN,100,NaN,52,109
4237,,,,,,NaN,NaN,,NaN,,NaN,,
4238,81,13,32,14,69,NaN,NaN,60,NaN,100,NaN,52,111
4239,,,,,,NaN,NaN,,NaN,,NaN,,
4240,81,13,32,14,83,NaN,NaN,60,NaN,100,NaN,52,111
4241,,,,,,NaN,NaN,,NaN,,NaN,,
4242,81,13,32,14,83,NaN,NaN,60,NaN,100,NaN,52,111
4243,,,,,,NaN,NaN,,NaN,,NaN,,
4244,82,13,32,14,83,NaN,NaN,60,NaN,100,NaN,52,111
4245,,,,,,NaN,NaN,,NaN,,NaN,,
4246,82,13,32,14,83,NaN,NaN,60,NaN,100,NaN,52,111
4247,,,,,,NaN,NaN,,NaN,,NaN,,
4248,82,13,33,14,83,NaN,NaN,60,NaN,100,NaN,52,111
4249,,,,,,NaN,NaN,,NaN,,NaN,,
4250,82,13,33,14,77,NaN,NaN,59,NaN,100,NaN,52,110
4251,,,,,,NaN,NaN,,NaN,,NaN,,
4252,82,13,33,14,67,NaN,NaN,59,NaN,100,NaN,52,111
4253,,,,,,NaN,NaN,,NaN,,NaN,,
4254,82,13,33,14,67,NaN,NaN,58,NaN,100,NaN,52,110
4255,,,,,,NaN,NaN,,NaN,,NaN,,
4256,82,13,33,14,67,NaN,NaN,59,NaN,100,NaN,52,113
4257,,,,,,NaN,NaN,,NaN,,NaN,,
4258,82,13,33,14,61,NaN,NaN,60,NaN,100,NaN,52,112
4259,,,,,,NaN,NaN,,NaN,,NaN,,
4260,81,13,33,14,62,NaN,NaN,59,NaN,100,NaN,52,111
4261,,,,,,NaN,NaN,,NaN,,NaN,,
4262,81,13,33,14,63,NaN,NaN,58,NaN,100,NaN,52,110
4263,,,,,,NaN,NaN,,NaN,,NaN,,
4264,80,14,33,14,70,NaN,NaN,58,NaN,100,NaN,51,108
4265,,,,,,NaN,NaN,,NaN,,NaN,,
4266,81,14,33,14,70,NaN,NaN,60,NaN,100,NaN,51,110
4267,,,,,,NaN,NaN,,NaN,,NaN,,
4268,82,14,33,14,77,NaN,NaN,61,NaN,100,NaN,51,112
4269,,,,,,NaN,NaN,,NaN,,NaN,,
4270,82,14,32,14,77,NaN,NaN,61,NaN,100,NaN,52,113
4271,,,,,,NaN,NaN,,NaN,,NaN,,
4272,82,14,32,14,76,NaN,NaN,59,NaN,100,NaN,52,112
4273,,,,,,NaN,NaN,,NaN,,NaN,,
4274,81,14,32,14,76,NaN,NaN,58,NaN,100,NaN,52,109
4275,,,,,,NaN,NaN,,NaN,,NaN,,
4276,81,14,32,14,76,NaN,NaN,58,NaN,100,NaN,52,109
4277,,,,,,NaN,NaN,,NaN,,NaN,,
4278,80,14,32,14,68,NaN,NaN,59,NaN,100,NaN,52,108
4279,,,,,,NaN,NaN,,NaN,,NaN,,
4280,81,14,32,14,68,NaN,NaN,59,NaN,100,NaN,52,110
4281,,,,,,NaN,NaN,,NaN,,NaN,,
4282,81,14,32,14,68,NaN,NaN,59,NaN,100,NaN,52,110
4283,,,,,,NaN,NaN,,NaN,,NaN,,
4284,80,13,32,14,68,NaN,NaN,58,NaN,100,NaN,52,109
4285,,,,,,NaN,NaN,,NaN,,NaN,,
4286,79,13,32,14,60,NaN,NaN,57,NaN,100,NaN,52,108
4287,,,,,,NaN,NaN,,NaN,,NaN,,
4288,78,13,32,14,55,NaN,NaN,56,NaN,100,NaN,52,106
4289,,,,,,NaN,NaN,,NaN,,NaN,,
4290,78,13,32,14,55,NaN,NaN,56,NaN,100,NaN,51,105
4291,,,,,,NaN,NaN,,NaN,,NaN,,
4292,77,13,32,14,51,NaN,NaN,55,NaN,100,NaN,51,104
4293,,,,,,NaN,NaN,,NaN,,NaN,,
4294,76,13,32,14,58,NaN,NaN,55,NaN,100,NaN,51,103
4295,,,,,,NaN,NaN,,NaN,,NaN,,
4296,76,13,32,14,58,NaN,NaN,54,NaN,100,NaN,51,103
4297,,,,,,NaN,NaN,,NaN,,NaN,,
4298,75,13,31,14,58,NaN,NaN,53,NaN,100,NaN,51,103
4299,,,,,,NaN,NaN,,NaN,,NaN,,
