time,SNUADC/CVP,SNUADC/ECG_V5,Solar8000/HR,Solar8000/ART_SBP,Solar8000/CVP,SNUADC/ART,Solar8000/PLETH_HR,Solar8000/PLETH_SPO2,Solar8000/ART_DBP,SNUADC/ECG_II,Solar8000/RR_CO2,Solar8000/ETCO2,Solar8000/ART_MBP
1527,NaN,NaN,,,,NaN,,,,NaN,,,
1528,NaN,NaN,62,91,1,NaN,62,99,52,NaN,13,33,66
1529,NaN,NaN,,,,NaN,,,,NaN,,,
1530,NaN,NaN,62,90,1,NaN,63,99,52,NaN,13,33,66
1531,NaN,NaN,,,,NaN,,,,NaN,,,
1532,NaN,NaN,62,90,1,NaN,63,99,52,NaN,13,33,66
1533,NaN,NaN,,,,NaN,,,,NaN,,,
1534,NaN,NaN,62,90,-2,NaN,62,99,52,NaN,13,33,65
1535,NaN,NaN,,,,NaN,,,,NaN,,,
1536,NaN,NaN,62,91,-3,NaN,62,99,52,NaN,13,33,66
1537,NaN,NaN,,,,NaN,,,,NaN,,,
1538,NaN,NaN,61,90,-3,NaN,62,99,52,NaN,13,33,66
1539,NaN,NaN,,,,NaN,,,,NaN,,,
1540,NaN,NaN,61,91,-3,NaN,62,99,53,NaN,13,33,66
1541,NaN,NaN,,,,NaN,,,,NaN,,,
1542,NaN,NaN,62,90,-3,NaN,62,99,52,NaN,13,33,66
1543,NaN,NaN,,,,NaN,,,,NaN,,,
1544,NaN,NaN,62,90,-3,NaN,62,99,58,NaN,13,33,67
1545,NaN,NaN,,,,NaN,,,,NaN,,,
1546,NaN,NaN,65,88,-3,NaN,62,99,52,NaN,13,33,65
1547,NaN,NaN,,,,NaN,,,,NaN,,,
1548,NaN,NaN,64,90,-3,NaN,62,99,53,NaN,13,33,65
1549,NaN,NaN,,,,NaN,,,,NaN,,,
1550,NaN,NaN,63,93,-3,NaN,62,99,54,NaN,13,33,67
1551,NaN,NaN,,,,NaN,,,,NaN,,,
1552,NaN,NaN,63,92,-3,NaN,62,99,53,NaN,13,33,67
1553,NaN,NaN,,,,NaN,,,,NaN,,,
1554,NaN,NaN,60,93,-3,NaN,62,99,55,NaN,13,33,68
1555,NaN,NaN,,,,NaN,,,,NaN,,,
1556,NaN,NaN,61,93,-3,NaN,62,99,54,NaN,13,33,68
1557,NaN,NaN,,,,NaN,,,,NaN,,,
1558,NaN,NaN,61,92,-3,NaN,62,99,54,NaN,13,33,68
1559,NaN,NaN,,,,NaN,,,,NaN,,,
1560,NaN,NaN,61,94,-3,NaN,62,99,55,NaN,13,33,69
1561,NaN,NaN,,,,NaN,,,,NaN,,,
1562,NaN,NaN,61,92,-3,NaN,62,99,54,NaN,13,33,68
1563,NaN,NaN,,,,NaN,,,,NaN,,,
1564,NaN,NaN,61,94,-3,NaN,62,99,54,NaN,13,33,68
1565,NaN,NaN,,,,NaN,,,,NaN,,,
1566,NaN,NaN,61,92,-3,NaN,62,99,54,NaN,13,33,68
1567,NaN,NaN,,,,NaN,,,,NaN,,,
1568,NaN,NaN,61,94,-3,NaN,62,99,55,NaN,13,33,68
1569,NaN,NaN,,,,NaN,,,,NaN,,,
1570,NaN,NaN,61,92,-3,NaN,62,99,54,NaN,13,33,68
1571,NaN,NaN,,,,NaN,,,,NaN,,,
1572,NaN,NaN,62,93,0,NaN,62,99,55,NaN,13,33,68
1573,NaN,NaN,,,,NaN,,,,NaN,,,
1574,NaN,NaN,62,93,0,NaN,62,99,54,NaN,13,33,68
1575,NaN,NaN,,,,NaN,,,,NaN,,,
1576,NaN,NaN,62,91,5,NaN,62,99,54,NaN,13,33,67
1577,NaN,NaN,,,,NaN,,,,NaN,,,
1578,NaN,NaN,62,93,5,NaN,62,99,53,NaN,13,33,68
1579,NaN,NaN,,,,NaN,,,,NaN,,,
1580,NaN,NaN,61,91,9,NaN,62,99,53,NaN,13,33,67
1581,NaN,NaN,,,,NaN,,,,NaN,,,
1582,NaN,NaN,61,92,9,NaN,62,99,53,NaN,13,33,67
1583,NaN,NaN,,,,NaN,,,,NaN,,,
1584,NaN,NaN,61,90,8,NaN,62,99,52,NaN,13,33,66
1585,NaN,NaN,,,,NaN,,,,NaN,,,
1586,NaN,NaN,61,91,8,NaN,62,99,53,NaN,13,33,66
1587,NaN,NaN,,,,NaN,,,,NaN,,,
1588,NaN,NaN,61,92,6,NaN,62,99,53,NaN,13,33,67
1589,NaN,NaN,,,,NaN,,,,NaN,,,
1590,NaN,NaN,61,90,6,NaN,62,99,53,NaN,13,33,66
1591,NaN,NaN,,,,NaN,,,,NaN,,,
1592,NaN,NaN,62,92,5,NaN,62,99,53,NaN,13,33,67
1593,NaN,NaN,,,,NaN,,,,NaN,,,
1594,NaN,NaN,62,92,5,NaN,62,99,53,NaN,13,33,67
1595,NaN,NaN,,,,NaN,,,,NaN,,,
1596,NaN,NaN,62,92,5,NaN,62,99,53,NaN,13,33,66
1597,NaN,NaN,,,,NaN,,,,NaN,,,
1598,NaN,NaN,62,90,5,NaN,62,99,52,NaN,13,33,66
1599,NaN,NaN,,,,NaN,,,,NaN,,,
1600,NaN,NaN,62,91,5,NaN,62,99,58,NaN,13,33,68
1601,NaN,NaN,,,,NaN,,,,NaN,,,
1602,NaN,NaN,65,88,5,NaN,62,99,56,NaN,13,33,67
1603,NaN,NaN,,,,NaN,,,,NaN,,,
1604,NaN,NaN,67,88,5,NaN,61,99,52,NaN,13,33,65
1605,NaN,NaN,,,,NaN,,,,NaN,,,
1606,NaN,NaN,65,92,5,NaN,60,99,52,NaN,13,33,66
1607,NaN,NaN,,,,NaN,,,,NaN,,,
1608,NaN,NaN,65,91,5,NaN,60,99,53,NaN,13,33,66
1609,NaN,NaN,,,,NaN,,,,NaN,,,
1610,NaN,NaN,62,89,6,NaN,60,99,54,NaN,13,33,67
1611,NaN,NaN,,,,NaN,,,,NaN,,,
1612,NaN,NaN,64,90,6,NaN,60,99,53,NaN,13,33,66
1613,NaN,NaN,,,,NaN,,,,NaN,,,
1614,NaN,NaN,64,93,7,NaN,60,99,54,NaN,13,33,68
1615,NaN,NaN,,,,NaN,,,,NaN,,,
1616,NaN,NaN,63,93,7,NaN,62,99,54,NaN,13,33,68
1617,NaN,NaN,,,,NaN,,,,NaN,,,
1618,NaN,NaN,61,93,5,NaN,62,99,55,NaN,13,33,68
1619,NaN,NaN,,,,NaN,,,,NaN,,,
1620,NaN,NaN,62,94,5,NaN,60,99,55,NaN,13,33,69
1621,NaN,NaN,,,,NaN,,,,NaN,,,
1622,NaN,NaN,63,93,1,NaN,61,99,56,NaN,13,33,70
1623,NaN,NaN,,,,NaN,,,,NaN,,,
1624,NaN,NaN,61,94,1,NaN,61,99,55,NaN,13,33,69
1625,NaN,NaN,,,,NaN,,,,NaN,,,
1626,NaN,NaN,61,93,1,NaN,60,99,58,NaN,13,33,70
1627,NaN,NaN,,,,NaN,,,,NaN,,,
1628,NaN,NaN,62,92,1,NaN,60,99,56,NaN,13,33,69
1629,NaN,NaN,,,,NaN,,,,NaN,,,
1630,NaN,NaN,61,92,1,NaN,59,99,50,NaN,13,33,66
1631,NaN,NaN,,,,NaN,,,,NaN,,,
1632,NaN,NaN,60,92,1,NaN,56,99,56,NaN,13,33,68
1633,NaN,NaN,,,,NaN,,,,NaN,,,
1634,NaN,NaN,62,94,1,NaN,56,99,53,NaN,13,33,67
1635,NaN,NaN,,,,NaN,,,,NaN,,,
1636,NaN,NaN,61,93,1,NaN,55,99,56,NaN,13,33,68
1637,NaN,NaN,,,,NaN,,,,NaN,,,
1638,NaN,NaN,60,94,1,NaN,55,99,55,NaN,13,33,69
1639,NaN,NaN,,,,NaN,,,,NaN,,,
1640,NaN,NaN,66,90,1,NaN,56,99,51,NaN,13,32,65
1641,NaN,NaN,,,,NaN,,,,NaN,,,
1642,NaN,NaN,76,96,1,NaN,57,99,58,NaN,13,32,69
1643,NaN,NaN,,,,NaN,,,,NaN,,,
1644,NaN,NaN,79,93,0,NaN,58,99,56,NaN,13,32,69
1645,NaN,NaN,,,,NaN,,,,NaN,,,
1646,NaN,NaN,71,96,0,NaN,58,99,55,NaN,13,32,69
1647,NaN,NaN,,,,NaN,,,,NaN,,,
1648,NaN,NaN,73,95,0,NaN,59,99,55,NaN,13,32,69
1649,NaN,NaN,,,,NaN,,,,NaN,,,
1650,NaN,NaN,68,93,0,NaN,59,99,55,NaN,13,32,69
1651,NaN,NaN,,,,NaN,,,,NaN,,,
1652,NaN,NaN,62,94,1,NaN,59,99,54,NaN,13,32,69
1653,NaN,NaN,,,,NaN,,,,NaN,,,
1654,NaN,NaN,60,92,1,NaN,61,99,54,NaN,13,33,68
1655,NaN,NaN,,,,NaN,,,,NaN,,,
1656,NaN,NaN,61,93,3,NaN,61,99,54,NaN,13,33,68
1657,NaN,NaN,,,,NaN,,,,NaN,,,
1658,NaN,NaN,61,91,3,NaN,62,99,53,NaN,13,33,67
1659,NaN,NaN,,,,NaN,,,,NaN,,,
1660,NaN,NaN,61,92,7,NaN,62,99,54,NaN,13,33,67
1661,NaN,NaN,,,,NaN,,,,NaN,,,
1662,NaN,NaN,61,92,7,NaN,62,99,53,NaN,13,33,67
1663,NaN,NaN,,,,NaN,,,,NaN,,,
1664,NaN,NaN,61,91,5,NaN,62,99,53,NaN,13,33,67
1665,NaN,NaN,,,,NaN,,,,NaN,,,
1666,NaN,NaN,61,92,5,NaN,62,99,53,NaN,13,33,67
1667,NaN,NaN,,,,NaN,,,,NaN,,,
1668,NaN,NaN,61,91,5,NaN,62,99,53,NaN,13,33,67
1669,NaN,NaN,,,,NaN,,,,NaN,,,
1670,NaN,NaN,62,93,4,NaN,62,99,55,NaN,13,33,68
1671,NaN,NaN,,,,NaN,,,,NaN,,,
1672,NaN,NaN,64,91,4,NaN,63,99,53,NaN,13,33,67
1673,NaN,NaN,,,,NaN,,,,NaN,,,
1674,NaN,NaN,62,92,4,NaN,63,99,53,NaN,13,33,67
1675,NaN,NaN,,,,NaN,,,,NaN,,,
1676,NaN,NaN,62,91,4,NaN,63,99,53,NaN,13,33,67
1677,NaN,NaN,,,,NaN,,,,NaN,,,
1678,NaN,NaN,62,91,5,NaN,63,99,54,NaN,13,33,67
1679,NaN,NaN,,,,NaN,,,,NaN,,,
1680,NaN,NaN,60,92,5,NaN,62,99,54,NaN,13,33,67
1681,NaN,NaN,,,,NaN,,,,NaN,,,
1682,NaN,NaN,61,91,5,NaN,61,99,54,NaN,13,33,67
1683,NaN,NaN,,,,NaN,,,,NaN,,,
1684,NaN,NaN,61,91,5,NaN,61,99,54,NaN,13,33,67
1685,NaN,NaN,,,,NaN,,,,NaN,,,
1686,NaN,NaN,61,92,5,NaN,62,99,54,NaN,13,33,68
1687,NaN,NaN,,,,NaN,,,,NaN,,,
1688,NaN,NaN,61,94,5,NaN,62,99,55,NaN,13,33,68
1689,NaN,NaN,,,,NaN,,,,NaN,,,
1690,NaN,NaN,61,93,6,NaN,62,99,54,NaN,13,33,68
1691,NaN,NaN,,,,NaN,,,,NaN,,,
1692,NaN,NaN,61,93,6,NaN,61,99,55,NaN,13,33,68
1693,NaN,NaN,,,,NaN,,,,NaN,,,
1694,NaN,NaN,60,94,6,NaN,61,99,54,NaN,13,33,69
1695,NaN,NaN,,,,NaN,,,,NaN,,,
1696,NaN,NaN,60,92,6,NaN,61,99,55,NaN,13,33,68
1697,NaN,NaN,,,,NaN,,,,NaN,,,
1698,NaN,NaN,60,94,6,NaN,61,99,55,NaN,13,33,69
1699,NaN,NaN,,,,NaN,,,,NaN,,,
1700,NaN,NaN,60,94,6,NaN,61,99,55,NaN,13,33,69
1701,NaN,NaN,,,,NaN,,,,NaN,,,
1702,NaN,NaN,60,93,6,NaN,61,99,54,NaN,13,33,69
1703,NaN,NaN,,,,NaN,,,,NaN,,,
1704,NaN,NaN,60,92,8,NaN,61,98,53,NaN,13,33,68
1705,NaN,NaN,,,,NaN,,,,NaN,,,
1706,NaN,NaN,60,92,8,NaN,61,99,54,NaN,13,33,67
1707,NaN,NaN,,,,NaN,,,,NaN,,,
1708,NaN,NaN,60,93,8,NaN,61,99,53,NaN,13,32,68
1709,NaN,NaN,,,,NaN,,,,NaN,,,
1710,NaN,NaN,60,91,8,NaN,61,98,53,NaN,13,32,67
1711,NaN,NaN,,,,NaN,,,,NaN,,,
1712,NaN,NaN,60,93,5,NaN,61,99,54,NaN,13,32,68
1713,NaN,NaN,,,,NaN,,,,NaN,,,
1714,NaN,NaN,61,91,5,NaN,61,99,53,NaN,13,32,67
1715,NaN,NaN,,,,NaN,,,,NaN,,,
1716,NaN,NaN,61,91,5,NaN,61,99,53,NaN,13,32,67
1717,NaN,NaN,,,,NaN,,,,NaN,,,
1718,NaN,NaN,60,90,5,NaN,61,98,52,NaN,13,32,66
1719,NaN,NaN,,,,NaN,,,,NaN,,,
1720,NaN,NaN,60,90,5,NaN,61,98,53,NaN,13,32,66
1721,NaN,NaN,,,,NaN,,,,NaN,,,
1722,NaN,NaN,60,90,5,NaN,61,99,52,NaN,13,32,66
1723,NaN,NaN,,,,NaN,,,,NaN,,,
1724,NaN,NaN,61,90,5,NaN,61,98,53,NaN,13,32,66
1725,NaN,NaN,,,,NaN,,,,NaN,,,
1726,NaN,NaN,61,91,5,NaN,62,98,52,NaN,13,32,66
1727,NaN,NaN,,,,NaN,,,,NaN,,,
1728,NaN,NaN,61,90,6,NaN,62,98,53,NaN,13,32,66
1729,NaN,NaN,,,,NaN,,,,NaN,,,
1730,NaN,NaN,61,92,6,NaN,62,98,53,NaN,13,32,67
1731,NaN,NaN,,,,NaN,,,,NaN,,,
1732,NaN,NaN,61,92,6,NaN,62,98,53,NaN,13,32,67
1733,NaN,NaN,,,,NaN,,,,NaN,,,
1734,NaN,NaN,61,91,6,NaN,62,98,53,NaN,13,33,66
1735,NaN,NaN,,,,NaN,,,,NaN,,,
1736,NaN,NaN,61,91,6,NaN,62,98,52,NaN,13,33,66
1737,NaN,NaN,,,,NaN,,,,NaN,,,
1738,NaN,NaN,61,90,6,NaN,62,98,53,NaN,13,33,66
1739,NaN,NaN,,,,NaN,,,,NaN,,,
1740,NaN,NaN,61,92,6,NaN,62,98,53,NaN,13,33,67
1741,NaN,NaN,,,,NaN,,,,NaN,,,
1742,NaN,NaN,61,90,6,NaN,62,98,53,NaN,13,33,66
1743,NaN,NaN,,,,NaN,,,,NaN,,,
1744,NaN,NaN,61,92,6,NaN,62,98,54,NaN,13,33,67
1745,NaN,NaN,,,,NaN,,,,NaN,,,
1746,NaN,NaN,61,91,7,NaN,62,98,53,NaN,13,33,67
1747,NaN,NaN,,,,NaN,,,,NaN,,,
1748,NaN,NaN,61,92,7,NaN,62,98,54,NaN,13,32,67
1749,NaN,NaN,,,,NaN,,,,NaN,,,
1750,NaN,NaN,61,92,9,NaN,62,98,54,NaN,13,32,68
1751,NaN,NaN,,,,NaN,,,,NaN,,,
1752,NaN,NaN,61,92,9,NaN,61,98,54,NaN,13,32,68
1753,NaN,NaN,,,,NaN,,,,NaN,,,
1754,NaN,NaN,61,94,7,NaN,61,98,55,NaN,13,32,69
1755,NaN,NaN,,,,NaN,,,,NaN,,,
1756,NaN,NaN,61,92,7,NaN,61,98,54,NaN,13,32,68
1757,NaN,NaN,,,,NaN,,,,NaN,,,
1758,NaN,NaN,60,94,5,NaN,61,99,55,NaN,13,32,69
1759,NaN,NaN,,,,NaN,,,,NaN,,,
1760,NaN,NaN,60,93,5,NaN,61,99,54,NaN,13,32,69
1761,NaN,NaN,,,,NaN,,,,NaN,,,
1762,NaN,NaN,60,94,5,NaN,61,99,55,NaN,13,32,69
1763,NaN,NaN,,,,NaN,,,,NaN,,,
1764,NaN,NaN,60,92,5,NaN,61,99,54,NaN,13,32,68
1765,NaN,NaN,,,,NaN,,,,NaN,,,
1766,NaN,NaN,60,92,5,NaN,60,99,55,NaN,13,32,68
1767,NaN,NaN,,,,NaN,,,,NaN,,,
1768,NaN,NaN,60,93,6,NaN,60,99,55,NaN,13,32,69
1769,NaN,NaN,,,,NaN,,,,NaN,,,
1770,NaN,NaN,60,92,6,NaN,60,98,55,NaN,13,32,68
1771,NaN,NaN,,,,NaN,,,,NaN,,,
1772,NaN,NaN,59,94,6,NaN,60,98,54,NaN,13,32,69
1773,NaN,NaN,,,,NaN,,,,NaN,,,
1774,NaN,NaN,59,93,6,NaN,60,98,54,NaN,13,32,68
1775,NaN,NaN,,,,NaN,,,,NaN,,,
1776,NaN,NaN,59,93,6,NaN,60,98,55,NaN,13,32,69
1777,NaN,NaN,,,,NaN,,,,NaN,,,
1778,NaN,NaN,59,93,6,NaN,60,98,54,NaN,13,32,68
1779,NaN,NaN,,,,NaN,,,,NaN,,,
1780,NaN,NaN,60,94,6,NaN,60,98,55,NaN,13,32,69
1781,NaN,NaN,,,,NaN,,,,NaN,,,
1782,NaN,NaN,60,93,6,NaN,60,98,54,NaN,13,32,69
1783,NaN,NaN,,,,NaN,,,,NaN,,,
1784,NaN,NaN,60,92,6,NaN,61,98,54,NaN,13,32,68
1785,NaN,NaN,,,,NaN,,,,NaN,,,
1786,NaN,NaN,60,93,6,NaN,61,98,54,NaN,13,32,68
1787,NaN,NaN,,,,NaN,,,,NaN,,,
1788,NaN,NaN,60,91,7,NaN,61,98,54,NaN,13,32,68
1789,NaN,NaN,,,,NaN,,,,NaN,,,
1790,NaN,NaN,61,93,7,NaN,61,98,54,NaN,13,32,68
1791,NaN,NaN,,,,NaN,,,,NaN,,,
1792,NaN,NaN,61,91,9,NaN,61,98,53,NaN,13,32,67
1793,NaN,NaN,,,,NaN,,,,NaN,,,
1794,NaN,NaN,60,93,9,NaN,61,98,54,NaN,13,32,68
1795,NaN,NaN,,,,NaN,,,,NaN,,,
1796,NaN,NaN,60,92,8,NaN,61,98,53,NaN,13,32,68
1797,NaN,NaN,,,,NaN,,,,NaN,,,
1798,NaN,NaN,60,92,8,NaN,61,98,54,NaN,13,32,68
1799,NaN,NaN,,,,NaN,,,,NaN,,,
1800,NaN,NaN,61,92,8,NaN,61,98,53,NaN,13,32,68
1801,NaN,NaN,,,,NaN,,,,NaN,,,
1802,NaN,NaN,61,91,5,NaN,61,98,53,NaN,13,32,67
1803,NaN,NaN,,,,NaN,,,,NaN,,,
1804,NaN,NaN,61,93,5,NaN,61,98,54,NaN,13,32,68
1805,NaN,NaN,,,,NaN,,,,NaN,,,
1806,NaN,NaN,61,91,4,NaN,61,98,53,NaN,13,32,67
1807,NaN,NaN,,,,NaN,,,,NaN,,,
1808,NaN,NaN,60,93,4,NaN,61,98,54,NaN,13,32,68
1809,NaN,NaN,,,,NaN,,,,NaN,,,
1810,NaN,NaN,60,92,5,NaN,61,98,54,NaN,13,32,68
1811,NaN,NaN,,,,NaN,,,,NaN,,,
1812,NaN,NaN,60,93,5,NaN,61,98,55,NaN,13,32,68
1813,NaN,NaN,,,,NaN,,,,NaN,,,
1814,NaN,NaN,60,94,5,NaN,61,98,55,NaN,13,32,69
1815,NaN,NaN,,,,NaN,,,,NaN,,,
1816,NaN,NaN,60,92,5,NaN,61,98,55,NaN,13,32,69
1817,NaN,NaN,,,,NaN,,,,NaN,,,
1818,NaN,NaN,60,94,6,NaN,61,99,55,NaN,13,32,69
1819,NaN,NaN,,,,NaN,,,,NaN,,,
1820,NaN,NaN,60,92,6,NaN,61,98,54,NaN,13,32,69
1821,NaN,NaN,,,,NaN,,,,NaN,,,
1822,NaN,NaN,60,94,6,NaN,60,98,55,NaN,13,32,69
1823,NaN,NaN,,,,NaN,,,,NaN,,,
1824,NaN,NaN,59,93,6,NaN,60,98,54,NaN,13,32,69
1825,NaN,NaN,,,,NaN,,,,NaN,,,
1826,NaN,NaN,59,93,6,NaN,60,98,54,NaN,13,32,69
1827,NaN,NaN,,,,NaN,,,,NaN,,,
1828,NaN,NaN,59,94,6,NaN,60,99,55,NaN,13,32,69
1829,NaN,NaN,,,,NaN,,,,NaN,,,
1830,NaN,NaN,60,92,6,NaN,60,98,54,NaN,13,32,69
1831,NaN,NaN,,,,NaN,,,,NaN,,,
1832,NaN,NaN,60,94,6,NaN,60,99,54,NaN,13,32,69
1833,NaN,NaN,,,,NaN,,,,NaN,,,
1834,NaN,NaN,59,92,6,NaN,60,99,54,NaN,13,32,68
1835,NaN,NaN,,,,NaN,,,,NaN,,,
1836,NaN,NaN,60,94,8,NaN,60,99,55,NaN,13,32,69
1837,NaN,NaN,,,,NaN,,,,NaN,,,
1838,NaN,NaN,60,93,8,NaN,60,98,55,NaN,13,32,69
1839,NaN,NaN,,,,NaN,,,,NaN,,,
1840,NaN,NaN,60,93,9,NaN,60,98,55,NaN,13,32,69
1841,NaN,NaN,,,,NaN,,,,NaN,,,
1842,NaN,NaN,60,93,9,NaN,60,98,54,NaN,13,32,69
1843,NaN,NaN,,,,NaN,,,,NaN,,,
1844,NaN,NaN,60,92,7,NaN,61,98,54,NaN,13,32,68
1845,NaN,NaN,,,,NaN,,,,NaN,,,
1846,NaN,NaN,60,93,7,NaN,61,99,54,NaN,13,32,69
1847,NaN,NaN,,,,NaN,,,,NaN,,,
1848,NaN,NaN,60,91,5,NaN,61,98,54,NaN,13,32,68
1849,NaN,NaN,,,,NaN,,,,NaN,,,
1850,NaN,NaN,61,93,5,NaN,61,98,54,NaN,13,32,68
1851,NaN,NaN,,,,NaN,,,,NaN,,,
1852,NaN,NaN,61,92,5,NaN,61,98,53,NaN,13,32,68
1853,NaN,NaN,,,,NaN,,,,NaN,,,
1854,NaN,NaN,61,92,5,NaN,61,98,54,NaN,13,32,68
1855,NaN,NaN,,,,NaN,,,,NaN,,,
1856,NaN,NaN,61,92,5,NaN,61,98,53,NaN,13,32,68
1857,NaN,NaN,,,,NaN,,,,NaN,,,
1858,NaN,NaN,60,91,5,NaN,61,98,53,NaN,13,32,67
1859,NaN,NaN,,,,NaN,,,,NaN,,,
1860,NaN,NaN,60,93,5,NaN,61,98,54,NaN,13,32,68
1861,NaN,NaN,,,,NaN,,,,NaN,,,
1862,NaN,NaN,60,91,6,NaN,61,98,53,NaN,13,32,67
1863,NaN,NaN,,,,NaN,,,,NaN,,,
1864,NaN,NaN,61,92,6,NaN,61,98,54,NaN,13,32,68
1865,NaN,NaN,,,,NaN,,,,NaN,,,
1866,NaN,NaN,61,92,6,NaN,61,98,53,NaN,13,32,67
1867,NaN,NaN,,,,NaN,,,,NaN,,,
1868,NaN,NaN,61,92,6,NaN,61,98,54,NaN,13,32,68
1869,NaN,NaN,,,,NaN,,,,NaN,,,
1870,NaN,NaN,61,93,5,NaN,61,98,54,NaN,13,32,68
1871,NaN,NaN,,,,NaN,,,,NaN,,,
1872,NaN,NaN,61,93,5,NaN,61,98,54,NaN,13,32,68
1873,NaN,NaN,,,,NaN,,,,NaN,,,
1874,NaN,NaN,61,93,5,NaN,61,98,54,NaN,13,32,68
1875,NaN,NaN,,,,NaN,,,,NaN,,,
1876,NaN,NaN,60,93,6,NaN,61,98,55,NaN,13,32,69
1877,NaN,NaN,,,,NaN,,,,NaN,,,
1878,NaN,NaN,60,94,7,NaN,61,98,55,NaN,13,32,69
1879,NaN,NaN,,,,NaN,,,,NaN,,,
1880,NaN,NaN,60,93,7,NaN,61,98,55,NaN,13,32,69
1881,NaN,NaN,,,,NaN,,,,NaN,,,
1882,NaN,NaN,60,95,8,NaN,60,99,56,NaN,13,32,70
1883,NaN,NaN,,,,NaN,,,,NaN,,,
1884,NaN,NaN,60,93,8,NaN,60,98,55,NaN,13,32,69
1885,NaN,NaN,,,,NaN,,,,NaN,,,
1886,NaN,NaN,60,94,6,NaN,60,98,55,NaN,13,32,70
1887,NaN,NaN,,,,NaN,,,,NaN,,,
1888,NaN,NaN,59,93,6,NaN,60,98,55,NaN,13,32,69
1889,NaN,NaN,,,,NaN,,,,NaN,,,
1890,NaN,NaN,59,93,2,NaN,60,98,55,NaN,13,32,69
1891,NaN,NaN,,,,NaN,,,,NaN,,,
1892,NaN,NaN,59,94,2,NaN,60,99,55,NaN,13,32,69
1893,NaN,NaN,,,,NaN,,,,NaN,,,
1894,NaN,NaN,59,93,2,NaN,60,99,55,NaN,13,32,69
1895,NaN,NaN,,,,NaN,,,,NaN,,,
1896,NaN,NaN,59,93,1,NaN,60,98,55,NaN,13,32,69
1897,NaN,NaN,,,,NaN,,,,NaN,,,
1898,NaN,NaN,59,93,1,NaN,60,98,54,NaN,13,32,69
1899,NaN,NaN,,,,NaN,,,,NaN,,,
1900,NaN,NaN,59,92,1,NaN,60,98,54,NaN,13,32,68
1901,NaN,NaN,,,,NaN,,,,NaN,,,
1902,NaN,NaN,59,93,1,NaN,60,99,54,NaN,13,32,68
1903,NaN,NaN,,,,NaN,,,,NaN,,,
1904,NaN,NaN,59,91,1,NaN,59,98,53,NaN,13,32,68
1905,NaN,NaN,,,,NaN,,,,NaN,,,
1906,NaN,NaN,59,92,1,NaN,59,98,54,NaN,13,32,68
1907,NaN,NaN,,,,NaN,,,,NaN,,,
1908,NaN,NaN,59,91,2,NaN,60,98,53,NaN,13,32,67
1909,NaN,NaN,,,,NaN,,,,NaN,,,
1910,NaN,NaN,60,92,2,NaN,60,99,53,NaN,13,32,67
1911,NaN,NaN,,,,NaN,,,,NaN,,,
1912,NaN,NaN,60,91,2,NaN,60,98,53,NaN,13,32,67
1913,NaN,NaN,,,,NaN,,,,NaN,,,
1914,NaN,NaN,60,91,2,NaN,60,98,53,NaN,13,32,67
1915,NaN,NaN,,,,NaN,,,,NaN,,,
1916,NaN,NaN,60,92,3,NaN,60,98,53,NaN,13,32,67
1917,NaN,NaN,,,,NaN,,,,NaN,,,
1918,NaN,NaN,60,91,3,NaN,60,99,53,NaN,13,32,67
1919,NaN,NaN,,,,NaN,,,,NaN,,,
1920,NaN,NaN,60,92,4,NaN,60,99,53,NaN,13,32,67
1921,NaN,NaN,,,,NaN,,,,NaN,,,
1922,NaN,NaN,59,92,4,NaN,60,99,53,NaN,13,32,67
1923,NaN,NaN,,,,NaN,,,,NaN,,,
1924,NaN,NaN,59,92,4,NaN,60,98,54,NaN,13,32,67
1925,NaN,NaN,,,,NaN,,,,NaN,,,
1926,NaN,NaN,59,91,5,NaN,60,98,53,NaN,13,32,67
1927,NaN,NaN,,,,NaN,,,,NaN,,,
1928,NaN,NaN,59,91,5,NaN,60,99,54,NaN,13,32,67
1929,NaN,NaN,,,,NaN,,,,NaN,,,
1930,NaN,NaN,59,92,6,NaN,60,99,53,NaN,13,32,67
1931,NaN,NaN,,,,NaN,,,,NaN,,,
1932,NaN,NaN,59,91,6,NaN,60,98,54,NaN,13,32,67
1933,NaN,NaN,,,,NaN,,,,NaN,,,
1934,NaN,NaN,59,93,3,NaN,60,99,54,NaN,13,32,68
1935,NaN,NaN,,,,NaN,,,,NaN,,,
1936,NaN,NaN,59,92,3,NaN,60,99,54,NaN,13,32,68
1937,NaN,NaN,,,,NaN,,,,NaN,,,
1938,NaN,NaN,59,94,1,NaN,60,99,55,NaN,13,32,69
1939,NaN,NaN,,,,NaN,,,,NaN,,,
1940,NaN,NaN,59,93,1,NaN,60,99,55,NaN,13,32,69
1941,NaN,NaN,,,,NaN,,,,NaN,,,
1942,NaN,NaN,59,94,1,NaN,60,98,56,NaN,13,32,70
1943,NaN,NaN,,,,NaN,,,,NaN,,,
1944,NaN,NaN,58,93,1,NaN,59,99,55,NaN,13,32,69
1945,NaN,NaN,,,,NaN,,,,NaN,,,
1946,NaN,NaN,58,93,1,NaN,59,98,55,NaN,13,32,69
1947,NaN,NaN,,,,NaN,,,,NaN,,,
1948,NaN,NaN,58,94,1,NaN,59,98,55,NaN,13,32,69
1949,NaN,NaN,,,,NaN,,,,NaN,,,
1950,NaN,NaN,58,92,2,NaN,59,98,55,NaN,13,32,69
1951,NaN,NaN,,,,NaN,,,,NaN,,,
